sal_avg_lc1vs0_iate,age
-17341.001304706522,39.0
-13342.804826578384,40.0
-6679.770675387857,35.0
-10378.034609233018,47.0
-7586.032266469161,40.0
-2138.3843792674666,45.0
-2962.947797366007,50.0
-9445.061591712045,43.0
-4628.850483957177,38.0
-2371.945529551689,40.0
-2504.6642034590986,44.0
-7650.088853001283,41.0
-10049.364534438411,50.0
-16409.512754677424,38.0
-2227.1544694534746,32.0
-7726.152897312457,44.0
-14604.01587291501,43.0
-6757.192295640221,46.0
-7165.033228111048,30.0
-996.4244833159028,41.0
-13969.073750347066,36.0
-11130.593381398496,48.0
-11059.005339752526,50.0
-20418.00601613143,30.0
-4505.262376376644,39.0
-2650.541807093163,50.0
-4300.2829864926025,34.0
-4476.765153839629,44.0
-5152.243767786587,40.0
-2561.134512646271,48.0
-7682.127741808816,47.0
-1111.2948748196618,43.0
-4978.012447428833,47.0
-2407.823753415889,37.0
-12672.240773153246,34.0
-6232.158946257013,42.0
-18260.908580148935,33.0
-12529.22791783786,34.0
-14267.555802736057,37.0
-3386.4387374681355,42.0
-2321.113462848197,38.0
-6625.325877134188,31.0
-6255.207636035607,35.0
-2312.351440555054,42.0
-4528.12110400387,48.0
-2136.024496009291,32.0
-3797.049319575912,47.0
-2549.244477343338,47.0
-1035.8719310758015,49.0
-16020.440062487536,41.0
-7332.0449117115495,41.0
-12498.667019472758,32.0
-7674.683263877325,44.0
-5373.937467221862,45.0
-686.1375662136179,42.0
-2780.854156387918,47.0
-7917.3120189264855,34.0
-15153.016100497083,33.0
-2322.729195925518,46.0
-13659.446268026304,30.0
-6929.011200109049,50.0
-4178.24318679288,32.0
-6760.580360149945,34.0
129.0258704716989,48.0
-3188.3456954588783,42.0
-9516.46720148789,39.0
-12148.93119437116,48.0
-17467.404146722078,37.0
-99.55215731127976,44.0
-9954.110087712743,38.0
-12340.991839544762,47.0
-22115.340534184277,30.0
-13646.644695816767,31.0
-19331.30150918461,37.0
-5221.6323170013475,43.0
-9035.514445965619,48.0
-5633.825468059045,35.0
-3150.3597379570047,39.0
61.60349985900598,49.0
-809.3600076635769,33.0
-5088.28188985917,50.0
-9845.0089091722,43.0
-2325.1764468510314,39.0
-1401.3863216818309,40.0
-5462.314517675968,41.0
-9208.440692572243,33.0
-12060.361812287852,42.0
-1877.1333062559233,47.0
-7939.821816474209,36.0
-4289.047389677109,50.0
-4329.475988185808,32.0
-6057.285302540814,41.0
-12858.643002236695,42.0
-3233.468108602967,42.0
-15721.164024572408,31.0
-4019.193578120883,44.0
-4551.624874001085,38.0
-12667.710940098934,38.0
-7407.42116595402,33.0
-791.8595690477705,45.0
-516.7286420895107,50.0
-4374.179819366849,48.0
-9612.92341891613,45.0
-3124.1194900100436,41.0
-4393.087762808688,40.0
-9281.123888493767,37.0
-13369.916645841364,43.0
-332.6247287640011,43.0
-4420.848347727806,42.0
843.4764231047986,46.0
-4501.6520178244255,40.0
-14574.756331154886,32.0
-5898.811925904288,39.0
-10915.62995720756,39.0
-3393.5474613805527,49.0
-1790.2938023615297,45.0
-6779.62190486842,43.0
-11186.295105876992,32.0
-2072.3387249033312,50.0
-4728.134292884335,43.0
-2464.544454967063,44.0
-4890.754711351303,34.0
-1975.4436891613843,47.0
-14353.168442913953,47.0
-5248.791732272066,40.0
-3258.65984380615,31.0
-14484.53520635545,43.0
-13719.42061313944,43.0
418.7795160312018,42.0
-5820.403460492718,46.0
-3923.809481553683,34.0
-6012.458123978593,40.0
-1908.310015637578,31.0
-9083.872791494337,42.0
-998.0694382643395,41.0
-6671.742299915236,30.0
-12379.881014613524,48.0
-4216.2192773216475,33.0
-6693.013615916121,40.0
-11071.2085680109,50.0
-2478.543754149246,31.0
-488.413374051133,40.0
-13691.72052806198,44.0
-14128.533776318436,44.0
-15912.337258743926,35.0
-6756.4589075064405,33.0
-8183.009400915584,32.0
-9451.040630731291,35.0
93.47101372796897,50.0
-915.5316926913898,41.0
-13203.22852541862,42.0
-8542.443471992334,45.0
-11755.0004357309,49.0
-10728.017803723185,35.0
-4820.271094648853,48.0
-5014.965581160821,50.0
-5736.63685391739,40.0
-12197.97238310924,44.0
-4411.591303861553,45.0
-8965.257763357766,39.0
-4581.807766112252,35.0
-5883.638922952283,43.0
-1220.4746276351075,45.0
785.5890665439154,46.0
-4930.2394592706505,49.0
-7355.3104714523215,37.0
-6842.912065521707,35.0
-8311.348487358666,34.0
-15470.406179081358,36.0
-1384.8947845838254,41.0
-5625.061268035523,41.0
-5395.67485102924,31.0
-15147.025265905453,45.0
-2822.5401888264714,43.0
-6903.310919547794,31.0
-423.39900864083916,42.0
-3055.2002107567846,47.0
-13555.96118554968,32.0
-3565.720696760329,40.0
-2868.266246380026,41.0
-4596.493203592745,36.0
-6738.5403138022575,46.0
-6028.078368799315,41.0
-14046.276332787986,50.0
-5652.72043934389,45.0
-6392.651848260659,30.0
-11651.224493031139,39.0
-5094.066725552313,49.0
-3774.519378786783,45.0
-11254.285114087923,50.0
-4794.233587543226,43.0
-2693.174591155995,42.0
-5392.059907346633,39.0
-986.6002414598258,43.0
-281.54675123060633,44.0
-9157.941354466155,46.0
-13578.04074563397,48.0
-7487.506792336428,33.0
-3109.370698012696,42.0
-3913.2121345586183,50.0
-14162.201534433103,38.0
-12089.657537156761,34.0
-4952.782302663369,49.0
-21019.058765765585,36.0
-14377.80278587337,35.0
-1768.7706594950723,48.0
-13032.786842559997,35.0
-1578.4339274905042,45.0
-2951.3700701380494,31.0
-15797.855253188935,30.0
-4429.474466530128,33.0
-4838.923590867564,44.0
-4005.9592596586826,48.0
-2919.7176323197973,35.0
-4806.106171835136,30.0
-3854.880291943179,42.0
-5716.18291391208,36.0
-1170.2571990466831,39.0
436.6982479815158,47.0
-3219.776626640809,43.0
-1996.0484140403523,49.0
-18129.880000110792,31.0
-18359.97289274449,34.0
-8083.324319560274,46.0
-1210.0758095611673,47.0
-8592.231622147412,42.0
-5871.968701092864,39.0
-11569.190347748565,50.0
-6968.749078568313,36.0
-3664.6796309003876,42.0
-5548.876307371849,44.0
-5627.451770555056,42.0
-8283.52835393668,46.0
-7160.9910878070605,34.0
-310.37168021049644,48.0
-1435.81757479522,46.0
-7042.406618480247,37.0
-4984.466581442169,49.0
-56.33232408046345,38.0
-890.7201069562046,40.0
-5623.532942652186,30.0
-5396.959513890426,35.0
-6354.2047238725245,47.0
-13081.173822566274,33.0
-3516.0683503919918,35.0
-13179.946094300194,41.0
-1402.111887458308,42.0
-5064.680268330811,37.0
-15142.03915054749,33.0
-12184.736648898739,33.0
-11721.25805756469,48.0
-3554.0336516271745,49.0
-2336.861100870028,50.0
-3087.421922571015,39.0
-8116.2432350993,41.0
-4256.0200047777635,45.0
-3166.2687227382407,42.0
-5083.098479900222,32.0
-7249.239492437258,32.0
-7654.06532204916,42.0
-5036.03412197274,39.0
-2927.630551073811,50.0
-1845.1371319304158,42.0
157.73924563196465,47.0
-1310.7774424573422,49.0
-3778.114919996483,35.0
-2314.6919275686764,30.0
-12962.884879629297,38.0
-3063.3670505006544,48.0
-20362.931802059928,33.0
-15476.810906670038,40.0
-7412.540871392797,38.0
-11445.4817573018,49.0
-2723.537583021282,30.0
-2675.1133827060294,47.0
-4006.180352637505,34.0
-3638.1642275587865,46.0
-1908.294428524015,43.0
-9689.44098313031,50.0
-2557.6141537202516,43.0
-16016.323432450354,49.0
-9480.106396580893,45.0
-6308.700603407122,33.0
-979.3349252982796,43.0
-3821.86625847277,31.0
-10013.19827576287,40.0
-6690.749180257396,50.0
-13466.165737206347,31.0
-4166.463158603381,46.0
-6964.490701030812,37.0
-5169.819878103175,50.0
-2257.6984564895297,42.0
-13247.345947612273,45.0
-1294.5215235593964,50.0
-4270.438668968396,50.0
-5388.595103984488,50.0
-17338.561453190447,37.0
-8050.913766130763,49.0
-3428.049271649319,47.0
-5141.046663683175,46.0
-9916.177181186193,32.0
-4320.656988476179,45.0
-4407.522207813248,38.0
-2230.1933231354724,40.0
-2217.3322666341087,39.0
-2434.1966156409608,31.0
-1330.1147751756966,45.0
-5202.01330874447,38.0
-5142.564051904001,39.0
-51.97855476979453,44.0
-16293.842130432646,43.0
-6083.449440380387,42.0
-1697.25343347294,47.0
-5329.038740216332,43.0
-10995.475890302167,40.0
-1936.9311912179614,46.0
-7147.902861578556,36.0
-5789.560563698852,46.0
-3384.6712028387556,35.0
-4309.1454297339005,40.0
-18055.148318792264,32.0
-12295.465366261202,47.0
-3357.19115057234,48.0
-96.74307384329427,46.0
-55.19507577970222,41.0
-3596.1298118226423,32.0
-4652.364577773316,47.0
-11656.60853093363,49.0
-6822.059793696728,45.0
-3062.0748199785485,46.0
-14704.13996861499,30.0
-22613.33495117436,32.0
-11681.714306483213,41.0
-2690.328832907178,36.0
-145.76452319616465,44.0
-9534.153239810177,46.0
-8783.251104575225,49.0
-11848.243754399995,34.0
-6825.626377529973,33.0
-5914.429739644209,35.0
-18599.305977015687,37.0
-11797.697044277511,43.0
-11779.350052012396,34.0
-1228.144689300819,46.0
-5070.627808423444,45.0
-2013.7771281006735,41.0
-4184.450382434787,49.0
-4429.686481721787,36.0
-15704.460182145112,48.0
-17538.792802188327,40.0
-15469.449232276142,33.0
-6605.8529427610465,33.0
-6822.9162540114085,36.0
-2804.1733946980526,44.0
-14581.692431403177,39.0
-2898.821256782981,38.0
-12532.896318914685,46.0
-9409.879074009157,47.0
-811.951978044432,49.0
-6835.83232084338,32.0
-7881.885374983099,38.0
-4014.51886706782,45.0
-8848.296479403356,49.0
-4922.656449051392,47.0
-7944.97828854921,33.0
-3316.8892568799674,42.0
-15515.62960784151,39.0
-20928.293569871956,36.0
-10876.75302727928,48.0
-15384.926845707749,45.0
-2208.539319741446,44.0
-4678.384697793139,46.0
-5325.26382253275,49.0
-20550.250884253855,35.0
-13565.752192353077,35.0
-13920.475668151386,35.0
-3002.2481816884783,33.0
-4031.360242911709,35.0
-8808.473852875817,32.0
-10102.307806520617,38.0
-5954.354116014112,30.0
-834.0120585124301,37.0
-8727.131418268327,41.0
-6971.425860202112,48.0
-18402.801206939464,35.0
-17242.613398071877,42.0
-14923.882998099945,45.0
-5249.849177096246,49.0
-6792.929377688577,32.0
-6525.790521230949,34.0
-15448.370582953497,31.0
-8992.764398352394,50.0
-7627.7835946544765,49.0
-8520.930671184014,46.0
-563.6565441697796,49.0
-11149.090747767623,41.0
-17383.33206356701,39.0
-7822.022903112245,37.0
-2240.4664548704013,37.0
-6999.3454986042525,32.0
854.0491751777736,45.0
-4172.757175669629,47.0
-4827.962497706103,36.0
-20328.30628333887,30.0
179.93305316258136,41.0
-7097.035159534632,36.0
-5106.777566478966,44.0
-4588.038865725401,32.0
-11884.86326199716,32.0
-6265.209999379702,30.0
-6140.083691610969,32.0
-9357.132773341014,48.0
-1077.826536331635,46.0
-10621.559893547777,30.0
-5028.92848210696,46.0
-7075.662948813216,49.0
-8751.812149945432,47.0
-3099.572125634313,40.0
-725.2681902015559,37.0
-4552.88559658112,38.0
-9775.89109350858,34.0
-8843.300149767407,33.0
-14507.234004725078,47.0
-5470.599287948854,42.0
-20249.100494719503,34.0
-7580.671063053526,43.0
-5677.719525156944,40.0
-2985.9782101468663,50.0
-4134.77720835058,41.0
-10102.496198394962,39.0
-4030.7429259494365,43.0
-12751.77322724172,44.0
-3534.2888404419527,40.0
-6909.004513306612,37.0
-1383.0933088536685,34.0
-4719.557733115278,47.0
-20228.16106050703,37.0
-20154.06996006283,37.0
-5407.687868960819,47.0
-9282.951957435827,41.0
-1685.250217339345,44.0
-8002.189413050945,38.0
-1505.1932702048953,50.0
-163.1673253667782,48.0
-3364.229114852491,38.0
-12382.373611012477,40.0
-785.2656016715882,45.0
-11640.28117251274,35.0
-11242.977710466548,45.0
-9273.244449386284,48.0
-3677.4248579031373,31.0
-6716.901219636151,31.0
-10287.624947000357,48.0
-11098.278693646747,42.0
-2152.3303372994674,44.0
-12967.934148519556,47.0
-7838.683888259628,33.0
-10298.123622814575,40.0
-3768.7738584967756,46.0
-5105.713567523018,48.0
-5395.137279406862,30.0
-5842.417922098269,31.0
-3478.2529983768654,45.0
-16469.919254384844,35.0
-5090.7367118510465,35.0
-6412.188938437743,34.0
-2126.6436903543436,46.0
-18716.298248804593,34.0
-18466.448424001956,38.0
-12797.577331980196,36.0
-13327.799092772619,38.0
-4226.485652105521,39.0
-4804.748310744681,40.0
1194.0434589090614,44.0
-5720.66564614251,32.0
-3357.9227056011405,50.0
-13508.648013609103,31.0
-1349.949124080772,43.0
-5661.023288830345,45.0
-3564.0472339018597,38.0
-5505.914221874664,42.0
-2140.77813731048,38.0
-3790.6347991416933,36.0
-6906.446417577072,36.0
-4191.59070648288,32.0
-217.50414105855657,36.0
-324.4153535022249,46.0
-13033.596202381646,41.0
-2802.519107376115,36.0
-11595.110095012258,49.0
-7061.107339875247,33.0
-4335.72016988378,47.0
-9068.693718997742,36.0
-6376.66007604625,32.0
-5077.695211014554,44.0
-1851.369301939516,46.0
-5424.4691883584,40.0
-7440.315465169034,40.0
-466.8693287251152,35.0
-6076.861719903968,40.0
-15158.08268129647,46.0
-345.9548637861244,44.0
-4566.201747230991,47.0
-4279.348258360926,42.0
259.818097261558,48.0
-1072.0231667021515,39.0
-5737.331406914178,50.0
-6026.481655128593,36.0
-3107.4482519535068,36.0
-3074.1106843205566,39.0
-11671.155414348235,37.0
-5123.687208246411,43.0
-3733.63496940585,39.0
-5090.046314249408,39.0
-5203.400546725425,36.0
-3704.2742463124423,48.0
-6210.365746286256,35.0
-966.6440061212469,49.0
-9224.913670956226,33.0
-18670.561969752744,31.0
-13722.053139772592,46.0
-14444.355520263085,41.0
-8999.65545879015,42.0
-3843.336820733084,40.0
-17227.20553377229,42.0
-10321.073220665112,43.0
-6285.26855740175,44.0
-13660.553946703412,39.0
-3921.7643673284892,46.0
-12904.248237718628,39.0
-15071.090992090803,33.0
-6644.231587323618,34.0
-1951.4879162243396,34.0
-1958.8129126163522,46.0
-1954.431860891429,43.0
-956.7519150471438,45.0
-4764.917144147628,42.0
-3156.678973509528,46.0
-13636.844949685137,50.0
-5089.585021288243,31.0
-381.75481818053504,39.0
-16280.71806828749,39.0
-4190.076540213204,37.0
-4515.327060372217,31.0
-16278.173398129758,38.0
-6629.478277144476,32.0
-3943.0299898050603,41.0
-9866.98087712207,38.0
-5617.872243598027,38.0
-15395.508036094405,49.0
-5511.373599534315,46.0
-11911.48166490336,45.0
-16546.23974872805,37.0
-9389.747995401638,47.0
-2490.5231286882863,40.0
-5290.95325076227,42.0
-1789.832532866987,40.0
-8350.629791368505,34.0
-12565.851097279392,36.0
-3611.368895360154,31.0
-3160.4273083338785,50.0
-4092.3266513059525,47.0
-14305.763846117105,36.0
-329.22132879383275,47.0
-3641.7268438915253,48.0
-8604.512730170918,41.0
-1812.4775095178616,45.0
-18515.041897015977,30.0
-4339.65173636213,42.0
-14006.05656187819,47.0
-8249.955986238187,46.0
-3936.6379086953975,40.0
-3724.7312005067997,38.0
-4839.155920789715,49.0
-8941.267333289972,50.0
-10027.808965388951,40.0
-1116.7150087366201,31.0
-3096.2155559747735,50.0
-2746.0566670300395,41.0
-10720.364400572636,40.0
-4473.279735240896,46.0
-14705.375014209054,38.0
-9730.080563925556,44.0
-6880.833047391676,48.0
-2419.6823100288384,36.0
-5873.9574890492695,31.0
-5730.993447162773,49.0
-7084.483078169513,38.0
-1069.3471572078292,50.0
-2345.675361204915,30.0
-3319.6144811151657,42.0
-15521.48440904756,43.0
-16406.390510099984,41.0
-2767.2507136746462,43.0
-18705.528106170586,31.0
783.8205406733853,50.0
-2382.6443541126837,39.0
-4313.4433853111605,40.0
-1563.4847888858574,37.0
-2858.1618198331325,41.0
-6762.923043735171,31.0
-12463.632193904388,49.0
-7638.508927584453,44.0
-17188.782326051616,31.0
-11369.334139864824,49.0
-4119.110626717643,35.0
-18992.844319271117,34.0
-4578.749643905232,31.0
-2579.96198903777,48.0
-2965.953557012483,40.0
-3855.2505830849577,43.0
-14958.29205856573,41.0
-4054.2127688174496,34.0
-8067.13580148413,45.0
-1006.2162749109589,47.0
-3836.3663616426747,43.0
-5634.116962650967,35.0
-18348.01718697778,35.0
-9342.519633761462,36.0
-5079.603196041396,36.0
-9184.157053538038,35.0
-6495.098039064708,46.0
-11251.926781849654,49.0
-3260.026322308977,48.0
-12543.555167161436,42.0
-2844.3496622563966,40.0
-15563.392937498336,39.0
-4088.5696819064224,48.0
-13841.827821018851,44.0
-1109.3245971653341,43.0
-5299.953273290589,39.0
-3448.9450884103057,44.0
-945.2162192501019,48.0
-1258.2975223978383,46.0
-254.78076998738788,40.0
-11649.573455353051,39.0
-20649.850181952814,34.0
420.39327705958493,47.0
-3164.6208812525797,44.0
-8574.631855224217,38.0
-14767.521795574252,43.0
-5021.566986475802,31.0
-799.9948775184605,49.0
-5698.792051681788,48.0
-3565.114789417295,39.0
-1901.6343314241012,48.0
-16762.88744233713,34.0
-12868.90106118521,37.0
-635.8986662509295,45.0
-6140.4906402727775,35.0
-2127.5440853736654,48.0
-6572.773337574739,35.0
-5295.141076184427,32.0
-3377.5145524417076,33.0
-2407.924195593372,48.0
-6588.662780477194,36.0
-3455.426665905634,34.0
-371.26488676510735,49.0
-8556.520639013868,42.0
-2754.7909325634046,41.0
-2682.1624889750346,44.0
-11796.552501780558,35.0
-13969.842588507103,33.0
-3927.733335006027,48.0
-5255.988148959441,39.0
-2584.1351879408485,50.0
-6311.568973418749,33.0
-7912.399043235382,50.0
-17552.859763443717,38.0
-3418.994828319377,44.0
-6454.937226118989,30.0
-2172.3382869399557,41.0
-2416.042198883538,42.0
-19453.168489302567,34.0
-15638.424688628531,40.0
-14245.456100122716,45.0
-9626.084246129867,48.0
-5763.03907763655,49.0
-8674.384727513097,47.0
-3102.2337217859204,48.0
-11405.421282696272,41.0
-14384.035086786567,38.0
-6487.989134462951,43.0
-4102.771674107285,41.0
-15275.907712442808,36.0
-14077.53188084977,30.0
-5949.318314520016,38.0
-19805.34713905475,31.0
-17846.138204066796,35.0
-15233.524305527219,33.0
-4811.730053179519,32.0
-10359.605493926145,41.0
-17919.722050939527,34.0
-7937.676237930578,47.0
-6009.106275202472,31.0
-15472.750588417177,34.0
-5945.986877815684,46.0
-3360.8295278863925,38.0
-6956.90262835911,40.0
-2046.7535187907233,36.0
-5368.296531277281,32.0
-3437.7596246061926,46.0
-10732.58486714787,32.0
-11359.553572837627,37.0
-3825.9752090761976,50.0
-1336.984132399859,41.0
-5615.322207070289,39.0
-13205.616897701198,49.0
-5290.836014980232,34.0
-15153.633203338137,31.0
-3655.175989096482,45.0
-16169.361967732735,42.0
-15135.510108805789,34.0
-4771.949467961926,41.0
-3028.49186554453,44.0
-12971.791516916337,49.0
-3309.571277842748,39.0
-3918.672717957141,44.0
-11583.46980423159,46.0
-1922.5718819330837,41.0
-14188.265867126851,45.0
-2652.057164398164,45.0
-7379.305587682102,37.0
-6981.4435278078545,32.0
-1247.4708126816731,44.0
-2872.3175539031245,37.0
-3414.276141268537,43.0
-1695.503693065273,34.0
-5679.082997104733,35.0
-14698.484170428215,36.0
-13660.97192894674,45.0
-21740.211177806133,35.0
-7266.30183218813,50.0
-16573.189335640953,44.0
-15184.438251208678,31.0
-1924.4791151258273,40.0
-3799.1964429037325,48.0
-4820.368538620203,49.0
-4441.810448074274,43.0
-7166.968812804069,37.0
-1386.9502094847285,49.0
-8019.997209089301,33.0
-6678.8689579282745,35.0
-5086.248013597291,48.0
-12302.107758479102,44.0
-6190.457907944236,33.0
-1554.9492896951342,44.0
-19549.702743126127,35.0
-5213.834295295968,41.0
-12520.036304014451,32.0
-10279.804662293851,49.0
-6404.71208967454,35.0
-5811.9528774994415,39.0
-6622.333483545698,31.0
-19803.051719232488,34.0
-3486.0685416798005,40.0
-4205.009179847081,33.0
-6620.442156486022,32.0
-1496.87620306619,50.0
-428.1619432814498,47.0
-2973.522419416826,44.0
-8721.083702069336,37.0
-5757.828312046535,41.0
-4691.857219136406,38.0
-9513.222637004255,43.0
-9349.293195736622,31.0
-4058.4473319383533,41.0
-13327.397358745782,48.0
-2795.4446538236107,43.0
-5122.333873568321,44.0
-3119.002704632814,44.0
-4332.069156000227,48.0
-21262.861672225048,34.0
-984.8781735162906,36.0
-8493.509881976222,50.0
-6938.316765904692,32.0
-4883.7095847546,40.0
-5253.480508985378,43.0
-374.0206653624866,49.0
-6483.455364128824,39.0
-10549.22172831805,43.0
-6563.175372267879,34.0
-19789.52383785443,36.0
-3457.5589492878676,48.0
-14709.857492581239,34.0
-5772.762763671866,32.0
-4331.578456666606,34.0
-4248.588113030772,40.0
-11074.029993724704,50.0
-1601.9803741750657,48.0
-13849.02507245442,31.0
-5107.611310350421,50.0
-4087.3210545438837,45.0
544.8374280693383,41.0
-5372.222446589054,40.0
-3426.965964454421,39.0
-4715.491237914976,30.0
-10281.784853299785,45.0
-3650.6164803315983,31.0
-1340.6023296253918,50.0
-2297.381267799099,50.0
-5916.031685397796,43.0
-3677.0326745399543,42.0
-17085.34743070876,34.0
-4081.1446036816214,44.0
-21849.70478534106,32.0
-4670.244612803565,39.0
-7265.630455902802,31.0
-4136.103038934867,49.0
-4665.773283002163,45.0
-772.1119051960127,42.0
-1280.2304890467703,48.0
-11458.962607555373,45.0
-13999.491212898167,40.0
-5560.484453035747,45.0
-7241.466399271394,38.0
-7798.153064510587,30.0
-11983.928384394807,44.0
-4137.918357821405,42.0
-4020.2867639935157,45.0
-1283.0588670912439,40.0
-6500.485513826188,38.0
-13246.312250346666,37.0
-1681.4903384375143,33.0
-7000.425658280499,33.0
-12300.18658565263,45.0
-4765.791340128106,39.0
-1553.7581559798218,43.0
-3539.6048208689754,39.0
-2111.8377310044175,47.0
-4339.091480324526,37.0
-16565.223725541273,44.0
-20538.381279543974,37.0
883.7483588400612,44.0
14.915914707861248,49.0
-5621.0154831279015,30.0
-11649.463023053087,46.0
-11822.249357163855,43.0
-4922.013556863056,43.0
-5826.535394452257,37.0
-4136.539848117782,46.0
-6169.259721941997,31.0
-8121.707399347002,41.0
-4456.009565439326,42.0
-2659.835028649275,33.0
-2405.3079907805295,45.0
-8869.027991217246,47.0
-7089.700935000616,46.0
-10401.340893501718,48.0
-12897.961781745998,50.0
-9694.219732915035,45.0
-4039.24389345667,43.0
-2816.844450434426,36.0
-3234.0539972448278,45.0
-10816.225282454812,49.0
-12625.060229941739,42.0
-2756.765736514082,35.0
-1359.6645540776722,46.0
-1628.9007030021253,46.0
-6332.009762289664,35.0
-9751.881814556324,43.0
48.85369645740286,45.0
-10127.95061104236,36.0
-8445.012694981944,47.0
-7587.817802123413,49.0
-13974.630081638497,47.0
-2597.88370253436,35.0
-15365.274425858766,32.0
-6883.752579227993,31.0
-7761.238494949788,31.0
-631.692313560877,37.0
