sal_avg_lc2vs0_iate,region
-20574.30290901512,14.0
-25201.827761626504,20.0
-27192.524957671863,45.0
-23949.49444181974,63.0
-35599.96907882359,24.0
-31764.019001848894,60.0
-29621.59405036147,36.0
-23284.375768833925,54.0
-31843.55922078922,82.0
-30769.202166434865,60.0
-32399.530318657948,78.0
-18372.518807606146,72.0
-33599.303275693834,7.0
-21705.979241546498,34.0
-34867.05946818067,52.0
-30283.4558606422,9.0
-43261.47993795763,35.0
-27860.107649001126,33.0
-25197.338633762047,17.0
-22823.397315127004,12.0
-17606.142662566857,74.0
-22109.89856912088,5.0
-17764.925590821793,48.0
-20662.413122158636,33.0
-23438.198454366193,65.0
-22656.497988404994,46.0
-38704.82620848698,69.0
-25440.857558524986,30.0
-21118.264241824643,22.0
-29144.521505761124,31.0
-18262.089882403656,30.0
-35929.86243840441,3.0
-30066.96727066627,1.0
-23401.004957723293,28.0
-18497.271669617312,17.0
-28273.462207719225,55.0
-18162.636717321187,84.0
-40117.49429852633,37.0
-18328.48944784974,59.0
-32820.65764115315,39.0
-16398.487351958804,6.0
-30742.770082801864,33.0
-25389.62277019666,16.0
-25223.664968641486,78.0
-31947.951263903073,65.0
-33669.34742476268,29.0
-34779.40833901757,24.0
-36526.891716926286,54.0
-23569.855811048485,51.0
-32123.124701590936,56.0
-18103.84014331036,14.0
-23648.603685584792,34.0
-24458.11718485281,4.0
-33883.288565926196,74.0
-25956.281980164025,68.0
-37302.68016504716,35.0
-36028.47024729699,17.0
-24752.94284550479,77.0
-31033.34019263919,33.0
-29808.2541328202,12.0
-28716.04380670385,27.0
-24326.23160844118,37.0
-21559.821383999984,30.0
-19811.120732761374,58.0
-21842.824536444463,37.0
-30265.27917865021,55.0
-17453.43170576711,72.0
-34297.64668766115,34.0
-31646.851013432133,59.0
-18047.825642867745,43.0
-33928.35126815824,21.0
-32050.04782682535,27.0
-16881.198409055814,36.0
-25564.539933169624,47.0
-32103.571128735075,11.0
-19771.105017235852,11.0
-31023.949571477602,38.0
-36319.775518985305,67.0
-26091.057142215388,12.0
-21297.597166191747,10.0
-15210.303348372343,18.0
-18887.030462180814,82.0
-24453.81325365517,38.0
-35355.36427490685,42.0
-35893.16871320657,35.0
-18448.4610925473,6.0
-39920.83146312573,30.0
-31762.64901740518,47.0
-40237.427159379404,8.0
-28791.991657652354,71.0
-19867.887504621536,16.0
-16235.121550184478,79.0
-26600.58521905744,21.0
-27953.3255848946,23.0
-28412.754062925498,78.0
-28764.495358170858,19.0
-21927.516707522012,36.0
-41801.46670909636,19.0
-23210.396232604202,76.0
-40637.80080053439,85.0
-16582.711751716808,72.0
-36630.63956780231,38.0
-33737.72842194168,20.0
-22670.47675465238,77.0
-21938.56083272559,23.0
-37491.35176389892,57.0
-29097.833312872783,56.0
-27860.9175104542,66.0
-21741.354289219074,78.0
-29283.351689942003,77.0
-22706.62403303678,62.0
-37572.44457116662,78.0
-17337.887644966908,30.0
-35856.55973708676,46.0
-18824.357001006076,54.0
-23339.852071908568,16.0
-27171.45307069756,52.0
-19718.277027234475,54.0
-38525.3838910746,28.0
-26838.314168458914,75.0
-38025.29118321724,21.0
-30138.618929891796,25.0
-28107.04264644006,73.0
-22129.658228851356,63.0
-40687.0519198197,11.0
-34448.39482182628,74.0
-36228.346960952156,77.0
-18738.77369296232,75.0
-33920.21633211932,16.0
-36355.85285330193,52.0
-42139.58857569232,34.0
-36634.44939577872,37.0
-19178.5161998645,3.0
-20835.165003833845,83.0
-25276.482413051563,25.0
-28074.689011683527,25.0
-22184.65401576698,6.0
-23892.661422286244,66.0
-16380.013183115816,63.0
-25547.992544528744,5.0
-27252.48411252592,18.0
-37889.389535188326,33.0
-35716.797446470286,5.0
-35114.583168742334,64.0
-23280.69839989029,18.0
-21167.663750695534,60.0
-31302.6295527529,46.0
-32379.960438166294,31.0
-28277.031637831664,78.0
-42595.24857305233,18.0
-41795.25858835492,12.0
-19686.442055584786,5.0
-20667.644634644777,20.0
-36758.620643141636,84.0
-23367.753371505023,37.0
-24303.407789295263,25.0
-30060.407216552252,21.0
-18033.406224420367,54.0
-24372.581203406255,7.0
-27716.065619779598,41.0
-36681.556898175564,81.0
-17947.691747996905,38.0
-25189.012253804634,67.0
-27441.955733462826,72.0
-17987.84599819153,41.0
-24575.449165715938,75.0
-23168.856228127763,63.0
-27426.545981379415,37.0
-42729.10941167855,2.0
-20834.797746375203,15.0
-29629.381814699584,46.0
-35828.95791833682,31.0
-23164.779128400445,19.0
-19607.980259171643,15.0
-37268.40171723941,9.0
-18945.176872014457,58.0
-23822.06188242852,81.0
-22864.949915124034,10.0
-22351.140707802835,2.0
-39382.720539419744,65.0
-29647.253913779474,36.0
-39694.57353046854,25.0
-32639.44135666156,69.0
-29518.55554672575,69.0
-34114.85840298449,15.0
-27114.675540774573,54.0
-18762.12308172781,2.0
-35686.59930634359,26.0
-38244.756421001424,76.0
-27312.962237130097,14.0
-19437.455144827858,9.0
-19952.648654967496,69.0
-25460.697350802147,29.0
-36335.383883937044,80.0
-41064.18055486011,41.0
-17662.069466417917,53.0
-25107.728887324403,31.0
-27421.785716022143,47.0
-30528.681694376588,36.0
-25373.791292887166,55.0
-17134.79829172809,52.0
-34517.03950860063,37.0
-20723.23943486749,25.0
-25089.32917826325,40.0
-41308.994557842394,60.0
-24781.3625360149,52.0
-30333.001611000866,82.0
-32317.966988884364,7.0
-34090.83812517508,61.0
-22582.823878146257,84.0
-24908.361315245656,54.0
-22789.422365551196,46.0
-37160.65731205658,32.0
-28228.080722564308,38.0
-28636.07800674237,20.0
-28510.870999833685,70.0
-35612.60998644424,2.0
-29328.7021233806,66.0
-26374.500523810013,15.0
-36396.346831081864,52.0
-24622.34288408547,35.0
-36170.72149386241,47.0
-34827.39192052431,48.0
-35634.668522159634,34.0
-33462.92826981176,16.0
-39887.263182313516,27.0
-19381.604100957626,38.0
-30664.349784826903,40.0
-22698.479934319985,33.0
-25856.52819689595,78.0
-17538.840411361278,51.0
-27127.641768237278,54.0
-19701.243675240734,79.0
-21335.11962877374,78.0
-26252.366944201796,69.0
-32789.30213101095,34.0
-23184.918887403823,64.0
-26541.687011958446,38.0
-23800.5487441215,76.0
-19840.55615350826,58.0
-30347.57040497702,49.0
-20548.290301788868,19.0
-18189.19287436378,3.0
-17729.715417249918,14.0
-30268.36517855433,42.0
-20224.083197205808,11.0
-31822.7704198266,21.0
-28915.08785761232,31.0
-37658.84680168717,23.0
-30634.99753672995,75.0
-24379.26536702248,32.0
-26908.043939870957,12.0
-23382.901504242614,63.0
-29685.636727359233,28.0
-20628.292738122786,2.0
-16995.7870022433,51.0
-31887.67808899811,17.0
-39534.52156999067,25.0
-18065.81997733895,72.0
-37074.067851128835,29.0
-33119.33768817183,64.0
-16999.362413224295,41.0
-18271.672274050732,64.0
-29454.605780162266,27.0
-28344.72225964162,31.0
-31519.608106509302,39.0
-20572.50246331128,59.0
-40142.10340456237,40.0
-24151.224952621124,66.0
-37298.27214202427,15.0
-29622.767737689934,18.0
-23222.292368221006,35.0
-25518.186735651325,42.0
-32719.375219049234,79.0
-18916.09385552632,74.0
-19818.17875862393,16.0
-29834.721436869208,9.0
-32635.889001693242,8.0
-35878.62109782304,76.0
-18843.056712616624,1.0
-21203.007390661136,54.0
-39155.70630237989,56.0
-25817.278782438552,8.0
-30854.371974286456,65.0
-21710.629509675426,80.0
-33962.88340368181,73.0
-22797.54417734879,24.0
-28374.90544467837,61.0
-28199.216479475795,3.0
-18091.320620001174,71.0
-23926.819826806877,38.0
-31594.675915558844,83.0
-19598.570464477438,42.0
-31081.91475062297,50.0
-23007.437759835768,81.0
-36209.25396059962,71.0
-22260.152095427948,30.0
-20201.073469942152,37.0
-39526.38428312626,73.0
-32358.869900537014,71.0
-24038.980355560714,48.0
-30224.439964539837,19.0
-24636.930955693733,81.0
-27597.906014126547,61.0
-44546.564057694704,77.0
-23060.12090218522,55.0
-36908.0440136065,14.0
-24959.385748148456,43.0
-36064.01239576409,16.0
-26021.924159024817,63.0
-18747.445053431908,21.0
-24285.7783818664,51.0
-35843.263733854394,68.0
-22952.885329176712,15.0
-20719.602741329898,4.0
-41892.487956355006,37.0
-20018.521849845773,57.0
-25445.94222812366,39.0
-27640.32967536078,78.0
-20989.855352147944,48.0
-16315.678667928225,23.0
-31762.76172013089,56.0
-24821.933252672385,66.0
-21719.43408510835,73.0
-34611.91546403951,8.0
-34623.702984404255,12.0
-37039.01513384678,78.0
-40750.28870631154,18.0
-30116.418819170507,58.0
-25407.917067153678,39.0
-35206.47946258455,10.0
-18537.99140697308,14.0
-26231.93749268056,49.0
-18959.04369814082,78.0
-31115.808109150646,36.0
-36461.37183796498,39.0
-39771.01989367428,83.0
-31580.126265441806,53.0
-28863.167129201775,40.0
-25042.84282513161,80.0
-22131.0336165852,3.0
-23497.52728905621,73.0
-22027.24555414774,33.0
-29147.63056183878,11.0
-19949.838333247655,40.0
-21487.304847480107,24.0
-16691.294425744796,6.0
-26850.403565812827,35.0
-38741.5126856966,47.0
-36117.303444155856,54.0
-31176.36792333746,45.0
-36495.710693562156,68.0
-17270.385384370966,47.0
-16446.878968539124,85.0
-32467.637272159423,76.0
-19296.975031525297,39.0
-32179.105912789957,14.0
-32573.14434071765,35.0
-33651.073595996946,72.0
-23123.13584572587,2.0
-25662.91435749388,9.0
-39872.127666898545,11.0
-25056.5034852958,40.0
-36556.70452304551,51.0
-18109.347443698436,45.0
-25725.048802350648,49.0
-18666.900198182804,79.0
-21309.26569856132,68.0
-29157.7739605836,34.0
-35973.58653782534,81.0
-19636.92914000929,7.0
-23316.953401587256,74.0
-36479.14555216015,58.0
-33280.41386973279,12.0
-30969.44123979729,59.0
-42178.50755355124,69.0
-20728.132824674303,62.0
-30821.56174820439,32.0
-29518.539055986992,60.0
-31049.62343896227,71.0
-31039.793859730293,16.0
-25255.219612392793,47.0
-17578.7766506773,10.0
-27234.34561479508,3.0
-31801.635324798073,84.0
-40746.77130470479,53.0
-30013.497198654284,61.0
-19993.740878567056,6.0
-21206.16174318217,22.0
-23479.47090166181,53.0
-23378.50484591045,27.0
-15672.53981812955,4.0
-33463.313213636226,13.0
-37604.759686124424,24.0
-18125.514667946933,55.0
-20920.882924351776,82.0
-28091.55172272107,33.0
-37447.28578727484,76.0
-18508.028734503274,35.0
-19901.646655324686,48.0
-30939.078436926113,8.0
-25823.836234141494,59.0
-17066.89346284312,3.0
-35736.96788992213,48.0
-22455.775015878822,12.0
-19446.32114789565,59.0
-23131.630936543763,14.0
-36632.23226333657,84.0
-26910.79067480845,39.0
-28015.235852449558,7.0
-19173.890416197723,32.0
-31612.626149488642,81.0
-24259.39351820352,65.0
-36955.893412985126,48.0
-17992.874192827967,69.0
-41474.99695107937,56.0
-33277.62575713794,1.0
-17393.639617220415,47.0
-39744.6789088489,36.0
-20945.32824711163,78.0
-25939.605314914617,27.0
-34617.140866256406,30.0
-23173.453721307837,79.0
-29004.484172974684,24.0
-19146.631361798693,5.0
-39852.03978956337,44.0
-27722.33882791733,33.0
-26252.75281363372,35.0
-20327.53207864884,49.0
-28193.13760412635,38.0
-32039.88204961417,16.0
-35817.77199791495,61.0
-29258.1416111793,37.0
-27877.601720874147,43.0
-32447.94780428159,60.0
-32478.925865666177,60.0
-36756.947420827186,29.0
-20662.032736923244,41.0
-35823.494904963125,9.0
-19193.22209126515,63.0
-26736.006743816757,18.0
-25848.84706557913,20.0
-27461.032030763876,53.0
-33511.24704765743,62.0
-41617.24385067751,31.0
-34579.91005404314,9.0
-23341.689240411753,85.0
-36411.23844519297,75.0
-26751.934847700224,15.0
-38682.97999119366,21.0
-43420.03644446274,67.0
-22108.148012114973,78.0
-29712.214048760383,42.0
-26921.774013477803,19.0
-18915.134932917623,69.0
-25860.61313134829,12.0
-17342.91673387162,58.0
-31627.7567942195,12.0
-26811.942885215853,2.0
-29709.79811313864,32.0
-40350.86192901482,77.0
-29242.42381205699,61.0
-31987.245641567246,73.0
-22924.820934652857,24.0
-38167.726060574416,19.0
-23225.63038991531,68.0
-28496.18587597757,62.0
-36846.16688703694,17.0
-35434.44867631808,39.0
-35462.355982352645,45.0
-31049.16963366978,6.0
-26074.360844739356,77.0
-38734.228330425554,35.0
-24652.07037987676,68.0
-37859.532740220515,34.0
-33187.941297696416,83.0
-17784.099968118182,7.0
-39879.832826649,13.0
-33946.6314149397,55.0
-19361.092126482687,75.0
-29986.291576514366,59.0
-18956.111327579198,56.0
-25487.014634560208,69.0
-28475.564575170847,74.0
-16256.002825699476,6.0
-23440.09054587091,61.0
-30206.357603297554,48.0
-40681.74783747911,7.0
-37134.453611075376,63.0
-22612.813560652277,30.0
-39312.08738882069,18.0
-32910.44494747124,82.0
-20183.967117699813,31.0
-23096.343077805628,37.0
-33526.361669646925,61.0
-32054.77840725411,31.0
-31841.53610469676,42.0
-16663.215138537686,56.0
-28192.81874163873,26.0
-28442.29408261294,60.0
-38667.33545832512,41.0
-32161.356599517152,31.0
-21558.61790088036,10.0
-31443.644211522274,22.0
-41376.88738529604,3.0
-33223.91228630687,19.0
-25146.79621605944,50.0
-38799.46050518623,24.0
-21990.18714089757,45.0
-31514.97345155264,67.0
-31018.67901046312,82.0
-31911.576387323643,37.0
-28733.48800447645,44.0
-24778.792300894434,69.0
-33999.66998903391,35.0
-23944.1184904621,85.0
-20411.11806307797,57.0
-34565.71075612836,71.0
-21141.661696228024,59.0
-26466.62469471379,23.0
-23059.74170610592,78.0
-19128.88774087778,13.0
-19495.60221780472,41.0
-28231.078383927845,30.0
-36138.35088244836,80.0
-24520.488152381167,40.0
-32832.68659300996,43.0
-22828.974186417494,77.0
-28510.472835973913,50.0
-39239.33240833558,50.0
-18102.181111481485,10.0
-25826.14547158606,22.0
-26962.212303257882,22.0
-26719.601918298096,65.0
-29279.901334401882,64.0
-18004.278448777997,32.0
-31527.43231709935,43.0
-26456.754040660286,59.0
-26481.512012490297,70.0
-37059.4356633599,12.0
-25817.80557923759,16.0
-31194.863290279598,66.0
-25546.977464969466,2.0
-17920.313956019734,56.0
-24155.269909910465,66.0
-32889.02325697219,14.0
-27175.413426901796,21.0
-25806.338905657143,61.0
-32283.42176976217,44.0
-22779.7909912571,5.0
-17531.146011403518,47.0
-32532.565138985636,70.0
-31784.273949243085,7.0
-23993.747102595495,44.0
-20845.465049506245,45.0
-18729.628440251854,35.0
-16764.575412920374,77.0
-26989.849551715026,51.0
-34266.110086839835,24.0
-34656.40089266417,42.0
-25639.13614277879,24.0
-29975.179607146463,22.0
-36560.09906275505,17.0
-25556.369004031727,53.0
-23451.227573597662,57.0
-24035.430575774622,49.0
-36106.6733669778,9.0
-20659.69736671001,34.0
-23575.443750182312,65.0
-28152.407244870657,50.0
-32442.687776886247,5.0
-23441.90871002415,36.0
-21209.903464050654,23.0
-29603.932665490443,43.0
-39257.49199836543,37.0
-31227.031585445075,29.0
-35374.59984490552,18.0
-17724.808878506203,13.0
-30901.97550325904,68.0
-27706.19389620253,76.0
-19153.31843447115,25.0
-21188.34413214285,83.0
-31688.109959445297,44.0
-22767.37878580708,41.0
-25686.020243083094,33.0
-37010.577228283495,69.0
-25474.30377109224,73.0
-19512.512614500556,26.0
-37118.15399110031,56.0
-38646.95979685773,26.0
-17346.457694312558,34.0
-16982.499735729867,11.0
-23567.524051925266,14.0
-32466.546546136182,38.0
-21358.84953313719,2.0
-33458.78015847996,78.0
-28611.59566313665,74.0
-30930.224929580494,71.0
-23887.323064978526,26.0
-44531.61944691643,41.0
-29957.090303506728,83.0
-19108.452622460354,57.0
-26687.08690492891,58.0
-37070.08084048215,10.0
-22258.37876516972,3.0
-33356.57217794,33.0
-34671.869822055116,30.0
-29965.300868335235,79.0
-20836.94710765492,51.0
-18663.413995010935,62.0
-29048.391009439514,65.0
-33764.50426628422,49.0
-22188.55226002986,10.0
-21266.2019207255,55.0
-18356.035224974516,27.0
-24390.08931179869,49.0
-23152.85672234549,44.0
-18091.594007024923,41.0
-16881.105154187102,67.0
-42730.26391309936,58.0
-19001.01516897813,13.0
-17914.905309637397,26.0
-39633.73383185431,48.0
-18819.39270063679,18.0
-28799.59629621238,46.0
-24305.743270244348,76.0
-20813.975406942358,43.0
-17004.36976549897,82.0
-24616.718539960348,30.0
-28511.781951973808,46.0
-19000.445519694367,43.0
-25988.068438512175,73.0
-41101.475260380816,44.0
-27519.268821314647,19.0
-25120.159070648864,28.0
-19969.29991488416,20.0
-27175.57436677636,7.0
-31439.53442838675,5.0
-31248.895949809765,39.0
-18147.570396537358,36.0
-26169.0913619575,11.0
-17387.948114520113,63.0
