sal_avg_lc2vs0_iate,lmp_cw
-23497.426577564478,3.0
-36416.25610045083,4.0
-28089.385360127693,2.0
-32292.973612899194,4.0
-39394.277618404754,3.0
-27800.13499521257,1.0
-24117.97214953949,4.0
-24164.365092577507,1.0
-41387.434144411345,2.0
-22229.331040858433,2.0
-30129.40381875647,4.0
-23602.031188310528,1.0
-19842.36749894056,3.0
-29278.500201664618,4.0
-32732.50450526743,4.0
-19273.658504711166,3.0
-18726.105606477242,4.0
-27787.11607748128,3.0
-31757.031939499524,3.0
-36728.32676921324,1.0
-44654.11089912646,3.0
-18697.986172396817,3.0
-31167.304647128407,4.0
-19442.441566890473,3.0
-39858.75207249119,2.0
-25402.61090019598,3.0
-29231.153979537186,2.0
-28908.49115848022,3.0
-40519.35153550848,2.0
-19653.81535104702,3.0
-25598.366306086395,4.0
-18027.883660542495,3.0
-37025.31401092086,3.0
-18331.479572558477,4.0
-19665.172037170156,1.0
-42559.25047957989,4.0
-17812.705321016252,4.0
-24253.10511009582,4.0
-24088.1410603907,4.0
-29746.65807414698,4.0
-20911.549837833976,3.0
-21205.737461221564,2.0
-38413.41338272876,4.0
-30563.87614973414,2.0
-17554.9509269246,2.0
-34304.465791764655,4.0
-23598.64687781509,2.0
-37357.06098449345,3.0
-23786.07286480303,3.0
-37441.53275477267,1.0
-29253.647334505702,4.0
-25974.53942217344,1.0
-32316.80527833054,1.0
-21683.76475825447,3.0
-37214.43664300066,3.0
-34602.88070396159,4.0
-23168.017431625478,1.0
-21328.45391613416,4.0
-25073.88161590329,1.0
-30601.33798280394,2.0
-22358.930546578857,3.0
-34188.16782354881,4.0
-17291.565221853918,4.0
-25834.296744942858,3.0
-24794.078522268366,4.0
-18195.18159293482,2.0
-17328.869973385146,3.0
-36748.74001598495,4.0
-28816.127718355285,4.0
-19039.280325354077,2.0
-36592.66537880285,4.0
-37130.54561675689,2.0
-35748.54504375991,3.0
-32501.547797038635,1.0
-31887.030123000695,4.0
-25226.93569279217,2.0
-23638.719747154588,3.0
-38832.42820858671,4.0
-22084.45835536208,4.0
-21570.77928100913,1.0
-31469.93285184954,4.0
-16926.357318548322,3.0
-23083.903104272493,3.0
-37431.29219190116,3.0
-24142.751975698626,3.0
-16690.67322528664,1.0
-21969.360259825906,3.0
-28995.06476366699,1.0
-23057.162443222216,2.0
-26329.64820450552,1.0
-25869.66374554422,4.0
-22542.011865353765,1.0
-30503.0544679717,4.0
-26203.10556731477,4.0
-40877.115106566765,1.0
-27355.037119983746,3.0
-32674.86237774603,4.0
-33217.92480987256,1.0
-34690.533563177974,2.0
-31756.19366389672,3.0
-34319.58507517743,4.0
-34699.65862414087,4.0
-17477.27769969989,4.0
-31696.072052589032,3.0
-21364.054902770997,4.0
-21955.069615738226,3.0
-27557.185066960483,2.0
-28729.399092337353,1.0
-19361.13564400986,1.0
-32020.01821738414,2.0
-23840.055069581882,1.0
-20989.6723995314,2.0
-24357.044343944595,1.0
-26315.156063357786,3.0
-32904.38262366894,3.0
-28327.448307467395,2.0
-16741.062737124732,3.0
-34913.4243953576,2.0
-31324.465814273106,2.0
-24643.352065466468,4.0
-34167.82833060961,1.0
-26266.789805814446,3.0
-40553.43342052563,2.0
-39023.01614091758,3.0
-36567.2246080028,2.0
-23045.762129317056,4.0
-27610.435096710058,4.0
-25269.50389083322,1.0
-33901.52563773919,2.0
-35525.09039154211,4.0
-19869.859132097088,1.0
-43880.42596083478,4.0
-17493.64347227204,2.0
-26581.1086796325,2.0
-22466.61351013029,4.0
-35441.21780563553,3.0
-32655.39258897854,1.0
-37242.50323138517,4.0
-38585.44062505931,4.0
-19131.326591545007,4.0
-43380.470754980095,1.0
-32880.425182940824,3.0
-40802.2467422669,1.0
-38771.48167544647,3.0
-34235.08868136223,3.0
-30164.551624088344,3.0
-37257.14820319899,4.0
-34096.64847562288,3.0
-28572.0951926436,3.0
-20031.704229482773,4.0
-17498.706842812084,1.0
-28519.303670002693,4.0
-40461.72755278963,3.0
-22179.27617083556,2.0
-24200.7903589361,4.0
-33315.88489321414,3.0
-20152.968965099077,1.0
-23593.033576900758,3.0
-28760.500778879352,4.0
-19935.48908363587,1.0
-33934.29700068016,4.0
-23567.84862945768,1.0
-23697.814544547284,2.0
-24488.300297774043,3.0
-20015.435117656016,2.0
-23286.965548322056,3.0
-32805.474930274606,4.0
-31607.855194685333,4.0
-34124.521260430665,4.0
-23723.76176099517,2.0
-23422.412450932483,4.0
-25040.277629889293,4.0
-33284.63070269166,4.0
-20922.173926357034,4.0
-37974.99419453096,4.0
-22996.786836439438,3.0
-25194.30986287372,1.0
-26495.608471545682,3.0
-18967.243459742313,3.0
-32906.52791241366,2.0
-15595.923276975818,3.0
-26006.708949388463,1.0
-19949.88646185769,1.0
-24149.701223659205,1.0
-28827.057227093566,3.0
-37558.16132703054,3.0
-23615.794395418707,3.0
-22903.99275995343,3.0
-23971.32061310987,1.0
-34951.024234676224,4.0
-24856.34655788912,4.0
-30712.495340904294,4.0
-22083.471784304882,3.0
-16280.555911134583,4.0
-38690.193023618616,2.0
-24820.84939391016,4.0
-22265.50085643446,1.0
-39643.53726013872,3.0
-32386.712739364208,4.0
-18149.42113489645,3.0
-34614.620138708335,3.0
-22935.569703250032,3.0
-31917.765575666468,2.0
-17131.56329754962,3.0
-36592.81123959896,3.0
-17667.16735614381,3.0
-27048.647871332203,1.0
-28336.851488953493,4.0
-24592.207608266577,1.0
-19188.704671069718,2.0
-25142.454828780526,3.0
-21452.201741686025,1.0
-15914.020896727834,4.0
-27092.73638242851,1.0
-36393.784425947335,4.0
-34847.00440868997,2.0
-26545.55701991854,1.0
-23739.77530190979,1.0
-22342.753090209582,1.0
-21275.32834713556,4.0
-17776.011586303943,1.0
-32699.23994713073,3.0
-25787.331841825657,1.0
-21089.134052159174,4.0
-36801.13288991453,3.0
-35213.37167934694,4.0
-33118.46824460874,4.0
-29700.447818946992,3.0
-26215.04794754248,2.0
-31888.81380557554,4.0
-25475.709768191155,3.0
-24141.145470035863,2.0
-35775.20049015316,4.0
-18902.993821136508,3.0
-16498.136481589532,4.0
-31760.081319548146,4.0
-24126.41647285673,3.0
-25498.990501211236,2.0
-21843.888044807143,2.0
-27028.79672183872,3.0
-19560.943119344756,4.0
-25950.31117585249,3.0
-24903.76837979076,1.0
-40442.09411025612,3.0
-31096.71863844701,3.0
-33587.2382435644,1.0
-18177.856802325783,3.0
-23490.06897353833,1.0
-26609.487556364522,2.0
-35306.99695054395,4.0
-38560.36890862882,2.0
-25321.20725820155,3.0
-23043.52428684503,4.0
-18908.34259162932,2.0
-35490.4424064608,3.0
-37977.53488233023,4.0
-24447.743496203802,1.0
-23505.04920923013,3.0
-28725.56654503194,4.0
-36703.234259337114,4.0
-36384.350482469665,4.0
-25417.081983871292,4.0
-18544.258397917438,3.0
-24935.78975201024,2.0
-19358.182194575453,3.0
-16426.5108327767,2.0
-25996.728331803366,3.0
-36927.85309459378,3.0
-30611.639949824807,1.0
-25568.94558702049,4.0
-34975.04214417301,4.0
-18758.109270040353,1.0
-43304.84816584768,2.0
-36733.58645941966,4.0
-39748.17998963261,1.0
-30517.587392638077,1.0
-26544.745542719662,4.0
-18989.965225829103,2.0
-24818.528811764227,4.0
-22585.015880196923,1.0
-31550.863171574838,1.0
-17951.441319244936,1.0
-34144.85211126547,4.0
-27017.131212758766,3.0
-17043.06104528744,4.0
-34028.115807072536,1.0
-29824.88655264509,4.0
-21235.875460348274,1.0
-22176.50218317831,4.0
-15904.44685903991,4.0
-22958.127842095495,2.0
-18733.46404638364,4.0
-32207.338668108023,2.0
-36009.74527077329,3.0
-31639.333201395566,2.0
-25169.201853262286,4.0
-17778.667904258196,4.0
-25022.198493973305,3.0
-32416.170940516007,4.0
-29447.473777423453,2.0
-23264.26479889019,4.0
-35071.65277572242,3.0
-26695.416927939208,2.0
-38356.629369519316,4.0
-25771.744349390792,1.0
-18148.49067014993,3.0
-22333.40851996324,4.0
-23878.4024652924,1.0
-36709.10323187383,4.0
-19294.667248390626,4.0
-18540.288144167203,4.0
-27078.281493816943,2.0
-24037.370747841,1.0
-30892.279915720494,3.0
-20574.30290901512,2.0
-25201.827761626504,3.0
-27192.524957671863,3.0
-23949.49444181974,4.0
-35599.96907882359,3.0
-31764.019001848894,1.0
-29621.59405036147,1.0
-23284.375768833925,3.0
-31843.55922078922,3.0
-30769.202166434865,3.0
-32399.530318657948,3.0
-18372.518807606146,3.0
-33599.303275693834,3.0
-21705.979241546498,4.0
-34867.05946818067,1.0
-30283.4558606422,2.0
-43261.47993795763,3.0
-27860.107649001126,1.0
-25197.338633762047,3.0
-22823.397315127004,4.0
-17606.142662566857,4.0
-22109.89856912088,3.0
-17764.925590821793,3.0
-20662.413122158636,3.0
-23438.198454366193,2.0
-22656.497988404994,3.0
-38704.82620848698,1.0
-25440.857558524986,4.0
-21118.264241824643,2.0
-29144.521505761124,3.0
-18262.089882403656,2.0
-35929.86243840441,4.0
-30066.96727066627,2.0
-23401.004957723293,4.0
-18497.271669617312,4.0
-28273.462207719225,4.0
-18162.636717321187,3.0
-40117.49429852633,3.0
-18328.48944784974,4.0
-32820.65764115315,1.0
-16398.487351958804,1.0
-30742.770082801864,2.0
-25389.62277019666,3.0
-25223.664968641486,4.0
-31947.951263903073,3.0
-33669.34742476268,4.0
-34779.40833901757,4.0
-36526.891716926286,4.0
-23569.855811048485,3.0
-32123.124701590936,3.0
-18103.84014331036,2.0
-23648.603685584792,3.0
-24458.11718485281,4.0
-33883.288565926196,1.0
-25956.281980164025,4.0
-37302.68016504716,4.0
-36028.47024729699,4.0
-24752.94284550479,3.0
-31033.34019263919,3.0
-29808.2541328202,3.0
-28716.04380670385,2.0
-24326.23160844118,2.0
-21559.821383999984,3.0
-19811.120732761374,3.0
-21842.824536444463,3.0
-30265.27917865021,1.0
-17453.43170576711,4.0
-34297.64668766115,1.0
-31646.851013432133,3.0
-18047.825642867745,3.0
-33928.35126815824,4.0
-32050.04782682535,3.0
-16881.198409055814,4.0
-25564.539933169624,1.0
-32103.571128735075,4.0
-19771.105017235852,1.0
-31023.949571477602,3.0
-36319.775518985305,1.0
-26091.057142215388,4.0
-21297.597166191747,3.0
-15210.303348372343,3.0
-18887.030462180814,3.0
-24453.81325365517,4.0
-35355.36427490685,3.0
-35893.16871320657,3.0
-18448.4610925473,1.0
-39920.83146312573,4.0
-31762.64901740518,2.0
-40237.427159379404,1.0
-28791.991657652354,4.0
-19867.887504621536,2.0
-16235.121550184478,2.0
-26600.58521905744,1.0
-27953.3255848946,3.0
-28412.754062925498,1.0
-28764.495358170858,3.0
-21927.516707522012,2.0
-41801.46670909636,3.0
-23210.396232604202,3.0
-40637.80080053439,1.0
-16582.711751716808,3.0
-36630.63956780231,4.0
-33737.72842194168,3.0
-22670.47675465238,3.0
-21938.56083272559,2.0
-37491.35176389892,2.0
-29097.833312872783,1.0
-27860.9175104542,3.0
-21741.354289219074,1.0
-29283.351689942003,2.0
-22706.62403303678,4.0
-37572.44457116662,4.0
-17337.887644966908,4.0
-35856.55973708676,4.0
-18824.357001006076,4.0
-23339.852071908568,4.0
-27171.45307069756,1.0
-19718.277027234475,1.0
-38525.3838910746,3.0
-26838.314168458914,4.0
-38025.29118321724,4.0
-30138.618929891796,1.0
-28107.04264644006,3.0
-22129.658228851356,2.0
-40687.0519198197,4.0
-34448.39482182628,4.0
-36228.346960952156,4.0
-18738.77369296232,2.0
-33920.21633211932,3.0
-36355.85285330193,4.0
-42139.58857569232,1.0
-36634.44939577872,1.0
-19178.5161998645,1.0
-20835.165003833845,1.0
-25276.482413051563,4.0
-28074.689011683527,1.0
-22184.65401576698,2.0
-23892.661422286244,1.0
-16380.013183115816,2.0
-25547.992544528744,2.0
-27252.48411252592,3.0
-37889.389535188326,1.0
-35716.797446470286,2.0
-35114.583168742334,4.0
-23280.69839989029,3.0
-21167.663750695534,1.0
-31302.6295527529,1.0
-32379.960438166294,1.0
-28277.031637831664,3.0
-42595.24857305233,4.0
-41795.25858835492,3.0
-19686.442055584786,4.0
-20667.644634644777,3.0
-36758.620643141636,3.0
-23367.753371505023,1.0
-24303.407789295263,1.0
-30060.407216552252,1.0
-18033.406224420367,4.0
-24372.581203406255,3.0
-27716.065619779598,3.0
-36681.556898175564,3.0
-17947.691747996905,3.0
-25189.012253804634,1.0
-27441.955733462826,4.0
-17987.84599819153,3.0
-24575.449165715938,2.0
-23168.856228127763,1.0
-27426.545981379415,1.0
-42729.10941167855,3.0
-20834.797746375203,3.0
-29629.381814699584,4.0
-35828.95791833682,3.0
-23164.779128400445,4.0
-19607.980259171643,4.0
-37268.40171723941,3.0
-18945.176872014457,3.0
-23822.06188242852,3.0
-22864.949915124034,1.0
-22351.140707802835,1.0
-39382.720539419744,3.0
-29647.253913779474,1.0
-39694.57353046854,1.0
-32639.44135666156,4.0
-29518.55554672575,3.0
-34114.85840298449,4.0
-27114.675540774573,2.0
-18762.12308172781,4.0
-35686.59930634359,2.0
-38244.756421001424,3.0
-27312.962237130097,4.0
-19437.455144827858,4.0
-19952.648654967496,2.0
-25460.697350802147,3.0
-36335.383883937044,1.0
-41064.18055486011,1.0
-17662.069466417917,4.0
-25107.728887324403,4.0
-27421.785716022143,3.0
-30528.681694376588,4.0
-25373.791292887166,3.0
-17134.79829172809,2.0
-34517.03950860063,3.0
-20723.23943486749,2.0
-25089.32917826325,4.0
-41308.994557842394,4.0
-24781.3625360149,3.0
-30333.001611000866,4.0
-32317.966988884364,1.0
-34090.83812517508,3.0
-22582.823878146257,4.0
-24908.361315245656,3.0
-22789.422365551196,3.0
-37160.65731205658,4.0
-28228.080722564308,1.0
-28636.07800674237,4.0
-28510.870999833685,3.0
-35612.60998644424,4.0
-29328.7021233806,3.0
-26374.500523810013,1.0
-36396.346831081864,4.0
-24622.34288408547,1.0
-36170.72149386241,3.0
-34827.39192052431,1.0
-35634.668522159634,4.0
-33462.92826981176,2.0
-39887.263182313516,1.0
-19381.604100957626,3.0
-30664.349784826903,3.0
-22698.479934319985,2.0
-25856.52819689595,3.0
-17538.840411361278,4.0
-27127.641768237278,1.0
-19701.243675240734,3.0
-21335.11962877374,1.0
-26252.366944201796,4.0
-32789.30213101095,3.0
-23184.918887403823,1.0
-26541.687011958446,3.0
-23800.5487441215,4.0
-19840.55615350826,3.0
-30347.57040497702,1.0
-20548.290301788868,3.0
-18189.19287436378,1.0
-17729.715417249918,4.0
-30268.36517855433,3.0
-20224.083197205808,2.0
-31822.7704198266,4.0
-28915.08785761232,1.0
-37658.84680168717,3.0
-30634.99753672995,3.0
-24379.26536702248,2.0
-26908.043939870957,3.0
-23382.901504242614,4.0
-29685.636727359233,4.0
-20628.292738122786,2.0
-16995.7870022433,3.0
-31887.67808899811,3.0
-39534.52156999067,4.0
-18065.81997733895,3.0
-37074.067851128835,4.0
-33119.33768817183,4.0
-16999.362413224295,4.0
-18271.672274050732,3.0
-29454.605780162266,4.0
-28344.72225964162,1.0
-31519.608106509302,4.0
-20572.50246331128,4.0
-40142.10340456237,2.0
-24151.224952621124,3.0
-37298.27214202427,1.0
-29622.767737689934,3.0
-23222.292368221006,3.0
-25518.186735651325,4.0
-32719.375219049234,3.0
-18916.09385552632,4.0
-19818.17875862393,1.0
-29834.721436869208,3.0
-32635.889001693242,4.0
-35878.62109782304,4.0
-18843.056712616624,4.0
-21203.007390661136,1.0
-39155.70630237989,2.0
-25817.278782438552,3.0
-30854.371974286456,4.0
-21710.629509675426,4.0
-33962.88340368181,4.0
-22797.54417734879,2.0
-28374.90544467837,2.0
-28199.216479475795,1.0
-18091.320620001174,1.0
-23926.819826806877,4.0
-31594.675915558844,4.0
-19598.570464477438,3.0
-31081.91475062297,1.0
-23007.437759835768,3.0
-36209.25396059962,4.0
-22260.152095427948,1.0
-20201.073469942152,4.0
-39526.38428312626,3.0
-32358.869900537014,4.0
-24038.980355560714,2.0
-30224.439964539837,2.0
-24636.930955693733,1.0
-27597.906014126547,3.0
-44546.564057694704,4.0
-23060.12090218522,2.0
-36908.0440136065,4.0
-24959.385748148456,3.0
-36064.01239576409,3.0
-26021.924159024817,3.0
-18747.445053431908,4.0
-24285.7783818664,4.0
-35843.263733854394,4.0
-22952.885329176712,2.0
-20719.602741329898,1.0
-41892.487956355006,3.0
-20018.521849845773,2.0
-25445.94222812366,4.0
-27640.32967536078,1.0
-20989.855352147944,1.0
-16315.678667928225,3.0
-31762.76172013089,3.0
-24821.933252672385,3.0
-21719.43408510835,4.0
-34611.91546403951,1.0
-34623.702984404255,3.0
-37039.01513384678,4.0
-40750.28870631154,3.0
-30116.418819170507,4.0
-25407.917067153678,1.0
-35206.47946258455,4.0
-18537.99140697308,4.0
-26231.93749268056,3.0
-18959.04369814082,2.0
-31115.808109150646,4.0
-36461.37183796498,1.0
-39771.01989367428,1.0
-31580.126265441806,4.0
-28863.167129201775,1.0
-25042.84282513161,1.0
-22131.0336165852,3.0
-23497.52728905621,1.0
-22027.24555414774,3.0
-29147.63056183878,4.0
-19949.838333247655,3.0
-21487.304847480107,4.0
-16691.294425744796,2.0
-26850.403565812827,4.0
-38741.5126856966,4.0
-36117.303444155856,4.0
-31176.36792333746,2.0
-36495.710693562156,1.0
-17270.385384370966,4.0
-16446.878968539124,3.0
-32467.637272159423,3.0
-19296.975031525297,1.0
-32179.105912789957,2.0
-32573.14434071765,1.0
-33651.073595996946,4.0
-23123.13584572587,3.0
-25662.91435749388,2.0
-39872.127666898545,4.0
-25056.5034852958,3.0
-36556.70452304551,2.0
-18109.347443698436,2.0
-25725.048802350648,4.0
-18666.900198182804,1.0
-21309.26569856132,1.0
-29157.7739605836,3.0
-35973.58653782534,3.0
-19636.92914000929,3.0
-23316.953401587256,4.0
-36479.14555216015,3.0
-33280.41386973279,4.0
-30969.44123979729,1.0
-42178.50755355124,4.0
-20728.132824674303,2.0
-30821.56174820439,3.0
-29518.539055986992,3.0
-31049.62343896227,4.0
-31039.793859730293,4.0
-25255.219612392793,4.0
-17578.7766506773,3.0
-27234.34561479508,3.0
-31801.635324798073,4.0
-40746.77130470479,4.0
-30013.497198654284,4.0
-19993.740878567056,1.0
-21206.16174318217,2.0
-23479.47090166181,4.0
-23378.50484591045,2.0
-15672.53981812955,3.0
-33463.313213636226,3.0
-37604.759686124424,1.0
-18125.514667946933,4.0
-20920.882924351776,3.0
-28091.55172272107,2.0
-37447.28578727484,2.0
-18508.028734503274,1.0
-19901.646655324686,4.0
-30939.078436926113,4.0
-25823.836234141494,4.0
-17066.89346284312,4.0
-35736.96788992213,3.0
-22455.775015878822,3.0
-19446.32114789565,4.0
-23131.630936543763,4.0
-36632.23226333657,4.0
-26910.79067480845,1.0
-28015.235852449558,2.0
-19173.890416197723,4.0
-31612.626149488642,3.0
-24259.39351820352,1.0
-36955.893412985126,1.0
-17992.874192827967,4.0
-41474.99695107937,3.0
-33277.62575713794,4.0
-17393.639617220415,4.0
-39744.6789088489,3.0
-20945.32824711163,1.0
-25939.605314914617,4.0
-34617.140866256406,2.0
-23173.453721307837,4.0
-29004.484172974684,1.0
-19146.631361798693,4.0
-39852.03978956337,3.0
-27722.33882791733,4.0
-26252.75281363372,1.0
-20327.53207864884,3.0
-28193.13760412635,3.0
-32039.88204961417,1.0
-35817.77199791495,1.0
-29258.1416111793,1.0
-27877.601720874147,4.0
-32447.94780428159,4.0
-32478.925865666177,4.0
-36756.947420827186,2.0
-20662.032736923244,3.0
-35823.494904963125,4.0
-19193.22209126515,3.0
-26736.006743816757,3.0
-25848.84706557913,2.0
-27461.032030763876,1.0
-33511.24704765743,2.0
-41617.24385067751,3.0
-34579.91005404314,1.0
-23341.689240411753,1.0
-36411.23844519297,1.0
-26751.934847700224,3.0
-38682.97999119366,3.0
-43420.03644446274,4.0
-22108.148012114973,1.0
-29712.214048760383,1.0
-26921.774013477803,3.0
-18915.134932917623,1.0
-25860.61313134829,2.0
-17342.91673387162,2.0
-31627.7567942195,2.0
-26811.942885215853,4.0
-29709.79811313864,2.0
-40350.86192901482,1.0
-29242.42381205699,4.0
-31987.245641567246,4.0
-22924.820934652857,4.0
-38167.726060574416,4.0
-23225.63038991531,3.0
-28496.18587597757,1.0
-36846.16688703694,4.0
-35434.44867631808,1.0
-35462.355982352645,4.0
-31049.16963366978,2.0
-26074.360844739356,3.0
-38734.228330425554,4.0
-24652.07037987676,2.0
-37859.532740220515,4.0
-33187.941297696416,4.0
-17784.099968118182,4.0
-39879.832826649,3.0
-33946.6314149397,4.0
-19361.092126482687,2.0
-29986.291576514366,1.0
-18956.111327579198,3.0
-25487.014634560208,3.0
-28475.564575170847,4.0
-16256.002825699476,2.0
-23440.09054587091,1.0
-30206.357603297554,2.0
-40681.74783747911,3.0
-37134.453611075376,1.0
-22612.813560652277,3.0
-39312.08738882069,1.0
-32910.44494747124,2.0
-20183.967117699813,2.0
-23096.343077805628,4.0
-33526.361669646925,4.0
-32054.77840725411,3.0
-31841.53610469676,2.0
-16663.215138537686,4.0
-28192.81874163873,1.0
-28442.29408261294,1.0
-38667.33545832512,3.0
-32161.356599517152,2.0
-21558.61790088036,1.0
-31443.644211522274,3.0
-41376.88738529604,1.0
-33223.91228630687,4.0
-25146.79621605944,3.0
-38799.46050518623,4.0
-21990.18714089757,2.0
-31514.97345155264,1.0
-31018.67901046312,3.0
-31911.576387323643,1.0
-28733.48800447645,3.0
-24778.792300894434,2.0
-33999.66998903391,3.0
-23944.1184904621,4.0
-20411.11806307797,3.0
-34565.71075612836,3.0
-21141.661696228024,3.0
-26466.62469471379,4.0
-23059.74170610592,1.0
-19128.88774087778,3.0
-19495.60221780472,1.0
-28231.078383927845,2.0
-36138.35088244836,4.0
-24520.488152381167,4.0
-32832.68659300996,2.0
-22828.974186417494,3.0
-28510.472835973913,4.0
-39239.33240833558,2.0
-18102.181111481485,2.0
-25826.14547158606,4.0
-26962.212303257882,1.0
-26719.601918298096,3.0
-29279.901334401882,1.0
-18004.278448777997,4.0
-31527.43231709935,3.0
-26456.754040660286,4.0
-26481.512012490297,1.0
-37059.4356633599,1.0
-25817.80557923759,4.0
-31194.863290279598,1.0
-25546.977464969466,2.0
-17920.313956019734,2.0
-24155.269909910465,1.0
-32889.02325697219,4.0
-27175.413426901796,4.0
-25806.338905657143,3.0
-32283.42176976217,3.0
-22779.7909912571,2.0
-17531.146011403518,4.0
-32532.565138985636,1.0
-31784.273949243085,3.0
-23993.747102595495,2.0
-20845.465049506245,4.0
-18729.628440251854,4.0
-16764.575412920374,4.0
-26989.849551715026,4.0
-34266.110086839835,4.0
-34656.40089266417,1.0
-25639.13614277879,1.0
-29975.179607146463,2.0
-36560.09906275505,3.0
-25556.369004031727,3.0
-23451.227573597662,1.0
-24035.430575774622,3.0
-36106.6733669778,4.0
-20659.69736671001,4.0
-23575.443750182312,4.0
-28152.407244870657,3.0
-32442.687776886247,3.0
-23441.90871002415,1.0
-21209.903464050654,2.0
-29603.932665490443,1.0
-39257.49199836543,1.0
-31227.031585445075,4.0
-35374.59984490552,2.0
-17724.808878506203,3.0
-30901.97550325904,3.0
-27706.19389620253,1.0
-19153.31843447115,1.0
-21188.34413214285,1.0
-31688.109959445297,3.0
-22767.37878580708,3.0
-25686.020243083094,4.0
-37010.577228283495,4.0
-25474.30377109224,4.0
-19512.512614500556,3.0
-37118.15399110031,1.0
-38646.95979685773,2.0
-17346.457694312558,3.0
-16982.499735729867,4.0
-23567.524051925266,1.0
-32466.546546136182,4.0
-21358.84953313719,1.0
-33458.78015847996,3.0
-28611.59566313665,3.0
-30930.224929580494,4.0
-23887.323064978526,1.0
-44531.61944691643,4.0
-29957.090303506728,1.0
-19108.452622460354,2.0
-26687.08690492891,4.0
-37070.08084048215,4.0
-22258.37876516972,4.0
-33356.57217794,4.0
-34671.869822055116,2.0
-29965.300868335235,3.0
-20836.94710765492,2.0
-18663.413995010935,3.0
-29048.391009439514,4.0
-33764.50426628422,4.0
-22188.55226002986,4.0
-21266.2019207255,3.0
-18356.035224974516,3.0
-24390.08931179869,2.0
-23152.85672234549,1.0
-18091.594007024923,3.0
-16881.105154187102,4.0
-42730.26391309936,1.0
-19001.01516897813,4.0
-17914.905309637397,4.0
-39633.73383185431,3.0
-18819.39270063679,4.0
-28799.59629621238,3.0
-24305.743270244348,1.0
-20813.975406942358,2.0
-17004.36976549897,4.0
-24616.718539960348,1.0
-28511.781951973808,2.0
-19000.445519694367,2.0
-25988.068438512175,3.0
-41101.475260380816,1.0
-27519.268821314647,1.0
-25120.159070648864,3.0
-19969.29991488416,3.0
-27175.57436677636,2.0
-31439.53442838675,4.0
-31248.895949809765,1.0
-18147.570396537358,4.0
-26169.0913619575,3.0
