sal_avg_lc1vs0_iate,region
-13555.96118554968,50.0
-3565.720696760329,65.0
-2868.266246380026,31.0
-4596.493203592745,6.0
-6738.5403138022575,79.0
-6028.078368799315,69.0
-14046.276332787986,17.0
-5652.72043934389,61.0
-6392.651848260659,48.0
-11651.224493031139,5.0
-5094.066725552313,3.0
-3774.519378786783,73.0
-11254.285114087923,76.0
-4794.233587543226,65.0
-2693.174591155995,13.0
-5392.059907346633,42.0
-986.6002414598258,62.0
-281.54675123060633,47.0
-9157.941354466155,11.0
-13578.04074563397,51.0
-7487.506792336428,35.0
-3109.370698012696,84.0
-3913.2121345586183,84.0
-14162.201534433103,37.0
-12089.657537156761,25.0
-4952.782302663369,63.0
-21019.058765765585,17.0
-14377.80278587337,73.0
-1768.7706594950723,40.0
-13032.786842559997,10.0
-1578.4339274905042,30.0
-2951.3700701380494,74.0
-15797.855253188935,80.0
-4429.474466530128,15.0
-4838.923590867564,79.0
-4005.9592596586826,36.0
-2919.7176323197973,5.0
-4806.106171835136,53.0
-3854.880291943179,13.0
-5716.18291391208,60.0
-1170.2571990466831,55.0
436.6982479815158,66.0
-3219.776626640809,77.0
-1996.0484140403523,80.0
-18129.880000110792,39.0
-18359.97289274449,50.0
-8083.324319560274,76.0
-1210.0758095611673,36.0
-8592.231622147412,4.0
-5871.968701092864,36.0
-11569.190347748565,8.0
-6968.749078568313,41.0
-3664.6796309003876,19.0
-5548.876307371849,36.0
-5627.451770555056,4.0
-8283.52835393668,54.0
-7160.9910878070605,71.0
-310.37168021049644,2.0
-1435.81757479522,19.0
-7042.406618480247,41.0
-4984.466581442169,68.0
-56.33232408046345,7.0
-890.7201069562046,62.0
-5623.532942652186,33.0
-5396.959513890426,41.0
-6354.2047238725245,25.0
-13081.173822566274,14.0
-3516.0683503919918,20.0
-13179.946094300194,45.0
-1402.111887458308,63.0
-5064.680268330811,24.0
-15142.03915054749,60.0
-12184.736648898739,36.0
-11721.25805756469,54.0
-3554.0336516271745,82.0
-2336.861100870028,60.0
-3087.421922571015,78.0
-8116.2432350993,72.0
-4256.0200047777635,7.0
-3166.2687227382407,34.0
-5083.098479900222,52.0
-7249.239492437258,9.0
-7654.06532204916,35.0
-5036.03412197274,33.0
-2927.630551073811,17.0
-1845.1371319304158,12.0
157.73924563196465,74.0
-1310.7774424573422,5.0
-3778.114919996483,48.0
-2314.6919275686764,33.0
-12962.884879629297,65.0
-3063.3670505006544,46.0
-20362.931802059928,69.0
-15476.810906670038,30.0
-7412.540871392797,22.0
-11445.4817573018,31.0
-2723.537583021282,30.0
-2675.1133827060294,3.0
-4006.180352637505,1.0
-3638.1642275587865,28.0
-1908.294428524015,17.0
-9689.44098313031,55.0
-2557.6141537202516,84.0
-16016.323432450354,37.0
-9480.106396580893,59.0
-6308.700603407122,39.0
-979.3349252982796,6.0
-3821.86625847277,33.0
-10013.19827576287,16.0
-6690.749180257396,78.0
-13466.165737206347,65.0
-4166.463158603381,29.0
-6964.490701030812,24.0
-5169.819878103175,54.0
-2257.6984564895297,51.0
-13247.345947612273,56.0
-1294.5215235593964,14.0
-4270.438668968396,34.0
-5388.595103984488,4.0
-17338.561453190447,74.0
-8050.913766130763,68.0
-3428.049271649319,35.0
-5141.046663683175,17.0
-9916.177181186193,77.0
-4320.656988476179,33.0
-4407.522207813248,12.0
-2230.1933231354724,27.0
-2217.3322666341087,37.0
-2434.1966156409608,30.0
-1330.1147751756966,58.0
-5202.01330874447,37.0
-5142.564051904001,55.0
-51.97855476979453,72.0
-16293.842130432646,34.0
-6083.449440380387,59.0
-1697.25343347294,43.0
-5329.038740216332,21.0
-10995.475890302167,27.0
-1936.9311912179614,36.0
-7147.902861578556,47.0
-5789.560563698852,11.0
-3384.6712028387556,11.0
-4309.1454297339005,38.0
-18055.148318792264,67.0
-12295.465366261202,12.0
-3357.19115057234,10.0
-96.74307384329427,18.0
-55.19507577970222,82.0
-3596.1298118226423,38.0
-4652.364577773316,42.0
-11656.60853093363,35.0
-6822.059793696728,6.0
-3062.0748199785485,30.0
-14704.13996861499,47.0
-22613.33495117436,8.0
-11681.714306483213,71.0
-2690.328832907178,16.0
-145.76452319616465,79.0
-9534.153239810177,21.0
-8783.251104575225,23.0
-11848.243754399995,78.0
-6825.626377529973,19.0
-5914.429739644209,36.0
-18599.305977015687,19.0
-11797.697044277511,76.0
-11779.350052012396,85.0
-1228.144689300819,72.0
-5070.627808423444,38.0
-2013.7771281006735,20.0
-4184.450382434787,77.0
-4429.686481721787,23.0
-15704.460182145112,57.0
-17538.792802188327,56.0
-15469.449232276142,66.0
-6605.8529427610465,78.0
-6822.9162540114085,77.0
-2804.1733946980526,62.0
-14581.692431403177,78.0
-2898.821256782981,30.0
-12532.896318914685,46.0
-9409.879074009157,54.0
-811.951978044432,16.0
-6835.83232084338,52.0
-7881.885374983099,54.0
-4014.51886706782,28.0
-8848.296479403356,75.0
-4922.656449051392,21.0
-7944.97828854921,25.0
-3316.8892568799674,73.0
-15515.62960784151,63.0
-20928.293569871956,11.0
-10876.75302727928,74.0
-15384.926845707749,77.0
-2208.539319741446,75.0
-4678.384697793139,16.0
-5325.26382253275,52.0
-20550.250884253855,34.0
-13565.752192353077,37.0
-13920.475668151386,3.0
-3002.2481816884783,83.0
-4031.360242911709,25.0
-8808.473852875817,25.0
-10102.307806520617,6.0
-5954.354116014112,66.0
-834.0120585124301,63.0
-8727.131418268327,5.0
-6971.425860202112,18.0
-18402.801206939464,33.0
-17242.613398071877,5.0
-14923.882998099945,64.0
-5249.849177096246,18.0
-6792.929377688577,60.0
-6525.790521230949,46.0
-15448.370582953497,31.0
-8992.764398352394,78.0
-7627.7835946544765,18.0
-8520.930671184014,12.0
-563.6565441697796,5.0
-11149.090747767623,20.0
-17383.33206356701,84.0
-7822.022903112245,37.0
-2240.4664548704013,25.0
-6999.3454986042525,21.0
854.0491751777736,54.0
-4172.757175669629,7.0
-4827.962497706103,41.0
-20328.30628333887,81.0
179.93305316258136,38.0
-7097.035159534632,67.0
-5106.777566478966,72.0
-4588.038865725401,41.0
-11884.86326199716,75.0
-6265.209999379702,63.0
-6140.083691610969,37.0
-9357.132773341014,2.0
-1077.826536331635,15.0
-10621.559893547777,46.0
-5028.92848210696,31.0
-7075.662948813216,19.0
-8751.812149945432,15.0
-3099.572125634313,9.0
-725.2681902015559,58.0
-4552.88559658112,81.0
-9775.89109350858,10.0
-8843.300149767407,2.0
-14507.234004725078,65.0
-5470.599287948854,36.0
-20249.100494719503,25.0
-7580.671063053526,69.0
-5677.719525156944,69.0
-2985.9782101468663,15.0
-4134.77720835058,54.0
-10102.496198394962,2.0
-4030.7429259494365,26.0
-12751.77322724172,76.0
-3534.2888404419527,14.0
-6909.004513306612,9.0
-1383.0933088536685,69.0
-4719.557733115278,29.0
-20228.16106050703,80.0
-20154.06996006283,41.0
-5407.687868960819,53.0
-9282.951957435827,31.0
-1685.250217339345,47.0
-8002.189413050945,36.0
-1505.1932702048953,55.0
-163.1673253667782,52.0
-3364.229114852491,37.0
-12382.373611012477,25.0
-785.2656016715882,40.0
-11640.28117251274,60.0
-11242.977710466548,52.0
-9273.244449386284,82.0
-3677.4248579031373,7.0
-6716.901219636151,61.0
-10287.624947000357,84.0
-11098.278693646747,54.0
-2152.3303372994674,46.0
-12967.934148519556,32.0
-7838.683888259628,38.0
-10298.123622814575,20.0
-3768.7738584967756,70.0
-5105.713567523018,2.0
-5395.137279406862,66.0
-5842.417922098269,15.0
-3478.2529983768654,52.0
-16469.919254384844,35.0
-5090.7367118510465,47.0
-6412.188938437743,48.0
-2126.6436903543436,34.0
-18716.298248804593,16.0
-18466.448424001956,27.0
-12797.577331980196,38.0
-13327.799092772619,40.0
-4226.485652105521,33.0
-4804.748310744681,78.0
1194.0434589090614,51.0
-5720.66564614251,54.0
-3357.9227056011405,79.0
-13508.648013609103,78.0
-1349.949124080772,69.0
-5661.023288830345,34.0
-3564.0472339018597,64.0
-5505.914221874664,38.0
-2140.77813731048,76.0
-3790.6347991416933,58.0
-6906.446417577072,49.0
-4191.59070648288,19.0
-217.50414105855657,3.0
-324.4153535022249,14.0
-13033.596202381646,42.0
-2802.519107376115,11.0
-11595.110095012258,21.0
-7061.107339875247,31.0
-4335.72016988378,23.0
-9068.693718997742,75.0
-6376.66007604625,32.0
-5077.695211014554,12.0
-1851.369301939516,63.0
-5424.4691883584,28.0
-7440.315465169034,2.0
-466.8693287251152,51.0
-6076.861719903968,17.0
-15158.08268129647,25.0
-345.9548637861244,72.0
-4566.201747230991,29.0
-4279.348258360926,64.0
259.818097261558,41.0
-1072.0231667021515,64.0
-5737.331406914178,27.0
-6026.481655128593,31.0
-3107.4482519535068,39.0
-3074.1106843205566,59.0
-11671.155414348235,40.0
-5123.687208246411,66.0
-3733.63496940585,15.0
-5090.046314249408,18.0
-5203.400546725425,35.0
-3704.2742463124423,42.0
-6210.365746286256,79.0
-966.6440061212469,74.0
-9224.913670956226,16.0
-18670.561969752744,9.0
-13722.053139772592,8.0
-14444.355520263085,76.0
-8999.65545879015,1.0
-3843.336820733084,54.0
-17227.20553377229,56.0
-10321.073220665112,8.0
-6285.26855740175,65.0
-13660.553946703412,80.0
-3921.7643673284892,73.0
-12904.248237718628,24.0
-15071.090992090803,61.0
-6644.231587323618,3.0
-1951.4879162243396,71.0
-1958.8129126163522,38.0
-1954.431860891429,83.0
-956.7519150471438,42.0
-4764.917144147628,50.0
-3156.678973509528,81.0
-13636.844949685137,71.0
-5089.585021288243,30.0
-381.75481818053504,37.0
-16280.71806828749,73.0
-4190.076540213204,71.0
-4515.327060372217,48.0
-16278.173398129758,19.0
-6629.478277144476,81.0
-3943.0299898050603,61.0
-9866.98087712207,77.0
-5617.872243598027,55.0
-15395.508036094405,14.0
-5511.373599534315,43.0
-11911.48166490336,16.0
-16546.23974872805,63.0
-9389.747995401638,21.0
-2490.5231286882863,51.0
-5290.95325076227,68.0
-1789.832532866987,15.0
-8350.629791368505,4.0
-12565.851097279392,37.0
-3611.368895360154,57.0
-3160.4273083338785,39.0
-4092.3266513059525,78.0
-14305.763846117105,48.0
-329.22132879383275,23.0
-3641.7268438915253,56.0
-8604.512730170918,66.0
-1812.4775095178616,73.0
-18515.041897015977,8.0
-4339.65173636213,12.0
-14006.05656187819,78.0
-8249.955986238187,18.0
-3936.6379086953975,58.0
-3724.7312005067997,39.0
-4839.155920789715,10.0
-8941.267333289972,14.0
-10027.808965388951,49.0
-1116.7150087366201,78.0
-3096.2155559747735,36.0
-2746.0566670300395,39.0
-10720.364400572636,83.0
-4473.279735240896,53.0
-14705.375014209054,40.0
-9730.080563925556,80.0
-6880.833047391676,3.0
-2419.6823100288384,73.0
-5873.9574890492695,33.0
-5730.993447162773,11.0
-7084.483078169513,40.0
-1069.3471572078292,24.0
-2345.675361204915,6.0
-3319.6144811151657,35.0
-15521.48440904756,47.0
-16406.390510099984,54.0
-2767.2507136746462,45.0
-18705.528106170586,68.0
783.8205406733853,47.0
-2382.6443541126837,85.0
-4313.4433853111605,76.0
-1563.4847888858574,39.0
-2858.1618198331325,14.0
-6762.923043735171,35.0
-12463.632193904388,72.0
-7638.508927584453,2.0
-17188.782326051616,9.0
-11369.334139864824,11.0
-4119.110626717643,40.0
-18992.844319271117,51.0
-4578.749643905232,45.0
-2579.96198903777,49.0
-2965.953557012483,79.0
-3855.2505830849577,68.0
-14958.29205856573,34.0
-4054.2127688174496,81.0
-8067.13580148413,7.0
-1006.2162749109589,74.0
-3836.3663616426747,58.0
-5634.116962650967,12.0
-18348.01718697778,59.0
-9342.519633761462,69.0
-5079.603196041396,62.0
-9184.157053538038,32.0
-6495.098039064708,60.0
-11251.926781849654,71.0
-3260.026322308977,16.0
-12543.555167161436,47.0
-2844.3496622563966,10.0
-15563.392937498336,3.0
-4088.5696819064224,84.0
-13841.827821018851,53.0
-1109.3245971653341,61.0
-5299.953273290589,6.0
-3448.9450884103057,22.0
-945.2162192501019,53.0
-1258.2975223978383,27.0
-254.78076998738788,4.0
-11649.573455353051,13.0
-20649.850181952814,24.0
420.39327705958493,55.0
-3164.6208812525797,82.0
-8574.631855224217,33.0
-14767.521795574252,76.0
-5021.566986475802,35.0
-799.9948775184605,48.0
-5698.792051681788,8.0
-3565.114789417295,59.0
-1901.6343314241012,3.0
-16762.88744233713,48.0
-12868.90106118521,12.0
-635.8986662509295,59.0
-6140.4906402727775,14.0
-2127.5440853736654,84.0
-6572.773337574739,39.0
-5295.141076184427,7.0
-3377.5145524417076,32.0
-2407.924195593372,81.0
-6588.662780477194,65.0
-3455.426665905634,48.0
-371.26488676510735,69.0
-8556.520639013868,56.0
-2754.7909325634046,1.0
-2682.1624889750346,47.0
-11796.552501780558,36.0
-13969.842588507103,78.0
-3927.733335006027,27.0
-5255.988148959441,30.0
-2584.1351879408485,79.0
-6311.568973418749,24.0
-7912.399043235382,5.0
-17552.859763443717,44.0
-3418.994828319377,33.0
-6454.937226118989,35.0
-2172.3382869399557,49.0
-2416.042198883538,38.0
-19453.168489302567,16.0
-15638.424688628531,61.0
-14245.456100122716,37.0
-9626.084246129867,43.0
-5763.03907763655,60.0
-8674.384727513097,60.0
-3102.2337217859204,29.0
-11405.421282696272,41.0
-14384.035086786567,9.0
-6487.989134462951,63.0
-4102.771674107285,18.0
-15275.907712442808,20.0
-14077.53188084977,53.0
-5949.318314520016,62.0
-19805.34713905475,31.0
-17846.138204066796,9.0
-15233.524305527219,85.0
-4811.730053179519,75.0
-10359.605493926145,15.0
-17919.722050939527,21.0
-7937.676237930578,67.0
-6009.106275202472,78.0
-15472.750588417177,42.0
-5945.986877815684,19.0
-3360.8295278863925,69.0
-6956.90262835911,12.0
-2046.7535187907233,58.0
-5368.296531277281,12.0
-3437.7596246061926,2.0
-10732.58486714787,32.0
-11359.553572837627,77.0
-3825.9752090761976,61.0
-1336.984132399859,73.0
-5615.322207070289,24.0
-13205.616897701198,19.0
-5290.836014980232,68.0
-15153.633203338137,62.0
-3655.175989096482,17.0
-16169.361967732735,39.0
-15135.510108805789,45.0
-4771.949467961926,6.0
-3028.49186554453,77.0
-12971.791516916337,35.0
-3309.571277842748,68.0
-3918.672717957141,34.0
-11583.46980423159,83.0
-1922.5718819330837,7.0
-14188.265867126851,13.0
-2652.057164398164,55.0
-7379.305587682102,75.0
-6981.4435278078545,59.0
-1247.4708126816731,56.0
-2872.3175539031245,69.0
-3414.276141268537,74.0
-1695.503693065273,6.0
-5679.082997104733,61.0
-14698.484170428215,48.0
-13660.97192894674,7.0
-21740.211177806133,63.0
-7266.30183218813,30.0
-16573.189335640953,18.0
-15184.438251208678,82.0
-1924.4791151258273,31.0
-3799.1964429037325,37.0
-4820.368538620203,61.0
-4441.810448074274,31.0
-7166.968812804069,42.0
-1386.9502094847285,56.0
-8019.997209089301,26.0
-6678.8689579282745,60.0
-5086.248013597291,41.0
-12302.107758479102,31.0
-6190.457907944236,10.0
-1554.9492896951342,22.0
-19549.702743126127,3.0
-5213.834295295968,19.0
-12520.036304014451,50.0
-10279.804662293851,24.0
-6404.71208967454,45.0
-5811.9528774994415,67.0
-6622.333483545698,82.0
-19803.051719232488,37.0
-3486.0685416798005,44.0
-4205.009179847081,69.0
-6620.442156486022,35.0
-1496.87620306619,85.0
-428.1619432814498,57.0
-2973.522419416826,71.0
-8721.083702069336,59.0
-5757.828312046535,23.0
-4691.857219136406,78.0
-9513.222637004255,13.0
-9349.293195736622,41.0
-4058.4473319383533,30.0
-13327.397358745782,80.0
-2795.4446538236107,40.0
-5122.333873568321,43.0
-3119.002704632814,77.0
-4332.069156000227,50.0
-21262.861672225048,50.0
-984.8781735162906,10.0
-8493.509881976222,22.0
-6938.316765904692,22.0
-4883.7095847546,65.0
-5253.480508985378,64.0
-374.0206653624866,32.0
-6483.455364128824,43.0
-10549.22172831805,59.0
-6563.175372267879,70.0
-19789.52383785443,12.0
-3457.5589492878676,16.0
-14709.857492581239,66.0
-5772.762763671866,2.0
-4331.578456666606,56.0
-4248.588113030772,66.0
-11074.029993724704,14.0
-1601.9803741750657,21.0
-13849.02507245442,61.0
-5107.611310350421,44.0
-4087.3210545438837,5.0
544.8374280693383,47.0
-5372.222446589054,70.0
-3426.965964454421,7.0
-4715.491237914976,44.0
-10281.784853299785,45.0
-3650.6164803315983,35.0
-1340.6023296253918,77.0
-2297.381267799099,51.0
-5916.031685397796,24.0
-3677.0326745399543,42.0
-17085.34743070876,24.0
-4081.1446036816214,22.0
-21849.70478534106,17.0
-4670.244612803565,53.0
-7265.630455902802,57.0
-4136.103038934867,49.0
-4665.773283002163,9.0
-772.1119051960127,34.0
-1280.2304890467703,65.0
-11458.962607555373,50.0
-13999.491212898167,5.0
-5560.484453035747,36.0
-7241.466399271394,23.0
-7798.153064510587,43.0
-11983.928384394807,37.0
-4137.918357821405,29.0
-4020.2867639935157,18.0
-1283.0588670912439,13.0
-6500.485513826188,68.0
-13246.312250346666,76.0
-1681.4903384375143,25.0
-7000.425658280499,83.0
-12300.18658565263,44.0
-4765.791340128106,41.0
-1553.7581559798218,33.0
-3539.6048208689754,69.0
-2111.8377310044175,73.0
-4339.091480324526,26.0
-16565.223725541273,56.0
-20538.381279543974,26.0
883.7483588400612,34.0
14.915914707861248,11.0
-5621.0154831279015,14.0
-11649.463023053087,38.0
-11822.249357163855,2.0
-4922.013556863056,78.0
-5826.535394452257,74.0
-4136.539848117782,71.0
-6169.259721941997,26.0
-8121.707399347002,41.0
-4456.009565439326,83.0
-2659.835028649275,57.0
-2405.3079907805295,58.0
-8869.027991217246,10.0
-7089.700935000616,3.0
-10401.340893501718,33.0
-12897.961781745998,30.0
-9694.219732915035,79.0
-4039.24389345667,51.0
-2816.844450434426,62.0
-3234.0539972448278,65.0
-10816.225282454812,49.0
-12625.060229941739,10.0
-2756.765736514082,55.0
-1359.6645540776722,27.0
-1628.9007030021253,49.0
-6332.009762289664,44.0
-9751.881814556324,41.0
48.85369645740286,67.0
-10127.95061104236,58.0
-8445.012694981944,13.0
-7587.817802123413,26.0
-13974.630081638497,48.0
-2597.88370253436,18.0
-15365.274425858766,46.0
-6883.752579227993,76.0
-7761.238494949788,43.0
-631.692313560877,82.0
