empl_chge_lc2vs0_iate,age
-1.8870456467195205,36.0
-1.898541245674249,31.0
-1.3664745446854516,43.0
-2.180695770249561,48.0
-1.4420543363720482,33.0
-2.044941096883483,39.0
-0.9710975424192096,31.0
-1.7300564215420606,46.0
-2.399414601819295,44.0
-1.6481971918517442,48.0
-2.1711502292712517,35.0
-1.3851007125475934,42.0
-1.4293665704069922,45.0
-1.9368628890618593,36.0
-2.258396529302789,50.0
-1.6215575419848698,38.0
-1.792991439224768,35.0
-1.133944704924943,38.0
-1.404653641085209,48.0
-1.6888101892215868,40.0
-1.6147213260125803,46.0
-2.197626932236674,46.0
-1.9274823540044317,32.0
-2.4848864318212844,40.0
-1.0681081596743378,44.0
-1.7626438393296842,40.0
-1.8523698177961272,50.0
-1.7575616629497055,47.0
-1.051978477876285,39.0
-1.152170137851724,40.0
-1.7720407785398127,35.0
-1.5384216543876306,47.0
-1.2878816073757784,40.0
-2.2452916738281172,45.0
-1.3416465925525896,50.0
-1.7992142791571561,43.0
-2.208180835016699,38.0
-1.407681047650857,40.0
-2.4388342042703686,44.0
-1.328526163097933,41.0
-1.337915096391378,50.0
-1.0421314650148399,38.0
-1.983178207823149,32.0
-1.41421386150893,44.0
-1.578513004844013,43.0
-1.8300238514574232,46.0
-1.576738185127006,30.0
-1.9691144953897095,41.0
-1.2899237658416867,36.0
-1.317590999692997,48.0
-1.566959766438813,50.0
-0.9455299875648704,30.0
-1.9853835410787348,39.0
-1.5995684347921832,50.0
-1.504506868351506,34.0
-1.9383322910159941,44.0
-1.8140648899219287,40.0
-1.3723136365978523,48.0
-1.125681043080124,47.0
-2.5072364626251837,43.0
-1.8141304412089756,47.0
-2.2155698304198475,37.0
-1.1313372780952025,34.0
-1.8219459360657928,42.0
-0.8743084641580783,33.0
-1.1097844588850756,34.0
-1.4049834785478785,37.0
-2.1357445523958107,42.0
-1.9143059469238488,38.0
-2.2520888305132387,31.0
-2.0582896000044637,35.0
-1.5452550610407552,42.0
-2.084339649262578,48.0
-1.953716148638056,32.0
-1.7208700033337587,47.0
-1.5948379445221654,47.0
-1.823322310846123,49.0
-1.48969323829673,41.0
-1.5593816334911095,41.0
-0.8222725955311995,32.0
-1.5373266942557104,44.0
-1.8117932607767862,45.0
-2.1769113696148743,42.0
-2.0035157558624452,47.0
-1.956279375506804,34.0
-0.8870303872140639,33.0
-1.7182698368269436,46.0
-0.7417703967477062,30.0
-0.8848271808591212,50.0
-2.1681964287747286,32.0
-2.061211155075579,34.0
-1.9180653723408838,48.0
-1.3230586348255433,42.0
-1.0818061223938433,39.0
-1.2448635574441114,48.0
-1.461898997913041,37.0
-2.236557954301725,44.0
-0.8461102562889479,38.0
-1.625992571699166,47.0
-1.2498901563567077,30.0
-1.0543377224028578,31.0
-1.5540798343881348,37.0
-1.8751731572747596,43.0
-1.5076750282245464,48.0
-1.7493270150015245,35.0
-1.798203512319212,39.0
-2.1485629296296356,49.0
-1.9517551419163701,33.0
-1.6803437254927505,50.0
-1.271962102661564,43.0
-1.801455733815789,39.0
-1.9677872063483273,40.0
-1.8286689873193023,41.0
-1.6616829963679711,33.0
-1.5381961268118574,42.0
-1.7702299834849917,47.0
-1.257721743424815,36.0
-1.693611108975392,50.0
-1.7311972017513015,32.0
-2.2854163860647634,41.0
-1.3087740736836317,42.0
-2.288401507186695,42.0
-0.6319547708096833,31.0
-1.5821847443847392,44.0
-1.5997430319143224,38.0
-1.1661948977896084,38.0
-1.4768508195566437,33.0
-1.9606640214322026,45.0
-1.7771561772958875,50.0
-1.8092187072542476,48.0
-1.2504815588118883,45.0
-1.7305969769768703,41.0
-2.2351223988511206,40.0
-1.3997971464737131,37.0
-1.2111266801726537,43.0
-1.6142966456769798,43.0
-1.7972229473999266,42.0
-2.0846321582605016,46.0
-2.0571582672235316,40.0
-1.1214362760649677,32.0
-2.2436502127809783,39.0
-1.3284460590015548,39.0
-1.5262894941172158,49.0
-2.097583526483132,45.0
-1.5272157607440418,43.0
-0.48742176204449367,32.0
-1.6645889429825194,50.0
-2.100027234137924,43.0
-1.8378651213605859,44.0
-1.9392205420336088,34.0
-2.619765730615466,47.0
-1.178160750264434,47.0
-2.281078477939255,40.0
-1.8046709346153145,31.0
-1.2581767351019553,43.0
-1.317675521875963,43.0
-1.8589494748997428,42.0
-1.6614577025112698,46.0
-2.18268580730243,34.0
-2.0140806393532174,40.0
-1.9199304611560661,31.0
-1.1702365136004442,42.0
-2.1371421129021053,41.0
-2.019364000136243,30.0
-1.5549541820003687,48.0
-2.0534931625457755,33.0
-1.3078696362334254,40.0
-1.5787799485070357,50.0
-1.7849112011029604,31.0
-2.0288082808132835,40.0
-1.3386642415910792,44.0
-1.2163452421136833,44.0
-1.110631798307559,35.0
-2.2153102072075983,33.0
-2.335222558878168,32.0
-0.9698231923753136,35.0
-1.9719294928527256,50.0
-2.097880931736635,41.0
-1.4982849449382694,42.0
-1.6196513830723125,45.0
-1.7255416608025438,49.0
-1.4418657511342416,35.0
-1.625156795332189,48.0
-1.7224114157409676,50.0
-1.7026039238917328,40.0
-1.588253838844246,44.0
-1.7049518668052899,45.0
-1.2369931330635486,39.0
-1.812926286177524,35.0
-1.9544865624433572,43.0
-2.0506779387437475,45.0
-2.2456994165136166,46.0
-1.7298993637050004,49.0
-1.141960416190214,37.0
-2.169006477124101,35.0
-1.6104922638923613,34.0
-1.2914673334336686,36.0
-2.1688632315166534,41.0
-1.944114102833927,41.0
-1.8155238502012179,31.0
-1.3965757013329723,45.0
-1.5512448105431091,43.0
-1.6497447422028955,31.0
-2.3017282981386793,42.0
-1.916904434220311,47.0
-1.1660010783104724,32.0
-1.3918848843054326,40.0
-1.6172643429286873,41.0
-1.8788814295049432,36.0
-1.7107181971844871,46.0
-1.556522903647536,41.0
-1.429410371864238,50.0
-1.8185955989993134,45.0
-2.1073803171367826,30.0
-1.3260045235398332,39.0
-1.827342756402849,49.0
-1.6907272518918937,45.0
-1.0430286163754792,50.0
-2.105849601779431,43.0
-2.3110433127198267,42.0
-2.3382832969402303,39.0
-2.0788296610880757,43.0
-1.8860487184886048,44.0
-1.9481187812593415,46.0
-1.4450756383525478,48.0
-1.873006023333561,33.0
-2.0427685911501166,42.0
-1.8622321532167414,50.0
-1.3937163238023282,38.0
-0.8769530624377565,34.0
-1.6051986112037868,49.0
-1.2220023227562984,36.0
-0.95753141876078,35.0
-1.9894828106804738,48.0
-1.2637769197767574,35.0
-2.005527210222023,45.0
-1.9125325530458643,31.0
-0.901488525698528,30.0
-2.217110593689288,33.0
-1.6111171108283953,44.0
-1.8449707128952104,48.0
-2.2905592989061367,35.0
-1.6529813309001975,30.0
-1.6786015847546816,42.0
-2.460534759266828,36.0
-2.1303663808630238,39.0
-1.872507244286413,47.0
-1.8759726651608544,43.0
-2.198214076973768,49.0
-0.9280386423807049,31.0
-1.1709676862237393,34.0
-0.9522786987149987,46.0
-1.999125881982105,47.0
-1.7225649904165536,42.0
-1.9666288194429167,39.0
-1.5419634289918949,50.0
-1.9342082740676763,36.0
-2.182331170183868,42.0
-1.6745154906407085,44.0
-1.8618791003482382,42.0
-1.1990138398751138,46.0
-1.946900866961661,34.0
-1.8566125397772066,48.0
-2.2832719746377763,46.0
-2.302119366926383,37.0
-1.5235024444397418,49.0
-2.0700640620528326,38.0
-1.9232168702236379,40.0
-1.7635652632190235,30.0
-2.2095610395823284,35.0
-2.1083166712884758,47.0
-1.2296853562313346,33.0
-2.0324811572003063,35.0
-0.9938921628410214,41.0
-1.9137974995092635,42.0
-1.4910094760097627,37.0
-1.1738150935598517,33.0
-1.1944152488957447,33.0
-1.467572030244852,48.0
-1.4630332442639167,49.0
-1.4805742102650128,50.0
-1.645248373536307,39.0
-1.580779124192111,41.0
-1.6790205418846988,45.0
-2.322114755500572,42.0
-1.4970598263692054,32.0
-1.772472004057292,32.0
-1.2564364001035475,42.0
-1.7362150422308285,39.0
-1.9962901854421908,50.0
-2.180772553813939,42.0
-2.3684230880223676,47.0
-1.790013528310355,49.0
-2.2566207398555553,35.0
-1.9448013928932584,30.0
-1.384634440744275,38.0
-2.334827599218224,48.0
-1.20821968431172,33.0
-1.1827161102210895,40.0
-1.5679835854754693,38.0
-1.5925165507688477,49.0
-2.038912207497896,30.0
-1.4989225083895987,47.0
-1.7995724412155072,34.0
-2.1547165588533885,46.0
-2.4204757909850363,43.0
-1.378077056299163,50.0
-2.1318763476817217,43.0
-1.3607954156114082,49.0
-1.4173033543601192,45.0
-1.9243771558265212,33.0
-2.0126366965981326,43.0
-1.4736391323220697,31.0
-1.374821221301019,40.0
-1.8762454931959638,50.0
-1.0940125616971814,31.0
-1.7351224346406562,46.0
-1.76830542749433,37.0
-1.5973914986671804,50.0
-1.8157980244768739,42.0
-1.2537256486380595,45.0
-1.991610634213659,50.0
-2.285873247133699,50.0
-1.7943554340246726,50.0
-1.0063457138309093,37.0
-1.5544295242991766,49.0
-1.421004546219788,47.0
-1.667581511602367,46.0
-1.452426040725868,32.0
-1.7396430669336387,45.0
-1.632952855023508,38.0
-1.6537106259363692,40.0
-1.7106519344939901,39.0
-1.9625524964671723,31.0
-2.115571527798366,45.0
-1.4026508200814407,38.0
-1.983342020502056,39.0
-1.9052365500080972,44.0
-1.3186696451494881,43.0
-1.614493704507895,42.0
-2.48082127966433,47.0
-1.8964991102333681,43.0
-1.0424585845300043,40.0
-2.362758619084626,46.0
-2.0312804150161576,36.0
-1.8096150857852416,46.0
-1.898547957854838,35.0
-1.9300613422552768,40.0
-1.318383709003376,32.0
-1.3701442053027693,47.0
-2.511140551913969,48.0
-2.087714458948569,46.0
-2.0738061355461226,41.0
-2.155927909197686,32.0
-1.5559193652120797,47.0
-1.3987058414574147,49.0
-1.686214969519058,45.0
-1.592931179137549,46.0
-0.9388010617851065,30.0
-1.1773983279625764,32.0
-1.231884876102354,41.0
-2.110246495617588,36.0
-2.1639225513386093,44.0
-1.449743983521554,46.0
-1.8186789904775287,49.0
-1.1128105327932216,34.0
-1.7389154703545358,33.0
-1.610214010011411,35.0
-1.4608299111246192,37.0
-1.0244402371535237,43.0
-1.1614297242567235,34.0
-2.208835858234664,46.0
-1.8280747900797965,45.0
-1.576705028398245,41.0
-2.1805813049925273,49.0
-1.9231585923017407,36.0
-1.3678046705015476,48.0
-1.4000926244585754,40.0
-1.0156669366078384,33.0
-2.126404025621507,33.0
-1.9486218084012155,36.0
-2.216446968848576,44.0
-1.2664737653876867,39.0
-2.38244315305501,38.0
-1.5985168181043337,46.0
-1.6395147257890537,47.0
-1.9739255570809553,49.0
-1.7140517687417538,32.0
-1.2477762504024974,38.0
-1.4389687623684604,45.0
-1.4837114061170853,49.0
-1.591969769606608,47.0
-1.8119046508837249,33.0
-2.105357490499484,42.0
-1.0181543448264518,39.0
-1.1708472709655142,36.0
-1.1015580998724912,48.0
-1.5794482721059235,45.0
-2.3705697826914642,44.0
-1.6215713334060968,46.0
-1.697341803980535,49.0
-1.1151075885077146,35.0
-1.1212344278356228,35.0
-1.1189885390573489,35.0
-1.9155700451737268,33.0
-2.285563311679255,35.0
-1.8746056948019518,32.0
-1.585874848245422,38.0
-1.6918322665100904,30.0
-1.7648690194690146,37.0
-1.468586964048829,41.0
-1.5253845167325033,48.0
-1.16785792839191,35.0
-0.9353349364280757,42.0
-1.6615350201559582,45.0
-1.8480196694422497,49.0
-2.2988025730207116,32.0
-2.025277089540188,34.0
-1.3158489497112265,31.0
-1.7958900513407283,50.0
-1.3056031713423168,49.0
-1.1348749425550122,46.0
-2.2807876095364454,49.0
-1.3195586969328752,41.0
-1.5037103208866924,39.0
-2.098045961834563,37.0
-1.9605258580483649,37.0
-1.804015539481735,32.0
-1.7636019517425159,45.0
-2.2122805771385066,47.0
-2.105587256542087,36.0
-1.3688879525198343,30.0
-2.083255596178585,41.0
-2.3064092383400814,36.0
-1.7876082306665158,44.0
-2.085533741401534,32.0
-0.774294746930373,32.0
-2.0653477002498697,30.0
-1.9496769869605688,32.0
-1.0102121897916385,48.0
-2.1393905099317982,46.0
-1.0169656185900546,30.0
-1.8288673241731486,46.0
-1.8727914448249277,49.0
-1.3882192666394864,47.0
-1.676039187551525,40.0
-1.587829505189094,37.0
-2.2146636741883747,38.0
-1.2505451541811885,34.0
-1.2577197852266626,33.0
-1.756539342199729,47.0
-1.771604264002745,42.0
-1.2275478406842548,34.0
-1.1840920402523945,43.0
-1.5250856903396048,40.0
-1.7494473880008852,50.0
-1.6973783595995553,41.0
-1.5197577068768031,39.0
-1.5420209956087683,43.0
-1.7982229316713014,44.0
-2.0233764732043573,40.0
-1.5297599673678048,37.0
-1.782747343053188,34.0
-2.393719827751412,47.0
-1.6090600698498256,37.0
-1.4550889694907663,37.0
-1.8778856301923383,47.0
-1.3237935504977538,41.0
-1.836751733086705,44.0
-1.318776842842711,38.0
-1.7228830217702527,50.0
-1.8445244780478645,48.0
-1.7076709987291008,38.0
-1.7066082471223474,40.0
-2.0304825728838773,45.0
-1.2269582920318785,35.0
-1.6270576448719043,45.0
-1.4261326288540974,48.0
-1.4596934311759409,31.0
-1.6318548371175532,31.0
-1.309152676975498,48.0
-1.060123701085686,42.0
-2.154098164526274,44.0
-1.5134176901843928,47.0
-2.050932120374607,33.0
-0.9933450230902201,40.0
-1.9898253545932953,46.0
-1.8557603990241207,48.0
-1.8251381373287985,30.0
-1.8101617755999349,31.0
-1.5494572651919172,45.0
-0.937241724432567,35.0
-1.566645196163201,35.0
-1.8167022244559596,34.0
-1.851044545048755,46.0
-1.107343955041137,34.0
-1.325912895562817,38.0
-1.037795887312281,36.0
-1.0959668564258,38.0
-1.826768936552888,39.0
-2.0996044548167347,40.0
-1.6655725288335148,44.0
-1.6972389469805604,32.0
-2.373489314559755,50.0
-1.2106135321336478,31.0
-2.0402926182233676,43.0
-1.979836298866118,45.0
-1.8816279796688749,38.0
-2.2438528696473403,42.0
-2.349022950992278,38.0
-2.086540363787715,36.0
-1.9138443279712138,36.0
-1.8711557775370649,32.0
-2.0779378171839853,36.0
-2.006781575962015,46.0
-1.1161575189843735,41.0
-1.9801707314646,36.0
-1.413484423551466,49.0
-1.7837867401956848,33.0
-1.4694785435151378,47.0
-0.7723521977920736,36.0
-1.8362298132253132,32.0
-1.8056738976821318,44.0
-2.2882837595894805,46.0
-2.100116967285931,40.0
-1.8417313607913028,40.0
-1.8248565622270778,35.0
-1.7952667335807337,40.0
-1.5678195489179259,46.0
-1.9770419978304508,44.0
-1.5344056373754145,47.0
-1.980671386657675,42.0
-2.3318306893080747,48.0
-1.930521741198195,39.0
-1.7338053794015167,50.0
-2.117199889910832,36.0
-1.5639144234712026,36.0
-2.1674914910522993,39.0
-1.255809573614555,37.0
-2.2317250528208152,43.0
-1.422091461469615,39.0
-1.7117292607621568,39.0
-1.988405505510482,36.0
-2.3847243499601194,48.0
-1.5520784971022226,35.0
-2.4224537285760035,49.0
-1.2640847883500006,33.0
-1.020514818895463,31.0
-1.5488907618555021,46.0
-1.2476129715979258,41.0
-1.8324879011116897,42.0
-2.2898327031397505,40.0
-1.6874691957247723,42.0
-1.2611316072470116,43.0
-1.4748915986699467,44.0
-1.4082779354336346,39.0
-1.8466730184384037,46.0
-1.4962182395021348,39.0
-0.9446378746788857,33.0
-1.6555306724804861,34.0
-1.9119273739492282,34.0
-2.1742602897803867,46.0
-1.3606876152917247,43.0
-2.0904517547321446,45.0
-1.7299206429720644,42.0
-2.200186879609685,46.0
-1.796011263213456,50.0
-1.7675478248844811,31.0
-2.014625318157953,39.0
-1.566867277250304,39.0
-1.705887838993784,37.0
-1.6197468867739915,31.0
-1.2668677558658736,38.0
-1.8196887758670868,32.0
-1.9277384337843366,41.0
-0.8578410903629737,38.0
-2.1381214902901453,38.0
-1.3365358915233116,49.0
-2.2009054104531764,46.0
-1.3487994346612688,45.0
-0.42485722250024927,37.0
-1.3826796450390495,47.0
-1.9834244043552798,40.0
-1.6075937601876897,42.0
-1.750283792809756,40.0
-1.5358644406590471,34.0
-1.3796670260085726,36.0
-2.035848928352252,31.0
-2.2436994709569342,50.0
-1.925141143504242,47.0
-0.9338213159428728,36.0
-2.0990118140487466,47.0
-1.8016509168952268,48.0
-1.5732128954579234,41.0
-2.4321205598950635,45.0
-1.0006479673210542,30.0
-1.7660880255207667,42.0
-1.7024418070234815,47.0
-1.583546743184336,46.0
-1.6301021840126197,40.0
-1.7542672150992236,38.0
-1.7880944310799176,49.0
-1.8281334111909446,50.0
-1.127670722544181,40.0
-1.7092429324653549,31.0
-1.6864593191006894,50.0
-1.5627683881462104,41.0
-0.9548771810205072,40.0
-1.9117726987587804,46.0
-0.8465149601771271,38.0
-1.7662277100767123,44.0
-1.6095787664020873,48.0
-2.05577442557364,36.0
-2.2010861814143565,31.0
-1.749733612418652,49.0
-1.4918873388332516,38.0
-2.1669747646193414,50.0
-1.7949526153014526,30.0
-2.021067480469902,42.0
-1.2872572246666671,43.0
-1.5093220508505651,41.0
-1.6895035307070962,43.0
-1.0819377628541011,31.0
-1.9580286326574474,50.0
-2.258159930560563,39.0
-1.7555724755292599,40.0
-2.1143117475268607,37.0
-1.7704302942929784,41.0
-1.7503131191908134,31.0
-1.4450600082112335,49.0
-1.6319832047137968,44.0
-1.158474334298486,31.0
-0.881860976389595,49.0
-1.8617070784154954,35.0
-1.1364556557302645,34.0
-2.053725419417862,31.0
-2.143637443233046,48.0
-2.3997372135602175,40.0
-2.2742071935780785,43.0
-1.4467270372998327,41.0
-1.5595845135191726,34.0
-1.8556664099534361,45.0
-2.1908032171020517,47.0
-1.4172816510439261,43.0
-1.607954954203005,35.0
-0.9733698488499934,35.0
-1.145561020450614,36.0
-2.0896254707525097,36.0
-0.9229838115942374,35.0
-2.2214259537887866,46.0
-1.5723217135333445,49.0
-1.456358976453358,48.0
-1.5216470290611315,42.0
-2.2740374068261158,40.0
-1.1300790112345642,39.0
-1.6940924813809097,48.0
-1.514187233564955,44.0
-1.5202329010665494,43.0
-2.1834463848749204,39.0
-2.2311195532123995,44.0
-2.156680189958118,48.0
-1.6754618435544248,46.0
-2.0646224718754547,40.0
-1.290894769802318,39.0
-1.4869390679227208,34.0
-2.092553114526588,47.0
-2.213679851193705,44.0
-1.0449785083494103,38.0
-1.6331362092793367,43.0
-2.370060087582269,31.0
-2.2216246994077236,49.0
-1.5474522416597825,48.0
-1.771326589632746,39.0
-2.4769643439160305,48.0
-0.9738261261722918,34.0
-1.0675896730511103,37.0
-2.2567268159124665,45.0
-2.081456599704861,35.0
-1.5453469223721625,48.0
-1.962518997233079,35.0
-1.852846542388646,32.0
-2.2632196695498794,33.0
-1.7386638217111576,48.0
-2.098762074874913,36.0
-1.6853880796505298,34.0
-2.1436649804475576,49.0
-0.9680800912928486,42.0
-1.688154491774346,41.0
-2.4589845152704606,44.0
-0.7516220875675274,35.0
-1.0380029713087688,33.0
-2.1064024037537648,48.0
-1.8053203173353216,39.0
-2.0294425813444787,50.0
-1.6973804539035382,33.0
-1.7444789062677308,50.0
-1.6147339452901135,38.0
-1.8395222868875685,44.0
-1.8344044200788705,30.0
-2.2935602266993627,41.0
-1.6632457360031345,42.0
-1.0517152081976953,34.0
-1.504255291337288,40.0
-1.298993411276679,45.0
-1.9202683880284006,48.0
-1.680034739098012,49.0
-1.5022724930448899,47.0
-1.5909204737475338,48.0
-1.5675475447219112,41.0
-1.3293319115194504,38.0
-1.5283545376829941,43.0
-1.926450450041179,41.0
-1.1043325656202605,36.0
-1.064404048677824,30.0
-1.719519960209753,38.0
-1.2391777099871342,31.0
-1.217229889024826,35.0
-0.8785781779504422,33.0
-1.6504584624041136,32.0
-1.5243877239370678,41.0
-1.5101124947597937,34.0
-1.1311225185849927,47.0
-1.8932298579093514,31.0
-0.5962452785689363,34.0
-1.6521416150144799,46.0
-2.4017281015052703,38.0
-1.4136570853014634,40.0
-1.8284469694866865,36.0
-1.7622090284758554,32.0
-2.315285483894464,46.0
-1.1272537179141033,32.0
-0.8582031742954797,37.0
-1.8406868892896953,50.0
-1.4529820190238691,41.0
-1.7746753234294272,39.0
-1.6684752577299449,49.0
-2.079374316598281,34.0
-1.239946653626183,31.0
-1.6685699089498587,45.0
-1.7639335393719762,42.0
-1.2131239340291884,34.0
-1.9331755750605892,41.0
-1.6478325450636992,44.0
-1.415260234643315,49.0
-1.9195901041361596,39.0
-1.4732784224411426,44.0
-1.303010263429608,46.0
-2.2512610667668556,41.0
-1.5011070193044418,45.0
-1.4514807149700497,45.0
-1.3154594083296873,37.0
-1.3882278394570513,32.0
-1.8948557942003146,44.0
-2.360553886459239,37.0
-1.8973888410193236,43.0
-1.999562494817983,34.0
-2.3274842273388314,35.0
-1.0155086083491833,36.0
-1.3366580115164424,45.0
-1.5153724391046974,35.0
-1.6771449435503354,50.0
-1.513763577563891,44.0
-0.8529203043524907,31.0
-1.831530293585143,40.0
-1.8586575643381633,48.0
-1.6674094624114368,49.0
-1.7184160692039758,43.0
-1.8772241985106362,37.0
-2.3623813526686765,49.0
-1.8846367700837674,33.0
-1.3098085964427328,35.0
-1.6424250077542033,48.0
-1.5056984577595145,44.0
-2.0950088087597494,33.0
-1.302046714789693,44.0
-1.401283070825325,35.0
-1.5877991773174829,41.0
-1.0527062673364425,32.0
-0.9378418731642405,49.0
-2.041914839698046,35.0
-1.9656314387312253,39.0
-1.5269692355993025,31.0
-1.2630720332664724,34.0
-1.874772792334503,40.0
-1.8944660220359149,33.0
-1.7905715958059636,32.0
-2.104682961900888,50.0
-2.0575417521156165,47.0
-1.6454042374244129,44.0
-0.8611580468874882,37.0
-2.165825804819957,41.0
-1.9011295574677527,38.0
-1.5458027847252163,43.0
-1.4632575901238372,31.0
-1.8871096732456687,41.0
-1.3502989409925665,48.0
-2.272502897789226,43.0
-1.992123714364508,44.0
-2.14650682242981,44.0
-1.9273095614226576,48.0
-1.5161102626843326,34.0
-1.9096181639708851,36.0
-1.7361558714000647,50.0
-1.7712549909403987,32.0
-2.1054805997099306,40.0
-2.0456182100599865,43.0
-2.3731006465759372,49.0
-1.8287290835765735,39.0
-1.196594473129346,43.0
-2.0197681664772253,34.0
-1.4660572859040917,36.0
-2.2012195968085986,48.0
-1.3492910915399272,34.0
-1.961561471409941,32.0
-2.3552524545401896,34.0
-2.275271350152848,40.0
-1.3424747238921502,50.0
-1.9371088356594175,48.0
-0.7284147641555055,31.0
-1.9302804063540238,50.0
-1.7114099932991051,45.0
-1.8180700530228162,41.0
-1.8795084648349585,40.0
-1.8009878364340746,39.0
-2.1530510365037405,30.0
-1.4677911715052794,45.0
-2.0892676386936544,31.0
-2.4735973286441264,50.0
-1.8551657921394944,50.0
-1.8587545516767543,43.0
-1.4702208727462271,42.0
-1.3210726594803255,34.0
-1.6929305129729066,44.0
-1.3286846522403575,32.0
-1.9229792304974773,39.0
-2.019673115036332,31.0
-2.506535032450458,49.0
-1.705751767319109,45.0
-2.1353700092933936,42.0
-2.2520484948492974,48.0
-1.6427449976350759,45.0
-1.2029685918927229,40.0
-2.2216402928549313,45.0
-1.8242227959892887,38.0
-1.8878381951560026,30.0
-0.9123102542566339,44.0
-1.8138149348755488,42.0
-1.5999125738456959,45.0
-2.102946985002249,40.0
-1.7454005256727883,38.0
-0.9580954147733771,37.0
-2.0192481529794164,33.0
-1.5068939456547867,33.0
-1.166513025575097,45.0
-2.2461629375904097,39.0
