sal_avg_lc2vs0_iate,age
-30066.96727066627,34.0
-23401.004957723293,46.0
-18497.271669617312,43.0
-28273.462207719225,50.0
-18162.636717321187,43.0
-40117.49429852633,49.0
-18328.48944784974,45.0
-32820.65764115315,33.0
-16398.487351958804,43.0
-30742.770082801864,31.0
-25389.62277019666,40.0
-25223.664968641486,50.0
-31947.951263903073,31.0
-33669.34742476268,46.0
-34779.40833901757,37.0
-36526.891716926286,50.0
-23569.855811048485,42.0
-32123.124701590936,45.0
-18103.84014331036,50.0
-23648.603685584792,50.0
-24458.11718485281,50.0
-33883.288565926196,37.0
-25956.281980164025,49.0
-37302.68016504716,47.0
-36028.47024729699,46.0
-24752.94284550479,32.0
-31033.34019263919,45.0
-29808.2541328202,38.0
-28716.04380670385,40.0
-24326.23160844118,39.0
-21559.821383999984,31.0
-19811.120732761374,45.0
-21842.824536444463,38.0
-30265.27917865021,39.0
-17453.43170576711,44.0
-34297.64668766115,43.0
-31646.851013432133,42.0
-18047.825642867745,47.0
-33928.35126815824,43.0
-32050.04782682535,40.0
-16881.198409055814,46.0
-25564.539933169624,36.0
-32103.571128735075,46.0
-19771.105017235852,35.0
-31023.949571477602,40.0
-36319.775518985305,32.0
-26091.057142215388,47.0
-21297.597166191747,48.0
-15210.303348372343,46.0
-18887.030462180814,41.0
-24453.81325365517,32.0
-35355.36427490685,47.0
-35893.16871320657,49.0
-18448.4610925473,45.0
-39920.83146312573,46.0
-31762.64901740518,30.0
-40237.427159379404,32.0
-28791.991657652354,41.0
-19867.887504621536,36.0
-16235.121550184478,44.0
-26600.58521905744,46.0
-27953.3255848946,49.0
-28412.754062925498,34.0
-28764.495358170858,33.0
-21927.516707522012,35.0
-41801.46670909636,37.0
-23210.396232604202,43.0
-40637.80080053439,34.0
-16582.711751716808,46.0
-36630.63956780231,45.0
-33737.72842194168,41.0
-22670.47675465238,49.0
-21938.56083272559,36.0
-37491.35176389892,48.0
-29097.833312872783,40.0
-27860.9175104542,33.0
-21741.354289219074,33.0
-29283.351689942003,36.0
-22706.62403303678,44.0
-37572.44457116662,39.0
-17337.887644966908,38.0
-35856.55973708676,46.0
-18824.357001006076,47.0
-23339.852071908568,49.0
-27171.45307069756,32.0
-19718.277027234475,38.0
-38525.3838910746,45.0
-26838.314168458914,49.0
-38025.29118321724,47.0
-30138.618929891796,33.0
-28107.04264644006,42.0
-22129.658228851356,39.0
-40687.0519198197,36.0
-34448.39482182628,48.0
-36228.346960952156,45.0
-18738.77369296232,44.0
-33920.21633211932,46.0
-36355.85285330193,49.0
-42139.58857569232,35.0
-36634.44939577872,35.0
-19178.5161998645,35.0
-20835.165003833845,33.0
-25276.482413051563,35.0
-28074.689011683527,32.0
-22184.65401576698,38.0
-23892.661422286244,30.0
-16380.013183115816,37.0
-25547.992544528744,41.0
-27252.48411252592,48.0
-37889.389535188326,35.0
-35716.797446470286,42.0
-35114.583168742334,45.0
-23280.69839989029,49.0
-21167.663750695534,32.0
-31302.6295527529,34.0
-32379.960438166294,31.0
-28277.031637831664,50.0
-42595.24857305233,49.0
-41795.25858835492,46.0
-19686.442055584786,49.0
-20667.644634644777,41.0
-36758.620643141636,39.0
-23367.753371505023,37.0
-24303.407789295263,37.0
-30060.407216552252,32.0
-18033.406224420367,45.0
-24372.581203406255,47.0
-27716.065619779598,36.0
-36681.556898175564,30.0
-17947.691747996905,41.0
-25189.012253804634,36.0
-27441.955733462826,44.0
-17987.84599819153,32.0
-24575.449165715938,32.0
-23168.856228127763,30.0
-27426.545981379415,32.0
-42729.10941167855,48.0
-20834.797746375203,46.0
-29629.381814699584,30.0
-35828.95791833682,46.0
-23164.779128400445,49.0
-19607.980259171643,47.0
-37268.40171723941,40.0
-18945.176872014457,37.0
-23822.06188242852,38.0
-22864.949915124034,34.0
-22351.140707802835,33.0
-39382.720539419744,47.0
-29647.253913779474,42.0
-39694.57353046854,34.0
-32639.44135666156,43.0
-29518.55554672575,40.0
-34114.85840298449,50.0
-27114.675540774573,41.0
-18762.12308172781,39.0
-35686.59930634359,43.0
-38244.756421001424,44.0
-27312.962237130097,40.0
-19437.455144827858,37.0
-19952.648654967496,34.0
-25460.697350802147,47.0
-36335.383883937044,37.0
-41064.18055486011,37.0
-17662.069466417917,47.0
-25107.728887324403,41.0
-27421.785716022143,44.0
-30528.681694376588,38.0
-25373.791292887166,50.0
-17134.79829172809,48.0
-34517.03950860063,38.0
-20723.23943486749,40.0
-25089.32917826325,45.0
-41308.994557842394,35.0
-24781.3625360149,45.0
-30333.001611000866,48.0
-32317.966988884364,31.0
-34090.83812517508,31.0
-22582.823878146257,48.0
-24908.361315245656,42.0
-22789.422365551196,44.0
-37160.65731205658,47.0
-28228.080722564308,33.0
-28636.07800674237,40.0
-28510.870999833685,46.0
-35612.60998644424,48.0
-29328.7021233806,30.0
-26374.500523810013,31.0
-36396.346831081864,45.0
-24622.34288408547,35.0
-36170.72149386241,35.0
-34827.39192052431,34.0
-35634.668522159634,46.0
-33462.92826981176,34.0
-39887.263182313516,38.0
-19381.604100957626,36.0
-30664.349784826903,38.0
-22698.479934319985,39.0
-25856.52819689595,40.0
-17538.840411361278,44.0
-27127.641768237278,32.0
-19701.243675240734,50.0
-21335.11962877374,31.0
-26252.366944201796,43.0
-32789.30213101095,45.0
-23184.918887403823,38.0
-26541.687011958446,42.0
-23800.5487441215,38.0
-19840.55615350826,36.0
-30347.57040497702,36.0
-20548.290301788868,32.0
-18189.19287436378,36.0
-17729.715417249918,46.0
-30268.36517855433,41.0
-20224.083197205808,36.0
-31822.7704198266,49.0
-28915.08785761232,33.0
-37658.84680168717,47.0
-30634.99753672995,36.0
-24379.26536702248,32.0
-26908.043939870957,44.0
-23382.901504242614,46.0
-29685.636727359233,40.0
-20628.292738122786,40.0
-16995.7870022433,35.0
-31887.67808899811,40.0
-39534.52156999067,46.0
-18065.81997733895,44.0
-37074.067851128835,47.0
-33119.33768817183,42.0
-16999.362413224295,48.0
-18271.672274050732,39.0
-29454.605780162266,50.0
-28344.72225964162,36.0
-31519.608106509302,36.0
-20572.50246331128,39.0
-40142.10340456237,37.0
-24151.224952621124,43.0
-37298.27214202427,39.0
-29622.767737689934,39.0
-23222.292368221006,36.0
-25518.186735651325,48.0
-32719.375219049234,35.0
-18916.09385552632,49.0
-19818.17875862393,33.0
-29834.721436869208,31.0
-32635.889001693242,46.0
-35878.62109782304,41.0
-18843.056712616624,42.0
-21203.007390661136,40.0
-39155.70630237989,42.0
-25817.278782438552,43.0
-30854.371974286456,44.0
-21710.629509675426,39.0
-33962.88340368181,46.0
-22797.54417734879,39.0
-28374.90544467837,33.0
-28199.216479475795,34.0
-18091.320620001174,34.0
-23926.819826806877,46.0
-31594.675915558844,43.0
-19598.570464477438,45.0
-31081.91475062297,42.0
-23007.437759835768,46.0
-36209.25396059962,50.0
-22260.152095427948,31.0
-20201.073469942152,39.0
-39526.38428312626,39.0
-32358.869900537014,37.0
-24038.980355560714,31.0
-30224.439964539837,38.0
-24636.930955693733,32.0
-27597.906014126547,41.0
-44546.564057694704,38.0
-23060.12090218522,38.0
-36908.0440136065,49.0
-24959.385748148456,46.0
-36064.01239576409,45.0
-26021.924159024817,37.0
-18747.445053431908,47.0
-24285.7783818664,40.0
-35843.263733854394,42.0
-22952.885329176712,40.0
-20719.602741329898,34.0
-41892.487956355006,36.0
-20018.521849845773,31.0
-25445.94222812366,50.0
-27640.32967536078,47.0
-20989.855352147944,36.0
-16315.678667928225,47.0
-31762.76172013089,48.0
-24821.933252672385,41.0
-21719.43408510835,45.0
-34611.91546403951,30.0
-34623.702984404255,42.0
-37039.01513384678,47.0
-40750.28870631154,46.0
-30116.418819170507,40.0
-25407.917067153678,38.0
-35206.47946258455,49.0
-18537.99140697308,50.0
-26231.93749268056,40.0
-18959.04369814082,31.0
-31115.808109150646,50.0
-36461.37183796498,41.0
-39771.01989367428,40.0
-31580.126265441806,46.0
-28863.167129201775,38.0
-25042.84282513161,44.0
-22131.0336165852,48.0
-23497.52728905621,36.0
-22027.24555414774,31.0
-29147.63056183878,49.0
-19949.838333247655,38.0
-21487.304847480107,50.0
-16691.294425744796,30.0
-26850.403565812827,42.0
-38741.5126856966,43.0
-36117.303444155856,41.0
-31176.36792333746,43.0
-36495.710693562156,31.0
-17270.385384370966,50.0
-16446.878968539124,39.0
-32467.637272159423,40.0
-19296.975031525297,37.0
-32179.105912789957,41.0
-32573.14434071765,31.0
-33651.073595996946,49.0
-23123.13584572587,44.0
-25662.91435749388,31.0
-39872.127666898545,49.0
-25056.5034852958,35.0
-36556.70452304551,34.0
-18109.347443698436,31.0
-25725.048802350648,48.0
-18666.900198182804,40.0
-21309.26569856132,43.0
-29157.7739605836,41.0
-35973.58653782534,34.0
-19636.92914000929,45.0
-23316.953401587256,47.0
-36479.14555216015,43.0
-33280.41386973279,35.0
-30969.44123979729,35.0
-42178.50755355124,36.0
-20728.132824674303,36.0
-30821.56174820439,35.0
-29518.539055986992,46.0
-31049.62343896227,49.0
-31039.793859730293,48.0
-25255.219612392793,42.0
-17578.7766506773,40.0
-27234.34561479508,39.0
-31801.635324798073,48.0
-40746.77130470479,44.0
-30013.497198654284,43.0
-19993.740878567056,39.0
-21206.16174318217,44.0
-23479.47090166181,48.0
-23378.50484591045,46.0
-15672.53981812955,40.0
-33463.313213636226,39.0
-37604.759686124424,34.0
-18125.514667946933,47.0
-20920.882924351776,44.0
-28091.55172272107,38.0
-37447.28578727484,43.0
-18508.028734503274,31.0
-19901.646655324686,49.0
-30939.078436926113,48.0
-25823.836234141494,39.0
-17066.89346284312,48.0
-35736.96788992213,34.0
-22455.775015878822,37.0
-19446.32114789565,45.0
-23131.630936543763,35.0
-36632.23226333657,48.0
-26910.79067480845,35.0
-28015.235852449558,32.0
-19173.890416197723,33.0
-31612.626149488642,48.0
-24259.39351820352,36.0
-36955.893412985126,34.0
-17992.874192827967,49.0
-41474.99695107937,42.0
-33277.62575713794,41.0
-17393.639617220415,44.0
-39744.6789088489,35.0
-20945.32824711163,33.0
-25939.605314914617,48.0
-34617.140866256406,39.0
-23173.453721307837,50.0
-29004.484172974684,33.0
-19146.631361798693,50.0
-39852.03978956337,38.0
-27722.33882791733,44.0
-26252.75281363372,30.0
-20327.53207864884,41.0
-28193.13760412635,42.0
-32039.88204961417,34.0
-35817.77199791495,40.0
-29258.1416111793,45.0
-27877.601720874147,48.0
-32447.94780428159,49.0
-32478.925865666177,47.0
-36756.947420827186,48.0
-20662.032736923244,41.0
-35823.494904963125,38.0
-19193.22209126515,43.0
-26736.006743816757,41.0
-25848.84706557913,36.0
-27461.032030763876,30.0
-33511.24704765743,38.0
-41617.24385067751,31.0
-34579.91005404314,35.0
-23341.689240411753,33.0
-36411.23844519297,32.0
-26751.934847700224,41.0
-38682.97999119366,34.0
-43420.03644446274,47.0
-22108.148012114973,31.0
-29712.214048760383,34.0
-26921.774013477803,46.0
-18915.134932917623,38.0
-25860.61313134829,40.0
-17342.91673387162,36.0
-31627.7567942195,32.0
-26811.942885215853,46.0
-29709.79811313864,32.0
-40350.86192901482,37.0
-29242.42381205699,50.0
-31987.245641567246,41.0
-22924.820934652857,39.0
-38167.726060574416,49.0
-23225.63038991531,34.0
-28496.18587597757,31.0
-36846.16688703694,45.0
-35434.44867631808,42.0
-35462.355982352645,34.0
-31049.16963366978,41.0
-26074.360844739356,44.0
-38734.228330425554,49.0
-24652.07037987676,39.0
-37859.532740220515,44.0
-33187.941297696416,46.0
-17784.099968118182,41.0
-39879.832826649,45.0
-33946.6314149397,45.0
-19361.092126482687,37.0
-29986.291576514366,32.0
-18956.111327579198,44.0
-25487.014634560208,37.0
-28475.564575170847,43.0
-16256.002825699476,34.0
-23440.09054587091,35.0
-30206.357603297554,36.0
-40681.74783747911,45.0
-37134.453611075376,35.0
-22612.813560652277,50.0
-39312.08738882069,44.0
-32910.44494747124,31.0
-20183.967117699813,40.0
-23096.343077805628,48.0
-33526.361669646925,49.0
-32054.77840725411,43.0
-31841.53610469676,37.0
-16663.215138537686,49.0
-28192.81874163873,33.0
-28442.29408261294,35.0
-38667.33545832512,48.0
-32161.356599517152,44.0
-21558.61790088036,33.0
-31443.644211522274,44.0
-41376.88738529604,35.0
-33223.91228630687,41.0
-25146.79621605944,32.0
-38799.46050518623,49.0
-21990.18714089757,35.0
-31514.97345155264,39.0
-31018.67901046312,31.0
-31911.576387323643,34.0
-28733.48800447645,40.0
-24778.792300894434,33.0
-33999.66998903391,32.0
-23944.1184904621,50.0
-20411.11806307797,47.0
-34565.71075612836,44.0
-21141.661696228024,37.0
-26466.62469471379,41.0
-23059.74170610592,38.0
-19128.88774087778,43.0
-19495.60221780472,31.0
-28231.078383927845,41.0
-36138.35088244836,48.0
-24520.488152381167,43.0
-32832.68659300996,44.0
-22828.974186417494,44.0
-28510.472835973913,48.0
-39239.33240833558,34.0
-18102.181111481485,36.0
-25826.14547158606,50.0
-26962.212303257882,32.0
-26719.601918298096,40.0
-29279.901334401882,43.0
-18004.278448777997,49.0
-31527.43231709935,39.0
-26456.754040660286,43.0
-26481.512012490297,34.0
-37059.4356633599,36.0
-25817.80557923759,48.0
-31194.863290279598,34.0
-25546.977464969466,32.0
-17920.313956019734,34.0
-24155.269909910465,40.0
-32889.02325697219,50.0
-27175.413426901796,48.0
-25806.338905657143,31.0
-32283.42176976217,50.0
-22779.7909912571,45.0
-17531.146011403518,41.0
-32532.565138985636,40.0
-31784.273949243085,39.0
-23993.747102595495,30.0
-20845.465049506245,45.0
-18729.628440251854,31.0
-16764.575412920374,50.0
-26989.849551715026,50.0
-34266.110086839835,43.0
-34656.40089266417,42.0
-25639.13614277879,34.0
-29975.179607146463,44.0
-36560.09906275505,32.0
-25556.369004031727,39.0
-23451.227573597662,31.0
-24035.430575774622,49.0
-36106.6733669778,45.0
-20659.69736671001,42.0
-23575.443750182312,48.0
-28152.407244870657,45.0
-32442.687776886247,40.0
-23441.90871002415,45.0
-21209.903464050654,38.0
-29603.932665490443,30.0
-39257.49199836543,44.0
-31227.031585445075,42.0
-35374.59984490552,45.0
-17724.808878506203,40.0
-30901.97550325904,38.0
-27706.19389620253,37.0
-19153.31843447115,33.0
-21188.34413214285,33.0
-31688.109959445297,45.0
-22767.37878580708,39.0
-25686.020243083094,43.0
-37010.577228283495,39.0
-25474.30377109224,47.0
-19512.512614500556,37.0
-37118.15399110031,44.0
-38646.95979685773,37.0
-17346.457694312558,44.0
-16982.499735729867,49.0
-23567.524051925266,30.0
-32466.546546136182,46.0
-21358.84953313719,43.0
-33458.78015847996,43.0
-28611.59566313665,37.0
-30930.224929580494,46.0
-23887.323064978526,31.0
-44531.61944691643,41.0
-29957.090303506728,42.0
-19108.452622460354,33.0
-26687.08690492891,45.0
-37070.08084048215,47.0
-22258.37876516972,46.0
-33356.57217794,48.0
-34671.869822055116,50.0
-29965.300868335235,45.0
-20836.94710765492,43.0
-18663.413995010935,36.0
-29048.391009439514,45.0
-33764.50426628422,49.0
-22188.55226002986,42.0
-21266.2019207255,35.0
-18356.035224974516,46.0
-24390.08931179869,46.0
-23152.85672234549,35.0
-18091.594007024923,43.0
-16881.105154187102,45.0
-42730.26391309936,36.0
-19001.01516897813,47.0
-17914.905309637397,49.0
-39633.73383185431,47.0
-18819.39270063679,35.0
-28799.59629621238,32.0
-24305.743270244348,31.0
-20813.975406942358,31.0
-17004.36976549897,37.0
-24616.718539960348,35.0
-28511.781951973808,42.0
-19000.445519694367,33.0
-25988.068438512175,50.0
-41101.475260380816,36.0
-27519.268821314647,32.0
-25120.159070648864,32.0
-19969.29991488416,44.0
-27175.57436677636,34.0
-31439.53442838675,47.0
-31248.895949809765,32.0
-18147.570396537358,42.0
-26169.0913619575,30.0
-17387.948114520113,35.0
