sal_7_lc2vs0_iate,sex
-27905.583280084484,1.0
-22032.7735189278,2.0
-27365.82269156706,2.0
-24924.959612825485,2.0
-37816.38480096188,1.0
-17392.929356518765,2.0
-37608.26426924073,1.0
-16504.336134203062,1.0
-23013.926023274038,2.0
-27311.40154888584,2.0
-19365.3813593521,1.0
-39121.29000106323,2.0
-28590.488923937275,1.0
-39000.22745709141,2.0
-30449.93751281427,2.0
-29485.977031178754,2.0
-19470.94989504882,1.0
-37007.33345931175,1.0
-33923.98729885814,1.0
-34900.50486087351,1.0
-20361.783180048897,2.0
-34918.93927572771,2.0
-35907.53039309668,2.0
-40731.26411956676,1.0
-33650.134955296475,1.0
-17441.6380780167,1.0
-20343.05116912035,2.0
-24376.960693972705,2.0
-28162.645768798102,2.0
-21496.294268895454,1.0
-21722.890221814894,2.0
-15845.654573516616,2.0
-25588.511157063745,1.0
-28202.508965000663,1.0
-37101.31957979842,1.0
-30939.232215378288,1.0
-33215.56069657327,1.0
-23407.549708230654,1.0
-21931.610816104534,2.0
-30590.64972509558,2.0
-33354.40894279873,1.0
-29789.53344299644,1.0
-41507.86363004116,1.0
-40207.43467080178,1.0
-19771.171968250146,2.0
-18627.805245707677,1.0
-34597.37054636009,1.0
-25422.65265098797,2.0
-22384.628897697043,2.0
-31224.753622358225,2.0
-17115.346590409183,2.0
-24920.302488586538,2.0
-28128.289872897312,2.0
-36222.37540792768,1.0
-17961.404002110954,2.0
-25551.887641500813,2.0
-26389.927956781627,2.0
-18912.947852101817,2.0
-23775.468983407125,1.0
-20774.297659546162,2.0
-27949.54000747907,2.0
-40017.405200541594,1.0
-20628.670580450125,2.0
-30780.620431339943,1.0
-37074.53223495637,2.0
-22649.218732110105,1.0
-18503.340973533486,1.0
-37361.8450021161,2.0
-18573.712366098447,2.0
-22410.212172374464,2.0
-22597.84306642217,1.0
-21811.57750388022,1.0
-38445.121751128725,1.0
-30135.324213597247,2.0
-39646.59119014406,1.0
-33349.8805254044,1.0
-30237.24924283757,1.0
-33424.09199160279,2.0
-26174.624524595758,2.0
-17618.249673263483,1.0
-36020.77022511601,2.0
-38573.81013444143,1.0
-28177.33031718753,2.0
-19475.41948974594,1.0
-17717.845327329327,2.0
-27261.753924693952,2.0
-32899.84698000156,1.0
-40141.80218367732,1.0
-16300.195043060041,1.0
-24489.383982491792,1.0
-28092.57690785786,2.0
-31451.451872539386,1.0
-24681.856215585616,2.0
-16793.18271004497,2.0
-33121.114293187806,2.0
-19166.35571983127,1.0
-25209.05403856347,2.0
-40272.52569025709,1.0
-23559.53295014079,1.0
-30242.030136137368,1.0
-32505.306378292513,2.0
-33518.05783453318,2.0
-21799.218430323926,1.0
-25349.942033083375,1.0
-23438.56018752188,2.0
-34485.48791039553,1.0
-28191.738867447497,2.0
-29801.12453841407,1.0
-28962.86902775936,2.0
-34686.2556973426,2.0
-29464.849534636574,2.0
-25221.56636959575,2.0
-34543.70455117502,2.0
-24895.50371787449,1.0
-35449.71839722891,2.0
-36218.8511051312,2.0
-34052.75323649971,2.0
-32825.51107604896,1.0
-38609.409596305515,1.0
-17478.078107103145,1.0
-31181.443841811655,1.0
-20914.414852103087,2.0
-27496.98387938223,2.0
-16566.61203808866,2.0
-27227.702223146833,2.0
-19758.555560310033,2.0
-20207.484393637424,1.0
-26585.357076364762,2.0
-31296.3992095219,2.0
-21934.526568828678,2.0
-27838.954679961545,2.0
-24312.72298306798,2.0
-19616.096391026593,2.0
-30106.913032918175,2.0
-18273.753541006477,2.0
-17356.118667686,2.0
-17080.06321052433,2.0
-27749.726494953553,1.0
-18742.042419995356,2.0
-31145.06596048367,1.0
-29813.226358540007,2.0
-37173.04472460153,2.0
-31402.1868924276,1.0
-25243.75895639651,2.0
-25311.66274156616,2.0
-25526.60498159737,2.0
-29245.561252324544,2.0
-20539.321935477903,1.0
-17098.755997314554,2.0
-32616.0733111475,2.0
-38572.64619590001,1.0
-16642.396593940764,2.0
-37601.322408599095,2.0
-34766.56351435272,2.0
-16493.99021644255,2.0
-18052.525769841428,2.0
-31269.894235332067,1.0
-28691.21629529453,2.0
-31814.941430401264,2.0
-21354.502564872884,2.0
-39581.82686715023,1.0
-24833.74542794977,2.0
-39826.01845025741,2.0
-26374.387970086682,2.0
-23578.000717706527,2.0
-28428.163327714385,2.0
-31551.25368087036,2.0
-20707.786327542475,2.0
-20178.44760585622,1.0
-28440.027475183768,1.0
-30821.74628854997,1.0
-36944.32367136222,1.0
-18091.89406483915,1.0
-20821.6710064709,2.0
-37967.46693026877,1.0
-26489.18086942347,1.0
-31798.46565039054,1.0
-19613.13125432864,1.0
-36226.387051105965,2.0
-20754.92366522938,1.0
-30419.28708546313,1.0
-27682.91323698707,2.0
-17895.19327258076,2.0
-24037.77798415498,2.0
-30769.800498938366,2.0
-20419.244617889548,2.0
-33365.153753990846,2.0
-22803.291857743567,2.0
-33830.75923197092,1.0
-19019.084742967243,2.0
-19908.817707171285,2.0
-41822.55327491978,1.0
-30184.670187929787,2.0
-20626.800062708033,2.0
-28827.475667175626,1.0
-24706.31146229171,2.0
-28708.9819418626,2.0
-43790.362809062426,1.0
-23760.725614624513,2.0
-33419.48944936943,1.0
-24219.6988236365,2.0
-35785.320666803455,1.0
-24870.759693608987,1.0
-16168.235488942064,1.0
-23404.032391114488,2.0
-35275.79879974044,2.0
-23906.999175114845,2.0
-21292.590758772443,1.0
-41886.51808283621,1.0
-20400.22350984212,2.0
-28225.504790813535,2.0
-30943.08713632361,2.0
-18998.565460021833,1.0
-15604.16274806283,2.0
-30412.866518069743,2.0
-24372.664940951683,1.0
-22531.201955682405,2.0
-31812.20027711241,1.0
-35095.13040351732,2.0
-36558.7380550699,1.0
-41098.90260962199,1.0
-28862.391338095993,2.0
-26305.71936456694,2.0
-35473.341924540146,2.0
-16862.37048154088,1.0
-27564.23667052696,1.0
-18415.626479216768,2.0
-29746.04038293399,2.0
-36666.72676143424,2.0
-38323.42106135725,1.0
-30044.991071770877,2.0
-29121.82728306864,1.0
-25686.840653375948,1.0
-21093.195852032713,1.0
-23121.907789807046,2.0
-23631.928534032522,2.0
-30332.586504694722,1.0
-20319.27882088594,1.0
-21465.704975765893,2.0
-16700.58305691937,2.0
-27991.40336312273,2.0
-35576.51431423852,1.0
-36216.734488638016,1.0
-29059.027029784447,2.0
-35649.71232590133,1.0
-16029.497773139621,2.0
-16785.008945862275,2.0
-30830.49022054486,2.0
-20089.299668983174,2.0
-31793.07493585675,2.0
-32963.30320498059,2.0
-33702.64323170933,1.0
-23129.254704544088,1.0
-24265.63636023708,1.0
-35446.67270128566,1.0
-22914.969308827356,2.0
-34165.951853629944,1.0
-19904.634270765928,2.0
-26757.55815446524,2.0
-19995.326637271988,2.0
-22313.38516479995,2.0
-26590.120408934465,1.0
-34522.534363446466,2.0
-18940.919743456103,1.0
-24338.19031853159,2.0
-35547.79667625328,2.0
-33149.22280644031,2.0
-27235.78723030473,1.0
-42650.74873616677,1.0
-22035.8662357516,2.0
-32834.25224074391,1.0
-31137.13307884054,2.0
-28216.557143076985,1.0
-30219.343815945795,2.0
-23870.602293606105,1.0
-17422.98439188793,2.0
-25197.043149238314,1.0
-31742.49440353685,2.0
-39619.988703072726,1.0
-29958.650864758652,2.0
-20521.861595287468,2.0
-22989.504410697828,2.0
-22974.033296349884,2.0
-24134.24361243983,2.0
-13889.906614447784,2.0
-32881.02084309873,1.0
-37122.15220548622,1.0
-17612.16467876973,2.0
-20743.37072735202,2.0
-28263.17567683018,1.0
-35463.951230444785,1.0
-18800.379296955995,2.0
-19032.495627708187,2.0
-29607.99775301455,2.0
-25208.684357176528,2.0
-18126.012340020752,2.0
-36147.41669659116,1.0
-21182.802586289563,1.0
-18592.36420252129,2.0
-23576.544772815338,2.0
-35682.63648977947,2.0
-27786.99229689414,2.0
-28135.5500632084,2.0
-20348.284347241908,2.0
-31634.75501677078,2.0
-24549.75471170095,2.0
-38456.859172423014,2.0
-17720.044803785746,2.0
-39385.28290798033,1.0
-31348.859356218454,2.0
-17203.67300384082,2.0
-34998.20668209523,1.0
-20328.178551247882,1.0
-28447.53094776921,2.0
-34229.60322930046,2.0
-24036.411706367384,2.0
-29056.553181721923,2.0
-18396.968253371844,1.0
-39809.441441285424,1.0
-29590.174887268815,2.0
-27257.596874208386,2.0
-19992.56008714956,2.0
-26842.942886420456,2.0
-29913.756874274757,1.0
-36985.87029411949,1.0
-27219.337154119865,1.0
-28317.966460432734,1.0
-32952.93349501726,2.0
-31719.152094550423,1.0
-34577.26503486509,2.0
-18652.995043690014,1.0
-35728.508416395765,1.0
-18129.47118321037,1.0
-26101.719292918948,2.0
-25120.311661846703,1.0
-27521.287235176802,1.0
-32167.109250674468,2.0
-42114.68522663892,1.0
-32667.594216457277,1.0
-21859.264398107374,1.0
-36860.20266206797,2.0
-27965.39450925272,1.0
-39595.786068152855,1.0
-41531.43392286175,1.0
-19347.418582290335,2.0
-28710.534708478062,1.0
-26887.037377530847,1.0
-20464.747398864434,2.0
-27283.11772645025,1.0
-16006.07799784187,2.0
-31057.048013100248,2.0
-27110.055627364174,2.0
-31470.668058327254,1.0
-38126.86249813063,1.0
-30672.48497422694,2.0
-30822.29055020975,2.0
-24420.82360872229,1.0
-37658.34603714896,1.0
-23991.569212921615,2.0
-29185.155985065834,1.0
-34888.34448417154,2.0
-35057.218606676666,1.0
-33104.0252085823,1.0
-29903.962102337937,2.0
-25239.158490395712,2.0
-38076.357198505386,1.0
-25380.581180170655,2.0
-37663.257925915816,2.0
-33025.5879934665,1.0
-19143.596473341688,2.0
-36996.52987967879,1.0
-31791.84174633771,2.0
-18482.75438486743,1.0
-29788.452577881653,2.0
-17461.807320103602,2.0
-25196.568822194677,2.0
-29558.517104442457,2.0
-15421.041004450011,2.0
-23039.267030529674,2.0
-30150.635902439913,1.0
-39104.369889558206,1.0
-36146.123744950644,1.0
-22440.66487461418,1.0
-36150.48469009871,1.0
-31554.40542694297,1.0
-19230.44871886574,2.0
-23119.234961170987,1.0
-35267.343356284866,2.0
-32859.777993428674,2.0
-32746.102974907368,2.0
-16159.124130897064,2.0
-27044.014392529265,2.0
-28909.7917978106,1.0
-39717.586926190765,2.0
-31986.932569484172,1.0
-20008.219738177486,2.0
-31121.607102040853,2.0
-40008.06976743479,1.0
-33863.94538597668,2.0
-24793.21321704774,1.0
-34445.49398051347,1.0
-20423.32050738772,2.0
-31077.069872730077,2.0
-30915.137798743042,2.0
-30574.571932152412,1.0
-30278.036744140238,2.0
-24667.274217631053,2.0
-33262.79237358682,2.0
-22301.611990002,2.0
-20534.520158629693,2.0
-33512.67330883475,2.0
-21265.20070337548,1.0
-26477.293092620537,2.0
-21569.029237519317,2.0
-18060.533253600373,1.0
-19442.710291958014,1.0
-27212.387022032504,2.0
-31684.85323636262,1.0
-23795.734004014485,2.0
-32695.690974873032,2.0
-19892.899014722527,2.0
-26584.670964500125,2.0
-38361.85080080098,1.0
-16808.916134578903,2.0
-28264.843853956078,1.0
-28479.121417178852,2.0
-26901.78249169589,2.0
-31673.713474777775,2.0
-18212.52685651274,2.0
-29867.8813720719,2.0
-27561.749211633574,1.0
-27258.893500855982,2.0
-36035.64209525391,1.0
-26749.007937214676,2.0
-30198.83986145095,1.0
-22699.38700887473,2.0
-18033.20120335224,2.0
-24575.581924502592,2.0
-28709.1503486304,1.0
-27840.420572162308,2.0
-26472.362961364684,1.0
-32583.678299514828,2.0
-23030.67453651086,1.0
-17102.495146779678,2.0
-33347.469193636236,2.0
-30743.666280841986,2.0
-22515.67661631774,2.0
-20083.79859077849,1.0
-20179.048499516924,2.0
-17314.479853956254,2.0
-28129.410826722382,2.0
-34182.35521715491,2.0
-33576.02104051451,2.0
-24262.765154408073,1.0
-32216.805787107423,2.0
-36001.471523526554,1.0
-25227.074114904117,2.0
-21822.34292096349,2.0
-25984.673925497955,2.0
-36442.645383293915,2.0
-19063.61368632267,2.0
-23658.838930605933,2.0
-29690.33170852841,1.0
-33324.08045403542,1.0
-23072.920768207972,2.0
-20756.059596999585,1.0
-29321.114308771146,2.0
-35555.33581907152,1.0
-31376.508139189486,2.0
-33573.35651393343,2.0
-17055.221693945707,2.0
-29677.254355177625,2.0
-28071.583862376654,1.0
-19841.838484772492,2.0
-22335.203850593993,1.0
-31949.936719203506,1.0
-23705.872690763917,2.0
-26149.049220525307,2.0
-37521.16331024103,2.0
-27995.89737048132,2.0
-19610.963883983335,2.0
-37256.69816481565,1.0
-37948.879991481066,1.0
-17011.98138158725,2.0
-15199.166846745778,2.0
-20187.69058884018,2.0
-32481.96599572052,1.0
-19049.374342839103,1.0
-34241.46007040635,2.0
-29654.59115140133,2.0
-30047.873915081527,2.0
-23300.004983328752,2.0
-46316.40940273543,1.0
-31046.0969094982,2.0
-20354.76033760055,2.0
-26693.89581161893,2.0
-38076.0559519923,1.0
-21319.888719544368,1.0
-33563.61743745068,1.0
-34178.069260895805,1.0
-29310.286811370326,1.0
-20622.52540228251,1.0
-20024.93418519559,2.0
-28979.02730298216,2.0
-34404.45460355269,1.0
-20160.874385954306,1.0
-21463.59282774613,2.0
-17987.91808714386,2.0
-25057.080159431054,2.0
-23238.669208023384,2.0
-16065.65378510658,1.0
-16324.111143805836,2.0
-43624.56927088561,1.0
-17559.986069946866,1.0
-16393.712611012917,1.0
-37568.98715739096,1.0
-16996.320967432934,2.0
-29029.103930834182,1.0
-24560.09422834693,2.0
-21959.849136846846,1.0
-16376.839582982007,2.0
-24976.55672337921,1.0
-26711.40310030193,1.0
-18596.249387891847,2.0
-26433.455927123592,2.0
-40724.03036536537,1.0
-27461.466392141716,1.0
-25162.151595622086,1.0
-20195.935649851683,1.0
-26727.328807477068,2.0
-32705.130686749446,2.0
-33386.09072450847,2.0
-16720.689479139884,1.0
-21960.371052876842,2.0
-17532.941652860005,2.0
