earn_x0_lc1vs0_iate,region
-208.58981184092812,1.0
-41.353185923554186,70.0
-194.069686696369,17.0
45.45878608544621,5.0
27.14273968934907,22.0
-30.183353282092867,28.0
288.09783814971274,24.0
-42.7480279636934,4.0
106.2347331900501,8.0
19.069931367818185,54.0
-33.07323983979818,72.0
90.36653481018591,38.0
-92.59729904158075,68.0
-132.43318666295883,50.0
-30.470985777877672,81.0
83.01214752763829,68.0
150.43433602112756,18.0
-19.532149557662223,25.0
108.62028393149689,37.0
114.0209503005961,48.0
-67.28769037057864,30.0
-35.220053042187615,50.0
-46.419057128312254,30.0
15.165341061779543,78.0
105.77351121954362,44.0
105.90019273214057,52.0
18.67416962181244,5.0
-14.696976855510172,47.0
-128.65719010965688,76.0
-79.87269275361399,68.0
-8.107387489263829,30.0
44.22157861856806,15.0
-234.05311671481937,58.0
123.96041893206836,74.0
204.4718550639033,27.0
-184.863311808368,62.0
87.8305854396932,27.0
-153.6085599501606,2.0
212.49651726380742,5.0
-107.5790311980716,40.0
134.7444162530532,26.0
-95.43527096212108,18.0
142.37505324848183,20.0
-48.3312311539039,34.0
51.59698347147878,27.0
35.115980509681435,56.0
0.3437514790620071,59.0
78.79757678230794,60.0
16.742746013287842,47.0
45.82767154199615,4.0
191.5834443137376,73.0
63.537600797650626,4.0
56.12950888175263,5.0
117.50590685755247,14.0
65.35585069611864,42.0
21.288451945546882,41.0
49.78985693910019,13.0
119.84710033098023,74.0
7.591109648897316,10.0
-142.64984793778027,76.0
-28.321287062190805,12.0
-0.9019346460252677,44.0
216.3547768224794,60.0
-134.88075947349748,17.0
13.195907132681878,54.0
-13.79156361712694,23.0
-42.282920390699445,19.0
96.4276767105246,9.0
-36.904084191945685,29.0
-12.770628195662596,52.0
-56.273720352574124,14.0
32.72982957906976,65.0
33.69933791793828,41.0
191.36765861427574,61.0
7.19442522098376,21.0
-7.04964279711551,39.0
-19.312707218116486,46.0
-115.1409017321302,80.0
-30.591214875558023,6.0
41.5956402223119,3.0
-16.776595519901548,1.0
82.47822882035427,13.0
61.31610297047652,66.0
-9.95600048738143,40.0
-113.18537819940218,40.0
144.85899961388594,41.0
20.09142102536981,9.0
68.99058403954125,23.0
170.0134523798535,51.0
36.66597297851331,17.0
66.92659447471698,39.0
43.17451111306946,45.0
14.814600305840884,81.0
28.23859929410662,33.0
-163.52102120987732,35.0
27.828611593789446,51.0
-112.96120983787546,53.0
27.103844614693628,59.0
66.72371742913803,11.0
167.3938097260565,25.0
45.916415927970775,25.0
-91.63519176467184,49.0
37.42286035843739,62.0
82.94672532611361,58.0
-15.053328050042097,17.0
45.70208482396981,21.0
-13.456158520830911,25.0
59.20276553617083,75.0
49.77528457605902,8.0
25.641777868768486,6.0
120.24173923029184,29.0
44.19258963836715,69.0
40.791786062107406,18.0
15.496739591000335,83.0
136.3602590429913,10.0
-14.717434104032634,78.0
36.37483970556684,64.0
-67.80218025943705,81.0
-1.7276106638336337,85.0
14.042595372468242,69.0
109.19509972707084,35.0
-65.2214321430333,72.0
18.17489753364292,67.0
2.835554668032472,67.0
-39.310326678714716,33.0
-46.38395863532779,40.0
147.3096202603653,66.0
72.78199340781566,78.0
155.5366056487481,44.0
4.002167936319637,27.0
-146.4150222383296,35.0
-85.10022063133219,17.0
-133.2954094049296,19.0
-27.27645418391802,32.0
35.55750919448053,23.0
251.07975641097389,22.0
42.52866561019658,31.0
-57.992474378196846,27.0
-139.45910217740834,58.0
-212.03659633777943,76.0
-7.829619600332933,30.0
-156.54368979332816,23.0
128.3096335984244,68.0
-21.497685892170377,43.0
117.10642168168418,24.0
1.4005939219428,51.0
41.840088197012705,26.0
143.4561498146787,51.0
42.82721767958293,42.0
13.47973671188538,48.0
-134.2501165963859,47.0
35.840683755498844,38.0
182.21190504062113,51.0
47.196760274635835,20.0
273.58100416847896,10.0
-3.9563092237281694,68.0
97.52276067782992,12.0
48.789647474041686,79.0
-170.55750016768738,71.0
-51.2506519256832,19.0
138.16020184969756,21.0
55.000675744404305,78.0
62.22764301429824,38.0
76.96513693046222,15.0
-134.36950226344982,63.0
-30.205132828877538,28.0
-147.20216422179203,49.0
69.63142275596635,85.0
39.77670082302017,25.0
-36.56837464868818,28.0
167.76801072345793,63.0
63.661264180146844,20.0
-241.14604878870117,18.0
20.6768015823164,85.0
207.4094749475666,24.0
-68.17541585012569,19.0
19.73500239053984,48.0
110.73331375108461,24.0
-27.065489085400372,17.0
-1.4751397410410334,30.0
131.45542811982392,72.0
55.6828609609023,20.0
-55.776261215066626,79.0
-81.95102274550614,40.0
-50.30906444276437,3.0
7.724093592578811,83.0
13.009064763046155,14.0
50.836666806579444,84.0
126.8843021685534,66.0
99.16083719619598,71.0
247.69051501067315,12.0
33.28978428216706,9.0
-2.7840934829752086,52.0
10.548673774646545,67.0
129.394943915039,34.0
12.90014848122695,17.0
76.34123831568422,30.0
91.70154831303554,39.0
51.40274824581462,72.0
101.9683806139865,66.0
203.79071251821387,24.0
115.5716957054363,37.0
-85.11505541533404,79.0
105.57854894872833,48.0
-155.89371806457316,67.0
61.96269228682101,39.0
201.65328293363442,25.0
-61.37695262949077,71.0
10.28301318794431,50.0
-28.600041052612426,65.0
75.55762988200024,31.0
-9.437788176791202,6.0
45.717732638357006,79.0
94.70958514992662,69.0
-123.25658049047433,17.0
92.66188602434576,61.0
127.10708612059696,48.0
246.26135495202192,5.0
96.37733705495206,3.0
87.22065684945244,73.0
57.31124406058104,76.0
0.745973297394741,65.0
-18.693286001319166,13.0
-143.8163617517764,42.0
-187.6063861905206,62.0
-120.51817097818241,47.0
-39.99157122909634,11.0
32.388240342253084,51.0
43.55973010504766,35.0
145.3452130362876,84.0
-204.68556648973836,84.0
-99.89602581409116,37.0
1.727000783721678,25.0
48.88576245550206,63.0
24.8573953824702,17.0
39.96394548912761,73.0
-69.13415470621672,40.0
164.49342511967166,10.0
-99.33334360210713,30.0
79.22713785480846,74.0
192.72387454925484,80.0
42.07877099116405,15.0
21.174039044194046,79.0
-3.1495235264854173,36.0
127.88308267145317,5.0
123.90656426130772,53.0
181.14739234131065,13.0
41.30988906020809,60.0
-39.49189313523354,55.0
-87.83848320072246,66.0
61.101994168437706,77.0
-95.15802111298714,80.0
115.98909929407101,39.0
25.4278856014229,50.0
-22.735044924161144,76.0
-57.07930117944847,36.0
-89.14290468254833,4.0
16.481533901183752,36.0
-218.4871618772993,8.0
132.60402137264617,41.0
125.95145972503266,19.0
-33.660592207754576,36.0
131.13384482280696,4.0
27.855722677476592,54.0
57.19433312671187,71.0
-33.040728116593016,2.0
47.09015926307572,19.0
176.53557294500092,41.0
44.61513892203311,68.0
101.57640042789711,7.0
-150.55241015867892,62.0
149.02505839258475,33.0
157.02116926856186,41.0
-10.17533347719538,25.0
184.35918345230823,14.0
-82.42840583002113,20.0
-24.488295100404457,45.0
127.84526861761998,63.0
110.64251329853819,24.0
72.59276517770175,60.0
-96.35202671105156,36.0
56.80756470871556,54.0
69.00363712107169,82.0
-21.30685502110535,60.0
28.440724004434117,78.0
163.76178411973012,72.0
56.23085067917272,7.0
57.16705164388175,34.0
39.43191207373093,52.0
100.60503150984749,9.0
70.27883872561767,35.0
-65.88369504201333,33.0
-80.88517820541139,17.0
92.40304733525761,12.0
57.59286770311974,74.0
-95.62212019281245,5.0
-36.78765855660771,48.0
25.526219649178643,33.0
93.92008927760705,65.0
-188.69389905813262,46.0
9.54663053744045,69.0
180.999250917455,30.0
16.69151999807437,22.0
-103.58172370789838,31.0
-42.89654841450297,30.0
-37.32860900747539,3.0
91.5015973991886,1.0
-70.1840182418461,17.0
132.6481645272936,55.0
-279.7163358300309,84.0
-32.751771535195076,37.0
-265.8784012713693,59.0
94.81310667642737,39.0
-49.07332106151466,6.0
73.0089322780492,33.0
120.1530332756746,16.0
50.351999006060936,78.0
193.57222529502985,65.0
-82.11885136615498,29.0
105.73248966814009,24.0
-81.68208716065669,54.0
86.61635033174265,51.0
10.405818377724344,56.0
21.597717221304094,14.0
92.6557402300831,34.0
101.81318339765377,4.0
62.417641998437375,74.0
91.69413257916801,68.0
-75.89509516443206,35.0
-29.173272199076223,17.0
166.84493314299482,77.0
54.93231765058698,33.0
34.33190041587633,12.0
152.3841002113242,27.0
-119.01164337380673,37.0
43.45243647152783,30.0
8.209305102734731,58.0
-80.32968753753173,37.0
41.49586750365188,55.0
154.96174608589448,72.0
81.43889902117786,34.0
21.09118177805152,59.0
9.926280514504896,43.0
159.4391489370429,21.0
-91.49696030785435,27.0
-47.0511583800616,47.0
140.7245990305708,11.0
-33.65378466778739,11.0
21.776419785400634,38.0
18.896171711462053,67.0
143.3389601095614,12.0
-58.560570778773524,10.0
-39.20840434473564,18.0
121.13254870860186,82.0
158.91399756893838,38.0
-57.24700447051816,42.0
-77.73150286665151,35.0
54.84652488381904,6.0
-1.5416943002018115,30.0
39.645907789554045,47.0
-15.806082617786274,8.0
218.23151728946027,71.0
85.43117197963767,16.0
71.8604946822075,79.0
-209.1358427569842,21.0
59.11040636991206,78.0
11.38849870760157,19.0
92.19947362341907,36.0
-40.37258564889299,19.0
107.96451434998572,76.0
140.47524040014326,85.0
74.66546504035358,72.0
79.57829822575536,38.0
-18.27813310455133,20.0
-22.95376313473679,77.0
13.113744151036158,23.0
40.0246942062746,57.0
37.98292974329855,56.0
288.673955880613,66.0
50.28976963674262,78.0
9.109091531354181,77.0
-116.41728566985886,62.0
46.050749958194615,78.0
-3.428609778956286,30.0
47.42042286677079,46.0
66.75640047732799,54.0
137.38161034289226,16.0
-25.526125467969507,52.0
-153.56004173485266,54.0
-150.6799590430162,28.0
25.569799696962804,75.0
124.0294157623888,21.0
-3.6256396403839517,25.0
104.85524555191957,73.0
-22.825417893654098,63.0
149.6229046155653,11.0
-73.67440451400125,74.0
13.740159834222197,77.0
-9.836453379614413,75.0
-33.527196568687685,16.0
-33.75434271682687,52.0
64.90729125328482,34.0
14.957615848564771,37.0
-118.94330724896199,3.0
-27.974005141835164,83.0
121.04965468647084,25.0
15.699376711380246,25.0
28.603067596852156,6.0
29.71114197621938,66.0
40.472556448763385,63.0
51.976806894343724,5.0
106.39317375991652,18.0
-67.20072894798612,33.0
68.60338750322131,5.0
5.0121809475077725,64.0
-154.28580097583642,18.0
131.88118118448884,60.0
66.82948920235094,46.0
115.78363308521398,31.0
86.0356404646585,78.0
-32.11278263332963,18.0
-74.59355746347495,12.0
62.62535720719285,5.0
172.83135758426585,20.0
55.110982091014364,84.0
-45.77429421103437,37.0
34.930136767526164,25.0
15.32114916186842,21.0
14.447771223225956,54.0
33.2872633568948,7.0
103.13318618277268,41.0
32.16962030411332,81.0
197.0948227471853,38.0
-7.964895976921511,67.0
199.77849930131384,72.0
87.14728921868834,41.0
96.34928405598387,75.0
108.07723075718263,63.0
121.25339489968952,37.0
-23.190188932779847,2.0
-47.57172072576327,15.0
32.52014458504405,46.0
-12.17341598494545,31.0
162.5569887901596,15.0
-22.957550465406882,9.0
-143.82174248417502,58.0
24.750073780405387,81.0
163.38178334530102,10.0
188.71900452032162,2.0
-22.46963795545321,65.0
21.224552641004948,36.0
9.68657112893618,25.0
11.266786721432666,69.0
83.84598274805657,69.0
36.45988496594077,15.0
148.6480188406782,54.0
110.54863411146181,2.0
-39.49496478692612,26.0
49.93436360305215,76.0
-19.392224278995045,14.0
94.60587722863676,9.0
-58.00869514222609,69.0
-253.2072779597052,29.0
-67.59103827023281,80.0
-32.213093334685254,41.0
-100.76363770720025,53.0
-41.92991218613983,31.0
-43.53995500513233,47.0
-7.735364023125115,36.0
150.0778920747255,55.0
86.42676515920381,52.0
102.3508694887162,37.0
90.64203984114243,25.0
-201.3595012019107,40.0
190.56499971033463,60.0
66.93489447178777,52.0
96.00609318463434,82.0
55.829653650787975,7.0
-148.05542667222812,61.0
-260.6820167187301,84.0
102.51201525427425,54.0
-147.34958311788134,46.0
172.9857173872062,32.0
94.71787173214416,38.0
96.17416063497154,20.0
-15.786232053230044,70.0
20.391575565379128,2.0
118.14970773844132,66.0
-40.58055660067306,15.0
-17.304595740832866,52.0
-42.718592606112054,35.0
134.0363124264304,47.0
88.94509162372424,48.0
-35.76037653201632,34.0
145.44771860874852,16.0
10.721388481253257,27.0
177.26121330035468,38.0
-161.17439427802663,40.0
-78.38131048250767,33.0
83.00652518906512,78.0
169.55516722880304,51.0
91.32080413192556,54.0
-25.32544660053493,79.0
136.6072745030653,78.0
85.99662796051966,69.0
72.56248514188326,34.0
-62.25744064148529,64.0
81.29941034349204,38.0
15.648027651710265,76.0
23.484530746496432,58.0
14.746697756131255,49.0
12.506185785462407,19.0
-253.3485533757715,3.0
-141.10191121671966,14.0
-94.22265853630284,42.0
108.56189308116993,11.0
-159.13170482165637,21.0
31.973259188210932,31.0
-143.65734941141136,23.0
3.7547352160084984,75.0
-64.54635482732792,32.0
12.109695943571054,12.0
96.10252131258437,63.0
-5.8525412578588885,28.0
230.27607204762802,2.0
135.20275542156122,51.0
25.21002274455674,17.0
1.5956828410841126,25.0
137.94089816741712,72.0
104.32719091207758,29.0
-3.4320318182174727,64.0
95.80253307460364,41.0
7.7868290003683,64.0
165.66330700793907,27.0
-79.9086237922249,31.0
175.1346000683089,39.0
-2.603928599273729,59.0
-4.809765069674313,40.0
-155.73803871857555,66.0
37.646779063597705,15.0
40.42333875749111,18.0
-184.08983805804073,35.0
-50.103751175473235,79.0
-12.609919064793644,74.0
106.71681010874579,16.0
111.86091598975449,9.0
160.9332204649491,8.0
164.42065316920434,76.0
62.00224489820744,1.0
-21.423793426152628,54.0
-38.28462454783693,56.0
-16.82418597542359,8.0
-39.91997728031817,65.0
24.251405603924894,80.0
129.62841800882399,73.0
76.68870701669718,24.0
73.39510445501972,61.0
-63.92618536457112,3.0
50.18111480745617,71.0
148.81536308273888,38.0
86.81482812949311,83.0
-15.424765523020682,42.0
-13.344189661131338,50.0
-86.82473040000488,81.0
-26.917685760600023,71.0
34.22908469171773,30.0
-155.2715214220769,37.0
128.33016750385121,73.0
71.78094529540755,71.0
102.77869173478409,48.0
-16.276158817547355,19.0
48.469272225116036,81.0
67.36644782706412,61.0
22.70261819643781,77.0
-81.89764160350906,55.0
38.16337152302049,14.0
182.41145764829108,43.0
-99.92474157777926,16.0
100.05595512421047,63.0
-11.258777927336752,21.0
174.57130877095005,51.0
38.25645784957118,68.0
62.258763513435575,15.0
38.894923120333345,4.0
129.30924283522057,37.0
-3.0206325926500313,57.0
104.30661522055784,39.0
-47.970219953629154,78.0
52.47557420815092,48.0
-113.0213282831115,23.0
15.964275286653518,56.0
227.46385771831763,66.0
22.766417300757098,73.0
-165.1379628676603,8.0
-74.941697982464,12.0
57.327081644764405,78.0
48.284504742812146,18.0
81.20192620785892,58.0
110.59059402056637,39.0
93.57732044322972,10.0
89.05992221144216,49.0
-37.12263552717968,78.0
-63.90743009382558,36.0
59.49628064791375,39.0
-84.09033718703165,83.0
-210.3764946860585,53.0
-67.72509761064458,40.0
-6.518378465008368,80.0
-118.83285922503629,3.0
-40.78531030354259,73.0
-164.20710643687408,33.0
25.055693981643998,11.0
-175.2180844839742,40.0
217.27530688385735,24.0
-94.47822379827196,6.0
-200.97245165639904,35.0
58.26923850677758,47.0
103.6410425554092,54.0
-19.949954250924286,45.0
66.41546938284323,68.0
-145.07720465576293,47.0
-94.48436356254314,85.0
-17.44026461700588,76.0
31.43159143158681,39.0
-73.43130299315904,14.0
24.882567844716277,35.0
-12.613756375254553,72.0
64.40363060274876,2.0
58.002706715237956,9.0
17.30083079755252,11.0
96.85036174941847,40.0
122.04259987086152,51.0
-31.783828987622115,45.0
78.81403016462698,49.0
-9.445438772964543,79.0
-93.38031299536513,68.0
10.034731265984718,34.0
-20.573443968298193,81.0
-16.07281294332182,7.0
110.58884035854626,74.0
-148.58798538691565,58.0
-50.55942614667683,12.0
-257.98271746713215,59.0
37.95514598353691,69.0
-107.41365641663316,62.0
-58.45044591752788,32.0
30.18099102710451,60.0
-34.00763139512881,71.0
78.3226398539763,16.0
71.3438374270661,47.0
-133.49441008913266,10.0
-150.37799519762137,3.0
-4.7289981483731225,84.0
109.07794410370587,53.0
48.82313133261192,61.0
52.860818889023534,6.0
-12.151671744772848,22.0
-29.523648822816565,53.0
-90.08555300568071,27.0
41.1649588570304,4.0
-187.69695078862236,13.0
65.03033335460788,24.0
86.77667545278723,55.0
114.66353452264269,82.0
41.36024440252324,33.0
7.4409003913431775,76.0
-27.41164008213468,35.0
-115.50836513271405,48.0
68.37745834424436,8.0
-71.83235594487884,59.0
-130.85844218898168,3.0
196.06268405725532,48.0
227.7702518500716,12.0
-16.83526725322389,59.0
34.10412602391048,14.0
67.1231812800379,84.0
109.74619993004413,39.0
97.28909682497624,7.0
-48.66488982431849,32.0
11.405881841148027,81.0
-48.6186032293739,65.0
-4.101659293281898,48.0
159.8014501352647,69.0
28.012701289399445,56.0
-150.94644296632794,1.0
92.08432229537868,47.0
-66.26510894589786,36.0
125.61844752179778,78.0
11.577934331650411,27.0
-28.02238516516377,30.0
167.06799570479296,79.0
104.73462404714239,24.0
137.7831030409779,5.0
76.6140991762116,44.0
97.22331133236548,33.0
-22.42109600073212,35.0
34.858595409639804,49.0
29.034356212849346,38.0
95.96547606138753,16.0
117.97098256593208,61.0
-11.226038797391809,37.0
158.1134147167308,43.0
204.15346397579515,60.0
170.73079020475254,60.0
-81.05451204006715,29.0
71.94042266324001,41.0
-16.38141644746834,9.0
28.464089939475826,63.0
180.77966055762244,18.0
112.45819518466857,20.0
-118.55480948160867,53.0
14.809447483713711,62.0
188.3089519088685,31.0
62.88178991699817,9.0
32.45610278153677,85.0
-95.8278498752773,75.0
118.87234678743485,15.0
50.93721519894777,21.0
-100.56689659253107,67.0
92.36409348271124,78.0
-7.618198525267189,42.0
-79.8386289273017,19.0
31.358992080097437,69.0
-17.768901727460218,12.0
-90.53878165740406,58.0
55.42785217314918,12.0
-32.12268539686903,2.0
53.249944926383876,32.0
20.949019513338158,77.0
-21.15347291909937,61.0
65.44367363088602,73.0
44.91170035063567,24.0
14.839920450579939,19.0
85.7594981019763,68.0
-37.34687176861094,62.0
-308.4288326598488,17.0
4.124062074725401,39.0
-11.721040812278645,45.0
-0.06919829306508518,6.0
47.837316146298335,77.0
-94.98308251383355,35.0
45.313684871898715,68.0
-128.30120653638426,34.0
64.87881388171265,83.0
-69.6044029134577,7.0
109.70544178426354,13.0
-118.89169768823899,55.0
-5.1059229528701735,75.0
36.427663452827474,59.0
-26.39115819595247,56.0
29.63719687311786,69.0
34.79015954717252,74.0
-49.4508343289574,6.0
105.2957443669589,61.0
69.57096165022335,48.0
118.64430600296589,7.0
90.95571738762044,63.0
-67.69931430724364,30.0
8.162821300153496,18.0
57.38545828723009,82.0
40.34643477682704,31.0
71.23813647912118,37.0
110.4534919410934,61.0
-38.701549158102694,31.0
103.39259573096183,42.0
75.56749576682029,56.0
36.736444285120164,26.0
61.29339971042231,60.0
31.754609045606742,41.0
118.3058686560032,31.0
44.15790132542958,10.0
-51.864336638004545,22.0
-52.58267258600148,3.0
4.461774424708835,19.0
-63.729538151531386,50.0
8.434509470279721,24.0
109.08134330587393,45.0
-27.580063664169472,67.0
150.99810527546066,82.0
70.22058749015306,37.0
-49.97213037026509,44.0
11.657946699538957,69.0
-41.86282644482105,35.0
105.43178603180155,57.0
-21.06641373662646,71.0
-112.07981355288416,59.0
22.168049906187946,23.0
64.35747474133706,78.0
-41.52385456708731,13.0
171.69845577412735,41.0
-132.02450802495835,30.0
35.12951972384866,80.0
94.30223996211416,40.0
-48.76748805929488,43.0
-12.807971202727344,77.0
-46.628648855088755,50.0
-23.548035959468393,50.0
148.99597635918295,10.0
45.97810414588548,22.0
151.57810942107506,22.0
106.89948172386369,65.0
-158.13792654116048,64.0
-114.25577810449187,32.0
112.33052402985203,43.0
-46.89513852408664,59.0
24.03241220772594,70.0
-8.61854718973143,12.0
67.01860619726851,16.0
78.49621217178733,66.0
118.04675096520768,2.0
62.88473201579467,56.0
30.787305761014522,66.0
-100.75336568431108,14.0
-30.77887307678654,21.0
83.48018138313925,61.0
-35.61268769463237,44.0
180.11179226291677,5.0
-19.121349190294964,47.0
19.007924766878375,70.0
-102.39736738287628,7.0
63.2291225623586,44.0
125.80164855048005,45.0
-95.01621761513027,35.0
145.70560726328335,77.0
40.96894072553043,51.0
15.849748221824115,24.0
-56.61911849443942,42.0
340.2704298061831,24.0
-133.64552720007916,22.0
16.457043860367378,17.0
-65.02654580891958,53.0
52.013649152038624,57.0
28.249213566508303,49.0
-66.93864203082165,9.0
100.84544163540502,34.0
-70.8846504528563,65.0
-1.4249955452704306,50.0
46.12855315179668,5.0
8.56718065340985,36.0
18.073290005085425,23.0
40.94246674181554,43.0
-43.13003038894712,37.0
22.866422457303628,29.0
-179.89948073382465,18.0
-86.66188921922287,13.0
-26.699338856785083,68.0
161.61540524639656,76.0
185.438634778771,25.0
-8.017443464121811,83.0
105.50423519526612,44.0
129.50840342794862,41.0
-125.78409232130797,33.0
-26.553181379755188,69.0
-127.83122806064475,73.0
-24.102974630535925,26.0
53.04717957887247,56.0
40.118132961016386,26.0
-22.807738999051878,34.0
178.0244951054647,11.0
122.57585401451418,14.0
119.02808785127655,38.0
178.21857267750124,2.0
87.27934108721104,78.0
-102.62471892968621,74.0
71.42120668378507,71.0
49.40094226252728,26.0
58.57418681415345,41.0
-36.86854641831093,83.0
172.79028993085785,57.0
-216.73038964316925,58.0
-37.44741721422872,10.0
-158.67042426683818,3.0
81.35835232335569,33.0
-32.68370489490646,30.0
113.93518160133637,79.0
121.03454125156607,51.0
-42.16141514964124,62.0
96.95596972084347,65.0
4.878928678462501,49.0
162.21307249911894,10.0
30.611888444018064,55.0
-56.92346653115424,27.0
-94.05646685985114,49.0
115.63962224853802,44.0
105.1310961570122,41.0
55.930294916440175,67.0
-52.999197825788286,58.0
88.9883829683618,26.0
-34.62090778868452,48.0
-123.148538704896,18.0
86.54661786181805,46.0
74.5795152985139,76.0
89.90356759006158,43.0
197.123900928309,82.0
77.12206930769918,30.0
-164.3449397875681,46.0
151.73229220679252,43.0
-21.27352083755943,73.0
0.42197596284103156,44.0
-36.32680108125902,19.0
117.71854901036892,28.0
101.29014517616235,20.0
-70.66715079729673,7.0
24.23281657863042,5.0
145.55004903230812,39.0
132.06309325502986,36.0
261.2840346411872,11.0
-20.00875884992371,63.0
110.69180504529874,52.0
-192.88615636559283,32.0
99.84118315341817,48.0
204.14080635855407,41.0
-184.39185391915794,71.0
129.6005208873256,71.0
85.61504809844568,43.0
21.326360809346184,33.0
23.308108657865176,20.0
-10.445870740962391,37.0
48.69080837626859,65.0
191.3384655959618,20.0
-90.20905917341076,17.0
113.48292587293113,44.0
92.48540347865551,27.0
-190.6557703907282,3.0
-130.50942659555466,17.0
-57.22886244768378,46.0
-52.42525512983015,78.0
72.14226000408325,22.0
89.25614333447544,12.0
109.7997144540993,78.0
187.35742020675528,27.0
149.54894151930358,67.0
-79.17367973192053,30.0
8.742323013754316,69.0
-7.7466653773615235,6.0
22.805841497562938,31.0
-65.86444343295216,67.0
-16.005069207276602,30.0
29.992163740535496,12.0
104.91702075259522,70.0
117.59913847359283,35.0
-81.77568870185493,55.0
41.63209851952962,52.0
21.156681509051374,43.0
135.92880053184956,24.0
27.646087012321203,61.0
61.99091238713699,51.0
-160.622612949012,62.0
96.3519456332683,24.0
74.95795895296948,70.0
21.6554857485184,56.0
-17.014692448391912,3.0
15.464948972251648,20.0
-272.83092333893717,13.0
-26.943182103176895,40.0
80.10229137839872,34.0
54.13270578491641,8.0
136.63803656824828,76.0
-16.81413550969009,77.0
-83.22892637972487,75.0
-16.902707854281118,29.0
-73.0256737402773,50.0
1.4117913196000984,31.0
132.34907476233238,2.0
102.86731707281116,83.0
32.33665187665119,38.0
133.318243818956,25.0
-75.20435663885206,85.0
75.04435667071746,47.0
88.6536634961547,52.0
59.192777720518905,52.0
49.610232180963095,75.0
