earn_x0_lc1vs0_iate,unem_x0
-67.26275112293129,22.0
-38.82256982737432,11.0
-15.103329320538393,18.0
-0.8695016803977751,9.0
-5.7731077061948035,19.0
23.5595298997941,17.0
-16.48816726120691,11.0
-20.083293196920238,12.0
-16.458844366632196,10.0
-1.2745151540618576,23.0
-147.85259185306234,10.0
-41.02599306591384,21.0
28.7798194492565,14.0
6.9217178630114375,10.0
15.994012212478381,11.0
-4.599273143093569,2.0
7.196317403817062,23.0
-17.33989616206918,10.0
-27.697561869680015,20.0
-27.28051525695316,4.0
0.5362616650259895,18.0
-4.183667012685305,10.0
11.713737430877217,21.0
-37.45709157288218,18.0
-9.345823621815612,11.0
-16.305013694507522,12.0
15.587138744549895,3.0
-2.52874082067855,14.0
-0.8115576437217307,20.0
-99.23796811084878,15.0
-13.87740828076602,23.0
-27.378628216662097,17.0
-35.0647704866542,11.0
-56.66280284902416,4.0
-17.093917375254478,24.0
-12.050131334468645,2.0
-29.69682877943626,3.0
-77.12642479892628,23.0
-5.615677952437011,7.0
-1.2155391726343368,21.0
-23.261993355078516,1.0
-83.47090282572549,19.0
24.810059974442424,20.0
-5.233583190487025,19.0
-49.86986628515092,15.0
2.5317991765365377,13.0
1.2606955362352044,14.0
-2.2863704346416824,10.0
-50.11028996830156,17.0
-6.67454572774318,15.0
-51.42855276980245,22.0
-36.29503865410106,1.0
-8.63187389541244,18.0
-19.241427556559927,8.0
-0.4070919454629234,19.0
-22.84500532905558,20.0
-109.75377309630653,13.0
13.625178038162488,6.0
-59.22914899821694,17.0
-11.01402077567414,8.0
5.407440975849397,14.0
-52.43294722787951,20.0
-41.269139802205615,7.0
-74.05787398242535,6.0
-16.289759627445164,18.0
25.07770978205322,7.0
5.128205538217287,14.0
18.803656259913993,17.0
-11.598952509234778,15.0
-7.5530743727894105,21.0
-25.89166276324437,23.0
-21.712623166822368,6.0
-2.7113898093948166,20.0
7.652155955961717,0.0
11.949433123454924,14.0
54.52348153223454,17.0
-84.31950423064063,21.0
-32.641438388185584,15.0
-8.344657281425839,14.0
-69.44240772296058,0.0
-63.84715338048784,19.0
-81.05817001723369,12.0
-34.37355313557185,3.0
41.10438550103247,23.0
-26.489592567833782,16.0
7.9067299710008285,0.0
-163.50862215831012,15.0
10.586567276074078,21.0
-32.845321594117195,24.0
-8.514226864319312,20.0
-17.11075592807174,1.0
-9.728054184004662,24.0
-50.7107965541764,21.0
2.568874301738405,16.0
-7.1134515975787735,22.0
-41.280483630118056,23.0
24.486055844361772,19.0
-1.0440877980588965,22.0
-0.4732908286020887,23.0
9.746965892080098,15.0
-6.302617248676427,22.0
3.8113900849479645,0.0
-12.739666569549307,8.0
-63.5423406263331,13.0
6.941722805941918,20.0
-17.021900762210606,21.0
13.195784684640056,17.0
-37.679799231249945,15.0
-62.571931360799454,16.0
-43.43753802539379,7.0
-0.44476380052551434,5.0
27.43958313401879,17.0
-26.904218070412185,10.0
-6.499163887814007,12.0
-0.46382011254024746,5.0
-8.012847193947408,0.0
12.174912589039542,19.0
-17.212428070426768,6.0
-17.13017074797743,20.0
-5.277842369025516,3.0
-15.786993859209304,23.0
18.61555574503076,9.0
51.63789443466729,11.0
-5.253541910605172,12.0
0.7234908080222653,23.0
-23.901435365219925,20.0
-94.723743846599,18.0
-31.664504049622565,23.0
-18.85417675405935,6.0
-12.155401969407727,6.0
-16.329053538480508,15.0
-123.39874494407775,14.0
-13.041652560719335,22.0
-84.371038783681,20.0
-6.2671296356879225,11.0
-15.419380523347305,24.0
-22.28121960957217,17.0
3.1056082995784067,16.0
-12.363116880143963,16.0
-20.816464362889178,9.0
-56.938153879397305,1.0
12.37145708936987,22.0
3.828822307208462,23.0
-27.833839165145037,5.0
-117.02648769703626,23.0
5.982069767742679,19.0
-48.94816328872821,18.0
5.455313182842215,18.0
21.048526756456624,10.0
-26.72875170923237,4.0
-30.772666533623983,21.0
-44.45389361520438,9.0
-35.04246584721403,13.0
-20.177777167577872,10.0
-8.502850545293427,19.0
-7.52842949935544,23.0
-11.36791759587048,9.0
6.871999054902027,9.0
-21.608926566641657,5.0
14.116194506175361,16.0
11.374885566146133,15.0
-83.28380584960257,2.0
-6.893520943549447,19.0
-18.930011140808375,15.0
-35.70410599019715,5.0
7.155757892936094,23.0
-16.60428781362036,17.0
1.4259810313132277,6.0
-16.665868504910236,14.0
18.517824362214526,5.0
-14.18759041146177,24.0
10.738547417734166,23.0
-1.3897865863070216,15.0
-13.365931720937567,17.0
4.710725635932391,14.0
-6.661615012305532,7.0
-0.4885523816680388,12.0
-4.52441485837457,2.0
1.3151619902345715,18.0
-23.35373056041074,7.0
-44.33550626359753,19.0
-50.92182878614858,11.0
-39.060072021520284,2.0
-72.42112069604167,13.0
17.150580220266434,4.0
6.111249108391462,18.0
-21.397050583600887,8.0
-28.21263255547808,5.0
-46.91787063034482,20.0
-15.220498710329196,22.0
-44.80632893215576,17.0
10.89259511916282,3.0
-14.474151070379543,20.0
6.602499429670711,4.0
-51.612704731794,15.0
21.44238976140464,8.0
13.863303926093039,18.0
-29.32623055769099,2.0
-55.01265369223569,5.0
-27.433849040953,14.0
16.706127497666007,24.0
-9.061133156183203,9.0
36.15314307510903,20.0
-34.90292069521678,23.0
6.877547092042278,11.0
-25.99072499153192,4.0
-8.888367496733508,17.0
-49.84809228883444,15.0
-45.439632762946644,24.0
-91.58419681712724,11.0
2.977626866685142,3.0
-47.42873800509079,24.0
14.919402147418396,14.0
-80.78457564790654,15.0
-23.15322219151267,15.0
-17.0618463373059,6.0
22.940827246812646,12.0
-21.43072322205675,16.0
-15.669920600109265,15.0
33.66263599216468,18.0
-32.884684025226704,6.0
-13.817955617313316,14.0
-20.560752302008865,11.0
-42.85082638836559,4.0
-11.528228759454691,13.0
-17.682085222931597,10.0
19.813136815038177,17.0
-16.86696289239137,6.0
-15.155777368307753,21.0
16.56810300336349,20.0
-33.48927284856194,10.0
-27.553806522040418,1.0
-16.538486436280323,22.0
2.0990734764991714,19.0
-66.05628262163259,22.0
-36.3338390723668,8.0
10.38535522780294,19.0
0.2461707538292206,12.0
-19.686116071880406,24.0
3.6061445717458938,1.0
-0.25676095541060384,11.0
-62.22766634369896,17.0
-5.54485528510088,10.0
13.304652981446793,17.0
-43.183515544185866,2.0
-0.7950808224468062,2.0
14.168929058886057,20.0
23.463385385633103,7.0
-5.817386593796385,12.0
18.99110482094568,17.0
5.169457986210759,22.0
-33.015240818402496,23.0
-13.81518540431,2.0
-41.97122971656117,6.0
-35.96873258640491,15.0
40.89291845317587,20.0
-10.253307990913413,12.0
-20.344722075521204,11.0
-80.71214177297281,18.0
-55.7098638748094,14.0
3.4494459926601984,2.0
-26.108791262847816,14.0
-8.009045271923696,11.0
-63.44332664884308,6.0
-88.60862194611366,18.0
18.24658797458116,20.0
23.251112137280018,5.0
18.678519475916502,21.0
-23.33626765835237,0.0
-79.06626280046407,4.0
5.228980537336767,15.0
-26.52174941348062,12.0
-32.17794271829749,15.0
-34.07380184377405,5.0
-18.30018586127767,7.0
-16.231952566242853,14.0
-71.81552601916883,21.0
-21.950628281710976,6.0
26.980374923619877,4.0
-47.420997210356404,20.0
10.517092387646471,10.0
-84.127141877285,21.0
-47.27050970884852,9.0
-71.75029904275789,8.0
-16.78086984349578,7.0
-14.631524242010803,8.0
3.203217139440085,1.0
-51.1766781414984,18.0
7.309814388578445,14.0
5.224686795709125,19.0
7.8604196275040294,17.0
-45.752059505126454,6.0
11.944341333051256,6.0
45.23596675418037,8.0
-1.7236459637433938,11.0
32.70991485916927,11.0
22.30936654178072,14.0
-23.543695366840865,4.0
32.27831334975258,11.0
-8.371100086018977,20.0
-37.112805198446154,21.0
9.175591404576437,2.0
0.3194681308714564,1.0
10.146691622210374,19.0
-30.921892179118842,5.0
-5.952243348224897,18.0
-22.589461197879654,10.0
-68.69528887134157,22.0
4.467065160617977,8.0
7.653793937185355,10.0
-57.77883092952351,10.0
-26.771789986449193,10.0
-81.72709813542292,1.0
33.823351877089976,6.0
-8.782558789889663,2.0
2.624360228592394,11.0
34.35133773895148,2.0
-30.76149390777931,17.0
-16.307822279897096,5.0
-41.46642477321285,5.0
32.3722342843693,6.0
44.513464577221214,4.0
-58.564925588651704,14.0
-4.063845819899484,5.0
-28.273384121465167,20.0
-6.27276070497004,18.0
20.755231313689272,9.0
-91.74177526406311,22.0
15.562331727370154,15.0
-25.88649878344627,18.0
3.0890251012518144,7.0
-2.6209650235527704,4.0
3.1853182590502818,4.0
-25.87531563977609,17.0
26.977653223090897,4.0
-65.47259440949625,1.0
-13.917400952247164,21.0
-36.866385591896915,2.0
-14.474809084800398,2.0
-63.09906896895552,16.0
-18.245181701219963,8.0
-31.198623038498372,5.0
-11.354129418813585,3.0
-28.068371124859027,16.0
-10.67184994425034,16.0
-2.690067098344116,3.0
-11.391826271559296,10.0
4.585602507665152,4.0
-26.00396382200242,0.0
5.962269450588257,16.0
29.650364201033312,15.0
25.776337799516796,9.0
-8.872627060942392,9.0
13.219925275565686,10.0
-95.21979968303788,7.0
33.350733993581606,21.0
-18.733513898916193,9.0
-45.17371029969581,3.0
-2.71294733189535,9.0
-24.475736117165752,15.0
-93.35742030085191,6.0
-46.79154990860741,22.0
-2.699994809299426,7.0
-16.938211986305987,14.0
-5.58928772445816,2.0
-9.570789955842713,16.0
-12.878353250354138,23.0
6.945366687283922,15.0
-29.939632679356293,15.0
-8.44560832662765,22.0
-68.34387838038447,18.0
-19.24194610298396,21.0
-43.25476802892524,2.0
-25.624880918702388,2.0
2.440183706613226,6.0
-13.82477534390091,3.0
-8.510801864534017,7.0
13.70879943246743,22.0
-112.82479930296313,8.0
-26.52172523055404,14.0
-11.329556702479692,11.0
-1.9522364002690438,3.0
-16.017013927098546,4.0
9.362556445730988,13.0
-23.374057075397474,15.0
-1.317157371773277,24.0
-20.011965392750483,24.0
-4.5401609335488615,6.0
-22.124919191767674,6.0
7.202046413281153,2.0
-16.854771784561656,0.0
-38.71439966974705,24.0
-5.955409923227194,1.0
-38.821713571734676,8.0
-30.97579200927143,1.0
-15.092382196964081,8.0
0.8107073494423367,21.0
-32.93220318816691,7.0
33.19910540914856,6.0
8.132732175861172,23.0
3.18954219874999,22.0
0.8385737777607503,5.0
-35.016937748620734,2.0
-31.237884082412165,20.0
23.568016032700598,23.0
14.111367122087898,3.0
-60.618975352099824,4.0
-63.91245316229606,5.0
-24.741181745012568,12.0
-66.9201608498712,13.0
6.115617451342828,5.0
-65.17353211600948,13.0
26.624926502557514,0.0
-9.825361081526552,13.0
0.45475172279282106,11.0
-32.44163152725086,13.0
-35.26416463172796,10.0
4.411661443836039,2.0
0.9928425364072879,1.0
0.5097597368236393,4.0
-95.01094394131928,11.0
-7.236494026950876,4.0
-92.33327855752361,2.0
30.836633458646816,9.0
-6.099567908591467,20.0
-0.109036211437882,22.0
-11.996063127715392,10.0
-1.523905818385007,0.0
-24.60879764790667,3.0
16.351478825998754,4.0
16.29594440552532,3.0
-16.9466698459228,24.0
-22.385281815526128,13.0
-33.84091733041772,14.0
-76.5985630054845,9.0
-10.109043805861575,12.0
-11.552297294233313,8.0
-28.17402785875771,24.0
-19.49077651689194,21.0
-19.10005295698216,15.0
-36.62519919486101,18.0
-120.17659676749929,6.0
-2.677860972303151,1.0
-51.519480987485565,23.0
-3.5326376052079667,18.0
-15.793226475797155,3.0
-8.765638398899426,13.0
-46.00815144231058,17.0
-10.898576416683454,3.0
-25.46877503937378,23.0
-22.02358025615672,10.0
-45.753493921800214,8.0
-64.17274003548954,9.0
-8.05019396728153,10.0
-48.45110827789114,11.0
-38.775743628801706,20.0
-7.775003541483727,2.0
-0.16476884097740196,19.0
-31.31908800077524,3.0
14.53065258723592,18.0
-1.1609304273282817,17.0
-15.73478962881336,2.0
-21.770615859793068,9.0
11.32567647591057,3.0
-64.04330440207372,23.0
-46.587696753301884,3.0
-45.12382267327666,21.0
-20.56144503784583,16.0
12.39564607507208,6.0
-21.80166332529683,13.0
8.590969639787147,22.0
11.337916301149434,13.0
-94.66161212161887,16.0
-71.04693395196688,17.0
13.035616074988297,3.0
4.174215570121248,13.0
-33.864372701756736,14.0
-16.185387383606873,6.0
19.17420413561493,14.0
-1.7041130391777486,16.0
-33.228940999238546,11.0
3.193815912837451,15.0
-13.336208302368846,15.0
-29.379350328908856,9.0
14.244353211233602,5.0
4.664645902415458,6.0
6.215235571522385,6.0
-2.642794210039483,3.0
-7.985376357824229,2.0
15.234946739827237,21.0
15.2730628651165,22.0
-66.26024383587196,18.0
-15.731832849572072,8.0
10.00995084252396,12.0
-33.41799872350839,6.0
-13.874619580772489,2.0
-14.526447860215058,5.0
-68.53110172748791,3.0
-21.79078295039261,24.0
31.44265223071524,18.0
-5.301814476178208,21.0
11.98557924493457,1.0
-18.754483473375018,18.0
12.706194007012162,3.0
-13.827832556747737,21.0
-14.250462469206653,8.0
26.713851184546385,5.0
-49.11866459253582,19.0
34.22125069065192,3.0
-5.457675816905294,17.0
-91.73193103520316,9.0
-6.370304851370804,15.0
-9.393695817397898,11.0
7.535248422248856,18.0
-32.64369212903176,5.0
-36.34160610673871,18.0
-77.67313736550528,15.0
-71.5301389868377,18.0
-27.519428089384178,19.0
-18.574626414858656,5.0
-0.7172633329238494,19.0
-2.0867618249919317,3.0
0.38456188711261063,11.0
-24.90073740098387,5.0
7.925915313047341,17.0
20.68629955162487,19.0
-28.840670137257902,14.0
-50.62102641644594,5.0
4.448557152264179,20.0
-10.805075695088817,5.0
-19.998916775174536,22.0
-5.011484312774428,20.0
-52.10384653177351,23.0
13.03764326165337,2.0
-48.07623559843469,11.0
-23.038359627180313,1.0
19.128430515934753,13.0
-42.975432901053324,15.0
-5.509179016046247,6.0
2.8900455312116833,1.0
22.166318669448074,19.0
-16.81422105508223,7.0
-77.5561889147466,6.0
-14.674865197169126,15.0
18.12279433022661,1.0
-17.93334506583244,9.0
-25.63936262572969,17.0
31.952082070121396,4.0
-82.35190978010621,14.0
11.630566888434714,6.0
-14.494295973817396,14.0
-10.826119494661963,0.0
23.34808899745505,10.0
-0.9929269736853712,10.0
7.666391918327179,1.0
-12.55915423989049,11.0
8.779896176591706,20.0
-17.947620617336952,10.0
-29.03455388795382,1.0
-23.588851013308386,11.0
23.237148255364918,1.0
-38.47843798794037,5.0
-20.142233277623347,8.0
-25.5158119517655,1.0
-7.770741695330656,2.0
-30.906286343565853,19.0
-47.76107955294299,10.0
-18.217005063995657,21.0
-4.2844677496270265,12.0
-38.93231968275302,10.0
-5.255729524990642,6.0
-152.0898844608796,17.0
6.584579913852564,11.0
-11.121501534119908,2.0
-16.919146765457015,4.0
1.3021768062506203,1.0
-25.918874444200128,24.0
16.711662115251897,16.0
21.507032773174444,22.0
-37.65772032925406,0.0
-42.966386817047805,19.0
25.19293545909659,13.0
-40.80640101881227,3.0
-49.85027917467397,24.0
2.5137507075525036,19.0
-27.159416963719877,9.0
13.426319133436024,21.0
-24.328127266813098,9.0
5.997741980370257,8.0
-33.02699222135675,1.0
-52.702109617906615,17.0
-39.08157843589681,7.0
-72.02094141182295,15.0
-5.216646315834822,11.0
-25.09612687862443,9.0
-13.412264603340084,20.0
-35.90358437585695,6.0
-17.50716028441832,6.0
31.909832092934266,15.0
31.052049599244427,7.0
40.15502264294953,11.0
-10.944585558721954,4.0
-13.031317092085715,24.0
-9.438198278995714,20.0
-28.440339545496727,19.0
-14.062525661143965,12.0
-10.815057584637806,5.0
-15.835483814456694,14.0
-3.2548958956481613,12.0
1.05877478029525,16.0
3.4337940255517694,19.0
-8.73345342890363,2.0
-7.653201005230642,6.0
14.166450834601108,0.0
5.673127877100917,19.0
-14.731921142428803,17.0
-24.04408012436349,3.0
-17.812429211984266,5.0
-46.804616349270134,22.0
-11.046580183488103,6.0
-26.081774506724827,19.0
-42.226781293385955,4.0
-52.028013765354046,2.0
3.3369174201632372,3.0
-6.084796008527032,15.0
-8.95165268282679,6.0
4.248217922326688,3.0
-101.75027383648592,7.0
-12.017990565834985,17.0
-23.17793099026494,21.0
2.832680779318224,12.0
-82.33802600633618,16.0
3.2321853476458244,10.0
-25.745969978718506,3.0
20.88675004552502,24.0
-54.987967642228796,4.0
-3.426080929443703,11.0
-3.745203650217661,6.0
-65.99664556832943,16.0
21.0144080277513,10.0
8.155058163913655,1.0
-3.808327368097565,11.0
-27.72387270611381,17.0
-27.257938616290176,13.0
-1.4464258034296336,0.0
15.897108811389025,1.0
-31.7435121761998,2.0
-37.23847077109363,20.0
-55.66234583322651,21.0
-20.08666972089611,24.0
-88.33758167414555,17.0
17.613341698434816,4.0
4.994318912734066,23.0
-13.719263738554474,9.0
-30.571387540016815,7.0
-2.8954886241224145,8.0
11.13475352386854,5.0
-5.001615812994617,10.0
-61.26498734916942,8.0
-148.97199315480987,19.0
-32.82188663373768,16.0
-11.120805165916195,18.0
21.277932783501228,13.0
-61.9550317792465,0.0
-24.022239305437864,9.0
-38.31777910970294,20.0
-4.595858967420721,23.0
2.3698930092299406,19.0
-1.9680663269188017,15.0
3.598521593921305,16.0
-25.4828756343707,14.0
-26.262471139184015,11.0
-24.55209654286739,2.0
-11.158581783241033,8.0
-55.20408620984517,19.0
-28.534137491805154,14.0
27.612047859370136,15.0
-31.30428810421995,19.0
1.14316631256429,8.0
4.812624734465359,16.0
-34.91713925552506,6.0
9.67081784142077,7.0
-7.0560919586126545,9.0
-4.3307318828587,21.0
-96.57752041071831,2.0
19.10417096489803,4.0
-31.377668073786054,24.0
18.502062936691914,17.0
-16.214716257719285,4.0
12.302435051733255,22.0
-14.355678174238165,3.0
-12.02911476346057,21.0
-110.64007832694904,22.0
-11.081116681096773,23.0
-5.002119938472745,1.0
-134.9774686976217,2.0
-25.999670484649585,15.0
-30.238268085186576,21.0
-57.581467582319874,4.0
-63.874244365006916,8.0
-16.45756962711576,1.0
5.3708554598786975,12.0
-34.78675844184926,24.0
-11.860193813156684,3.0
-9.279567169083101,19.0
-2.560976691365795,21.0
-15.036479939698182,16.0
-25.24425557111715,4.0
-36.737505952681886,9.0
9.180935565832975,12.0
-27.90311016049486,1.0
-8.048588173349515,18.0
-7.400145090954556,2.0
-45.09557140566908,4.0
9.149684138427915,16.0
-17.211244504976577,11.0
-33.415003700225995,22.0
-14.09839887597201,16.0
-12.087979755362312,8.0
-12.780675167183617,19.0
-70.86714133410112,16.0
-14.95323532156334,1.0
-37.02846209837185,5.0
-13.899353379992334,0.0
-12.400015587440159,5.0
-50.22733003867029,20.0
15.655632252369884,4.0
-3.1285150179732284,4.0
-9.474786422633997,24.0
-19.567846673991124,21.0
-74.18927722615928,23.0
-6.165490231509551,14.0
-10.695230442350294,9.0
-29.87693268783056,19.0
4.72756235412529,11.0
-16.66127521946882,7.0
-75.12373569133257,7.0
-22.586152126364027,2.0
-76.46759424125321,2.0
-44.08572574867242,19.0
-4.685790438257413,7.0
-87.5856129126986,16.0
19.3842126135429,14.0
-19.534000781070027,21.0
-36.587089416026515,16.0
-10.661338997091036,23.0
23.460737733832396,1.0
21.871878021536304,10.0
-14.717063058587257,13.0
19.64141636776769,1.0
-8.527101518841633,6.0
-11.62811405610907,20.0
-2.7561670504455886,14.0
-13.451946732254726,19.0
24.117039522640678,10.0
-5.343072445506124,6.0
7.507554040878181,16.0
6.899581319437885,3.0
30.513879494323703,21.0
-79.3451179028142,6.0
13.640141826585705,23.0
-27.06984196841654,9.0
-32.0241955964151,8.0
40.27230759330225,23.0
20.24477551204872,12.0
-7.870215580061185,23.0
-53.82908168237054,6.0
-28.893722705797074,8.0
4.905283052550523,22.0
-10.528350323631892,5.0
-126.46341477204737,21.0
30.24003480445961,23.0
-15.50773584455078,19.0
-100.70706223191928,13.0
-8.864181438057145,8.0
-28.010912743629277,12.0
-13.800120430331624,17.0
-0.313013177374728,23.0
-27.579230263320426,15.0
17.378296506050276,14.0
6.321568777789082,16.0
-24.518838474151465,21.0
19.030768876724316,13.0
-85.00944056277888,13.0
-21.65154976059472,9.0
4.496013451105743,17.0
-14.553725217924011,0.0
-20.185359666476913,5.0
-7.739485829213223,3.0
0.21848509883231038,18.0
-125.89211999175973,17.0
-14.403033065561246,18.0
-39.86644066931706,24.0
-13.229368914787244,1.0
-7.422676048979323,6.0
-111.75559716153259,20.0
-5.149571352920859,21.0
-132.81743964887175,19.0
-20.987089934249845,22.0
3.177397654253298,14.0
-7.118142537346671,6.0
-82.82129065462823,16.0
-22.959207931561252,23.0
1.6921145184695732,9.0
-6.416970049501458,14.0
-4.610333411051016,5.0
-26.887638295149763,15.0
7.742631203957785,22.0
31.676335827981184,7.0
-2.136079078574708,21.0
-27.44014378322902,1.0
-22.394926123667318,22.0
-15.074395778643634,16.0
-16.84641332621186,15.0
-23.954845188829438,13.0
-14.279813484825269,0.0
2.0466167417363295,23.0
27.2828101948799,23.0
-14.41461985667295,13.0
-5.09286694666207,17.0
15.860201138999628,22.0
-36.32053808097399,2.0
18.247169498870505,22.0
-59.62861145466536,16.0
27.67948763815467,5.0
-1.01013665095212,15.0
-18.535375077827403,5.0
-85.18150632710194,15.0
-16.57503502716736,7.0
-24.09785141585789,16.0
-125.73401060796118,22.0
-5.773681759197215,7.0
-51.1091258121084,12.0
7.084320459847419,4.0
13.59051190250836,10.0
-29.025441002886723,20.0
-7.236869023104461,22.0
-41.220953857607924,4.0
-4.537613896178527,22.0
-17.579542998791425,4.0
-11.844797231994619,16.0
-32.69994426055746,3.0
-20.341291797123525,22.0
-10.396631445682608,12.0
-26.46617521568453,0.0
26.360590623593794,11.0
-19.508420538014278,20.0
-70.05658305898316,9.0
5.303043578231026,6.0
-25.315245823002442,21.0
-3.2674180403745794,1.0
-11.510271156134479,1.0
-25.17100343059066,18.0
-11.538797699826148,14.0
-11.72296796922194,9.0
-22.735382665519992,22.0
-10.86791903884567,13.0
-41.439769442076056,10.0
-22.418415409619627,20.0
16.378860507985245,12.0
-3.6056036950929276,18.0
9.79032718164931,6.0
-49.33823669540226,17.0
5.1219283637758934,10.0
22.08582560859537,9.0
-22.76408733214999,6.0
20.471203549351344,18.0
-6.96619914751281,14.0
-12.565151192701705,18.0
-8.65847732277118,16.0
14.663067046849037,4.0
-54.49946552119417,23.0
23.307043959796204,3.0
-2.2722873487989546,22.0
-47.029851217082864,6.0
-26.75151655067623,15.0
3.4889857328546263,17.0
1.948568642045899,11.0
20.79672030144866,21.0
4.041495455964025,13.0
7.711258236500029,15.0
-14.889569793801975,15.0
-77.94374508146302,8.0
31.401023172701237,10.0
-19.02730098786262,23.0
-36.72650267312261,19.0
-6.7143566068107,17.0
8.936498532261126,7.0
0.13754432548820716,7.0
-59.83416533894206,4.0
-37.492122599631415,18.0
-33.0242465140403,23.0
13.119601728430084,6.0
11.10595164356998,1.0
12.13423413590884,8.0
6.848898184273935,23.0
11.37201078586882,10.0
-118.25119243078314,1.0
-14.032921926124537,10.0
-130.70695493895028,19.0
-43.66558542727813,21.0
-37.1328833943212,4.0
27.301494321119833,3.0
49.752368468489635,12.0
-19.838668756873744,10.0
-5.6188879138890115,1.0
-5.456688134560643,24.0
-39.9066603753939,18.0
-70.83492883518034,12.0
-27.771708247696694,13.0
1.9237727385870187,11.0
-19.121449591031976,1.0
-19.90293558053412,11.0
-3.6271490471548304,13.0
16.23951690979942,11.0
-6.3372932354068965,10.0
22.360150865820884,11.0
-25.303670760198713,23.0
-33.59323400514984,19.0
-31.951499600273422,3.0
-5.669015952673448,24.0
-8.724403597961881,22.0
-78.43737661557611,4.0
4.508247145679817,10.0
7.416529360794982,8.0
-24.59698333072963,15.0
-2.096125712707689,6.0
-56.022473601595095,12.0
-4.565514679123652,9.0
9.58910637791891,20.0
-12.152503945206178,21.0
20.3823271314144,16.0
-18.36453081188614,17.0
-5.94701045754546,19.0
-9.664396424085908,14.0
-26.824096454768267,16.0
-27.822315446246762,12.0
-18.685931988129198,6.0
-22.27840805395833,21.0
-6.286693695916398,15.0
-19.164006622323086,10.0
1.784035430741369,23.0
-58.6798148632264,1.0
-41.156390212056124,8.0
19.33590797229806,20.0
-106.80704399266165,23.0
-13.977019116095903,11.0
13.465863124521974,7.0
4.773497135764693,4.0
9.80617808336308,0.0
-3.290316575804468,7.0
17.445794893473362,20.0
-17.854649993181667,10.0
5.055504221028684,1.0
-21.49517752415767,10.0
3.8255789867862404,18.0
-0.6528609850987444,21.0
-7.378830741965814,14.0
-27.786046359017746,21.0
-21.075626025618206,8.0
8.651366505607797,19.0
-19.759710683353305,19.0
0.020903186048712996,5.0
22.162058702333873,4.0
-20.675717109639322,18.0
21.08208869114992,17.0
-54.29936386281736,3.0
-9.230469945193292,6.0
4.774365254713587,3.0
-32.353881976763944,5.0
-4.062751873479698,11.0
8.033415650951746,13.0
-12.16888831505267,12.0
-6.520509573424508,8.0
-120.13726615745031,23.0
-72.46864562020914,3.0
9.718476307533251,3.0
-48.6629422897056,14.0
12.770161204845174,6.0
-43.31811768462791,8.0
-30.923334710813762,21.0
