earn_x0_lc1vs0_iate,lmp_cw
-70.36455133872164,1.0
-6.763382272416123,3.0
-14.56506235098999,3.0
-29.343713131197433,1.0
-57.12872745414029,1.0
69.5669080127877,2.0
-17.708142374198573,2.0
-6.868591009983987,1.0
-67.26275112293129,3.0
-38.82256982737432,2.0
-15.103329320538393,4.0
-0.8695016803977751,2.0
-5.7731077061948035,2.0
23.5595298997941,4.0
-16.48816726120691,1.0
-20.083293196920238,1.0
-16.458844366632196,4.0
-1.2745151540618576,3.0
-147.85259185306234,4.0
-41.02599306591384,2.0
28.7798194492565,4.0
6.9217178630114375,3.0
15.994012212478381,1.0
-4.599273143093569,4.0
7.196317403817062,1.0
-17.33989616206918,2.0
-27.697561869680015,2.0
-27.28051525695316,4.0
0.5362616650259895,1.0
-4.183667012685305,3.0
11.713737430877217,4.0
-37.45709157288218,4.0
-9.345823621815612,3.0
-16.305013694507522,4.0
15.587138744549895,3.0
-2.52874082067855,3.0
-0.8115576437217307,1.0
-99.23796811084878,3.0
-13.87740828076602,3.0
-27.378628216662097,4.0
-35.0647704866542,3.0
-56.66280284902416,2.0
-17.093917375254478,3.0
-12.050131334468645,2.0
-29.69682877943626,3.0
-77.12642479892628,2.0
-5.615677952437011,3.0
-1.2155391726343368,4.0
-23.261993355078516,3.0
-83.47090282572549,3.0
24.810059974442424,4.0
-5.233583190487025,1.0
-49.86986628515092,4.0
2.5317991765365377,4.0
1.2606955362352044,4.0
-2.2863704346416824,4.0
-50.11028996830156,4.0
-6.67454572774318,3.0
-51.42855276980245,2.0
-36.29503865410106,4.0
-8.63187389541244,2.0
-19.241427556559927,2.0
-0.4070919454629234,4.0
-22.84500532905558,2.0
-109.75377309630653,3.0
13.625178038162488,3.0
-59.22914899821694,1.0
-11.01402077567414,4.0
5.407440975849397,1.0
-52.43294722787951,1.0
-41.269139802205615,3.0
-74.05787398242535,3.0
-16.289759627445164,4.0
25.07770978205322,1.0
5.128205538217287,4.0
18.803656259913993,1.0
-11.598952509234778,2.0
-7.5530743727894105,3.0
-25.89166276324437,4.0
-21.712623166822368,4.0
-2.7113898093948166,3.0
7.652155955961717,4.0
11.949433123454924,2.0
54.52348153223454,3.0
-84.31950423064063,4.0
-32.641438388185584,4.0
-8.344657281425839,2.0
-69.44240772296058,4.0
-63.84715338048784,2.0
-81.05817001723369,3.0
-34.37355313557185,1.0
41.10438550103247,4.0
-26.489592567833782,2.0
7.9067299710008285,3.0
-163.50862215831012,4.0
10.586567276074078,4.0
-32.845321594117195,1.0
-8.514226864319312,4.0
-17.11075592807174,3.0
-9.728054184004662,3.0
-50.7107965541764,3.0
2.568874301738405,3.0
-7.1134515975787735,1.0
-41.280483630118056,3.0
24.486055844361772,1.0
-1.0440877980588965,2.0
-0.4732908286020887,1.0
9.746965892080098,4.0
-6.302617248676427,1.0
3.8113900849479645,4.0
-12.739666569549307,4.0
-63.5423406263331,1.0
6.941722805941918,3.0
-17.021900762210606,4.0
13.195784684640056,1.0
-37.679799231249945,2.0
-62.571931360799454,3.0
-43.43753802539379,4.0
-0.44476380052551434,4.0
27.43958313401879,4.0
-26.904218070412185,3.0
-6.499163887814007,4.0
-0.46382011254024746,3.0
-8.012847193947408,2.0
12.174912589039542,1.0
-17.212428070426768,1.0
-17.13017074797743,2.0
-5.277842369025516,1.0
-15.786993859209304,2.0
18.61555574503076,1.0
51.63789443466729,3.0
-5.253541910605172,3.0
0.7234908080222653,2.0
-23.901435365219925,3.0
-94.723743846599,2.0
-31.664504049622565,2.0
-18.85417675405935,4.0
-12.155401969407727,1.0
-16.329053538480508,3.0
-123.39874494407775,2.0
-13.041652560719335,3.0
-84.371038783681,2.0
-6.2671296356879225,4.0
-15.419380523347305,4.0
-22.28121960957217,1.0
3.1056082995784067,2.0
-12.363116880143963,4.0
-20.816464362889178,1.0
-56.938153879397305,4.0
12.37145708936987,2.0
3.828822307208462,2.0
-27.833839165145037,4.0
-117.02648769703626,3.0
5.982069767742679,1.0
-48.94816328872821,4.0
5.455313182842215,4.0
21.048526756456624,4.0
-26.72875170923237,1.0
-30.772666533623983,3.0
-44.45389361520438,1.0
-35.04246584721403,3.0
-20.177777167577872,3.0
-8.502850545293427,3.0
-7.52842949935544,4.0
-11.36791759587048,3.0
6.871999054902027,3.0
-21.608926566641657,4.0
14.116194506175361,1.0
11.374885566146133,4.0
-83.28380584960257,3.0
-6.893520943549447,2.0
-18.930011140808375,4.0
-35.70410599019715,3.0
7.155757892936094,1.0
-16.60428781362036,3.0
1.4259810313132277,4.0
-16.665868504910236,1.0
18.517824362214526,4.0
-14.18759041146177,1.0
10.738547417734166,2.0
-1.3897865863070216,3.0
-13.365931720937567,2.0
4.710725635932391,3.0
-6.661615012305532,4.0
-0.4885523816680388,4.0
-4.52441485837457,4.0
1.3151619902345715,2.0
-23.35373056041074,4.0
-44.33550626359753,4.0
-50.92182878614858,4.0
-39.060072021520284,4.0
-72.42112069604167,4.0
17.150580220266434,3.0
6.111249108391462,1.0
-21.397050583600887,3.0
-28.21263255547808,3.0
-46.91787063034482,2.0
-15.220498710329196,3.0
-44.80632893215576,1.0
10.89259511916282,1.0
-14.474151070379543,1.0
6.602499429670711,3.0
-51.612704731794,3.0
21.44238976140464,3.0
13.863303926093039,3.0
-29.32623055769099,1.0
-55.01265369223569,4.0
-27.433849040953,4.0
16.706127497666007,4.0
-9.061133156183203,3.0
36.15314307510903,4.0
-34.90292069521678,2.0
6.877547092042278,4.0
-25.99072499153192,1.0
-8.888367496733508,3.0
-49.84809228883444,4.0
-45.439632762946644,3.0
-91.58419681712724,3.0
2.977626866685142,3.0
-47.42873800509079,2.0
14.919402147418396,3.0
-80.78457564790654,3.0
-23.15322219151267,3.0
-17.0618463373059,1.0
22.940827246812646,4.0
-21.43072322205675,1.0
-15.669920600109265,2.0
33.66263599216468,3.0
-32.884684025226704,1.0
-13.817955617313316,4.0
-20.560752302008865,1.0
-42.85082638836559,4.0
-11.528228759454691,2.0
-17.682085222931597,1.0
19.813136815038177,1.0
-16.86696289239137,1.0
-15.155777368307753,4.0
16.56810300336349,1.0
-33.48927284856194,3.0
-27.553806522040418,1.0
-16.538486436280323,4.0
2.0990734764991714,3.0
-66.05628262163259,4.0
-36.3338390723668,4.0
10.38535522780294,3.0
0.2461707538292206,2.0
-19.686116071880406,4.0
3.6061445717458938,3.0
-0.25676095541060384,2.0
-62.22766634369896,4.0
-5.54485528510088,3.0
13.304652981446793,4.0
-43.183515544185866,4.0
-0.7950808224468062,3.0
14.168929058886057,2.0
23.463385385633103,2.0
-5.817386593796385,3.0
18.99110482094568,4.0
5.169457986210759,3.0
-33.015240818402496,1.0
-13.81518540431,3.0
-41.97122971656117,3.0
-35.96873258640491,1.0
40.89291845317587,3.0
-10.253307990913413,1.0
-20.344722075521204,2.0
-80.71214177297281,4.0
-55.7098638748094,2.0
3.4494459926601984,3.0
-26.108791262847816,4.0
-8.009045271923696,2.0
-63.44332664884308,3.0
-88.60862194611366,4.0
18.24658797458116,1.0
23.251112137280018,3.0
18.678519475916502,4.0
-23.33626765835237,4.0
-79.06626280046407,4.0
5.228980537336767,4.0
-26.52174941348062,3.0
-32.17794271829749,2.0
-34.07380184377405,3.0
-18.30018586127767,2.0
-16.231952566242853,3.0
-71.81552601916883,3.0
-21.950628281710976,1.0
26.980374923619877,4.0
-47.420997210356404,4.0
10.517092387646471,1.0
-84.127141877285,2.0
-47.27050970884852,4.0
-71.75029904275789,1.0
-16.78086984349578,1.0
-14.631524242010803,4.0
3.203217139440085,2.0
-51.1766781414984,4.0
7.309814388578445,1.0
5.224686795709125,1.0
7.8604196275040294,1.0
-45.752059505126454,4.0
11.944341333051256,3.0
45.23596675418037,4.0
-1.7236459637433938,1.0
32.70991485916927,4.0
22.30936654178072,1.0
-23.543695366840865,4.0
32.27831334975258,4.0
-8.371100086018977,2.0
-37.112805198446154,4.0
9.175591404576437,2.0
0.3194681308714564,3.0
10.146691622210374,2.0
-30.921892179118842,4.0
-5.952243348224897,4.0
-22.589461197879654,3.0
-68.69528887134157,4.0
4.467065160617977,2.0
7.653793937185355,4.0
-57.77883092952351,3.0
-26.771789986449193,2.0
-81.72709813542292,4.0
33.823351877089976,1.0
-8.782558789889663,3.0
2.624360228592394,4.0
34.35133773895148,1.0
-30.76149390777931,4.0
-16.307822279897096,4.0
-41.46642477321285,4.0
32.3722342843693,2.0
44.513464577221214,1.0
-58.564925588651704,3.0
-4.063845819899484,2.0
-28.273384121465167,3.0
-6.27276070497004,3.0
20.755231313689272,4.0
-91.74177526406311,3.0
15.562331727370154,1.0
-25.88649878344627,1.0
3.0890251012518144,3.0
-2.6209650235527704,3.0
3.1853182590502818,3.0
-25.87531563977609,3.0
26.977653223090897,3.0
-65.47259440949625,3.0
-13.917400952247164,4.0
-36.866385591896915,1.0
-14.474809084800398,2.0
-63.09906896895552,3.0
-18.245181701219963,1.0
-31.198623038498372,3.0
-11.354129418813585,4.0
-28.068371124859027,4.0
-10.67184994425034,3.0
-2.690067098344116,3.0
-11.391826271559296,3.0
4.585602507665152,2.0
-26.00396382200242,3.0
5.962269450588257,1.0
29.650364201033312,4.0
25.776337799516796,2.0
-8.872627060942392,3.0
13.219925275565686,2.0
-95.21979968303788,4.0
33.350733993581606,2.0
-18.733513898916193,4.0
-45.17371029969581,4.0
-2.71294733189535,4.0
-24.475736117165752,3.0
-93.35742030085191,3.0
-46.79154990860741,4.0
-2.699994809299426,1.0
-16.938211986305987,1.0
-5.58928772445816,2.0
-9.570789955842713,3.0
-12.878353250354138,4.0
6.945366687283922,3.0
-29.939632679356293,4.0
-8.44560832662765,4.0
-68.34387838038447,4.0
-19.24194610298396,3.0
-43.25476802892524,3.0
-25.624880918702388,2.0
2.440183706613226,3.0
-13.82477534390091,4.0
-8.510801864534017,1.0
13.70879943246743,4.0
-112.82479930296313,4.0
-26.52172523055404,4.0
-11.329556702479692,3.0
-1.9522364002690438,3.0
-16.017013927098546,3.0
9.362556445730988,2.0
-23.374057075397474,2.0
-1.317157371773277,3.0
-20.011965392750483,3.0
-4.5401609335488615,3.0
-22.124919191767674,1.0
7.202046413281153,4.0
-16.854771784561656,1.0
-38.71439966974705,3.0
-5.955409923227194,3.0
-38.821713571734676,4.0
-30.97579200927143,3.0
-15.092382196964081,4.0
0.8107073494423367,1.0
-32.93220318816691,4.0
33.19910540914856,1.0
8.132732175861172,3.0
3.18954219874999,1.0
0.8385737777607503,4.0
-35.016937748620734,3.0
-31.237884082412165,3.0
23.568016032700598,3.0
14.111367122087898,4.0
-60.618975352099824,3.0
-63.91245316229606,3.0
-24.741181745012568,1.0
-66.9201608498712,4.0
6.115617451342828,2.0
-65.17353211600948,1.0
26.624926502557514,4.0
-9.825361081526552,2.0
0.45475172279282106,2.0
-32.44163152725086,1.0
-35.26416463172796,3.0
4.411661443836039,1.0
0.9928425364072879,3.0
0.5097597368236393,2.0
-95.01094394131928,3.0
-7.236494026950876,3.0
-92.33327855752361,1.0
30.836633458646816,3.0
-6.099567908591467,4.0
-0.109036211437882,3.0
-11.996063127715392,3.0
-1.523905818385007,2.0
-24.60879764790667,2.0
16.351478825998754,1.0
16.29594440552532,3.0
-16.9466698459228,1.0
-22.385281815526128,2.0
-33.84091733041772,4.0
-76.5985630054845,4.0
-10.109043805861575,4.0
-11.552297294233313,4.0
-28.17402785875771,4.0
-19.49077651689194,4.0
-19.10005295698216,1.0
-36.62519919486101,1.0
-120.17659676749929,3.0
-2.677860972303151,4.0
-51.519480987485565,4.0
-3.5326376052079667,1.0
-15.793226475797155,3.0
-8.765638398899426,2.0
-46.00815144231058,4.0
-10.898576416683454,4.0
-25.46877503937378,4.0
-22.02358025615672,2.0
-45.753493921800214,3.0
-64.17274003548954,4.0
-8.05019396728153,1.0
-48.45110827789114,1.0
-38.775743628801706,1.0
-7.775003541483727,1.0
-0.16476884097740196,4.0
-31.31908800077524,1.0
14.53065258723592,2.0
-1.1609304273282817,1.0
-15.73478962881336,2.0
-21.770615859793068,2.0
11.32567647591057,3.0
-64.04330440207372,1.0
-46.587696753301884,2.0
-45.12382267327666,4.0
-20.56144503784583,3.0
12.39564607507208,1.0
-21.80166332529683,1.0
8.590969639787147,1.0
11.337916301149434,3.0
-94.66161212161887,4.0
-71.04693395196688,3.0
13.035616074988297,4.0
4.174215570121248,3.0
-33.864372701756736,3.0
-16.185387383606873,1.0
19.17420413561493,1.0
-1.7041130391777486,1.0
-33.228940999238546,4.0
3.193815912837451,3.0
-13.336208302368846,3.0
-29.379350328908856,3.0
14.244353211233602,3.0
4.664645902415458,1.0
6.215235571522385,4.0
-2.642794210039483,3.0
-7.985376357824229,2.0
15.234946739827237,1.0
15.2730628651165,1.0
-66.26024383587196,3.0
-15.731832849572072,3.0
10.00995084252396,4.0
-33.41799872350839,3.0
-13.874619580772489,4.0
-14.526447860215058,4.0
-68.53110172748791,3.0
-21.79078295039261,3.0
31.44265223071524,3.0
-5.301814476178208,1.0
11.98557924493457,1.0
-18.754483473375018,3.0
12.706194007012162,1.0
-13.827832556747737,1.0
-14.250462469206653,4.0
26.713851184546385,3.0
-49.11866459253582,4.0
34.22125069065192,2.0
-5.457675816905294,4.0
-91.73193103520316,2.0
-6.370304851370804,3.0
-9.393695817397898,4.0
7.535248422248856,4.0
-32.64369212903176,2.0
-36.34160610673871,3.0
-77.67313736550528,1.0
-71.5301389868377,1.0
-27.519428089384178,4.0
-18.574626414858656,4.0
-0.7172633329238494,3.0
-2.0867618249919317,4.0
0.38456188711261063,3.0
-24.90073740098387,2.0
7.925915313047341,3.0
20.68629955162487,2.0
-28.840670137257902,4.0
-50.62102641644594,4.0
4.448557152264179,3.0
-10.805075695088817,4.0
-19.998916775174536,1.0
-5.011484312774428,3.0
-52.10384653177351,4.0
13.03764326165337,3.0
-48.07623559843469,3.0
-23.038359627180313,4.0
19.128430515934753,1.0
-42.975432901053324,4.0
-5.509179016046247,3.0
2.8900455312116833,4.0
22.166318669448074,3.0
-16.81422105508223,1.0
-77.5561889147466,4.0
-14.674865197169126,1.0
18.12279433022661,3.0
-17.93334506583244,1.0
-25.63936262572969,4.0
31.952082070121396,2.0
-82.35190978010621,1.0
11.630566888434714,3.0
-14.494295973817396,3.0
-10.826119494661963,2.0
23.34808899745505,3.0
-0.9929269736853712,4.0
7.666391918327179,1.0
-12.55915423989049,3.0
8.779896176591706,1.0
-17.947620617336952,4.0
-29.03455388795382,3.0
-23.588851013308386,1.0
23.237148255364918,3.0
-38.47843798794037,4.0
-20.142233277623347,3.0
-25.5158119517655,1.0
-7.770741695330656,3.0
-30.906286343565853,1.0
-47.76107955294299,4.0
-18.217005063995657,3.0
-4.2844677496270265,2.0
-38.93231968275302,4.0
-5.255729524990642,1.0
-152.0898844608796,3.0
6.584579913852564,3.0
-11.121501534119908,2.0
-16.919146765457015,3.0
1.3021768062506203,4.0
-25.918874444200128,4.0
16.711662115251897,2.0
21.507032773174444,3.0
-37.65772032925406,3.0
-42.966386817047805,4.0
25.19293545909659,3.0
-40.80640101881227,4.0
-49.85027917467397,4.0
2.5137507075525036,4.0
-27.159416963719877,3.0
13.426319133436024,4.0
-24.328127266813098,1.0
5.997741980370257,4.0
-33.02699222135675,4.0
-52.702109617906615,2.0
-39.08157843589681,3.0
-72.02094141182295,1.0
-5.216646315834822,3.0
-25.09612687862443,3.0
-13.412264603340084,4.0
-35.90358437585695,3.0
-17.50716028441832,4.0
31.909832092934266,1.0
31.052049599244427,3.0
40.15502264294953,4.0
-10.944585558721954,4.0
-13.031317092085715,4.0
-9.438198278995714,1.0
-28.440339545496727,2.0
-14.062525661143965,3.0
-10.815057584637806,4.0
-15.835483814456694,4.0
-3.2548958956481613,4.0
1.05877478029525,2.0
3.4337940255517694,2.0
-8.73345342890363,1.0
-7.653201005230642,1.0
14.166450834601108,4.0
5.673127877100917,4.0
-14.731921142428803,3.0
-24.04408012436349,1.0
-17.812429211984266,3.0
-46.804616349270134,4.0
-11.046580183488103,1.0
-26.081774506724827,4.0
-42.226781293385955,3.0
-52.028013765354046,4.0
3.3369174201632372,2.0
-6.084796008527032,2.0
-8.95165268282679,1.0
4.248217922326688,3.0
-101.75027383648592,4.0
-12.017990565834985,2.0
-23.17793099026494,4.0
2.832680779318224,3.0
-82.33802600633618,3.0
3.2321853476458244,3.0
-25.745969978718506,4.0
20.88675004552502,4.0
-54.987967642228796,4.0
-3.426080929443703,2.0
-3.745203650217661,1.0
-65.99664556832943,3.0
21.0144080277513,2.0
8.155058163913655,4.0
-3.808327368097565,1.0
-27.72387270611381,1.0
-27.257938616290176,3.0
-1.4464258034296336,3.0
15.897108811389025,3.0
-31.7435121761998,4.0
-37.23847077109363,1.0
-55.66234583322651,3.0
-20.08666972089611,4.0
-88.33758167414555,3.0
17.613341698434816,4.0
4.994318912734066,1.0
-13.719263738554474,4.0
-30.571387540016815,4.0
-2.8954886241224145,3.0
11.13475352386854,2.0
-5.001615812994617,4.0
-61.26498734916942,1.0
-148.97199315480987,1.0
-32.82188663373768,4.0
-11.120805165916195,1.0
21.277932783501228,1.0
-61.9550317792465,3.0
-24.022239305437864,1.0
-38.31777910970294,3.0
-4.595858967420721,4.0
2.3698930092299406,3.0
-1.9680663269188017,4.0
3.598521593921305,2.0
-25.4828756343707,4.0
-26.262471139184015,4.0
-24.55209654286739,4.0
-11.158581783241033,2.0
-55.20408620984517,1.0
-28.534137491805154,4.0
27.612047859370136,3.0
-31.30428810421995,3.0
1.14316631256429,1.0
4.812624734465359,2.0
-34.91713925552506,1.0
9.67081784142077,4.0
-7.0560919586126545,3.0
-4.3307318828587,2.0
-96.57752041071831,4.0
19.10417096489803,3.0
-31.377668073786054,2.0
18.502062936691914,2.0
-16.214716257719285,4.0
12.302435051733255,1.0
-14.355678174238165,1.0
-12.02911476346057,3.0
-110.64007832694904,3.0
-11.081116681096773,3.0
-5.002119938472745,4.0
-134.9774686976217,3.0
-25.999670484649585,4.0
-30.238268085186576,1.0
-57.581467582319874,4.0
-63.874244365006916,2.0
-16.45756962711576,3.0
5.3708554598786975,3.0
-34.78675844184926,4.0
-11.860193813156684,4.0
-9.279567169083101,4.0
-2.560976691365795,3.0
-15.036479939698182,3.0
-25.24425557111715,4.0
-36.737505952681886,4.0
9.180935565832975,4.0
-27.90311016049486,1.0
-8.048588173349515,2.0
-7.400145090954556,4.0
-45.09557140566908,2.0
9.149684138427915,3.0
-17.211244504976577,3.0
-33.415003700225995,1.0
-14.09839887597201,4.0
-12.087979755362312,3.0
-12.780675167183617,2.0
-70.86714133410112,2.0
-14.95323532156334,1.0
-37.02846209837185,4.0
-13.899353379992334,4.0
-12.400015587440159,4.0
-50.22733003867029,4.0
15.655632252369884,3.0
-3.1285150179732284,3.0
-9.474786422633997,4.0
-19.567846673991124,4.0
-74.18927722615928,4.0
-6.165490231509551,1.0
-10.695230442350294,2.0
-29.87693268783056,4.0
4.72756235412529,3.0
-16.66127521946882,1.0
-75.12373569133257,1.0
-22.586152126364027,4.0
-76.46759424125321,3.0
-44.08572574867242,4.0
-4.685790438257413,4.0
-87.5856129126986,3.0
19.3842126135429,1.0
-19.534000781070027,4.0
-36.587089416026515,2.0
-10.661338997091036,4.0
23.460737733832396,1.0
21.871878021536304,4.0
-14.717063058587257,3.0
19.64141636776769,4.0
-8.527101518841633,1.0
-11.62811405610907,3.0
-2.7561670504455886,3.0
-13.451946732254726,1.0
24.117039522640678,1.0
-5.343072445506124,1.0
7.507554040878181,4.0
6.899581319437885,4.0
30.513879494323703,4.0
-79.3451179028142,2.0
13.640141826585705,3.0
-27.06984196841654,4.0
-32.0241955964151,3.0
40.27230759330225,3.0
20.24477551204872,2.0
-7.870215580061185,1.0
-53.82908168237054,2.0
-28.893722705797074,3.0
4.905283052550523,1.0
-10.528350323631892,1.0
-126.46341477204737,1.0
30.24003480445961,3.0
-15.50773584455078,3.0
-100.70706223191928,4.0
-8.864181438057145,1.0
-28.010912743629277,1.0
-13.800120430331624,3.0
-0.313013177374728,1.0
-27.579230263320426,2.0
17.378296506050276,2.0
6.321568777789082,2.0
-24.518838474151465,4.0
19.030768876724316,2.0
-85.00944056277888,1.0
-21.65154976059472,4.0
4.496013451105743,4.0
-14.553725217924011,4.0
-20.185359666476913,4.0
-7.739485829213223,3.0
0.21848509883231038,1.0
-125.89211999175973,4.0
-14.403033065561246,1.0
-39.86644066931706,4.0
-13.229368914787244,2.0
-7.422676048979323,3.0
-111.75559716153259,4.0
-5.149571352920859,2.0
-132.81743964887175,4.0
-20.987089934249845,4.0
3.177397654253298,4.0
-7.118142537346671,3.0
-82.82129065462823,4.0
-22.959207931561252,2.0
1.6921145184695732,1.0
-6.416970049501458,3.0
-4.610333411051016,3.0
-26.887638295149763,4.0
7.742631203957785,2.0
31.676335827981184,1.0
-2.136079078574708,2.0
-27.44014378322902,3.0
-22.394926123667318,1.0
-15.074395778643634,3.0
-16.84641332621186,1.0
-23.954845188829438,2.0
-14.279813484825269,2.0
2.0466167417363295,4.0
27.2828101948799,4.0
-14.41461985667295,3.0
-5.09286694666207,2.0
15.860201138999628,4.0
-36.32053808097399,1.0
18.247169498870505,1.0
-59.62861145466536,3.0
27.67948763815467,2.0
-1.01013665095212,1.0
-18.535375077827403,3.0
-85.18150632710194,1.0
-16.57503502716736,4.0
-24.09785141585789,3.0
-125.73401060796118,4.0
-5.773681759197215,2.0
-51.1091258121084,1.0
7.084320459847419,3.0
13.59051190250836,1.0
-29.025441002886723,3.0
-7.236869023104461,2.0
-41.220953857607924,3.0
-4.537613896178527,4.0
-17.579542998791425,3.0
-11.844797231994619,3.0
-32.69994426055746,3.0
-20.341291797123525,4.0
-10.396631445682608,1.0
-26.46617521568453,3.0
26.360590623593794,1.0
-19.508420538014278,2.0
-70.05658305898316,4.0
5.303043578231026,4.0
-25.315245823002442,2.0
-3.2674180403745794,3.0
-11.510271156134479,4.0
-25.17100343059066,2.0
-11.538797699826148,2.0
-11.72296796922194,4.0
-22.735382665519992,1.0
-10.86791903884567,3.0
-41.439769442076056,1.0
-22.418415409619627,4.0
16.378860507985245,3.0
-3.6056036950929276,4.0
9.79032718164931,1.0
-49.33823669540226,1.0
5.1219283637758934,4.0
22.08582560859537,1.0
-22.76408733214999,2.0
20.471203549351344,2.0
-6.96619914751281,1.0
-12.565151192701705,4.0
-8.65847732277118,4.0
14.663067046849037,3.0
-54.49946552119417,3.0
23.307043959796204,2.0
-2.2722873487989546,4.0
-47.029851217082864,1.0
-26.75151655067623,3.0
3.4889857328546263,2.0
1.948568642045899,4.0
20.79672030144866,4.0
4.041495455964025,4.0
7.711258236500029,4.0
-14.889569793801975,4.0
-77.94374508146302,1.0
31.401023172701237,1.0
-19.02730098786262,2.0
-36.72650267312261,3.0
-6.7143566068107,3.0
8.936498532261126,1.0
0.13754432548820716,3.0
-59.83416533894206,4.0
-37.492122599631415,4.0
-33.0242465140403,4.0
13.119601728430084,3.0
11.10595164356998,3.0
12.13423413590884,1.0
6.848898184273935,2.0
11.37201078586882,1.0
-118.25119243078314,1.0
-14.032921926124537,4.0
-130.70695493895028,2.0
-43.66558542727813,3.0
-37.1328833943212,3.0
27.301494321119833,1.0
49.752368468489635,1.0
-19.838668756873744,1.0
-5.6188879138890115,3.0
-5.456688134560643,3.0
-39.9066603753939,4.0
-70.83492883518034,4.0
-27.771708247696694,4.0
1.9237727385870187,3.0
-19.121449591031976,1.0
-19.90293558053412,2.0
-3.6271490471548304,3.0
16.23951690979942,4.0
-6.3372932354068965,1.0
22.360150865820884,4.0
-25.303670760198713,1.0
-33.59323400514984,3.0
-31.951499600273422,3.0
-5.669015952673448,4.0
-8.724403597961881,1.0
-78.43737661557611,4.0
4.508247145679817,1.0
7.416529360794982,2.0
-24.59698333072963,4.0
-2.096125712707689,4.0
-56.022473601595095,4.0
-4.565514679123652,4.0
9.58910637791891,2.0
-12.152503945206178,3.0
20.3823271314144,2.0
-18.36453081188614,3.0
-5.94701045754546,4.0
-9.664396424085908,4.0
-26.824096454768267,4.0
-27.822315446246762,3.0
-18.685931988129198,3.0
-22.27840805395833,2.0
-6.286693695916398,1.0
-19.164006622323086,3.0
1.784035430741369,4.0
-58.6798148632264,1.0
-41.156390212056124,4.0
19.33590797229806,4.0
-106.80704399266165,3.0
-13.977019116095903,4.0
13.465863124521974,3.0
4.773497135764693,1.0
9.80617808336308,2.0
-3.290316575804468,4.0
17.445794893473362,1.0
-17.854649993181667,2.0
5.055504221028684,2.0
-21.49517752415767,3.0
3.8255789867862404,1.0
-0.6528609850987444,1.0
-7.378830741965814,3.0
-27.786046359017746,3.0
-21.075626025618206,2.0
8.651366505607797,4.0
-19.759710683353305,1.0
0.020903186048712996,4.0
22.162058702333873,3.0
-20.675717109639322,1.0
21.08208869114992,3.0
-54.29936386281736,3.0
-9.230469945193292,4.0
4.774365254713587,3.0
-32.353881976763944,1.0
-4.062751873479698,4.0
8.033415650951746,4.0
-12.16888831505267,4.0
-6.520509573424508,1.0
-120.13726615745031,3.0
-72.46864562020914,4.0
9.718476307533251,1.0
-48.6629422897056,1.0
12.770161204845174,2.0
-43.31811768462791,2.0
-30.923334710813762,2.0
