sal_avg_lc2vs0_iate,olf_x0
-25142.454828780526,33.0
-21452.20174168603,39.0
-15914.02089672784,47.0
-27092.73638242851,51.0
-36393.784425947335,7.0
-34847.00440868997,24.0
-26545.55701991854,67.0
-23739.77530190979,29.0
-22342.753090209582,27.0
-21275.32834713556,40.0
-17776.011586303943,23.0
-32699.23994713073,41.0
-25787.331841825657,5.0
-21089.134052159174,11.0
-36801.13288991453,53.0
-35213.37167934694,29.0
-33118.46824460873,17.0
-29700.44781894699,24.0
-26215.04794754248,3.0
-31888.81380557554,53.0
-25475.709768191155,38.0
-24141.145470035863,22.0
-35775.20049015316,62.0
-18902.99382113651,55.0
-16498.136481589532,27.0
-31760.081319548146,47.0
-24126.41647285673,6.0
-25498.990501211236,22.0
-21843.888044807143,42.0
-27028.79672183872,57.0
-19560.943119344756,25.0
-25950.31117585249,26.0
-24903.76837979076,60.0
-40442.09411025612,43.0
-31096.718638447004,44.0
-33587.2382435644,50.0
-18177.856802325783,26.0
-23490.068973538328,39.0
-26609.487556364526,50.0
-35306.99695054395,41.0
-38560.36890862882,45.0
-25321.207258201546,61.0
-23043.52428684503,51.0
-18908.34259162932,59.0
-35490.4424064608,37.0
-37977.53488233022,17.0
-24447.743496203802,38.0
-23505.049209230132,15.0
-28725.56654503194,44.0
-36703.234259337114,41.0
-36384.350482469665,35.0
-25417.081983871292,26.0
-18544.258397917438,17.0
-24935.78975201024,56.0
-19358.182194575453,27.0
-16426.5108327767,53.0
-25996.72833180337,13.0
-36927.85309459378,48.0
-30611.639949824807,28.0
-25568.945587020487,40.0
-34975.042144173014,3.0
-18758.109270040353,36.0
-43304.84816584768,16.0
-36733.58645941966,53.0
-39748.17998963261,18.0
-30517.587392638077,59.0
-26544.745542719666,21.0
-18989.96522582911,31.0
-24818.528811764227,10.0
-22585.015880196923,7.0
-31550.863171574838,7.0
-17951.441319244936,59.0
-34144.85211126547,38.0
-27017.131212758766,17.0
-17043.06104528744,52.0
-34028.115807072536,19.0
-29824.88655264509,53.0
-21235.875460348274,38.0
-22176.50218317831,66.0
-15904.44685903991,69.0
-22958.1278420955,61.0
-18733.464046383644,58.0
-32207.338668108026,14.0
-36009.74527077329,12.0
-31639.333201395566,18.0
-25169.201853262286,84.0
-17778.667904258196,32.0
-25022.1984939733,58.0
-32416.170940516007,42.0
-29447.473777423453,23.0
-23264.264798890188,62.0
-35071.65277572241,55.0
-26695.41692793921,24.0
-38356.62936951933,1.0
-25771.744349390792,11.0
-18148.49067014993,73.0
-22333.40851996324,79.0
-23878.402465292398,50.0
-36709.10323187383,50.0
-19294.667248390626,21.0
-18540.288144167207,60.0
-27078.28149381694,58.0
-24037.370747840996,49.0
-30892.279915720494,49.0
-20574.302909015118,30.0
-25201.827761626508,46.0
-27192.524957671863,2.0
-23949.49444181974,38.0
-35599.96907882358,44.0
-31764.019001848894,35.0
-29621.59405036147,56.0
-23284.37576883393,60.0
-31843.55922078922,48.0
-30769.202166434865,40.0
-32399.530318657944,49.0
-18372.518807606146,58.0
-33599.303275693834,73.0
-21705.979241546498,57.0
-34867.05946818067,25.0
-30283.455860642203,31.0
-43261.47993795763,24.0
-27860.107649001126,23.0
-25197.338633762043,18.0
-22823.397315127004,75.0
-17606.14266256686,30.0
-22109.89856912088,50.0
-17764.925590821797,58.0
-20662.413122158636,38.0
-23438.19845436619,26.0
-22656.497988405,30.0
-38704.82620848698,16.0
-25440.857558524986,34.0
-21118.264241824643,13.0
-29144.521505761128,42.0
-18262.089882403656,50.0
-35929.86243840441,70.0
-30066.967270666275,34.0
-23401.004957723293,67.0
-18497.271669617312,47.0
-28273.462207719225,58.0
-18162.63671732119,65.0
-40117.49429852633,33.0
-18328.48944784974,44.0
-32820.65764115314,44.0
-16398.487351958804,64.0
-30742.770082801864,36.0
-25389.62277019666,31.0
-25223.664968641486,44.0
-31947.951263903073,36.0
-33669.34742476268,25.0
-34779.40833901758,32.0
-36526.891716926286,78.0
-23569.855811048485,47.0
-32123.124701590936,50.0
-18103.84014331036,52.0
-23648.603685584785,38.0
-24458.11718485281,55.0
-33883.288565926196,60.0
-25956.281980164025,43.0
-37302.68016504716,71.0
-36028.47024729698,44.0
-24752.942845504786,59.0
-31033.34019263919,39.0
-29808.2541328202,63.0
-28716.04380670385,56.0
-24326.23160844118,21.0
-21559.821383999988,24.0
-19811.120732761374,22.0
-21842.824536444463,47.0
-30265.279178650213,32.0
-17453.431705767114,29.0
-34297.64668766115,26.0
-31646.851013432133,54.0
-18047.825642867745,30.0
-33928.35126815824,5.0
-32050.04782682535,57.0
-16881.198409055818,71.0
-25564.53993316963,42.0
-32103.57112873507,34.0
-19771.105017235852,19.0
-31023.949571477606,53.0
-36319.775518985305,58.0
-26091.057142215388,48.0
-21297.597166191747,66.0
-15210.303348372343,50.0
-18887.030462180817,14.0
-24453.81325365517,69.0
-35355.364274906846,63.0
-35893.16871320657,7.0
-18448.4610925473,32.0
-39920.83146312573,41.0
-31762.64901740518,60.0
-40237.427159379404,39.0
-28791.991657652354,48.0
-19867.887504621536,25.0
-16235.121550184478,60.0
-26600.585219057444,6.0
-27953.3255848946,24.0
-28412.7540629255,14.0
-28764.49535817086,56.0
-21927.516707522012,59.0
-41801.46670909636,50.0
-23210.396232604202,36.0
-40637.80080053438,18.0
-16582.71175171681,75.0
-36630.63956780231,19.0
-33737.72842194168,33.0
-22670.476754652384,29.0
-21938.560832725587,21.0
-37491.35176389892,16.0
-29097.833312872783,20.0
-27860.917510454205,29.0
-21741.354289219074,49.0
-29283.351689942,55.0
-22706.62403303678,73.0
-37572.44457116662,26.0
-17337.88764496691,54.0
-35856.559737086776,30.0
-18824.357001006076,5.0
-23339.852071908568,8.0
-27171.45307069756,34.0
-19718.277027234475,57.0
-38525.3838910746,24.0
-26838.314168458914,38.0
-38025.29118321724,41.0
-30138.618929891796,15.0
-28107.04264644006,57.0
-22129.658228851356,25.0
-40687.0519198197,11.0
-34448.39482182628,33.0
-36228.346960952156,11.0
-18738.77369296232,46.0
-33920.21633211932,23.0
-36355.85285330193,75.0
-42139.58857569232,44.0
-36634.44939577872,12.0
-19178.5161998645,22.0
-20835.16500383385,17.0
-25276.482413051563,49.0
-28074.689011683527,60.0
-22184.65401576698,22.0
-23892.661422286248,2.0
-16380.01318311582,70.0
-25547.992544528737,55.0
-27252.484112525923,2.0
-37889.389535188326,35.0
-35716.79744647028,59.0
-35114.583168742334,30.0
-23280.69839989029,9.0
-21167.663750695538,61.0
-31302.6295527529,39.0
-32379.960438166298,21.0
-28277.031637831664,46.0
-42595.24857305233,24.0
-41795.25858835492,35.0
-19686.442055584786,70.0
-20667.644634644777,32.0
-36758.620643141636,32.0
-23367.75337150502,61.0
-24303.407789295263,55.0
-30060.407216552252,29.0
-18033.40622442037,63.0
-24372.581203406255,22.0
-27716.065619779598,42.0
-36681.55689817557,48.0
-17947.691747996905,27.0
-25189.012253804634,71.0
-27441.955733462823,45.0
-17987.84599819153,56.0
-24575.44916571594,4.0
-23168.856228127763,33.0
-27426.54598137942,47.0
-42729.10941167856,26.0
-20834.797746375203,64.0
-29629.381814699584,34.0
-35828.95791833682,52.0
-23164.77912840045,28.0
-19607.980259171647,5.0
-37268.40171723941,48.0
-18945.176872014457,46.0
-23822.061882428516,40.0
-22864.949915124038,54.0
-22351.140707802835,6.0
-39382.720539419744,42.0
-29647.253913779474,40.0
-39694.57353046854,54.0
-32639.44135666156,45.0
-29518.55554672575,47.0
-34114.85840298449,15.0
-27114.675540774573,35.0
-18762.12308172781,17.0
-35686.599306343596,25.0
-38244.756421001424,39.0
-27312.9622371301,62.0
-19437.455144827858,24.0
-19952.648654967496,81.0
-25460.697350802147,69.0
-36335.383883937044,28.0
-41064.180554860126,34.0
-17662.069466417917,56.0
-25107.728887324403,51.0
-27421.785716022143,59.0
-30528.681694376588,60.0
-25373.791292887166,40.0
-17134.79829172809,80.0
-34517.03950860063,32.0
-20723.23943486749,26.0
-25089.329178263255,58.0
-41308.9945578424,17.0
-24781.3625360149,43.0
-30333.001611000866,32.0
-32317.966988884364,56.0
-34090.83812517508,10.0
-22582.823878146257,52.0
-24908.361315245656,4.0
-22789.422365551192,28.0
-37160.65731205657,57.0
-28228.080722564308,23.0
-28636.07800674237,14.0
-28510.870999833685,19.0
-35612.60998644424,5.0
-29328.7021233806,47.0
-26374.500523810013,35.0
-36396.346831081864,40.0
-24622.34288408547,13.0
-36170.721493862395,24.0
-34827.39192052431,37.0
-35634.668522159634,54.0
-33462.92826981176,21.0
-39887.26318231351,58.0
-19381.604100957626,6.0
-30664.349784826903,57.0
-22698.47993431998,19.0
-25856.52819689595,53.0
-17538.840411361278,72.0
-27127.641768237278,66.0
-19701.243675240734,34.0
-21335.11962877374,1.0
-26252.3669442018,71.0
-32789.30213101095,62.0
-23184.918887403823,17.0
-26541.68701195845,70.0
-23800.5487441215,31.0
-19840.55615350826,51.0
-30347.570404977017,18.0
-20548.290301788868,41.0
-18189.19287436378,84.0
-17729.715417249918,17.0
-30268.365178554333,19.0
-20224.08319720581,51.0
-31822.7704198266,17.0
-28915.08785761233,37.0
-37658.84680168716,64.0
-30634.99753672995,47.0
-24379.265367022475,59.0
-26908.043939870957,26.0
-23382.901504242614,87.0
-29685.636727359237,76.0
-20628.292738122786,4.0
-16995.7870022433,59.0
-31887.67808899811,18.0
-39534.52156999067,17.0
-18065.81997733895,43.0
-37074.067851128835,46.0
-33119.33768817183,41.0
-16999.362413224302,20.0
-18271.672274050736,52.0
-29454.605780162266,50.0
-28344.72225964162,52.0
-31519.608106509306,32.0
-20572.502463311284,27.0
-40142.10340456237,49.0
-24151.224952621124,71.0
-37298.272142024274,42.0
-29622.767737689934,28.0
-23222.292368221006,48.0
-25518.186735651325,21.0
-32719.375219049234,46.0
-18916.093855526324,49.0
-19818.178758623926,43.0
-29834.721436869208,2.0
-32635.889001693242,42.0
-35878.62109782304,12.0
-18843.056712616628,7.0
-21203.00739066114,48.0
-39155.70630237989,4.0
-25817.27878243855,17.0
-30854.371974286456,54.0
-21710.629509675426,14.0
-33962.883403681815,13.0
-22797.544177348784,10.0
-28374.90544467837,57.0
-28199.2164794758,28.0
-18091.320620001174,62.0
-23926.819826806877,57.0
-31594.675915558844,52.0
-19598.57046447744,52.0
-31081.91475062297,62.0
-23007.437759835768,39.0
-36209.25396059962,33.0
-22260.15209542795,30.0
-20201.073469942155,50.0
-39526.38428312626,4.0
-32358.869900537014,38.0
-24038.980355560714,18.0
-30224.43996453983,32.0
-24636.930955693737,65.0
-27597.906014126544,45.0
-44546.564057694704,44.0
-23060.120902185216,11.0
-36908.0440136065,5.0
-24959.385748148452,14.0
-36064.01239576409,30.0
-26021.924159024817,48.0
-18747.445053431904,57.0
-24285.7783818664,22.0
-35843.2637338544,20.0
-22952.88532917671,68.0
-20719.602741329898,34.0
-41892.487956355006,10.0
-20018.521849845776,33.0
-25445.94222812366,47.0
-27640.32967536078,43.0
-20989.855352147944,3.0
-16315.67866792823,56.0
-31762.761720130886,57.0
-24821.93325267239,38.0
-21719.43408510835,29.0
-34611.91546403951,37.0
-34623.702984404255,50.0
-37039.01513384678,38.0
-40750.28870631155,5.0
-30116.418819170507,64.0
-25407.917067153678,46.0
-35206.47946258455,7.0
-18537.991406973084,57.0
-26231.93749268056,16.0
-18959.043698140827,46.0
-31115.808109150654,14.0
-36461.37183796498,46.0
-39771.01989367428,26.0
-31580.126265441806,60.0
-28863.16712920177,8.0
-25042.842825131615,55.0
-22131.0336165852,54.0
-23497.527289056205,65.0
-22027.245554147743,54.0
-29147.63056183878,21.0
-19949.83833324766,27.0
-21487.30484748011,57.0
-16691.2944257448,62.0
-26850.403565812827,16.0
-38741.5126856966,53.0
-36117.303444155856,28.0
-31176.367923337464,34.0
-36495.710693562156,4.0
-17270.385384370966,34.0
-16446.878968539128,58.0
-32467.637272159423,64.0
-19296.9750315253,23.0
-32179.105912789953,41.0
-32573.14434071765,33.0
-33651.073595996946,1.0
-23123.13584572587,55.0
-25662.91435749388,26.0
-39872.12766689854,33.0
-25056.5034852958,5.0
-36556.70452304551,34.0
-18109.347443698436,49.0
-25725.048802350648,47.0
-18666.900198182804,58.0
-21309.26569856132,69.0
-29157.773960583596,55.0
-35973.58653782534,63.0
-19636.92914000929,10.0
-23316.953401587256,48.0
-36479.145552160146,49.0
-33280.41386973279,42.0
-30969.441239797292,4.0
-42178.507553551244,26.0
-20728.132824674303,56.0
-30821.56174820439,35.0
-29518.539055986992,69.0
-31049.62343896227,46.0
-31039.793859730293,62.0
-25255.219612392793,46.0
-17578.7766506773,73.0
-27234.34561479508,56.0
-31801.635324798073,41.0
-40746.77130470479,57.0
-30013.497198654284,54.0
-19993.740878567056,40.0
-21206.161743182172,51.0
-23479.470901661814,65.0
-23378.50484591045,60.0
-15672.53981812955,77.0
-33463.313213636226,26.0
-37604.759686124424,38.0
-18125.514667946933,46.0
-20920.882924351776,47.0
-28091.551722721073,12.0
-37447.28578727484,47.0
-18508.028734503274,57.0
-19901.646655324686,56.0
-30939.078436926113,75.0
-25823.836234141494,22.0
-17066.893462843123,45.0
-35736.967889922125,9.0
-22455.775015878826,13.0
-19446.32114789565,27.0
-23131.630936543766,43.0
-36632.23226333656,31.0
-26910.790674808457,21.0
-28015.235852449558,65.0
-19173.890416197723,65.0
-31612.626149488642,30.0
-24259.393518203517,66.0
-36955.89341298513,61.0
-17992.87419282797,13.0
-41474.996951079374,59.0
-33277.62575713793,46.0
-17393.639617220415,39.0
-39744.6789088489,34.0
-20945.32824711163,10.0
-25939.605314914617,29.0
-34617.1408662564,56.0
-23173.453721307837,24.0
-29004.484172974684,46.0
-19146.631361798693,6.0
-39852.039789563365,4.0
-27722.33882791733,45.0
-26252.752813633717,87.0
-20327.532078648845,44.0
-28193.13760412635,25.0
-32039.88204961417,23.0
-35817.77199791495,47.0
-29258.141611179304,19.0
-27877.601720874147,11.0
-32447.947804281583,38.0
-32478.925865666177,2.0
-36756.947420827186,77.0
-20662.032736923244,43.0
-35823.494904963125,39.0
-19193.22209126515,21.0
-26736.006743816757,22.0
-25848.847065579135,37.0
-27461.03203076388,55.0
-33511.24704765742,68.0
-41617.24385067752,4.0
-34579.91005404314,52.0
-23341.689240411753,47.0
-36411.238445192976,55.0
-26751.93484770022,29.0
-38682.979991193664,29.0
-43420.03644446275,31.0
-22108.148012114973,25.0
-29712.214048760383,41.0
-26921.774013477803,55.0
-18915.134932917623,53.0
-25860.61313134829,11.0
-17342.91673387162,84.0
-31627.7567942195,52.0
-26811.942885215853,12.0
-29709.798113138648,17.0
-40350.86192901482,14.0
-29242.42381205699,63.0
-31987.24564156725,69.0
-22924.820934652853,18.0
-38167.72606057441,57.0
-23225.63038991531,31.0
-28496.18587597757,25.0
-36846.16688703694,61.0
-35434.44867631809,35.0
-35462.355982352645,28.0
-31049.16963366978,29.0
-26074.360844739356,25.0
-38734.228330425554,40.0
-24652.07037987676,57.0
-37859.532740220515,38.0
-33187.941297696416,44.0
-17784.099968118182,35.0
-39879.832826649,35.0
-33946.6314149397,25.0
-19361.092126482687,55.0
-29986.291576514363,10.0
-18956.1113275792,64.0
-25487.01463456021,70.0
-28475.564575170847,34.0
-16256.002825699477,49.0
-23440.09054587091,66.0
-30206.357603297554,4.0
-40681.74783747912,41.0
-37134.453611075376,47.0
-22612.81356065228,55.0
-39312.08738882069,19.0
-32910.444947471246,40.0
-20183.96711769981,59.0
-23096.343077805628,51.0
-33526.361669646925,63.0
-32054.778407254104,38.0
-31841.53610469676,15.0
-16663.215138537686,34.0
-28192.818741638734,25.0
-28442.294082612938,39.0
-38667.33545832512,54.0
-32161.356599517145,57.0
-21558.61790088036,21.0
-31443.644211522274,53.0
-41376.88738529604,46.0
-33223.91228630688,42.0
-25146.79621605944,14.0
-38799.46050518623,44.0
-21990.18714089757,34.0
-31514.97345155264,39.0
-31018.67901046312,57.0
-31911.576387323643,41.0
-28733.488004476447,53.0
-24778.792300894434,50.0
-33999.66998903391,37.0
-23944.118490462104,35.0
-20411.11806307797,83.0
-34565.71075612836,62.0
-21141.661696228024,39.0
-26466.62469471379,37.0
-23059.74170610592,30.0
-19128.887740877777,11.0
-19495.602217804724,29.0
-28231.078383927852,35.0
-36138.35088244836,60.0
-24520.48815238117,35.0
-32832.68659300996,58.0
-22828.974186417498,19.0
-28510.47283597391,75.0
-39239.33240833557,12.0
-18102.181111481485,37.0
-25826.145471586064,26.0
-26962.21230325788,57.0
-26719.601918298096,63.0
-29279.901334401882,37.0
-18004.278448777997,39.0
-31527.43231709935,25.0
-26456.754040660286,5.0
-26481.512012490297,56.0
-37059.4356633599,1.0
-25817.80557923759,65.0
-31194.863290279598,13.0
-25546.977464969466,54.0
-17920.313956019738,40.0
-24155.269909910465,71.0
-32889.02325697219,45.0
-27175.4134269018,66.0
-25806.338905657147,44.0
-32283.42176976217,49.0
-22779.790991257098,29.0
-17531.146011403518,45.0
-32532.565138985636,20.0
-31784.273949243085,28.0
-23993.747102595495,68.0
-20845.465049506245,39.0
-18729.628440251858,20.0
-16764.575412920378,50.0
-26989.849551715026,18.0
-34266.110086839835,29.0
-34656.40089266417,50.0
-25639.136142778785,13.0
-29975.179607146463,47.0
-36560.09906275504,13.0
-25556.369004031727,50.0
-23451.227573597662,57.0
-24035.430575774622,27.0
-36106.673366977804,46.0
-20659.697366710014,30.0
-23575.443750182312,71.0
-28152.407244870657,17.0
-32442.687776886247,8.0
-23441.90871002415,23.0
-21209.903464050654,43.0
-29603.932665490443,39.0
-39257.49199836543,45.0
-31227.03158544508,34.0
-35374.599844905526,26.0
-17724.808878506203,50.0
-30901.97550325904,26.0
-27706.19389620253,48.0
-19153.31843447115,34.0
-21188.344132142855,37.0
-31688.109959445297,32.0
-22767.37878580708,20.0
-25686.020243083098,59.0
-37010.577228283495,17.0
-25474.30377109224,48.0
-19512.512614500552,62.0
-37118.15399110031,33.0
-38646.95979685773,17.0
-17346.457694312558,64.0
-16982.499735729867,13.0
-23567.524051925266,47.0
-32466.54654613618,11.0
-21358.84953313719,7.0
-33458.78015847996,30.0
-28611.595663136653,63.0
-30930.224929580494,72.0
-23887.323064978526,22.0
-44531.61944691645,50.0
-29957.090303506724,55.0
-19108.452622460358,26.0
-26687.08690492891,6.0
-37070.08084048215,50.0
-22258.37876516972,44.0
-33356.57217793999,16.0
-34671.869822055116,60.0
-29965.30086833524,35.0
-20836.94710765492,42.0
-18663.413995010935,10.0
-29048.391009439514,64.0
-33764.50426628422,5.0
-22188.55226002986,3.0
-21266.201920725507,60.0
-18356.03522497452,56.0
-24390.08931179869,52.0
-23152.85672234549,40.0
-18091.594007024923,46.0
-16881.105154187106,58.0
-42730.26391309936,57.0
-19001.01516897813,22.0
-17914.9053096374,47.0
-39633.73383185431,19.0
-18819.39270063679,21.0
-28799.59629621238,27.0
-24305.743270244348,40.0
-20813.975406942365,58.0
-17004.36976549897,47.0
-24616.718539960344,11.0
-28511.781951973808,31.0
-19000.44551969437,50.0
-25988.06843851218,33.0
-41101.47526038082,9.0
-27519.268821314647,34.0
-25120.159070648868,22.0
-19969.29991488416,10.0
-27175.574366776364,44.0
-31439.534428386745,57.0
-31248.895949809772,6.0
-18147.570396537358,8.0
-26169.0913619575,38.0
