empl_ttl_lc2vs0_iate,school
-10.043606923205123,9.0
-11.416687553915487,10.0
-9.876606690650842,10.0
-8.686414258739367,10.0
-9.387966518471234,10.0
-10.310051634190936,8.0
-10.06756478366998,12.0
-10.283005778805665,8.0
-9.074673250538655,10.0
-10.07619775170983,12.0
-9.25391335757113,12.0
-9.20891361421348,12.0
-11.838007529937185,10.0
-10.355450107862534,12.0
-10.882256156970257,12.0
-11.599134400987776,12.0
-10.956718835123768,10.0
-8.773155838294903,12.0
-10.056960333016852,10.0
-9.569463491992925,9.0
-11.096242117707009,10.0
-10.099588792905472,12.0
-9.969386909641822,9.0
-10.48560540461744,12.0
-9.383035955681795,8.0
-9.602047212601535,9.0
-9.000896078248338,12.0
-9.38432372653106,12.0
-11.16935815399472,12.0
-10.752780069079416,9.0
-11.658271757045926,10.0
-9.380148981545716,12.0
-12.010198658305374,12.0
-10.97520736035304,10.0
-12.875361863067988,10.0
-11.49255142586962,12.0
-11.555401260230365,8.0
-10.266215987776167,8.0
-10.972334192894175,12.0
-11.300578406142892,10.0
-10.225560306254206,12.0
-8.570036123309169,12.0
-8.805702011230718,12.0
-11.184207893574607,12.0
-11.490946867079776,12.0
-9.159233319761839,10.0
-9.030483102331985,12.0
-10.066392859636348,10.0
-9.662861710715175,10.0
-10.263974369552276,9.0
-10.00602403159911,12.0
-10.047472947551896,10.0
-10.984300155282552,10.0
-9.855176776237151,10.0
-9.223798950098052,8.0
-10.909149847575364,9.0
-9.296252148169762,9.0
-10.754268931184154,9.0
-8.374173989707776,12.0
-10.651415283129205,10.0
-11.927398945498098,10.0
-10.312970795507404,12.0
-9.16142907366502,12.0
-9.403886541542555,12.0
-10.603975553321636,10.0
-9.365216324862917,9.0
-9.685096406644199,12.0
-10.189429069633,9.0
-10.449940888824164,10.0
-10.73232463245694,9.0
-9.603151043325155,12.0
-10.816367908488532,10.0
-8.974083782633512,10.0
-10.297773864315223,10.0
-10.124977638371059,8.0
-10.230482290271954,9.0
-11.727102110567095,10.0
-9.685883518030677,12.0
-9.678025175280197,10.0
-9.266551468225027,10.0
-9.653415473304449,10.0
-9.533101300365246,12.0
-9.624801681241884,9.0
-9.543462292050755,12.0
-9.161316154326116,8.0
-9.127475155395926,9.0
-11.820894148831881,10.0
-10.075995638259517,9.0
-8.984769134886065,12.0
-11.577094558939384,10.0
-9.817298591024283,9.0
-9.657397995904484,12.0
-10.012988842608621,10.0
-9.31840585582992,10.0
-10.159907184091107,9.0
-8.979903712333643,10.0
-11.081938854427861,12.0
-9.615384870846443,10.0
-9.823505602331988,10.0
-11.829948646775026,9.0
-9.874296231819658,10.0
-9.814568306080812,10.0
-11.076380615456106,9.0
-9.0791486092597,12.0
-9.344166905102647,10.0
-9.715085392845667,9.0
-11.33275930094336,10.0
-11.529789284680426,10.0
-10.465364928717364,10.0
-9.456197747205504,8.0
-10.297665461817681,10.0
-8.273518621198129,12.0
-9.811562973773784,10.0
-10.052191228730639,8.0
-10.674801794720691,10.0
-10.108863242408463,8.0
-11.230916455384932,12.0
-10.58835332088391,10.0
-10.197142617126035,10.0
-10.349528383718761,9.0
-10.894737731676166,9.0
-9.721295287133062,10.0
-9.699786078483418,10.0
-9.64588850672072,10.0
-10.427468503777519,10.0
-9.210488605514547,10.0
-9.001327924667107,10.0
-10.35768070727471,8.0
-10.930790135244278,12.0
-9.84866041148278,8.0
-9.930269803951779,10.0
-11.075813361485359,8.0
-9.864270264775588,10.0
-10.086825620524202,8.0
-10.118815257890322,10.0
-11.566454577069837,10.0
-10.466689443320014,12.0
-11.136859509915475,10.0
-9.459457648298207,10.0
-9.677788345418977,10.0
-10.861777899516726,10.0
-9.212301915080578,12.0
-10.511420303821069,12.0
-9.71549403771031,10.0
-9.855594802073844,10.0
-9.439896816482854,10.0
-11.29654805822896,10.0
-11.57929831698021,10.0
-8.838806230673288,10.0
-10.490477551259904,9.0
-11.168037265359924,12.0
-11.37800118760005,10.0
-11.453002821366777,10.0
-9.826338109627645,9.0
-9.65478292145452,9.0
-10.093760697354334,9.0
-10.02476228838827,10.0
-9.261062406507092,10.0
-11.244661394061048,10.0
-10.44402366509178,8.0
-10.863167332470809,9.0
-10.26493648078852,10.0
-11.16230846070793,10.0
-10.10800006913715,8.0
-11.363692429883084,12.0
-9.988223656601207,10.0
-12.594392268543206,10.0
-11.260865923808373,10.0
-9.978218728818339,12.0
-9.539774821768308,8.0
-9.626627990570483,12.0
-9.676067504993448,12.0
-10.982883645213278,10.0
-9.563660046103275,8.0
-9.217828899435666,10.0
-10.498849573203493,10.0
-9.274779794320636,9.0
-10.208081912792103,12.0
-10.260875153541694,10.0
-10.1304486816485,9.0
-9.079799377311886,10.0
-8.602206324332963,10.0
-9.519263573135712,9.0
-9.301707802920136,9.0
-10.742341745649323,9.0
-12.194500904468685,10.0
-11.395916416057302,12.0
-9.836097107531009,12.0
-9.439983901831942,9.0
-9.897209857136763,8.0
-10.47387243994544,9.0
-10.25916792289393,9.0
-9.787038156415274,9.0
-10.010891813594755,10.0
-10.088921453921083,9.0
-10.003488016321501,12.0
-9.886332812089357,9.0
-9.352284060294286,10.0
-9.336877151152114,10.0
-9.506597303166844,8.0
-11.740425832831573,10.0
-9.793752349647182,12.0
-9.155122123609328,10.0
-9.750169927261872,10.0
-9.195555338754254,10.0
-10.065703383209206,9.0
-9.699552586944726,9.0
-9.531141067290392,10.0
-9.708171891571908,9.0
-8.862672297327272,12.0
-9.739413425853995,12.0
-11.626751086975663,10.0
-11.348254421226805,10.0
-10.334382209200008,8.0
-10.880848826720337,10.0
-10.406230418212054,12.0
-8.228479295944462,12.0
-9.167821269936429,9.0
-9.866934471482587,10.0
-9.626593819804752,9.0
-10.45638782286304,12.0
-10.068972136534594,9.0
-10.769130706757771,12.0
-10.822548001633105,10.0
-10.229617842666464,10.0
-9.707543727968956,9.0
-9.666327419615092,10.0
-9.750479182923407,12.0
-9.980203806027419,9.0
-9.055400755920196,12.0
-10.2856294625394,9.0
-9.05715736661341,10.0
-12.724622901336796,10.0
-11.390411437457486,8.0
-10.274072606935642,10.0
-10.221297080739369,8.0
-9.153841452244768,10.0
-9.740795722283528,12.0
-9.275222187561688,12.0
-10.017512384736582,8.0
-9.954132459097105,9.0
-10.584526386360926,10.0
-9.87072544679836,8.0
-11.762373421681662,10.0
-9.623649140591873,8.0
-10.792906356166494,10.0
-9.29631837977181,10.0
-9.284604242575487,12.0
-10.796416913746503,10.0
-10.979828052319036,10.0
-10.872799393117527,10.0
-10.59561570923621,10.0
-10.12507615957171,10.0
-10.308860257809695,10.0
-9.278713394623173,10.0
-10.343891354582853,9.0
-9.072119261795532,10.0
-9.99749818134908,8.0
-9.650472438319449,12.0
-10.186195716804841,10.0
-11.239191081270917,10.0
-10.052550050108115,12.0
-11.319232865416705,10.0
-10.277566862588529,10.0
-9.850861424950569,10.0
-9.529511668558122,9.0
-9.899234444330256,12.0
-9.60729731366569,12.0
-8.210014158216588,12.0
-8.998616184015921,10.0
-10.117086198273814,12.0
-9.892867151518512,10.0
-9.769210733344323,10.0
-11.212466530530243,10.0
-9.821117955320934,9.0
-9.963884493977568,9.0
-10.70773529589591,9.0
-10.713253321617966,10.0
-9.966951164301438,8.0
-9.915732129663564,8.0
-9.979162484858412,10.0
-9.612063959168342,10.0
-10.365405562693457,10.0
-12.214689191039987,10.0
-10.566054947364437,8.0
-9.407838168639335,8.0
-8.957684803005925,10.0
-9.612304881043688,12.0
-9.387331072603118,10.0
-10.646495124844531,10.0
-11.292344516488516,10.0
-9.794923873546377,10.0
-9.24285997907633,12.0
-11.523892890295201,10.0
-12.138388604890356,10.0
-11.171512821280032,10.0
-8.975152375507362,10.0
-9.25877260197686,10.0
-11.913030827496831,10.0
-11.99056437056817,10.0
-11.729905950833915,10.0
-10.112496161433722,9.0
-9.967801471435948,12.0
-12.484300509287127,10.0
-10.163563198446896,9.0
-11.12071517194237,12.0
-9.328434195607151,8.0
-10.242891783414933,10.0
-9.533324311384074,12.0
-9.95458537846962,9.0
-9.061191821674054,10.0
-11.83636120959467,10.0
-11.048037746669623,8.0
-11.347153241684467,9.0
-8.70120848337028,9.0
-9.22087798084018,9.0
-9.285561859168684,9.0
-11.276573656502567,10.0
-9.708783408601477,8.0
-11.601893989222182,10.0
-9.860234948796622,8.0
-9.843835844713084,12.0
-10.572544905287893,10.0
-10.345910066438282,10.0
-9.13944811969491,12.0
-11.567315770288541,10.0
-11.036799649584362,10.0
-10.27976365400421,10.0
-10.224583412182996,10.0
-10.19416693778968,8.0
-12.419353951532415,10.0
-11.26628063240242,10.0
-11.60958771076912,9.0
-10.464519503794646,9.0
-10.24780553595267,10.0
-10.701377884624291,10.0
-12.506409817642517,10.0
-11.759930074080579,12.0
-10.243297447831035,9.0
-9.818791307815214,10.0
-10.186589940733658,10.0
-10.731094784230303,9.0
-9.960626322035056,10.0
-9.737532124114727,10.0
-9.000267522652056,10.0
-10.295186843897898,10.0
-10.983729835227985,12.0
-12.442146287752301,10.0
-10.663187177021632,10.0
-11.03597390248596,8.0
-10.804933779084546,12.0
-10.031642738304136,8.0
-10.029992893739678,10.0
-12.022949477599768,10.0
-11.291018424553352,10.0
-10.024236267478932,12.0
-11.576770931027557,12.0
-9.421725018689576,10.0
-9.244151805981407,9.0
-11.478649612632424,10.0
-9.601273533240455,8.0
-8.721414536830434,12.0
-10.631053688356786,10.0
-9.467723181704793,12.0
-9.75503661473128,9.0
-10.340554835487826,10.0
-11.455707248655298,9.0
-9.52670477368727,10.0
-10.331404813145944,8.0
-9.508857686181331,9.0
-9.558758738322982,8.0
-10.662086612939955,10.0
-8.513714725137358,10.0
-9.669824250690256,10.0
-11.764934291574317,12.0
-9.234338545828312,10.0
-11.316085315760274,12.0
-10.610018529753255,10.0
-9.79185806516216,10.0
-9.822481105489409,9.0
-9.422499423127217,12.0
-9.492296397023836,12.0
-9.107777763791322,10.0
-9.696867619126602,10.0
-10.082666080445987,10.0
-11.832117518131552,10.0
-10.535941497196843,10.0
-12.349939130877807,10.0
-11.89440095452839,12.0
-11.09887164011603,12.0
-9.29048775432777,12.0
-10.239689410337732,10.0
-9.398495156738965,9.0
-9.51985510268806,12.0
-11.362431091506572,10.0
-9.825278080563832,10.0
-9.711456638854283,10.0
-9.457121463090903,12.0
-10.417132375366425,9.0
-11.693423226323425,9.0
-12.638975801623115,10.0
-9.461171334758724,10.0
-10.434778517870932,10.0
-9.58230855965826,12.0
-11.36206200067846,12.0
-9.480562479772685,12.0
-9.240448387340521,10.0
-9.395664468000092,12.0
-9.991024140749099,8.0
-9.430569280271536,12.0
-11.833543304420589,12.0
-10.759163386606888,9.0
-10.90053993550518,10.0
-10.007366653541023,12.0
-11.07096934517013,10.0
-10.248503049680311,9.0
-10.475207760038558,10.0
-9.472617426416843,10.0
-10.725080423523883,10.0
-10.506531142600863,9.0
-11.316292976355054,10.0
-11.090164762086104,10.0
-9.837530497951049,10.0
-10.092473782920962,10.0
-10.227634752658354,10.0
-9.499877636550806,12.0
-10.686243589144102,9.0
-8.656681089746284,12.0
-11.145045034169232,10.0
-9.574280452602178,12.0
-11.669051408797118,9.0
-11.83697813120897,10.0
-9.96941097606684,8.0
-11.514418598935002,10.0
-9.3456210037637,10.0
-9.724046255135164,9.0
-9.246881462862664,12.0
-9.852091740683433,10.0
-10.064522313830789,8.0
-10.244026046302219,9.0
-10.25803825473229,12.0
-10.110200501720259,9.0
-9.783931891747526,10.0
-10.504214094332553,8.0
-10.141602286213136,10.0
-8.768218733047355,9.0
-10.13594463493863,10.0
-8.308395981443638,10.0
-9.347334010664698,12.0
-9.67178011963339,10.0
-10.125196874435467,9.0
-9.067462890651974,10.0
-10.698052156156301,8.0
-10.780781970371839,9.0
-9.566338840892909,12.0
-11.287020626085997,12.0
-9.705643604776414,9.0
-9.858051672354597,9.0
-9.650417658272422,9.0
-9.596980564043257,9.0
-10.018149255992475,10.0
-9.544479766007282,10.0
-10.776387505439082,9.0
-12.259455445310294,10.0
-9.20886865274426,12.0
-10.1099125708964,10.0
-10.14279084052352,10.0
-9.513543830702595,10.0
-8.92543477087839,10.0
-11.286535989048293,12.0
-10.336605236214753,10.0
-10.574036951755113,12.0
-10.158127251145057,8.0
-11.4778397237463,12.0
-9.947673560303718,9.0
-9.944710203782048,12.0
-9.095094030201622,10.0
-9.521586721854614,9.0
-10.53982984200605,9.0
-10.182620294655472,10.0
-10.28934573538581,9.0
-9.542534155201723,10.0
-11.452983844955433,8.0
-10.913401623900691,9.0
-11.776644265178343,10.0
-9.59649601351595,9.0
-8.629679696475211,9.0
-12.1403507645541,10.0
-11.182605011728684,10.0
-11.770611089293505,12.0
-9.86179427411541,8.0
-10.723228352565677,10.0
-10.598166894530099,9.0
-11.141752223323262,10.0
-10.394673545090527,10.0
-9.796157304918495,10.0
-10.196654175548144,10.0
-10.20457878833499,12.0
-9.621218929602048,10.0
-10.629294582118707,10.0
-9.339841664956108,10.0
-10.696309529677224,9.0
-8.582268341995643,10.0
-9.292605038941087,12.0
-12.78790037497549,10.0
-9.253769917042474,12.0
-8.284606624888177,12.0
-10.973418178268616,9.0
-9.735636140390943,10.0
-10.992329758518164,9.0
-10.73230382690097,12.0
-10.006929060107534,8.0
-11.34146903350863,9.0
-9.926139877973252,8.0
-11.592884985293907,10.0
-10.860650812078907,9.0
-9.294450625513909,9.0
-9.53578932539186,10.0
-11.03400014442434,10.0
-9.243411594410654,10.0
-10.041381952128539,10.0
-11.669805530623453,12.0
-9.537144899935214,10.0
-10.428778330561174,9.0
-10.487787362393705,10.0
-10.212332601368015,9.0
-9.145113185484481,10.0
-10.019545341845536,10.0
-9.775999620320356,10.0
-9.463984445990036,10.0
-11.583016628361467,10.0
-10.249176167658284,10.0
-11.030087960506858,10.0
-10.18455619309127,12.0
-9.441878948498942,10.0
-10.018504310382744,10.0
-9.822874664155275,10.0
-9.613718251836763,8.0
-11.342043608851174,10.0
-8.88665575099707,12.0
-9.285120797421548,12.0
-10.636115068296876,12.0
-10.49885722973731,12.0
-9.878289349930663,10.0
-11.69892061013881,10.0
-9.92624999451982,10.0
-9.612471432437909,10.0
-9.51463885886486,12.0
-9.360019428074912,8.0
-11.311689514267638,12.0
-10.140698343664086,10.0
-9.486842378388834,10.0
-9.305661767367361,10.0
-10.822480317175193,10.0
-11.738929014598918,9.0
-11.31889374781294,8.0
-9.491651796154832,12.0
-12.188711946963426,10.0
-9.02475595426335,12.0
-9.336688130208723,9.0
-9.519800820894122,10.0
-10.307713747525932,10.0
-10.224888565744264,12.0
-10.982170799316478,10.0
-11.912576904362258,10.0
-9.817522011884162,10.0
-11.0818612785644,8.0
-11.01959342565756,12.0
-9.813567397355847,10.0
-11.332214918923114,9.0
-9.930870858657478,8.0
-10.169157714168094,10.0
-10.492440688412843,8.0
-10.235420561475541,8.0
-10.429124460314352,8.0
-9.47261115340988,12.0
-9.958408927226598,9.0
-9.216942540894106,10.0
-9.593378043237607,12.0
-10.190927574373145,10.0
-10.61130398916439,9.0
-12.255218375336359,12.0
-9.57664646597349,8.0
-11.74283834672664,12.0
-10.172458005826734,9.0
-9.742013597426968,9.0
-10.148641931694009,10.0
-10.268371421697534,9.0
-9.806660493624106,9.0
-11.069052756499204,9.0
-10.667775120285754,10.0
-11.840391981867867,10.0
-10.748054560323304,12.0
-8.886479640735416,9.0
-9.780587576168049,9.0
-8.69071745076787,12.0
-9.061127366905895,12.0
-8.675637997949487,10.0
-11.260196896090378,10.0
-12.055754536986818,9.0
-9.137894605871523,12.0
-8.957189950288484,9.0
-11.228605982626888,12.0
-11.112397043032146,9.0
-9.78644184248696,8.0
-8.656651116833418,10.0
-9.792808546210082,9.0
-10.33974612813251,10.0
-9.820336972592349,9.0
-11.368652097763466,10.0
-9.814190963101181,9.0
-9.658080640060025,10.0
-9.35266227590375,9.0
-10.42572999435642,12.0
-10.922492113103761,9.0
-9.24656657571964,10.0
-9.563362581216467,9.0
-9.856287708641272,12.0
-10.099052431405031,8.0
-10.814126871807417,12.0
-9.902383660252584,10.0
-11.240280440975043,12.0
-9.527521767017118,12.0
-9.539111513012717,8.0
-11.50169813414724,12.0
-10.202147949774425,9.0
-10.15034302868655,9.0
-10.60171750226175,10.0
-10.201187426437636,9.0
-10.985711805108247,10.0
-9.843455648377809,9.0
-12.872738234889786,10.0
-10.427771257673033,10.0
-10.438178656611589,9.0
-8.89225937271064,10.0
-10.492404972487266,12.0
-10.933680316870438,8.0
-11.30313570886622,10.0
-10.378504862701995,8.0
-11.744180426503563,10.0
-9.673192930004543,10.0
-11.25721133054749,12.0
-10.056814168321896,12.0
-10.002570109832302,8.0
-11.388547432537084,10.0
-9.701964504924641,10.0
-9.342115754879242,10.0
-10.481344483174059,9.0
-11.62989179331705,10.0
-9.518828659809522,10.0
-13.441702420229326,10.0
-11.313016390975642,10.0
-10.37908494435603,9.0
-10.817271521049648,12.0
-11.018971298786958,10.0
-12.16125927763094,10.0
-10.142850712648475,12.0
-8.624330093421898,10.0
-10.478384128452507,10.0
-10.632011010156216,12.0
-10.349322521458815,9.0
-10.676874789177646,12.0
-9.167117032243246,10.0
-10.042504200130374,10.0
-10.610822672358307,10.0
-11.110776703474842,12.0
-10.816250417044923,12.0
-10.783383355849612,9.0
-10.340302046849912,12.0
-10.223293387528875,12.0
-11.406639185759243,10.0
-9.528904222337903,9.0
-11.477486452282125,10.0
-9.997483187868927,12.0
-11.154022290322391,9.0
-11.17812053368739,10.0
-9.923288916560558,10.0
-10.374016904535617,10.0
-11.521397530848914,10.0
-9.970701887984884,10.0
-8.953805163063336,12.0
-10.971302613499466,10.0
-9.894411112297984,9.0
-11.854262451703814,10.0
-10.257442932922618,12.0
-9.99747940218679,10.0
-11.107373065468476,10.0
-9.162323028770311,10.0
-10.578525116206041,10.0
-10.750208856522391,10.0
-9.007711079361297,10.0
-9.68087210569712,8.0
-11.586140998366405,10.0
-11.686485499704318,10.0
-11.540218908567791,10.0
-10.242271981586086,10.0
-12.038247020891703,10.0
-10.587291099735074,10.0
-8.751450093282681,10.0
-9.9009604271566,12.0
-10.469428876260821,10.0
-10.878738945906422,10.0
-10.751906440401353,9.0
-9.316990240523364,8.0
-9.817675811288801,9.0
-10.496875461400517,12.0
-11.246804058968706,10.0
-11.018289430117054,10.0
-9.580498898120243,8.0
-10.808012419138183,12.0
-12.779196046340378,10.0
-10.456275286741576,10.0
-11.027134169902304,10.0
-10.85387923063416,12.0
-8.549155341487035,8.0
-10.435295020536746,9.0
-10.249101044033443,9.0
-11.584139272691045,9.0
-10.461160108639366,10.0
-9.608489660321762,10.0
-10.235614208956937,10.0
-8.768641652266123,12.0
-8.99054138577705,10.0
-9.390123510302153,12.0
-9.853037960329495,10.0
-9.171556779633875,9.0
-9.153306115738497,10.0
-9.804490675375357,8.0
-9.691843570056495,10.0
-9.635464708458727,10.0
-10.552874767897478,9.0
-9.999610722909305,10.0
-10.138356621059723,10.0
-9.884690330298668,10.0
-9.639244340462891,9.0
-12.788249154340035,10.0
-9.190897254344359,12.0
-10.665786460200989,10.0
-10.754121143792771,9.0
-9.430928378187026,9.0
-10.20487647570347,9.0
-9.659496139819051,10.0
-9.458337722119822,10.0
-11.216514320528262,10.0
-10.28469481710285,8.0
-12.220061607295298,9.0
-10.47822848146247,8.0
-12.049263177263846,10.0
-9.467508342033874,10.0
-9.781593320294144,8.0
-9.99066470765021,10.0
-10.21441576004684,10.0
-10.162623956238859,12.0
-10.377117697282912,10.0
-10.341176333848685,9.0
-9.914598216542572,12.0
-9.210602341166167,12.0
-10.980338189680797,10.0
-9.336110424206453,12.0
-9.258917669161171,10.0
-9.54422547667037,9.0
-10.152558416879913,8.0
-9.566219103502466,9.0
-10.900926992746795,10.0
-9.973838143487423,10.0
-10.351412955820866,12.0
-11.316406260626806,8.0
-10.940603920193283,10.0
-11.977524367500717,9.0
-9.264114444275505,10.0
-9.442252776356915,9.0
-9.974842412365083,9.0
-9.877223491787227,10.0
-8.91849683196386,12.0
-9.556823508097162,10.0
-11.720660562273263,10.0
-12.000499363350233,10.0
-9.823579834693163,8.0
-9.994237546437244,10.0
-10.632988933463778,9.0
-11.039340977956396,12.0
-9.740423898803604,10.0
-9.224260758830582,12.0
-9.086190860478839,10.0
-10.409090754044595,9.0
-10.725253437732597,10.0
-9.729145285995646,10.0
-10.109974853641194,12.0
-10.397391499003689,10.0
-9.722419800726621,9.0
-9.431017053556612,12.0
-9.301758735516351,12.0
-10.301525818804986,10.0
-9.379448239830909,9.0
-11.531952352425526,10.0
-12.100847611272684,10.0
-8.632653840412354,12.0
-9.633778723387522,10.0
-9.021791104141485,10.0
-10.753821859335291,10.0
-9.987409141227033,8.0
-9.743062607223322,10.0
-10.667531826625899,8.0
-9.195623920483374,10.0
-9.287575813947955,9.0
-10.859802754761622,12.0
-10.691177151813179,10.0
-10.618449571743863,9.0
-10.102856928943684,12.0
-11.060970170271602,12.0
-9.981825059486185,10.0
-10.797872505180138,10.0
-11.1919417849245,10.0
-10.05429037069968,10.0
-9.79556349015397,12.0
-9.709884240781387,9.0
-9.087213401035262,10.0
-11.234045802718818,10.0
-10.1093367095208,8.0
-8.667626420449775,10.0
-8.939951380047317,10.0
-9.675925708200737,12.0
-9.435373551393079,9.0
-9.49968768012738,9.0
-9.093441729561118,10.0
-10.924176694012191,12.0
-9.57043971893387,9.0
-9.386849983506705,9.0
-11.71318501069157,10.0
-9.48730418227354,10.0
-11.886816887537275,10.0
-9.826080719265478,9.0
-9.746468066298297,10.0
-9.406864232256293,10.0
-11.248815082207399,10.0
-10.320723178074475,9.0
-9.600703472893219,9.0
-9.817357099865188,12.0
-13.297140974905012,10.0
-11.521375914252255,9.0
-10.66338970385337,10.0
-9.912862041398087,10.0
-9.69035512463374,10.0
-10.974476540987913,10.0
-10.848389215383838,9.0
-9.148192009857638,9.0
-8.961329202055168,12.0
-9.361816416332902,8.0
