empl_ttl_lc2vs0_iate,lmp_cw
-11.57929831698021,4.0
-8.838806230673288,1.0
-10.490477551259904,3.0
-11.168037265359924,4.0
-11.37800118760005,4.0
-11.453002821366777,4.0
-9.826338109627645,4.0
-9.65478292145452,3.0
-10.093760697354334,2.0
-10.02476228838827,3.0
-9.261062406507092,2.0
-11.244661394061048,3.0
-10.44402366509178,3.0
-10.863167332470809,1.0
-10.26493648078852,4.0
-11.16230846070793,4.0
-10.10800006913715,1.0
-11.363692429883084,2.0
-9.988223656601207,4.0
-12.594392268543206,1.0
-11.260865923808373,1.0
-9.978218728818339,4.0
-9.539774821768308,2.0
-9.626627990570483,4.0
-9.676067504993448,1.0
-10.982883645213278,1.0
-9.563660046103275,1.0
-9.217828899435666,4.0
-10.498849573203493,3.0
-9.274779794320636,4.0
-10.208081912792103,1.0
-10.260875153541694,4.0
-10.1304486816485,1.0
-9.079799377311886,4.0
-8.602206324332963,4.0
-9.519263573135712,2.0
-9.301707802920136,4.0
-10.742341745649323,2.0
-12.194500904468685,3.0
-11.395916416057302,2.0
-9.836097107531009,4.0
-9.439983901831942,4.0
-9.897209857136763,3.0
-10.47387243994544,4.0
-10.25916792289393,2.0
-9.787038156415274,4.0
-10.010891813594755,3.0
-10.088921453921083,2.0
-10.003488016321501,4.0
-9.886332812089357,1.0
-9.352284060294286,3.0
-9.336877151152114,4.0
-9.506597303166844,1.0
-11.740425832831573,4.0
-9.793752349647182,4.0
-9.155122123609328,4.0
-9.750169927261872,2.0
-9.195555338754254,1.0
-10.065703383209206,3.0
-9.699552586944726,2.0
-9.531141067290392,3.0
-9.708171891571908,3.0
-8.862672297327272,4.0
-9.739413425853995,3.0
-11.626751086975663,1.0
-11.348254421226805,1.0
-10.334382209200008,3.0
-10.880848826720337,3.0
-10.406230418212054,3.0
-8.228479295944462,3.0
-9.167821269936429,3.0
-9.866934471482587,3.0
-9.626593819804752,4.0
-10.45638782286304,1.0
-10.068972136534594,2.0
-10.769130706757771,3.0
-10.822548001633105,1.0
-10.229617842666464,3.0
-9.707543727968956,4.0
-9.666327419615092,4.0
-9.750479182923407,3.0
-9.980203806027419,3.0
-9.055400755920196,3.0
-10.2856294625394,2.0
-9.05715736661341,3.0
-12.724622901336796,1.0
-11.390411437457486,4.0
-10.274072606935642,2.0
-10.221297080739369,3.0
-9.153841452244768,2.0
-9.740795722283528,4.0
-9.275222187561688,2.0
-10.017512384736582,4.0
-9.954132459097105,4.0
-10.584526386360926,4.0
-9.87072544679836,3.0
-11.762373421681662,3.0
-9.623649140591873,4.0
-10.792906356166494,1.0
-9.29631837977181,1.0
-9.284604242575487,2.0
-10.796416913746503,3.0
-10.979828052319036,4.0
-10.872799393117527,3.0
-10.59561570923621,4.0
-10.12507615957171,4.0
-10.308860257809695,4.0
-9.278713394623173,3.0
-10.343891354582853,3.0
-9.072119261795532,2.0
-9.99749818134908,3.0
-9.650472438319449,4.0
-10.186195716804841,1.0
-11.239191081270917,4.0
-10.052550050108115,4.0
-11.319232865416705,4.0
-10.277566862588529,3.0
-9.850861424950569,3.0
-9.529511668558122,3.0
-9.899234444330256,2.0
-9.60729731366569,2.0
-8.210014158216588,3.0
-8.998616184015921,3.0
-10.117086198273814,3.0
-9.892867151518512,1.0
-9.769210733344323,4.0
-11.212466530530243,1.0
-9.821117955320934,3.0
-9.963884493977568,3.0
-10.70773529589591,4.0
-10.713253321617966,3.0
-9.966951164301438,4.0
-9.915732129663564,1.0
-9.979162484858412,4.0
-9.612063959168342,1.0
-10.365405562693457,3.0
-12.214689191039987,1.0
-10.566054947364437,4.0
-9.407838168639335,3.0
-8.957684803005925,3.0
-9.612304881043688,3.0
-9.387331072603118,4.0
-10.646495124844531,3.0
-11.292344516488516,3.0
-9.794923873546377,1.0
-9.24285997907633,4.0
-11.523892890295201,2.0
-12.138388604890356,1.0
-11.171512821280032,4.0
-8.975152375507362,2.0
-9.25877260197686,2.0
-11.913030827496831,1.0
-11.99056437056817,3.0
-11.729905950833915,1.0
-10.112496161433722,3.0
-9.967801471435948,2.0
-12.484300509287127,3.0
-10.163563198446896,3.0
-11.12071517194237,1.0
-9.328434195607151,3.0
-10.242891783414933,4.0
-9.533324311384074,3.0
-9.95458537846962,3.0
-9.061191821674054,2.0
-11.83636120959467,2.0
-11.048037746669623,1.0
-11.347153241684467,3.0
-8.70120848337028,1.0
-9.22087798084018,2.0
-9.285561859168684,4.0
-11.276573656502567,4.0
-9.708783408601477,4.0
-11.601893989222182,4.0
-9.860234948796622,4.0
-9.843835844713084,4.0
-10.572544905287893,1.0
-10.345910066438282,1.0
-9.13944811969491,3.0
-11.567315770288541,4.0
-11.036799649584362,4.0
-10.27976365400421,1.0
-10.224583412182996,3.0
-10.19416693778968,2.0
-12.419353951532415,4.0
-11.26628063240242,4.0
-11.60958771076912,4.0
-10.464519503794646,2.0
-10.24780553595267,3.0
-10.701377884624291,4.0
-12.506409817642517,1.0
-11.759930074080579,1.0
-10.243297447831035,1.0
-9.818791307815214,1.0
-10.186589940733658,4.0
-10.731094784230303,1.0
-9.960626322035056,2.0
-9.737532124114727,1.0
-9.000267522652056,2.0
-10.295186843897898,2.0
-10.983729835227985,3.0
-12.442146287752301,1.0
-10.663187177021632,2.0
-11.03597390248596,4.0
-10.804933779084546,3.0
-10.031642738304136,1.0
-10.029992893739678,1.0
-12.022949477599768,1.0
-11.291018424553352,3.0
-10.024236267478932,4.0
-11.576770931027557,3.0
-9.421725018689576,4.0
-9.244151805981407,3.0
-11.478649612632424,3.0
-9.601273533240455,1.0
-8.721414536830434,1.0
-10.631053688356786,1.0
-9.467723181704793,4.0
-9.75503661473128,3.0
-10.340554835487826,3.0
-11.455707248655298,3.0
-9.52670477368727,3.0
-10.331404813145944,1.0
-9.508857686181331,4.0
-9.558758738322982,3.0
-10.662086612939955,2.0
-8.513714725137358,1.0
-9.669824250690256,1.0
-11.764934291574317,3.0
-9.234338545828312,3.0
-11.316085315760274,4.0
-10.610018529753255,3.0
-9.79185806516216,4.0
-9.822481105489409,4.0
-9.422499423127217,3.0
-9.492296397023836,3.0
-9.107777763791322,3.0
-9.696867619126602,1.0
-10.082666080445987,1.0
-11.832117518131552,3.0
-10.535941497196843,1.0
-12.349939130877807,1.0
-11.89440095452839,4.0
-11.09887164011603,3.0
-9.29048775432777,4.0
-10.239689410337732,2.0
-9.398495156738965,4.0
-9.51985510268806,2.0
-11.362431091506572,3.0
-9.825278080563832,4.0
-9.711456638854283,4.0
-9.457121463090903,2.0
-10.417132375366425,3.0
-11.693423226323425,1.0
-12.638975801623115,1.0
-9.461171334758724,4.0
-10.434778517870932,4.0
-9.58230855965826,3.0
-11.36206200067846,4.0
-9.480562479772685,3.0
-9.240448387340521,2.0
-9.395664468000092,3.0
-9.991024140749099,2.0
-9.430569280271536,4.0
-11.833543304420589,4.0
-10.759163386606888,3.0
-10.90053993550518,4.0
-10.007366653541023,1.0
-11.07096934517013,3.0
-10.248503049680311,4.0
-10.475207760038558,3.0
-9.472617426416843,3.0
-10.725080423523883,4.0
-10.506531142600863,1.0
-11.316292976355054,4.0
-11.090164762086104,3.0
-9.837530497951049,4.0
-10.092473782920962,3.0
-10.227634752658354,1.0
-9.499877636550806,4.0
-10.686243589144102,1.0
-8.656681089746284,3.0
-11.145045034169232,1.0
-9.574280452602178,4.0
-11.669051408797118,2.0
-11.83697813120897,1.0
-9.96941097606684,3.0
-11.514418598935002,3.0
-9.3456210037637,2.0
-9.724046255135164,3.0
-9.246881462862664,4.0
-9.852091740683433,1.0
-10.064522313830789,3.0
-10.244026046302219,1.0
-10.25803825473229,4.0
-10.110200501720259,3.0
-9.783931891747526,1.0
-10.504214094332553,3.0
-10.141602286213136,4.0
-8.768218733047355,3.0
-10.13594463493863,1.0
-8.308395981443638,3.0
-9.347334010664698,1.0
-9.67178011963339,4.0
-10.125196874435467,3.0
-9.067462890651974,2.0
-10.698052156156301,4.0
-10.780781970371839,1.0
-9.566338840892909,3.0
-11.287020626085997,3.0
-9.705643604776414,2.0
-9.858051672354597,3.0
-9.650417658272422,4.0
-9.596980564043257,4.0
-10.018149255992475,2.0
-9.544479766007282,3.0
-10.776387505439082,3.0
-12.259455445310294,4.0
-9.20886865274426,3.0
-10.1099125708964,4.0
-10.14279084052352,4.0
-9.513543830702595,4.0
-8.92543477087839,3.0
-11.286535989048293,4.0
-10.336605236214753,1.0
-10.574036951755113,4.0
-10.158127251145057,4.0
-11.4778397237463,2.0
-9.947673560303718,3.0
-9.944710203782048,1.0
-9.095094030201622,3.0
-9.521586721854614,3.0
-10.53982984200605,4.0
-10.182620294655472,3.0
-10.28934573538581,4.0
-9.542534155201723,1.0
-11.452983844955433,3.0
-10.913401623900691,4.0
-11.776644265178343,4.0
-9.59649601351595,4.0
-8.629679696475211,1.0
-12.1403507645541,2.0
-11.182605011728684,3.0
-11.770611089293505,4.0
-9.86179427411541,4.0
-10.723228352565677,4.0
-10.598166894530099,2.0
-11.141752223323262,2.0
-10.394673545090527,1.0
-9.796157304918495,1.0
-10.196654175548144,4.0
-10.20457878833499,4.0
-9.621218929602048,3.0
-10.629294582118707,1.0
-9.339841664956108,3.0
-10.696309529677224,4.0
-8.582268341995643,1.0
-9.292605038941087,4.0
-12.78790037497549,3.0
-9.253769917042474,4.0
-8.284606624888177,2.0
-10.973418178268616,2.0
-9.735636140390943,1.0
-10.992329758518164,3.0
-10.73230382690097,4.0
-10.006929060107534,2.0
-11.34146903350863,4.0
-9.926139877973252,3.0
-11.592884985293907,3.0
-10.860650812078907,3.0
-9.294450625513909,4.0
-9.53578932539186,4.0
-11.03400014442434,4.0
-9.243411594410654,2.0
-10.041381952128539,1.0
-11.669805530623453,3.0
-9.537144899935214,2.0
-10.428778330561174,4.0
-10.487787362393705,1.0
-10.212332601368015,1.0
-9.145113185484481,3.0
-10.019545341845536,3.0
-9.775999620320356,3.0
-9.463984445990036,4.0
-11.583016628361467,1.0
-10.249176167658284,3.0
-11.030087960506858,4.0
-10.18455619309127,3.0
-9.441878948498942,4.0
-10.018504310382744,1.0
-9.822874664155275,4.0
-9.613718251836763,4.0
-11.342043608851174,3.0
-8.88665575099707,2.0
-9.285120797421548,4.0
-10.636115068296876,1.0
-10.49885722973731,1.0
-9.878289349930663,4.0
-11.69892061013881,1.0
-9.92624999451982,1.0
-9.612471432437909,3.0
-9.51463885886486,1.0
-9.360019428074912,3.0
-11.311689514267638,4.0
-10.140698343664086,3.0
-9.486842378388834,4.0
-9.305661767367361,2.0
-10.822480317175193,4.0
-11.738929014598918,4.0
-11.31889374781294,4.0
-9.491651796154832,2.0
-12.188711946963426,1.0
-9.02475595426335,4.0
-9.336688130208723,3.0
-9.519800820894122,3.0
-10.307713747525932,1.0
-10.224888565744264,2.0
-10.982170799316478,1.0
-11.912576904362258,4.0
-9.817522011884162,3.0
-11.0818612785644,2.0
-11.01959342565756,4.0
-9.813567397355847,3.0
-11.332214918923114,2.0
-9.930870858657478,2.0
-10.169157714168094,4.0
-10.492440688412843,1.0
-10.235420561475541,1.0
-10.429124460314352,3.0
-9.47261115340988,3.0
-9.958408927226598,3.0
-9.216942540894106,4.0
-9.593378043237607,3.0
-10.190927574373145,4.0
-10.61130398916439,1.0
-12.255218375336359,4.0
-9.57664646597349,2.0
-11.74283834672664,3.0
-10.172458005826734,3.0
-9.742013597426968,4.0
-10.148641931694009,4.0
-10.268371421697534,4.0
-9.806660493624106,3.0
-11.069052756499204,3.0
-10.667775120285754,4.0
-11.840391981867867,4.0
-10.748054560323304,4.0
-8.886479640735416,1.0
-9.780587576168049,2.0
-8.69071745076787,4.0
-9.061127366905895,2.0
-8.675637997949487,3.0
-11.260196896090378,3.0
-12.055754536986818,1.0
-9.137894605871523,4.0
-8.957189950288484,3.0
-11.228605982626888,2.0
-11.112397043032146,2.0
-9.78644184248696,1.0
-8.656651116833418,4.0
-9.792808546210082,4.0
-10.33974612813251,4.0
-9.820336972592349,4.0
-11.368652097763466,3.0
-9.814190963101181,3.0
-9.658080640060025,4.0
-9.35266227590375,4.0
-10.42572999435642,4.0
-10.922492113103761,1.0
-9.24656657571964,2.0
-9.563362581216467,4.0
-9.856287708641272,3.0
-10.099052431405031,1.0
-10.814126871807417,1.0
-9.902383660252584,4.0
-11.240280440975043,3.0
-9.527521767017118,4.0
-9.539111513012717,4.0
-11.50169813414724,3.0
-10.202147949774425,1.0
-10.15034302868655,4.0
-10.60171750226175,2.0
-10.201187426437636,4.0
-10.985711805108247,1.0
-9.843455648377809,4.0
-12.872738234889786,3.0
-10.427771257673033,4.0
-10.438178656611589,1.0
-8.89225937271064,3.0
-10.492404972487266,3.0
-10.933680316870438,1.0
-11.30313570886622,1.0
-10.378504862701995,1.0
-11.744180426503563,4.0
-9.673192930004543,4.0
-11.25721133054749,4.0
-10.056814168321896,2.0
-10.002570109832302,3.0
-11.388547432537084,4.0
-9.701964504924641,3.0
-9.342115754879242,3.0
-10.481344483174059,2.0
-11.62989179331705,1.0
-9.518828659809522,2.0
-13.441702420229326,3.0
-11.313016390975642,1.0
-10.37908494435603,1.0
-10.817271521049648,1.0
-11.018971298786958,3.0
-12.16125927763094,3.0
-10.142850712648475,4.0
-8.624330093421898,1.0
-10.478384128452507,1.0
-10.632011010156216,3.0
-10.349322521458815,1.0
-10.676874789177646,2.0
-9.167117032243246,2.0
-10.042504200130374,2.0
-10.610822672358307,4.0
-11.110776703474842,2.0
-10.816250417044923,1.0
-10.783383355849612,4.0
-10.340302046849912,4.0
-10.223293387528875,4.0
-11.406639185759243,4.0
-9.528904222337903,3.0
-11.477486452282125,1.0
-9.997483187868927,4.0
-11.154022290322391,1.0
-11.17812053368739,4.0
-9.923288916560558,2.0
-10.374016904535617,3.0
-11.521397530848914,4.0
-9.970701887984884,2.0
-8.953805163063336,4.0
-10.971302613499466,4.0
-9.894411112297984,4.0
-11.854262451703814,3.0
-10.257442932922618,4.0
-9.99747940218679,2.0
-11.107373065468476,1.0
-9.162323028770311,3.0
-10.578525116206041,3.0
-10.750208856522391,4.0
-9.007711079361297,2.0
-9.68087210569712,1.0
-11.586140998366405,2.0
-11.686485499704318,3.0
-11.540218908567791,1.0
-10.242271981586086,3.0
-12.038247020891703,1.0
-10.587291099735074,2.0
-8.751450093282681,2.0
-9.9009604271566,4.0
-10.469428876260821,4.0
-10.878738945906422,3.0
-10.751906440401353,2.0
-9.316990240523364,4.0
-9.817675811288801,1.0
-10.496875461400517,1.0
-11.246804058968706,3.0
-11.018289430117054,2.0
-9.580498898120243,1.0
-10.808012419138183,3.0
-12.779196046340378,1.0
-10.456275286741576,4.0
-11.027134169902304,3.0
-10.85387923063416,4.0
-8.549155341487035,2.0
-10.435295020536746,1.0
-10.249101044033443,3.0
-11.584139272691045,1.0
-10.461160108639366,3.0
-9.608489660321762,2.0
-10.235614208956937,3.0
-8.768641652266123,4.0
-8.99054138577705,3.0
-9.390123510302153,3.0
-9.853037960329495,3.0
-9.171556779633875,4.0
-9.153306115738497,1.0
-9.804490675375357,3.0
-9.691843570056495,1.0
-9.635464708458727,2.0
-10.552874767897478,4.0
-9.999610722909305,4.0
-10.138356621059723,2.0
-9.884690330298668,3.0
-9.639244340462891,4.0
-12.788249154340035,2.0
-9.190897254344359,2.0
-10.665786460200989,4.0
-10.754121143792771,1.0
-9.430928378187026,3.0
-10.20487647570347,1.0
-9.659496139819051,4.0
-9.458337722119822,3.0
-11.216514320528262,4.0
-10.28469481710285,1.0
-12.220061607295298,1.0
-10.47822848146247,4.0
-12.049263177263846,1.0
-9.467508342033874,2.0
-9.781593320294144,2.0
-9.99066470765021,1.0
-10.21441576004684,4.0
-10.162623956238859,4.0
-10.377117697282912,3.0
-10.341176333848685,3.0
-9.914598216542572,2.0
-9.210602341166167,4.0
-10.980338189680797,1.0
-9.336110424206453,3.0
-9.258917669161171,2.0
-9.54422547667037,4.0
-10.152558416879913,4.0
-9.566219103502466,4.0
-10.900926992746795,4.0
-9.973838143487423,4.0
-10.351412955820866,1.0
-11.316406260626806,1.0
-10.940603920193283,2.0
-11.977524367500717,3.0
-9.264114444275505,3.0
-9.442252776356915,1.0
-9.974842412365083,3.0
-9.877223491787227,4.0
-8.91849683196386,4.0
-9.556823508097162,4.0
-11.720660562273263,3.0
-12.000499363350233,3.0
-9.823579834693163,1.0
-9.994237546437244,2.0
-10.632988933463778,1.0
-11.039340977956396,1.0
-9.740423898803604,4.0
-9.224260758830582,2.0
-9.086190860478839,3.0
-10.409090754044595,3.0
-10.725253437732597,1.0
-9.729145285995646,1.0
-10.109974853641194,1.0
-10.397391499003689,3.0
-9.722419800726621,3.0
-9.431017053556612,4.0
-9.301758735516351,4.0
-10.301525818804986,4.0
-9.379448239830909,3.0
-11.531952352425526,1.0
-12.100847611272684,2.0
-8.632653840412354,3.0
-9.633778723387522,4.0
-9.021791104141485,1.0
-10.753821859335291,4.0
-9.987409141227033,1.0
-9.743062607223322,3.0
-10.667531826625899,3.0
-9.195623920483374,4.0
-9.287575813947955,1.0
-10.859802754761622,4.0
-10.691177151813179,1.0
-10.618449571743863,2.0
-10.102856928943684,4.0
-11.060970170271602,4.0
-9.981825059486185,4.0
-10.797872505180138,4.0
-11.1919417849245,2.0
-10.05429037069968,3.0
-9.79556349015397,2.0
-9.709884240781387,3.0
-9.087213401035262,4.0
-11.234045802718818,4.0
-10.1093367095208,4.0
-8.667626420449775,3.0
-8.939951380047317,3.0
-9.675925708200737,2.0
-9.435373551393079,1.0
-9.49968768012738,3.0
-9.093441729561118,4.0
-10.924176694012191,1.0
-9.57043971893387,4.0
-9.386849983506705,4.0
-11.71318501069157,3.0
-9.48730418227354,4.0
-11.886816887537275,3.0
-9.826080719265478,1.0
-9.746468066298297,2.0
-9.406864232256293,4.0
-11.248815082207399,1.0
-10.320723178074475,2.0
-9.600703472893219,2.0
-9.817357099865188,3.0
-13.297140974905012,1.0
-11.521375914252255,1.0
-10.66338970385337,3.0
-9.912862041398087,3.0
-9.69035512463374,2.0
-10.974476540987913,4.0
-10.848389215383838,1.0
-9.148192009857638,4.0
-8.961329202055168,3.0
