sal_avg_lc1vs0_iate,age
-1035.8719310758024,49.0
-16020.440062487536,41.0
-7332.044911711551,41.0
-12498.667019472758,32.0
-7674.683263877327,44.0
-5373.937467221862,45.0
-686.1375662136179,42.0
-2780.854156387919,47.0
-7917.3120189264855,34.0
-15153.016100497083,33.0
-2322.72919592552,46.0
-13659.446268026306,30.0
-6929.011200109053,50.0
-4178.243186792879,32.0
-6760.5803601499465,34.0
129.02587047170118,48.0
-3188.3456954588855,42.0
-9516.46720148789,39.0
-12148.931194371155,48.0
-17467.404146722085,37.0
-99.55215731127896,44.0
-9954.11008771275,38.0
-12340.991839544764,47.0
-22115.340534184284,30.0
-13646.644695816767,31.0
-19331.30150918461,37.0
-5221.6323170013475,43.0
-9035.514445965622,48.0
-5633.8254680590435,35.0
-3150.3597379570047,39.0
61.603499859006206,49.0
-809.3600076635765,33.0
-5088.28188985917,50.0
-9845.008909172207,43.0
-2325.1764468510323,39.0
-1401.38632168183,40.0
-5462.31451767597,41.0
-9208.440692572245,33.0
-12060.361812287854,42.0
-1877.1333062559243,47.0
-7939.82181647421,36.0
-4289.047389677107,50.0
-4329.475988185806,32.0
-6057.285302540813,41.0
-12858.643002236697,42.0
-3233.4681086029673,42.0
-15721.164024572412,31.0
-4019.193578120883,44.0
-4551.6248740010815,38.0
-12667.710940098932,38.0
-7407.42116595402,33.0
-791.8595690477719,45.0
-516.7286420895089,50.0
-4374.179819366855,48.0
-9612.923418916133,45.0
-3124.1194900100418,41.0
-4393.087762808689,40.0
-9281.123888493767,37.0
-13369.916645841367,43.0
-332.6247287640006,43.0
-4420.8483477278005,42.0
843.4764231047986,46.0
-4501.652017824425,40.0
-14574.756331154884,32.0
-5898.811925904287,39.0
-10915.629957207562,39.0
-3393.5474613805527,49.0
-1790.2938023615307,45.0
-6779.621904868421,43.0
-11186.295105876994,32.0
-2072.3387249033294,50.0
-4728.134292884336,43.0
-2464.5444549670647,44.0
-4890.754711351303,34.0
-1975.4436891613839,47.0
-14353.168442913957,47.0
-5248.791732272066,40.0
-3258.6598438061496,31.0
-14484.53520635545,43.0
-13719.420613139444,43.0
418.77951603120266,42.0
-5820.403460492722,46.0
-3923.809481553684,34.0
-6012.458123978594,40.0
-1908.3100156375783,31.0
-9083.872791494341,42.0
-998.069438264339,41.0
-6671.742299915239,30.0
-12379.881014613526,48.0
-4216.219277321648,33.0
-6693.013615916123,40.0
-11071.208568010901,50.0
-2478.543754149246,31.0
-488.41337405113245,40.0
-13691.72052806198,44.0
-14128.533776318436,44.0
-15912.337258743926,35.0
-6756.45890750644,33.0
-8183.009400915584,32.0
-9451.040630731293,35.0
93.47101372796806,50.0
-915.5316926913895,41.0
-13203.22852541862,42.0
-8542.443471992334,45.0
-11755.0004357309,49.0
-10728.017803723189,35.0
-4820.271094648853,48.0
-5014.965581160821,50.0
-5736.636853917389,40.0
-12197.972383109241,44.0
-4411.5913038615545,45.0
-8965.25776335777,39.0
-4581.8077661122525,35.0
-5883.638922952283,43.0
-1220.4746276351077,45.0
785.5890665439155,46.0
-4930.239459270647,49.0
-7355.3104714523215,37.0
-6842.9120655217075,35.0
-8311.348487358666,34.0
-15470.406179081358,36.0
-1384.8947845838256,41.0
-5625.061268035523,41.0
-5395.67485102924,31.0
-15147.025265905453,45.0
-2822.5401888264732,43.0
-6903.310919547794,31.0
-423.39900864083916,42.0
-3055.2002107567855,47.0
-13555.961185549682,32.0
-3565.720696760329,40.0
-2868.2662463800298,41.0
-4596.493203592747,36.0
-6738.5403138022575,46.0
-6028.078368799315,41.0
-14046.276332787986,50.0
-5652.72043934389,45.0
-6392.65184826066,30.0
-11651.224493031139,39.0
-5094.066725552315,49.0
-3774.5193787867847,45.0
-11254.285114087921,50.0
-4794.233587543227,43.0
-2693.1745911559947,42.0
-5392.059907346633,39.0
-986.6002414598257,43.0
-281.5467512306061,44.0
-9157.941354466157,46.0
-13578.040745633969,48.0
-7487.5067923364295,33.0
-3109.370698012696,42.0
-3913.21213455862,50.0
-14162.201534433103,38.0
-12089.657537156765,34.0
-4952.782302663369,49.0
-21019.058765765585,36.0
-14377.802785873375,35.0
-1768.7706594950723,48.0
-13032.786842559999,35.0
-1578.433927490505,45.0
-2951.3700701380494,31.0
-15797.855253188938,30.0
-4429.474466530127,33.0
-4838.923590867564,44.0
-4005.959259658681,48.0
-2919.7176323197978,35.0
-4806.106171835139,30.0
-3854.88029194318,42.0
-5716.18291391208,36.0
-1170.2571990466827,39.0
436.6982479815158,47.0
-3219.77662664081,43.0
-1996.0484140403519,49.0
-18129.880000110792,31.0
-18359.972892744496,34.0
-8083.324319560273,46.0
-1210.0758095611673,47.0
-8592.231622147412,42.0
-5871.968701092864,39.0
-11569.190347748565,50.0
-6968.749078568314,36.0
-3664.679630900388,42.0
-5548.876307371849,44.0
-5627.451770555057,42.0
-8283.528353936688,46.0
-7160.991087807062,34.0
-310.37168021049587,48.0
-1435.81757479522,46.0
-7042.406618480248,37.0
-4984.466581442169,49.0
-56.332324080462854,38.0
-890.7201069562044,40.0
-5623.532942652184,30.0
-5396.959513890426,35.0
-6354.204723872521,47.0
-13081.173822566274,33.0
-3516.0683503919913,35.0
-13179.946094300192,41.0
-1402.1118874583099,42.0
-5064.680268330811,37.0
-15142.039150547493,33.0
-12184.736648898739,33.0
-11721.258057564693,48.0
-3554.0336516271745,49.0
-2336.8611008700263,50.0
-3087.421922571013,39.0
-8116.2432350993,41.0
-4256.020004777762,45.0
-3166.268722738242,42.0
-5083.098479900222,32.0
-7249.2394924372575,32.0
-7654.06532204916,42.0
-5036.034121972742,39.0
-2927.630551073811,50.0
-1845.1371319304153,42.0
157.73924563196465,47.0
-1310.7774424573415,49.0
-3778.114919996482,35.0
-2314.691927568677,30.0
-12962.884879629299,38.0
-3063.367050500656,48.0
-20362.931802059928,33.0
-15476.81090667004,40.0
-7412.540871392797,38.0
-11445.4817573018,49.0
-2723.5375830212824,30.0
-2675.113382706033,47.0
-4006.180352637508,34.0
-3638.1642275587874,46.0
-1908.2944285240148,43.0
-9689.440983130307,50.0
-2557.6141537202516,43.0
-16016.32343245035,49.0
-9480.106396580893,45.0
-6308.700603407124,33.0
-979.3349252982789,43.0
-3821.86625847277,31.0
-10013.19827576287,40.0
-6690.749180257399,50.0
-13466.16573720635,31.0
-4166.463158603381,46.0
-6964.490701030813,37.0
-5169.819878103179,50.0
-2257.69845648953,42.0
-13247.345947612272,45.0
-1294.5215235593964,50.0
-4270.438668968397,50.0
-5388.595103984489,50.0
-17338.561453190447,37.0
-8050.913766130763,49.0
-3428.0492716493263,47.0
-5141.046663683175,46.0
-9916.177181186195,32.0
-4320.656988476181,45.0
-4407.522207813247,38.0
-2230.193323135474,40.0
-2217.3322666341087,39.0
-2434.196615640961,31.0
-1330.114775175698,45.0
-5202.01330874447,38.0
-5142.564051903999,39.0
-51.978554769794414,44.0
-16293.842130432646,43.0
-6083.449440380389,42.0
-1697.2534334729398,47.0
-5329.038740216331,43.0
-10995.475890302167,40.0
-1936.9311912179614,46.0
-7147.902861578558,36.0
-5789.560563698852,46.0
-3384.6712028387556,35.0
-4309.145429733903,40.0
-18055.148318792264,32.0
-12295.465366261204,47.0
-3357.191150572341,48.0
-96.74307384329359,46.0
-55.195075779701654,41.0
-3596.1298118226423,32.0
-4652.36457777332,47.0
-11656.608530933629,49.0
-6822.059793696728,45.0
-3062.0748199785503,46.0
-14704.13996861499,30.0
-22613.334951174365,32.0
-11681.714306483214,41.0
-2690.328832907179,36.0
-145.76452319616442,44.0
-9534.153239810177,46.0
-8783.251104575227,49.0
-11848.243754399995,34.0
-6825.626377529973,33.0
-5914.429739644209,35.0
-18599.305977015687,37.0
-11797.697044277511,43.0
-11779.350052012396,34.0
-1228.1446893008183,46.0
-5070.627808423442,45.0
-2013.7771281006735,41.0
-4184.450382434787,49.0
-4429.686481721788,36.0
-15704.460182145114,48.0
-17538.79280218833,40.0
-15469.449232276143,33.0
-6605.8529427610465,33.0
-6822.916254011411,36.0
-2804.173394698051,44.0
-14581.692431403178,39.0
-2898.8212567829805,38.0
-12532.896318914689,46.0
-9409.879074009157,47.0
-811.951978044432,49.0
-6835.832320843381,32.0
-7881.8853749831,38.0
-4014.518867067818,45.0
-8848.296479403358,49.0
-4922.656449051396,47.0
-7944.978288549212,33.0
-3316.8892568799683,42.0
-15515.62960784151,39.0
-20928.293569871963,36.0
-10876.75302727928,48.0
-15384.926845707749,45.0
-2208.539319741445,44.0
-4678.384697793139,46.0
-5325.263822532751,49.0
-20550.250884253855,35.0
-13565.75219235308,35.0
-13920.475668151385,35.0
-3002.2481816884792,33.0
-4031.3602429117104,35.0
-8808.473852875813,32.0
-10102.30780652062,38.0
-5954.354116014114,30.0
-834.0120585124293,37.0
-8727.131418268327,41.0
-6971.425860202115,48.0
-18402.801206939464,35.0
-17242.61339807188,42.0
-14923.882998099945,45.0
-5249.8491770962455,49.0
-6792.929377688576,32.0
-6525.790521230951,34.0
-15448.3705829535,31.0
-8992.764398352396,50.0
-7627.7835946544765,49.0
-8520.930671184014,46.0
-563.6565441697797,49.0
-11149.090747767625,41.0
-17383.33206356701,39.0
-7822.022903112245,37.0
-2240.4664548704022,37.0
-6999.345498604251,32.0
854.0491751777743,45.0
-4172.757175669628,47.0
-4827.962497706105,36.0
-20328.306283338872,30.0
179.9330531625816,41.0
-7097.035159534634,36.0
-5106.777566478966,44.0
-4588.038865725401,32.0
-11884.863261997161,32.0
-6265.209999379703,30.0
-6140.083691610972,32.0
-9357.132773341013,48.0
-1077.826536331635,46.0
-10621.55989354778,30.0
-5028.928482106961,46.0
-7075.662948813217,49.0
-8751.812149945432,47.0
-3099.5721256343168,40.0
-725.2681902015552,37.0
-4552.885596581118,38.0
-9775.89109350858,34.0
-8843.300149767409,33.0
-14507.23400472508,47.0
-5470.599287948855,42.0
-20249.100494719503,34.0
-7580.671063053526,43.0
-5677.719525156945,40.0
-2985.9782101468736,50.0
-4134.7772083505815,41.0
-10102.496198394962,39.0
-4030.742925949442,43.0
-12751.77322724172,44.0
-3534.288840441952,40.0
-6909.004513306612,37.0
-1383.0933088536672,34.0
-4719.557733115279,47.0
-20228.16106050703,37.0
-20154.069960062832,37.0
-5407.687868960819,47.0
-9282.951957435831,41.0
-1685.2502173393486,44.0
-8002.189413050947,38.0
-1505.193270204897,50.0
-163.16732536677796,48.0
-3364.229114852493,38.0
-12382.37361101248,40.0
-785.2656016715891,45.0
-11640.281172512743,35.0
-11242.977710466548,45.0
-9273.244449386286,48.0
-3677.424857903141,31.0
-6716.901219636152,31.0
-10287.62494700036,48.0
-11098.27869364675,42.0
-2152.330337299469,44.0
-12967.934148519556,47.0
-7838.6838882596285,33.0
-10298.123622814575,40.0
-3768.773858496781,46.0
-5105.7135675230165,48.0
-5395.137279406863,30.0
-5842.417922098267,31.0
-3478.2529983768636,45.0
-16469.919254384844,35.0
-5090.736711851048,35.0
-6412.188938437743,34.0
-2126.643690354347,46.0
-18716.298248804596,34.0
-18466.448424001952,38.0
-12797.577331980196,36.0
-13327.799092772624,38.0
-4226.485652105522,39.0
-4804.748310744681,40.0
1194.0434589090619,44.0
-5720.66564614251,32.0
-3357.9227056011405,50.0
-13508.648013609103,31.0
-1349.949124080772,43.0
-5661.023288830347,45.0
-3564.047233901862,38.0
-5505.914221874664,42.0
-2140.77813731048,38.0
-3790.634799141693,36.0
-6906.446417577068,36.0
-4191.590706482882,32.0
-217.50414105855555,36.0
-324.4153535022243,46.0
-13033.596202381646,41.0
-2802.5191073761157,36.0
-11595.110095012258,49.0
-7061.107339875247,33.0
-4335.72016988378,47.0
-9068.693718997742,36.0
-6376.660076046249,32.0
-5077.695211014554,44.0
-1851.369301939515,46.0
-5424.469188358402,40.0
-7440.315465169035,40.0
-466.8693287251141,35.0
-6076.861719903966,40.0
-15158.082681296473,46.0
-345.9548637861234,44.0
-4566.201747230993,47.0
-4279.348258360929,42.0
259.81809726155836,48.0
-1072.0231667021515,39.0
-5737.33140691418,50.0
-6026.481655128593,36.0
-3107.4482519535068,36.0
-3074.110684320556,39.0
-11671.155414348235,37.0
-5123.6872082464115,43.0
-3733.6349694058536,39.0
-5090.04631424941,39.0
-5203.400546725425,36.0
-3704.2742463124414,48.0
-6210.3657462862575,35.0
-966.6440061212461,49.0
-9224.913670956228,33.0
-18670.561969752744,31.0
-13722.05313977259,46.0
-14444.355520263085,41.0
-8999.655458790152,42.0
-3843.336820733085,40.0
-17227.205533772292,42.0
-10321.07322066511,43.0
-6285.268557401748,44.0
-13660.553946703416,39.0
-3921.7643673284892,46.0
-12904.248237718628,39.0
-15071.090992090805,33.0
-6644.231587323624,34.0
-1951.4879162243392,34.0
-1958.812912616354,46.0
-1954.4318608914346,43.0
-956.7519150471429,45.0
-4764.917144147625,42.0
-3156.67897350953,46.0
-13636.844949685137,50.0
-5089.585021288245,31.0
-381.7548181805346,39.0
-16280.71806828749,39.0
-4190.076540213209,37.0
-4515.327060372217,31.0
-16278.173398129758,38.0
-6629.478277144478,32.0
-3943.02998980506,41.0
-9866.980877122074,38.0
-5617.872243598025,38.0
-15395.508036094405,49.0
-5511.373599534315,46.0
-11911.481664903362,45.0
-16546.23974872805,37.0
-9389.747995401638,47.0
-2490.5231286882868,40.0
-5290.953250762272,42.0
-1789.832532866987,40.0
-8350.629791368507,34.0
-12565.851097279396,36.0
-3611.368895360154,31.0
-3160.427308333878,50.0
-4092.3266513059525,47.0
-14305.763846117105,36.0
-329.22132879383275,47.0
-3641.7268438915253,48.0
-8604.51273017092,41.0
-1812.4775095178613,45.0
-18515.041897015977,30.0
-4339.651736362128,42.0
-14006.05656187819,47.0
-8249.955986238188,46.0
-3936.6379086954003,40.0
-3724.731200506798,38.0
-4839.155920789717,49.0
-8941.267333289974,50.0
-10027.808965388953,40.0
-1116.71500873662,31.0
-3096.2155559747753,50.0
-2746.0566670300377,41.0
-10720.364400572638,40.0
-4473.279735240896,46.0
-14705.375014209054,38.0
-9730.080563925556,44.0
-6880.833047391678,48.0
-2419.6823100288375,36.0
-5873.9574890492695,31.0
-5730.993447162773,49.0
-7084.483078169514,38.0
-1069.3471572078302,50.0
-2345.675361204914,30.0
-3319.614481115164,42.0
-15521.48440904756,43.0
-16406.39051009999,41.0
-2767.2507136746426,43.0
-18705.528106170586,31.0
783.8205406733854,50.0
-2382.644354112683,39.0
-4313.443385311162,40.0
-1563.4847888858571,37.0
-2858.1618198331307,41.0
-6762.9230437351725,31.0
-12463.632193904392,49.0
-7638.508927584453,44.0
-17188.782326051616,31.0
-11369.334139864819,49.0
-4119.110626717642,35.0
-18992.844319271113,34.0
-4578.749643905232,31.0
-2579.9619890377703,48.0
-2965.9535570124817,40.0
-3855.2505830849573,43.0
-14958.292058565732,41.0
-4054.2127688174514,34.0
-8067.135801484131,45.0
-1006.2162749109607,47.0
-3836.366361642673,43.0
-5634.116962650967,35.0
-18348.01718697778,35.0
-9342.519633761463,36.0
-5079.603196041396,36.0
-9184.157053538042,35.0
-6495.09803906471,46.0
-11251.926781849656,49.0
-3260.026322308975,48.0
-12543.555167161438,42.0
-2844.3496622563957,40.0
-15563.392937498338,39.0
-4088.569681906426,48.0
-13841.827821018856,44.0
-1109.3245971653341,43.0
-5299.953273290589,39.0
-3448.9450884103057,44.0
-945.216219250101,48.0
-1258.2975223978383,46.0
-254.78076998738652,40.0
-11649.573455353053,39.0
-20649.850181952814,34.0
420.39327705958556,47.0
-3164.6208812525792,44.0
-8574.631855224216,38.0
-14767.521795574252,43.0
-5021.566986475801,31.0
-799.994877518461,49.0
-5698.7920516817885,48.0
-3565.1147894172946,39.0
-1901.6343314241,48.0
-16762.88744233713,34.0
-12868.90106118521,37.0
-635.8986662509293,45.0
-6140.4906402727775,35.0
-2127.5440853736673,48.0
-6572.773337574741,35.0
-5295.141076184427,32.0
-3377.5145524417067,33.0
-2407.924195593374,48.0
-6588.662780477194,36.0
-3455.426665905641,34.0
-371.2648867651076,49.0
-8556.520639013865,42.0
-2754.7909325634046,41.0
-2682.1624889750346,44.0
-11796.55250178056,35.0
-13969.842588507105,33.0
-3927.7333350060285,48.0
-5255.988148959441,39.0
-2584.1351879408494,50.0
-6311.568973418749,33.0
-7912.399043235383,50.0
-17552.859763443725,38.0
-3418.994828319377,44.0
-6454.937226118989,30.0
-2172.3382869399557,41.0
-2416.0421988835387,42.0
-19453.168489302567,34.0
-15638.424688628531,40.0
-14245.456100122716,45.0
-9626.084246129869,48.0
-5763.03907763655,49.0
-8674.384727513097,47.0
-3102.233721785924,48.0
-11405.421282696272,41.0
-14384.035086786567,38.0
-6487.989134462952,43.0
-4102.771674107286,41.0
-15275.907712442815,36.0
-14077.531880849772,30.0
-5949.318314520015,38.0
-19805.347139054753,31.0
-17846.1382040668,35.0
-15233.524305527219,33.0
-4811.730053179519,32.0
-10359.605493926145,41.0
-17919.72205093953,34.0
-7937.676237930586,47.0
-6009.106275202471,31.0
-15472.750588417177,34.0
-5945.986877815685,46.0
-3360.8295278863925,38.0
-6956.902628359112,40.0
-2046.7535187907226,36.0
-5368.296531277279,32.0
-3437.7596246061935,46.0
-10732.584867147873,32.0
-11359.55357283763,37.0
-3825.975209076196,50.0
-1336.9841323998608,41.0
-5615.322207070289,39.0
-13205.616897701198,49.0
-5290.836014980232,34.0
-15153.633203338137,31.0
-3655.175989096482,45.0
-16169.361967732737,42.0
-15135.510108805785,34.0
-4771.949467961926,41.0
-3028.49186554453,44.0
-12971.791516916337,49.0
-3309.571277842746,39.0
-3918.672717957141,44.0
-11583.46980423159,46.0
-1922.5718819330832,41.0
-14188.265867126853,45.0
-2652.057164398164,45.0
-7379.305587682104,37.0
-6981.4435278078545,32.0
-1247.4708126816727,44.0
-2872.3175539031245,37.0
-3414.2761412685395,43.0
-1695.5036930652727,34.0
-5679.082997104732,35.0
-14698.484170428215,36.0
-13660.97192894674,45.0
-21740.21117780613,35.0
-7266.301832188131,50.0
-16573.189335640953,44.0
-15184.43825120868,31.0
-1924.4791151258269,40.0
-3799.196442903732,48.0
-4820.368538620209,49.0
-4441.810448074278,43.0
-7166.968812804069,37.0
-1386.9502094847282,49.0
-8019.997209089302,33.0
-6678.868957928271,35.0
-5086.248013597291,48.0
-12302.1077584791,44.0
-6190.457907944236,33.0
-1554.9492896951342,44.0
-19549.702743126127,35.0
-5213.83429529597,41.0
-12520.036304014451,32.0
-10279.804662293851,49.0
-6404.71208967454,35.0
-5811.9528774994415,39.0
-6622.333483545701,31.0
-19803.05171923249,34.0
-3486.0685416798005,40.0
-4205.00917984708,33.0
-6620.442156486019,32.0
-1496.876203066192,50.0
-428.1619432814498,47.0
-2973.5224194168295,44.0
-8721.083702069338,37.0
-5757.828312046535,41.0
-4691.857219136408,38.0
-9513.222637004255,43.0
-9349.293195736624,31.0
-4058.447331938356,41.0
-13327.39735874578,48.0
-2795.4446538236116,43.0
-5122.333873568319,44.0
-3119.0027046328164,44.0
-4332.069156000227,48.0
-21262.861672225048,34.0
-984.8781735162902,36.0
-8493.509881976224,50.0
-6938.31676590469,32.0
-4883.7095847546,40.0
-5253.480508985376,43.0
-374.0206653624864,49.0
-6483.455364128821,39.0
-10549.22172831805,43.0
-6563.1753722678795,34.0
-19789.52383785443,36.0
-3457.558949287868,48.0
-14709.857492581243,34.0
-5772.762763671864,32.0
-4331.578456666605,34.0
-4248.588113030772,40.0
-11074.029993724705,50.0
-1601.9803741750675,48.0
-13849.02507245442,31.0
-5107.611310350419,50.0
-4087.321054543884,45.0
544.8374280693386,41.0
-5372.222446589054,40.0
-3426.965964454419,39.0
-4715.491237914977,30.0
-10281.784853299785,45.0
-3650.616480331598,31.0
-1340.6023296253913,50.0
-2297.3812677991,50.0
-5916.031685397796,43.0
-3677.0326745399525,42.0
-17085.34743070876,34.0
-4081.144603681625,44.0
-21849.704785341062,32.0
-4670.244612803564,39.0
-7265.630455902802,31.0
-4136.103038934866,49.0
-4665.773283002165,45.0
-772.1119051960131,42.0
-1280.2304890467717,48.0
-11458.962607555375,45.0
-13999.491212898172,40.0
-5560.484453035747,45.0
-7241.466399271393,38.0
-7798.153064510587,30.0
-11983.92838439481,44.0
-4137.918357821405,42.0
-4020.286763993512,45.0
-1283.0588670912434,40.0
-6500.485513826184,38.0
-13246.312250346667,37.0
-1681.4903384375139,33.0
-7000.425658280499,33.0
-12300.186585652631,45.0
-4765.791340128107,39.0
-1553.7581559798227,43.0
-3539.6048208689754,39.0
-2111.837731004418,47.0
-4339.091480324525,37.0
-16565.223725541273,44.0
-20538.38127954397,37.0
883.7483588400622,44.0
14.915914707861248,49.0
-5621.015483127903,30.0
-11649.46302305309,46.0
-11822.249357163855,43.0
-4922.013556863056,43.0
-5826.535394452258,37.0
-4136.539848117785,46.0
-6169.259721941997,31.0
-8121.707399347006,41.0
-4456.009565439326,42.0
-2659.835028649274,33.0
-2405.3079907805313,45.0
-8869.02799121725,47.0
-7089.700935000616,46.0
-10401.340893501721,48.0
-12897.961781745998,50.0
-9694.219732915039,45.0
-4039.2438934566694,43.0
-2816.8444504344257,36.0
-3234.0539972448287,45.0
-10816.22528245481,49.0
-12625.06022994174,42.0
-2756.7657365140817,35.0
-1359.6645540776722,46.0
-1628.9007030021244,46.0
-6332.009762289664,35.0
-9751.881814556324,43.0
48.853696457403316,45.0
-10127.95061104236,36.0
-8445.012694981946,47.0
-7587.817802123414,49.0
-13974.630081638497,47.0
-2597.8837025343596,35.0
-15365.274425858768,32.0
-6883.752579227994,31.0
-7761.238494949789,31.0
-631.6923135608765,37.0
