sal_avg_lc1vs0_iate,school
-6718.468603575587,12.0
-20004.11782997079,10.0
-4994.17674915204,10.0
-5496.559239267674,12.0
-4302.962053225012,10.0
-5998.531895427332,10.0
-4408.9201187223625,8.0
-3362.967842835391,9.0
-1128.8177198612432,10.0
-12334.234629367966,10.0
-12821.893128497695,9.0
-8054.551426553307,9.0
-14090.634343899208,10.0
-7617.00934659194,10.0
-2796.7528572068677,12.0
-924.3493473975327,10.0
-6411.868072222467,10.0
-20986.804676169333,9.0
-3079.8646357343596,12.0
-11235.67700380837,9.0
-3300.177699021644,9.0
-6319.144300785714,10.0
-7220.067168747151,10.0
-3752.450922899925,12.0
-10122.392623717966,10.0
-2059.022433649013,10.0
-4420.459952515183,9.0
-3657.864961302712,12.0
-14497.581488513384,9.0
-3280.972619140177,10.0
-10016.71235935498,10.0
-14130.109560966343,10.0
-11526.239612007646,8.0
-9627.575265321331,10.0
-10242.502781571557,10.0
-12375.299110150594,10.0
-12775.022272749104,9.0
-2962.474796183898,10.0
-5733.944012197651,10.0
-412.1666286333357,10.0
-4173.934912833149,9.0
-4446.523276926744,12.0
-5546.287796963205,9.0
-6644.11394764167,10.0
-20463.510461793707,10.0
-11421.98582790083,10.0
-14588.283114557971,9.0
-4296.934160502246,10.0
-15308.381580177347,10.0
-1918.6337455126795,10.0
-4904.122555143582,9.0
-3782.712618864375,10.0
-4336.140585564779,8.0
-13019.588975640676,10.0
-4701.720109369658,9.0
-1862.2777478242601,10.0
-1651.7998929613907,9.0
-2245.9113882877136,12.0
-5098.816434561995,10.0
-16139.686901748266,10.0
-7755.282672002702,12.0
-5407.08598283951,10.0
-4648.452389895047,10.0
-520.2555182121824,10.0
-19495.373864824538,10.0
-4733.99346998361,10.0
-5677.709380763717,10.0
-5579.931288879409,9.0
-21197.19050276631,10.0
-14020.929154737747,8.0
-12981.51684400324,9.0
-2648.987215829232,9.0
-16753.22068041909,9.0
-8524.629155095869,9.0
-5975.7220879643555,9.0
-9125.532586995547,12.0
-7619.046303009428,9.0
-2855.5861638259344,10.0
-3025.80977979283,10.0
-2497.1665053223405,12.0
-7184.193202091381,10.0
-2807.5231955634727,9.0
-3080.2095312836827,12.0
-5494.654000863123,9.0
-1819.1616023078777,10.0
-13599.512198976117,10.0
-4661.803029523229,9.0
-4762.071432685161,12.0
-5145.8303435802845,9.0
-21717.092405464806,10.0
-3919.964005010719,10.0
-4024.1951723153097,10.0
-2932.832439347372,12.0
-4971.014798354618,9.0
-2767.8809390932074,12.0
-5493.866697337419,10.0
-3395.3322138116737,12.0
-2909.152985407408,8.0
-9920.038541856888,10.0
-4852.356244613505,10.0
-5584.926950041488,12.0
-7964.870549707954,12.0
1188.2644897576415,12.0
-10620.148151167941,9.0
-1895.3452563455157,10.0
-797.0658975308482,12.0
-2664.530717755539,8.0
-14399.804235434925,10.0
-2840.982919313621,10.0
-294.823861665057,12.0
-3326.1624383451854,12.0
-17341.001304706522,10.0
-13342.804826578384,10.0
-6679.770675387863,10.0
-10378.034609233022,10.0
-7586.032266469163,12.0
-2138.3843792674684,10.0
-2962.947797366005,12.0
-9445.061591712047,9.0
-4628.850483957177,9.0
-2371.9455295516873,12.0
-2504.6642034590996,8.0
-7650.088853001282,10.0
-10049.364534438413,12.0
-16409.512754677424,8.0
-2227.1544694534746,10.0
-7726.152897312458,10.0
-14604.015872915012,9.0
-6757.192295640221,10.0
-7165.033228111049,12.0
-996.4244833159037,12.0
-13969.073750347066,9.0
-11130.593381398494,10.0
-11059.005339752528,9.0
-20418.006016131432,10.0
-4505.262376376648,10.0
-2650.541807093161,12.0
-4300.282986492604,12.0
-4476.765153839628,10.0
-5152.243767786587,9.0
-2561.134512646273,12.0
-7682.12774180882,12.0
-1111.2948748196623,9.0
-4978.012447428835,8.0
-2407.823753415889,10.0
-12672.240773153248,9.0
-6232.158946257014,9.0
-18260.90858014894,9.0
-12529.22791783786,9.0
-14267.555802736057,10.0
-3386.438737468137,10.0
-2321.1134628481977,10.0
-6625.325877134189,10.0
-6255.207636035606,8.0
-2312.351440555054,12.0
-4528.121104003869,8.0
-2136.02449600929,10.0
-3797.04931957591,12.0
-2549.24447734334,12.0
-1035.8719310758024,12.0
-16020.440062487536,10.0
-7332.044911711551,12.0
-12498.667019472758,12.0
-7674.683263877327,12.0
-5373.937467221862,10.0
-686.1375662136179,12.0
-2780.854156387919,10.0
-7917.3120189264855,9.0
-15153.016100497083,10.0
-2322.72919592552,12.0
-13659.446268026306,9.0
-6929.011200109053,12.0
-4178.243186792879,8.0
-6760.5803601499465,9.0
129.02587047170118,12.0
-3188.3456954588855,12.0
-9516.46720148789,12.0
-12148.931194371155,9.0
-17467.404146722085,10.0
-99.55215731127896,12.0
-9954.11008771275,12.0
-12340.991839544764,10.0
-22115.340534184284,10.0
-13646.644695816767,12.0
-19331.30150918461,8.0
-5221.6323170013475,8.0
-9035.514445965622,12.0
-5633.8254680590435,10.0
-3150.3597379570047,12.0
61.603499859006206,12.0
-809.3600076635765,12.0
-5088.28188985917,12.0
-9845.008909172207,12.0
-2325.1764468510323,10.0
-1401.38632168183,12.0
-5462.31451767597,10.0
-9208.440692572245,10.0
-12060.361812287854,9.0
-1877.1333062559243,12.0
-7939.82181647421,10.0
-4289.047389677107,10.0
-4329.475988185806,10.0
-6057.285302540813,8.0
-12858.643002236697,9.0
-3233.4681086029673,9.0
-15721.164024572412,9.0
-4019.193578120883,12.0
-4551.6248740010815,10.0
-12667.710940098932,10.0
-7407.42116595402,12.0
-791.8595690477719,12.0
-516.7286420895089,12.0
-4374.179819366855,10.0
-9612.923418916133,9.0
-3124.1194900100418,12.0
-4393.087762808689,9.0
-9281.123888493767,10.0
-13369.916645841367,9.0
-332.6247287640006,12.0
-4420.8483477278005,10.0
843.4764231047986,10.0
-4501.652017824425,10.0
-14574.756331154884,8.0
-5898.811925904287,9.0
-10915.629957207562,10.0
-3393.5474613805527,12.0
-1790.2938023615307,10.0
-6779.621904868421,10.0
-11186.295105876994,10.0
-2072.3387249033294,12.0
-4728.134292884336,9.0
-2464.5444549670647,12.0
-4890.754711351303,8.0
-1975.4436891613839,9.0
-14353.168442913957,10.0
-5248.791732272066,9.0
-3258.6598438061496,12.0
-14484.53520635545,10.0
-13719.420613139444,9.0
418.77951603120266,12.0
-5820.403460492722,10.0
-3923.809481553684,10.0
-6012.458123978594,9.0
-1908.3100156375783,10.0
-9083.872791494341,12.0
-998.069438264339,10.0
-6671.742299915239,10.0
-12379.881014613526,9.0
-4216.219277321648,10.0
-6693.013615916123,10.0
-11071.208568010901,9.0
-2478.543754149246,12.0
-488.41337405113245,10.0
-13691.72052806198,9.0
-14128.533776318436,10.0
-15912.337258743926,10.0
-6756.45890750644,10.0
-8183.009400915584,8.0
-9451.040630731293,10.0
93.47101372796806,12.0
-915.5316926913895,10.0
-13203.22852541862,8.0
-8542.443471992334,10.0
-11755.0004357309,8.0
-10728.017803723189,12.0
-4820.271094648853,10.0
-5014.965581160821,10.0
-5736.636853917389,9.0
-12197.972383109241,9.0
-4411.5913038615545,10.0
-8965.25776335777,10.0
-4581.8077661122525,10.0
-5883.638922952283,10.0
-1220.4746276351077,10.0
785.5890665439155,10.0
-4930.239459270647,8.0
-7355.3104714523215,12.0
-6842.9120655217075,8.0
-8311.348487358666,10.0
-15470.406179081358,8.0
-1384.8947845838256,10.0
-5625.061268035523,8.0
-5395.67485102924,10.0
-15147.025265905453,10.0
-2822.5401888264732,12.0
-6903.310919547794,10.0
-423.39900864083916,10.0
-3055.2002107567855,10.0
-13555.961185549682,10.0
-3565.720696760329,12.0
-2868.2662463800298,12.0
-4596.493203592747,10.0
-6738.5403138022575,10.0
-6028.078368799315,10.0
-14046.276332787986,10.0
-5652.72043934389,10.0
-6392.65184826066,10.0
-11651.224493031139,9.0
-5094.066725552315,12.0
-3774.5193787867847,10.0
-11254.285114087921,10.0
-4794.233587543227,9.0
-2693.1745911559947,9.0
-5392.059907346633,9.0
-986.6002414598257,10.0
-281.5467512306061,10.0
-9157.941354466157,10.0
-13578.040745633969,8.0
-7487.5067923364295,9.0
-3109.370698012696,10.0
-3913.21213455862,10.0
-14162.201534433103,8.0
-12089.657537156765,12.0
-4952.782302663369,10.0
-21019.058765765585,10.0
-14377.802785873375,10.0
-1768.7706594950723,12.0
-13032.786842559999,8.0
-1578.433927490505,12.0
-2951.3700701380494,12.0
-15797.855253188938,10.0
-4429.474466530127,8.0
-4838.923590867564,10.0
-4005.959259658681,10.0
-2919.7176323197978,9.0
-4806.106171835139,12.0
-3854.88029194318,10.0
-5716.18291391208,9.0
-1170.2571990466827,10.0
436.6982479815158,10.0
-3219.77662664081,9.0
-1996.0484140403519,9.0
-18129.880000110792,9.0
-18359.972892744496,10.0
-8083.324319560273,12.0
-1210.0758095611673,12.0
-8592.231622147412,9.0
-5871.968701092864,8.0
-11569.190347748565,9.0
-6968.749078568314,9.0
-3664.679630900388,9.0
-5548.876307371849,10.0
-5627.451770555057,9.0
-8283.528353936688,12.0
-7160.991087807062,9.0
-310.37168021049587,10.0
-1435.81757479522,10.0
-7042.406618480248,8.0
-4984.466581442169,10.0
-56.332324080462854,12.0
-890.7201069562044,10.0
-5623.532942652184,10.0
-5396.959513890426,10.0
-6354.204723872521,9.0
-13081.173822566274,9.0
-3516.0683503919913,10.0
-13179.946094300192,9.0
-1402.1118874583099,12.0
-5064.680268330811,12.0
-15142.039150547493,10.0
-12184.736648898739,10.0
-11721.258057564693,8.0
-3554.0336516271745,10.0
-2336.8611008700263,12.0
-3087.421922571013,12.0
-8116.2432350993,9.0
-4256.020004777762,10.0
-3166.268722738242,9.0
-5083.098479900222,12.0
-7249.2394924372575,9.0
-7654.06532204916,12.0
-5036.034121972742,10.0
-2927.630551073811,10.0
-1845.1371319304153,9.0
157.73924563196465,10.0
-1310.7774424573415,12.0
-3778.114919996482,9.0
-2314.691927568677,12.0
-12962.884879629299,9.0
-3063.367050500656,10.0
-20362.931802059928,10.0
-15476.81090667004,8.0
-7412.540871392797,10.0
-11445.4817573018,8.0
-2723.5375830212824,10.0
-2675.113382706033,12.0
-4006.180352637508,12.0
-3638.1642275587874,8.0
-1908.2944285240148,9.0
-9689.440983130307,10.0
-2557.6141537202516,8.0
-16016.32343245035,10.0
-9480.106396580893,8.0
-6308.700603407124,10.0
-979.3349252982789,10.0
-3821.86625847277,12.0
-10013.19827576287,10.0
-6690.749180257399,10.0
-13466.16573720635,10.0
-4166.463158603381,10.0
-6964.490701030813,10.0
-5169.819878103179,10.0
-2257.69845648953,10.0
-13247.345947612272,9.0
-1294.5215235593964,10.0
-4270.438668968397,8.0
-5388.595103984489,12.0
-17338.561453190447,10.0
-8050.913766130763,10.0
-3428.0492716493263,12.0
-5141.046663683175,10.0
-9916.177181186195,10.0
-4320.656988476181,10.0
-4407.522207813247,9.0
-2230.193323135474,12.0
-2217.3322666341087,12.0
-2434.196615640961,12.0
-1330.114775175698,10.0
-5202.01330874447,12.0
-5142.564051903999,10.0
-51.978554769794414,10.0
-16293.842130432646,10.0
-6083.449440380389,9.0
-1697.2534334729398,9.0
-5329.038740216331,9.0
-10995.475890302167,10.0
-1936.9311912179614,8.0
-7147.902861578558,8.0
-5789.560563698852,10.0
-3384.6712028387556,10.0
-4309.145429733903,10.0
-18055.148318792264,10.0
-12295.465366261204,8.0
-3357.191150572341,8.0
-96.74307384329359,10.0
-55.195075779701654,12.0
-3596.1298118226423,10.0
-4652.36457777332,10.0
-11656.608530933629,10.0
-6822.059793696728,10.0
-3062.0748199785503,12.0
-14704.13996861499,10.0
-22613.334951174365,10.0
-11681.714306483214,10.0
-2690.328832907179,10.0
-145.76452319616442,10.0
-9534.153239810177,10.0
-8783.251104575227,10.0
-11848.243754399995,10.0
-6825.626377529973,9.0
-5914.429739644209,12.0
-18599.305977015687,10.0
-11797.697044277511,9.0
-11779.350052012396,12.0
-1228.1446893008183,8.0
-5070.627808423442,10.0
-2013.7771281006735,12.0
-4184.450382434787,9.0
-4429.686481721788,10.0
-15704.460182145114,10.0
-17538.79280218833,8.0
-15469.449232276143,9.0
-6605.8529427610465,9.0
-6822.916254011411,9.0
-2804.173394698051,9.0
-14581.692431403178,10.0
-2898.8212567829805,8.0
-12532.896318914689,10.0
-9409.879074009157,8.0
-811.951978044432,12.0
-6835.832320843381,10.0
-7881.8853749831,10.0
-4014.518867067818,12.0
-8848.296479403358,10.0
-4922.656449051396,10.0
-7944.978288549212,10.0
-3316.8892568799683,10.0
-15515.62960784151,8.0
-20928.293569871963,10.0
-10876.75302727928,10.0
-15384.926845707749,9.0
-2208.539319741445,9.0
-4678.384697793139,10.0
-5325.263822532751,10.0
-20550.250884253855,10.0
-13565.75219235308,12.0
-13920.475668151385,9.0
-3002.2481816884792,10.0
-4031.3602429117104,10.0
-8808.473852875813,9.0
-10102.30780652062,10.0
-5954.354116014114,10.0
-834.0120585124293,10.0
-8727.131418268327,10.0
-6971.425860202115,12.0
-18402.801206939464,10.0
-17242.61339807188,10.0
-14923.882998099945,8.0
-5249.8491770962455,12.0
-6792.929377688576,8.0
-6525.790521230951,10.0
-15448.3705829535,10.0
-8992.764398352396,10.0
-7627.7835946544765,12.0
-8520.930671184014,12.0
-563.6565441697797,10.0
-11149.090747767625,9.0
-17383.33206356701,10.0
-7822.022903112245,8.0
-2240.4664548704022,12.0
-6999.345498604251,10.0
854.0491751777743,12.0
-4172.757175669628,9.0
-4827.962497706105,10.0
-20328.306283338872,9.0
179.9330531625816,10.0
-7097.035159534634,8.0
-5106.777566478966,9.0
-4588.038865725401,8.0
-11884.863261997161,10.0
-6265.209999379703,10.0
-6140.083691610972,10.0
-9357.132773341013,12.0
-1077.826536331635,10.0
-10621.55989354778,12.0
-5028.928482106961,10.0
-7075.662948813217,10.0
-8751.812149945432,9.0
-3099.5721256343168,12.0
-725.2681902015552,12.0
-4552.885596581118,10.0
-9775.89109350858,10.0
-8843.300149767409,10.0
-14507.23400472508,10.0
-5470.599287948855,10.0
-20249.100494719503,10.0
-7580.671063053526,12.0
-5677.719525156945,12.0
-2985.9782101468736,12.0
-4134.7772083505815,10.0
-10102.496198394962,9.0
-4030.742925949442,12.0
-12751.77322724172,10.0
-3534.288840441952,10.0
-6909.004513306612,10.0
-1383.0933088536672,12.0
-4719.557733115279,9.0
-20228.16106050703,9.0
-20154.069960062832,10.0
-5407.687868960819,10.0
-9282.951957435831,10.0
-1685.2502173393486,12.0
-8002.189413050947,12.0
-1505.193270204897,12.0
-163.16732536677796,10.0
-3364.229114852493,12.0
-12382.37361101248,8.0
-785.2656016715891,12.0
-11640.281172512743,12.0
-11242.977710466548,9.0
-9273.244449386286,10.0
-3677.424857903141,12.0
-6716.901219636152,10.0
-10287.62494700036,9.0
-11098.27869364675,10.0
-2152.330337299469,10.0
-12967.934148519556,10.0
-7838.6838882596285,9.0
-10298.123622814575,10.0
-3768.773858496781,10.0
-5105.7135675230165,10.0
-5395.137279406863,10.0
-5842.417922098267,10.0
-3478.2529983768636,12.0
-16469.919254384844,9.0
-5090.736711851048,12.0
-6412.188938437743,10.0
-2126.643690354347,12.0
-18716.298248804596,9.0
-18466.448424001952,10.0
-12797.577331980196,8.0
-13327.799092772624,10.0
-4226.485652105522,10.0
-4804.748310744681,9.0
1194.0434589090619,12.0
-5720.66564614251,10.0
-3357.9227056011405,8.0
-13508.648013609103,9.0
-1349.949124080772,12.0
-5661.023288830347,9.0
-3564.047233901862,10.0
-5505.914221874664,8.0
-2140.77813731048,10.0
-3790.634799141693,9.0
-6906.446417577068,10.0
-4191.590706482882,10.0
-217.50414105855555,12.0
-324.4153535022243,10.0
-13033.596202381646,9.0
-2802.5191073761157,10.0
-11595.110095012258,8.0
-7061.107339875247,9.0
-4335.72016988378,12.0
-9068.693718997742,12.0
-6376.660076046249,9.0
-5077.695211014554,9.0
-1851.369301939515,9.0
-5424.469188358402,9.0
-7440.315465169035,10.0
-466.8693287251141,10.0
-6076.861719903966,9.0
-15158.082681296473,10.0
-345.9548637861234,12.0
-4566.201747230993,10.0
-4279.348258360929,10.0
259.81809726155836,10.0
-1072.0231667021515,10.0
-5737.33140691418,12.0
-6026.481655128593,10.0
-3107.4482519535068,12.0
-3074.110684320556,8.0
-11671.155414348235,12.0
-5123.6872082464115,9.0
-3733.6349694058536,12.0
-5090.04631424941,10.0
-5203.400546725425,9.0
-3704.2742463124414,9.0
-6210.3657462862575,10.0
-966.6440061212461,9.0
-9224.913670956228,10.0
-18670.561969752744,8.0
-13722.05313977259,9.0
-14444.355520263085,10.0
-8999.655458790152,9.0
-3843.336820733085,9.0
-17227.205533772292,10.0
-10321.07322066511,10.0
-6285.268557401748,12.0
-13660.553946703416,8.0
-3921.7643673284892,10.0
-12904.248237718628,9.0
-15071.090992090805,10.0
-6644.231587323624,10.0
-1951.4879162243392,10.0
-1958.812912616354,10.0
-1954.4318608914346,12.0
-956.7519150471429,10.0
-4764.917144147625,10.0
-3156.67897350953,10.0
-13636.844949685137,9.0
-5089.585021288245,10.0
-381.7548181805346,12.0
-16280.71806828749,10.0
-4190.076540213209,12.0
-4515.327060372217,12.0
-16278.173398129758,9.0
-6629.478277144478,10.0
-3943.02998980506,9.0
-9866.980877122074,12.0
-5617.872243598025,8.0
-15395.508036094405,9.0
-5511.373599534315,8.0
-11911.481664903362,10.0
-16546.23974872805,9.0
-9389.747995401638,9.0
-2490.5231286882868,10.0
-5290.953250762272,10.0
-1789.832532866987,10.0
-8350.629791368507,10.0
-12565.851097279396,12.0
-3611.368895360154,10.0
-3160.427308333878,9.0
-4092.3266513059525,10.0
-14305.763846117105,9.0
-329.22132879383275,10.0
-3641.7268438915253,10.0
-8604.51273017092,10.0
-1812.4775095178613,10.0
-18515.041897015977,10.0
-4339.651736362128,10.0
-14006.05656187819,10.0
-8249.955986238188,12.0
-3936.6379086954003,10.0
-3724.731200506798,10.0
-4839.155920789717,10.0
-8941.267333289974,8.0
-10027.808965388953,10.0
-1116.71500873662,12.0
-3096.2155559747753,12.0
-2746.0566670300377,12.0
-10720.364400572638,12.0
-4473.279735240896,10.0
-14705.375014209054,10.0
-9730.080563925556,10.0
-6880.833047391678,10.0
-2419.6823100288375,12.0
-5873.9574890492695,8.0
-5730.993447162773,12.0
-7084.483078169514,10.0
-1069.3471572078302,10.0
-2345.675361204914,10.0
-3319.614481115164,10.0
-15521.48440904756,9.0
-16406.39051009999,8.0
-2767.2507136746426,12.0
-18705.528106170586,10.0
783.8205406733854,12.0
-2382.644354112683,9.0
-4313.443385311162,10.0
-1563.4847888858571,10.0
-2858.1618198331307,12.0
-6762.9230437351725,10.0
-12463.632193904392,10.0
-7638.508927584453,10.0
-17188.782326051616,8.0
-11369.334139864819,12.0
-4119.110626717642,10.0
-18992.844319271113,9.0
-4578.749643905232,8.0
-2579.9619890377703,10.0
-2965.9535570124817,8.0
-3855.2505830849573,8.0
-14958.292058565732,8.0
-4054.2127688174514,12.0
-8067.135801484131,9.0
-1006.2162749109607,10.0
-3836.366361642673,12.0
-5634.116962650967,10.0
-18348.01718697778,9.0
-9342.519633761463,12.0
-5079.603196041396,8.0
-9184.157053538042,12.0
-6495.09803906471,9.0
-11251.926781849656,9.0
-3260.026322308975,10.0
-12543.555167161438,9.0
-2844.3496622563957,9.0
-15563.392937498338,9.0
-4088.569681906426,10.0
-13841.827821018856,10.0
-1109.3245971653341,12.0
-5299.953273290589,9.0
-3448.9450884103057,9.0
-945.216219250101,12.0
-1258.2975223978383,12.0
-254.78076998738652,10.0
-11649.573455353053,10.0
-20649.850181952814,9.0
420.39327705958556,12.0
-3164.6208812525792,9.0
-8574.631855224216,12.0
-14767.521795574252,9.0
-5021.566986475801,8.0
-799.994877518461,10.0
-5698.7920516817885,9.0
-3565.1147894172946,10.0
-1901.6343314241,9.0
-16762.88744233713,10.0
-12868.90106118521,9.0
-635.8986662509293,10.0
-6140.4906402727775,9.0
-2127.5440853736673,12.0
-6572.773337574741,9.0
-5295.141076184427,10.0
-3377.5145524417067,9.0
-2407.924195593374,12.0
-6588.662780477194,8.0
-3455.426665905641,12.0
-371.2648867651076,10.0
-8556.520639013865,12.0
-2754.7909325634046,12.0
-2682.1624889750346,8.0
-11796.55250178056,12.0
-13969.842588507105,9.0
-3927.7333350060285,9.0
-5255.988148959441,10.0
-2584.1351879408494,9.0
-6311.568973418749,10.0
-7912.399043235383,9.0
-17552.859763443725,10.0
-3418.994828319377,10.0
-6454.937226118989,9.0
-2172.3382869399557,10.0
-2416.0421988835387,12.0
-19453.168489302567,8.0
-15638.424688628531,10.0
-14245.456100122716,8.0
-9626.084246129869,10.0
-5763.03907763655,10.0
-8674.384727513097,12.0
-3102.233721785924,12.0
-11405.421282696272,8.0
-14384.035086786567,10.0
-6487.989134462952,10.0
-4102.771674107286,10.0
-15275.907712442815,9.0
-14077.531880849772,10.0
-5949.318314520015,10.0
-19805.347139054753,10.0
-17846.1382040668,10.0
-15233.524305527219,9.0
-4811.730053179519,12.0
-10359.605493926145,10.0
-17919.72205093953,10.0
-7937.676237930586,12.0
-6009.106275202471,10.0
-15472.750588417177,10.0
-5945.986877815685,12.0
-3360.8295278863925,9.0
-6956.902628359112,12.0
-2046.7535187907226,10.0
-5368.296531277279,10.0
-3437.7596246061935,10.0
-10732.584867147873,12.0
-11359.55357283763,12.0
-3825.975209076196,9.0
-1336.9841323998608,12.0
-5615.322207070289,12.0
-13205.616897701198,10.0
-5290.836014980232,9.0
-15153.633203338137,10.0
-3655.175989096482,12.0
-16169.361967732737,9.0
-15135.510108805785,10.0
-4771.949467961926,10.0
-3028.49186554453,10.0
-12971.791516916337,10.0
-3309.571277842746,10.0
-3918.672717957141,12.0
-11583.46980423159,10.0
-1922.5718819330832,9.0
-14188.265867126853,10.0
-2652.057164398164,12.0
-7379.305587682104,10.0
-6981.4435278078545,10.0
-1247.4708126816727,10.0
-2872.3175539031245,10.0
-3414.2761412685395,10.0
-1695.5036930652727,10.0
-5679.082997104732,8.0
-14698.484170428215,10.0
-13660.97192894674,10.0
-21740.21117780613,10.0
-7266.301832188131,10.0
-16573.189335640953,10.0
-15184.43825120868,10.0
-1924.4791151258269,10.0
-3799.196442903732,12.0
-4820.368538620209,10.0
-4441.810448074278,10.0
-7166.968812804069,9.0
-1386.9502094847282,8.0
-8019.997209089302,9.0
-6678.868957928271,12.0
-5086.248013597291,10.0
-12302.1077584791,10.0
-6190.457907944236,8.0
-1554.9492896951342,12.0
-19549.702743126127,10.0
-5213.83429529597,10.0
-12520.036304014451,10.0
-10279.804662293851,12.0
-6404.71208967454,8.0
-5811.9528774994415,9.0
-6622.333483545701,9.0
-19803.05171923249,9.0
-3486.0685416798005,10.0
-4205.00917984708,10.0
-6620.442156486019,10.0
-1496.876203066192,12.0
-428.1619432814498,10.0
-2973.5224194168295,12.0
-8721.083702069338,10.0
-5757.828312046535,9.0
-4691.857219136408,10.0
-9513.222637004255,8.0
-9349.293195736624,10.0
-4058.447331938356,10.0
-13327.39735874578,9.0
-2795.4446538236116,10.0
-5122.333873568319,10.0
-3119.0027046328164,10.0
-4332.069156000227,9.0
-21262.861672225048,10.0
-984.8781735162902,12.0
-8493.509881976224,10.0
-6938.31676590469,9.0
-4883.7095847546,9.0
-5253.480508985376,9.0
-374.0206653624864,10.0
-6483.455364128821,10.0
-10549.22172831805,10.0
-6563.1753722678795,8.0
-19789.52383785443,9.0
-3457.558949287868,8.0
-14709.857492581243,10.0
-5772.762763671864,10.0
-4331.578456666605,8.0
-4248.588113030772,10.0
-11074.029993724705,10.0
-1601.9803741750675,12.0
-13849.02507245442,10.0
-5107.611310350419,9.0
-4087.321054543884,12.0
544.8374280693386,12.0
-5372.222446589054,10.0
-3426.965964454419,12.0
-4715.491237914977,10.0
-10281.784853299785,9.0
-3650.616480331598,8.0
-1340.6023296253913,9.0
-2297.3812677991,10.0
-5916.031685397796,10.0
-3677.0326745399525,12.0
-17085.34743070876,8.0
-4081.144603681625,10.0
-21849.704785341062,9.0
-4670.244612803564,10.0
-7265.630455902802,9.0
-4136.103038934866,9.0
-4665.773283002165,10.0
-772.1119051960131,12.0
-1280.2304890467717,10.0
-11458.962607555375,10.0
-13999.491212898172,10.0
-5560.484453035747,8.0
-7241.466399271393,10.0
-7798.153064510587,9.0
-11983.92838439481,12.0
-4137.918357821405,10.0
-4020.286763993512,12.0
-1283.0588670912434,10.0
-6500.485513826184,9.0
-13246.312250346667,10.0
-1681.4903384375139,10.0
-7000.425658280499,12.0
-12300.186585652631,10.0
-4765.791340128107,9.0
-1553.7581559798227,12.0
-3539.6048208689754,12.0
-2111.837731004418,10.0
-4339.091480324525,9.0
-16565.223725541273,10.0
-20538.38127954397,10.0
883.7483588400622,12.0
14.915914707861248,10.0
-5621.015483127903,10.0
-11649.46302305309,10.0
-11822.249357163855,8.0
-4922.013556863056,10.0
-5826.535394452258,8.0
-4136.539848117785,10.0
-6169.259721941997,9.0
-8121.707399347006,12.0
-4456.009565439326,10.0
-2659.835028649274,9.0
-2405.3079907805313,12.0
-8869.02799121725,12.0
-7089.700935000616,10.0
-10401.340893501721,10.0
-12897.961781745998,10.0
-9694.219732915039,10.0
-4039.2438934566694,12.0
-2816.8444504344257,9.0
-3234.0539972448287,10.0
-10816.22528245481,10.0
-12625.06022994174,8.0
-2756.7657365140817,10.0
-1359.6645540776722,10.0
-1628.9007030021244,12.0
-6332.009762289664,9.0
-9751.881814556324,9.0
48.853696457403316,10.0
-10127.95061104236,12.0
-8445.012694981946,9.0
-7587.817802123414,9.0
-13974.630081638497,10.0
-2597.8837025343596,10.0
-15365.274425858768,10.0
-6883.752579227994,9.0
-7761.238494949789,10.0
-631.6923135608765,10.0
