sal_9_lc2vs0_iate,sex
1283.1444527377844,1.0
10608.865448603174,2.0
-3799.0736535541355,1.0
553.4506746018214,1.0
2023.9012182450292,2.0
7551.769632087732,2.0
4051.417988673548,2.0
-2934.424393040462,1.0
3214.2508965920197,2.0
3946.29193895205,1.0
6056.6358186027555,2.0
7770.722457303993,2.0
6478.699316412977,2.0
-1379.1351788689126,2.0
2294.4328499923267,1.0
12358.53168056079,2.0
4655.941009856785,2.0
-3891.095425748962,2.0
3932.3828403189646,1.0
9717.157341584574,2.0
-3240.62011256105,1.0
-5082.297162713987,1.0
8486.16743703295,1.0
2151.2009497591944,1.0
-2353.5049108673593,1.0
-2481.73164099099,1.0
2082.53675368817,1.0
5706.9057115788555,2.0
6264.60368171377,2.0
8824.797762984275,2.0
10014.12434696534,2.0
130.79845952167398,2.0
9860.920614603929,2.0
5442.470261874624,2.0
-9264.433819091655,1.0
-6418.56459675204,1.0
-1091.1936663597503,1.0
8092.033773759563,2.0
-4632.540000564519,1.0
12669.287244286414,2.0
9442.381009430737,2.0
11692.16165293791,2.0
6803.723014819605,2.0
-4646.382486803907,1.0
6456.761345825919,2.0
6995.265395697819,2.0
10364.520531165172,2.0
-898.1301999556158,2.0
8079.9902853061785,2.0
-2340.720410793529,1.0
-15648.144848932327,1.0
3987.869222792226,1.0
4294.076758677501,2.0
2426.458167286859,2.0
-2929.9063879332543,1.0
5221.627952668914,2.0
13961.20674871016,2.0
9350.949854775065,2.0
-6207.302938360539,1.0
847.3047072608888,1.0
3071.5896839545553,1.0
11497.734136285257,2.0
-359.86192852487966,1.0
4381.6341810043905,1.0
9667.430174861616,2.0
-14163.136502259997,1.0
6925.729693848231,1.0
2912.9462186780465,2.0
8799.49309072417,2.0
1687.1970148551327,2.0
1579.5260985456844,1.0
10821.926117212988,2.0
-3650.864360540784,2.0
9742.557374548427,2.0
5598.796543119879,2.0
1782.7942411083159,1.0
11611.267291880478,2.0
-2816.382865802294,2.0
12658.26186353306,2.0
-1895.848120737769,1.0
8085.793884675193,2.0
9388.362409272688,2.0
902.1921831642206,2.0
6152.728202026661,2.0
-1667.2923622197354,2.0
2664.356391106516,2.0
7379.675199325185,2.0
10033.087680342445,2.0
-734.0312922779658,1.0
4988.045221822716,2.0
-2578.8027878017992,1.0
-88.54371670886667,1.0
4248.150829846613,2.0
4217.44419001134,1.0
8286.280026774273,2.0
4254.03489024628,2.0
10286.130656572557,2.0
2800.526312900224,1.0
2107.7065415638144,2.0
4695.561298385855,2.0
405.31906071623416,2.0
1081.7667769744103,1.0
3219.0485562604053,1.0
8844.012827097515,2.0
-1814.615609233366,1.0
-4349.950143424323,1.0
8600.428360279442,2.0
-4348.452473436278,2.0
1094.5334087371884,1.0
8779.405775839532,2.0
646.596916661055,2.0
8586.48828095243,2.0
-591.3895231410515,1.0
-4710.763342676902,1.0
445.970401180723,1.0
4910.516672193606,2.0
2358.653586102407,1.0
1437.7680200497002,1.0
2938.079091516204,1.0
-8395.42558829852,1.0
2075.0040578246635,2.0
447.85373117459085,1.0
-3228.1093540690213,1.0
4427.383271852272,1.0
-7114.979890831336,1.0
7061.14314453583,2.0
1837.0250127952,2.0
912.6396636893431,2.0
1228.0278277566852,2.0
6267.617815736814,2.0
2736.7396447922024,2.0
-5951.172459112926,1.0
8013.004725660968,2.0
4358.499729113307,2.0
5107.2766898788705,2.0
-1709.91859457987,1.0
13562.532573477354,2.0
-3626.436485153979,1.0
2598.154816194004,1.0
-3849.841344895957,1.0
7453.781889706177,2.0
7564.4558888394,2.0
5791.6884116462925,2.0
6422.0790736188355,2.0
-1855.2433382563042,2.0
8854.821233659895,2.0
6627.012596508388,2.0
1647.8078231043307,2.0
3004.6271976328794,2.0
6767.102917607672,2.0
599.3993622044277,1.0
-2948.788990907173,1.0
-10610.134833129054,1.0
-12486.235606336471,1.0
825.4345819751426,2.0
4593.216866175603,2.0
7486.159727045606,2.0
7768.15059486403,2.0
-3743.630288572103,1.0
-3255.5564362951436,2.0
-101.57680315661582,1.0
-11125.815826590193,1.0
6640.454592255234,2.0
10341.259449452053,2.0
5254.673113086505,2.0
3021.024045288132,2.0
-6622.319763715014,1.0
107.95776694022015,1.0
-5492.2751650964365,1.0
3883.5587262395256,2.0
-17132.95817254939,1.0
-385.88773943750425,1.0
-8708.68287159834,1.0
-9587.643172010658,1.0
-1015.6166305906575,1.0
6622.654262130878,2.0
-7039.103446531208,1.0
1977.136648394069,2.0
3206.5567947331583,2.0
6234.464792634397,2.0
2278.2618811639622,2.0
-4026.706499265396,1.0
-9354.102639877887,1.0
6290.125140542137,2.0
3769.8023610550063,2.0
7306.104691650577,2.0
1009.7633973574075,1.0
4064.145619361744,1.0
4208.645677454022,2.0
166.59137559366718,1.0
5547.24153245725,2.0
5687.537444276869,2.0
12950.826165410694,2.0
2388.7904644238474,1.0
10457.592080076436,2.0
-2278.919831186783,1.0
3425.8591219335913,2.0
2155.7838524988747,2.0
-1050.201287294503,1.0
-4137.53023152539,1.0
5132.981157804387,2.0
5011.833629560186,2.0
4713.166198328324,2.0
6633.333836185289,1.0
-6140.454725876483,2.0
6179.887043983196,2.0
-3136.2437539140656,1.0
4203.178224778612,1.0
2486.3580113204243,2.0
-168.76873663659387,2.0
10277.891156112499,2.0
9627.137941586094,2.0
1843.052696410055,1.0
8674.499347313238,2.0
-4291.134208485232,1.0
-1238.0297320934471,2.0
12402.830455325164,2.0
3018.5798635687424,1.0
-3401.8176103094897,1.0
1762.034229653456,2.0
9760.203950260555,2.0
1234.974242068656,2.0
8061.920553598784,2.0
11426.36474980316,2.0
-335.3499233541047,1.0
7033.492805924079,2.0
1646.649241562593,2.0
-257.0216532848053,1.0
7286.837308302047,1.0
4671.046364566128,2.0
5524.095966959541,2.0
3849.65850171927,2.0
6581.328119481404,2.0
5660.280355349743,2.0
-2233.394407005087,1.0
5796.934012230025,2.0
4552.28074985775,2.0
2163.5153962579056,1.0
757.7751206028793,2.0
1370.931125248966,1.0
4153.700651510757,1.0
1725.4113440482888,2.0
6863.218321142771,2.0
8627.352708122322,1.0
2597.9313660297485,1.0
-5703.033390866661,1.0
7131.89214080019,2.0
7584.245618730812,2.0
-2094.3701939378534,1.0
8161.852114336907,2.0
6052.314958352933,2.0
6644.302048211468,1.0
365.1456746521494,1.0
5474.48792324516,1.0
-10197.858831467975,1.0
5001.931065135401,2.0
7648.794127154766,2.0
7697.560333101914,2.0
3738.2260358896583,1.0
7438.6802950608535,2.0
-2166.985631533953,1.0
7973.671032119374,2.0
2638.2851422709277,2.0
8012.620696209714,2.0
7862.376184380142,2.0
7923.886195532081,2.0
-5133.170626862675,1.0
7616.13415771495,2.0
-1694.4300711423239,1.0
-2539.756301217124,1.0
5789.306105155323,2.0
10304.076840908467,2.0
7293.83957069964,2.0
-981.8655237410348,1.0
-1837.4045308119432,2.0
4435.131187108322,2.0
5399.157004214533,2.0
9322.10902383857,2.0
-5378.428120092789,1.0
1510.324846073872,2.0
-7134.543017663166,2.0
7557.746982546943,2.0
1073.8257809821607,1.0
4383.621261960076,1.0
1776.0631107414629,1.0
880.578402849766,2.0
7708.846585603475,2.0
-714.661111507432,1.0
-4720.225955216656,1.0
-1223.8412688219796,2.0
5162.4871166762,1.0
11768.651548513688,2.0
8482.326871732206,2.0
7840.472332725632,2.0
5110.969870191337,2.0
8838.449301911194,2.0
379.68739388937774,1.0
3621.3084676822323,1.0
9075.495236440027,2.0
7893.690640923686,2.0
1829.7752807416316,2.0
6139.319915369182,1.0
-15180.413717905183,1.0
3609.0018734331043,2.0
-3154.681572552434,1.0
-5994.7272504780885,1.0
2844.692504767045,2.0
4600.048661079143,1.0
3256.1980690204236,2.0
198.16285866176167,2.0
-4226.213555725402,1.0
7596.570348662116,2.0
4242.909964817165,2.0
8840.790176743423,2.0
8010.725185158978,2.0
-612.2265656447206,2.0
7324.426997175933,2.0
4764.4725153923155,2.0
6739.580235152255,2.0
8779.211184579965,2.0
12534.878263475819,2.0
11732.441604941869,2.0
1791.643445649468,1.0
-4930.588928986512,1.0
-4904.461721309304,1.0
5973.855663042643,2.0
5937.335360127498,1.0
9023.40231241914,2.0
5303.653756920916,1.0
5923.8001227588065,2.0
11576.2231022007,2.0
5867.412374429201,2.0
10035.381593086038,2.0
-3209.3262813560896,1.0
10066.283147852131,2.0
7304.346291686833,2.0
12169.527573277033,2.0
10807.983229014984,2.0
-1913.4558158312223,2.0
1138.6869908746412,2.0
6859.062430982753,2.0
7981.122261145864,2.0
7853.306864951457,2.0
8848.834124217816,2.0
2027.015888471603,1.0
3508.4765174495255,2.0
5764.306244784548,1.0
6801.346306756202,2.0
-1301.8196315119949,2.0
-8204.5125014569,1.0
-8037.224622554047,1.0
5902.896121882071,1.0
4003.7667692258883,2.0
1638.8274615453624,2.0
3428.3709885279463,2.0
4800.713622867146,1.0
9083.410312611837,2.0
10317.777448672032,2.0
533.1519730381042,2.0
7592.189732671208,2.0
-12175.776941978886,1.0
9811.25450836236,2.0
6787.677512245136,2.0
8959.595572281673,2.0
6147.290997484883,2.0
5280.988330357992,2.0
5883.39460761338,2.0
2550.179149284325,2.0
645.2275126870068,1.0
10640.943773534955,2.0
-8730.45442832439,1.0
1375.7936941472835,1.0
-1398.1824017870986,1.0
5442.4572623871645,1.0
4419.6531689234325,2.0
256.1609382687227,2.0
466.8846618395212,2.0
11120.882222275799,2.0
6003.601611632136,2.0
-996.9127042892314,1.0
7143.967994940237,2.0
-2487.2784946933643,1.0
8765.60086642054,1.0
5644.432730170949,2.0
9355.304827865948,2.0
4029.4132224471914,2.0
-489.5105723165957,1.0
2017.7233972829576,1.0
-7100.867888760236,1.0
1512.9011787955144,2.0
2211.791149651113,2.0
911.7108515466483,2.0
10361.364519533601,2.0
9366.379279082017,1.0
10144.691545686972,2.0
10554.323085293558,2.0
-539.9117939702328,1.0
4265.465032892147,1.0
1760.2547221216846,1.0
798.1251138348462,2.0
-557.368957927315,2.0
-5418.374213069821,1.0
8241.300813062435,2.0
10006.665811342245,2.0
4948.026851353385,2.0
3751.6813927118674,2.0
4199.375361507303,2.0
10977.14088791425,2.0
-1330.9889655810466,1.0
8821.09200772477,2.0
7918.770199357781,2.0
1678.7831621124783,1.0
8771.91332777075,2.0
6252.632167885391,2.0
5498.91579040721,2.0
-847.0225702822179,1.0
10188.99940305593,2.0
9858.758614875816,2.0
5293.177396328276,2.0
7961.708589812262,2.0
4909.033683786331,2.0
-8628.990278621202,1.0
4045.7298784221184,1.0
10222.582381967168,2.0
10134.244804418311,2.0
3720.5470399477554,2.0
4496.815249168159,2.0
6767.368514144907,2.0
4562.751507234026,1.0
6374.511275784063,1.0
-7365.808284234166,2.0
-8229.476578281767,1.0
-6033.734966664935,1.0
-2090.1114499622395,1.0
6746.107723882706,2.0
8144.046151210025,2.0
68.84956425296923,1.0
-3396.146422142174,1.0
-8049.257089395619,1.0
7484.101726266378,2.0
-1706.0940385586246,1.0
-5811.354282773797,1.0
3473.8718913350413,1.0
-11057.94131976431,1.0
11543.718769246274,2.0
441.26203925841503,2.0
1257.532636616413,2.0
11747.554586240822,2.0
8196.733589845877,2.0
636.0564775532907,1.0
2750.054110710931,1.0
-3903.4658788346046,1.0
9848.174930247716,2.0
8815.607287910305,2.0
11344.832666547616,2.0
2325.7245502823116,1.0
7557.271987256351,2.0
-128.30325993345082,1.0
6803.189821995553,1.0
3376.9587990906866,2.0
7113.817377170893,2.0
1496.9968339396555,1.0
-2223.540468516153,2.0
63.09280558359069,1.0
735.787696778226,2.0
7402.721221264757,2.0
3848.9641849880486,2.0
4440.481934083786,1.0
-4459.031545198241,1.0
2491.485024102531,1.0
752.6244841736925,1.0
6101.703685982742,2.0
7612.602916230627,2.0
1972.7145024645667,2.0
-5285.99139495686,1.0
-7817.148993454506,1.0
4116.386124923734,1.0
2486.744875906029,2.0
2421.401970006579,2.0
5237.110828398153,2.0
1101.66513569552,1.0
8113.815485678634,2.0
7949.166201073647,2.0
118.64955240486915,1.0
-390.7984437503774,1.0
-2084.981488940758,1.0
4840.984996397905,1.0
2194.4967524617323,1.0
-2426.3281631602204,1.0
4837.453971987294,2.0
5977.913808001211,2.0
-7716.538405631489,1.0
525.0137584337149,1.0
-9954.214332750047,1.0
-10573.36465473457,1.0
7805.779553398757,2.0
3611.723372134106,1.0
-1319.6197148880547,1.0
10835.942015568442,2.0
1316.6599312662502,2.0
8306.69938316105,2.0
5166.546397588132,2.0
12626.774754528167,2.0
3331.0073434574533,2.0
-3521.3991082855405,1.0
4322.657380268665,2.0
8041.880852671568,2.0
9340.02460849997,2.0
5494.846368641456,2.0
-5003.800222786331,1.0
9483.61434552698,2.0
7570.901750501706,2.0
-13745.139298925238,1.0
7031.309735166787,2.0
-8754.182010925499,1.0
2296.7018118219626,2.0
143.81162062949807,1.0
4863.269469922929,1.0
-1792.5791263540284,2.0
3530.6724770363016,2.0
9384.83801009839,2.0
-1503.2032250573257,1.0
-1750.3888878275443,1.0
-3270.422986670444,1.0
10612.635867524057,2.0
-7651.2287266133935,1.0
-7543.351069500453,1.0
-7025.189140831228,1.0
1865.562761323474,2.0
8118.353617279467,2.0
2980.213307614781,1.0
2563.4794020395084,2.0
-3633.267998067602,1.0
9431.069742094893,2.0
-462.71303302759407,1.0
3505.6930915461,2.0
7938.586371671149,2.0
-599.2612171488058,1.0
-6491.5461313652395,1.0
6596.696182573525,1.0
-2343.972031184966,1.0
5227.127631186525,2.0
-6825.389744448532,1.0
5643.952166709545,2.0
8670.499078399715,2.0
-1499.5112427747526,2.0
4532.879761540164,1.0
6293.004415278159,2.0
-10607.360112733844,1.0
2145.2883118635445,1.0
-3189.0440821654593,1.0
1172.37579700685,2.0
-2251.14324037893,2.0
4957.150229012381,1.0
-285.9864105863426,1.0
8247.61721025116,2.0
-347.4628949761691,1.0
6918.286791653704,2.0
-3616.7971619379828,1.0
5360.9335165915745,2.0
4426.3757058588335,2.0
3960.180200183493,2.0
5757.325443430416,2.0
-1468.9436298139651,2.0
99.32706801498011,1.0
1341.4326114261648,2.0
1333.727050771824,2.0
-2923.9697498965093,2.0
-1780.244178836603,1.0
-3025.581339387785,1.0
1588.9584639719183,1.0
-4096.790486523487,1.0
8962.31012339393,2.0
11652.115299761383,2.0
7341.956635711436,2.0
6837.769546615946,2.0
10456.795593623146,2.0
683.0428804403837,1.0
3084.9631009188643,2.0
7909.395984746789,2.0
6694.1547001455665,2.0
8931.533639371068,2.0
2126.1524603084836,2.0
9367.273088207252,2.0
10578.005785747242,2.0
6606.632894940201,2.0
4887.676669226197,2.0
6679.9701378539285,2.0
6443.852611636375,1.0
5867.522517952985,2.0
6907.519937853284,1.0
8901.57057954952,2.0
-1378.908800950928,2.0
-8426.776133952704,1.0
6361.316178803352,2.0
8387.756425324063,2.0
11294.161026968904,2.0
5793.262108045843,2.0
574.0928844876298,1.0
6595.377122218583,2.0
7413.07390734748,2.0
-2620.703857915325,1.0
5820.318216401676,2.0
1285.8704433372802,2.0
5384.914356070716,2.0
6113.004379028456,2.0
6376.126255143714,2.0
-2794.5531350597967,1.0
4997.618600213805,2.0
-1865.2277811921044,2.0
5512.054578058303,2.0
-10280.525701497889,1.0
11444.084121029926,2.0
-3495.3987975584,2.0
6236.467761541324,2.0
6753.010801413404,2.0
7310.242339011532,2.0
5296.123801202522,2.0
6100.821550221542,2.0
772.2916441344296,1.0
-2134.846035454757,1.0
-1276.1739024293888,1.0
826.6269012933458,1.0
5442.047354529874,1.0
10916.256870837798,2.0
-439.7787327028959,1.0
-764.2711035744928,1.0
-8616.810252457315,1.0
3702.91625566928,1.0
1729.7829864292303,2.0
3261.3171447308955,1.0
-3453.898089240764,1.0
5917.946022266894,2.0
4947.323345749523,2.0
8678.513094235328,2.0
-201.72888074744264,2.0
6388.004855680081,2.0
9315.227443583422,2.0
10175.147142049858,2.0
540.2141237438109,1.0
9595.500257892156,2.0
5482.810443903759,2.0
-1592.0798931626045,1.0
5209.307732611317,2.0
5030.252807751155,2.0
425.99311732361025,1.0
8215.902755172916,2.0
5345.423981561599,2.0
-14261.492035198507,1.0
7472.426365351712,2.0
3161.2823340528976,1.0
11831.869723385023,2.0
3612.3103299276845,1.0
-3563.3274131280236,1.0
7521.1756153373935,1.0
8692.762495183444,2.0
2435.328897604652,2.0
9210.635175823581,2.0
-993.8764395534881,1.0
-13744.385584312815,1.0
4211.654651849376,2.0
8266.431733150363,2.0
9537.2948764673,2.0
2536.6780353467793,1.0
7157.138589078488,2.0
6336.7469144876995,2.0
-1482.9334621511107,1.0
7803.294869060412,2.0
-2450.035460065196,1.0
4742.312165128944,2.0
-955.5882734814841,1.0
-7629.011963008127,1.0
7584.051720071631,2.0
7461.345183000747,2.0
3270.157050967714,2.0
7280.401234640659,1.0
-3445.547163753718,1.0
738.1628899118623,2.0
4472.587677666659,2.0
-1296.1244256722193,2.0
-7272.802519730158,1.0
5631.057754227064,2.0
-2170.2492910475853,1.0
4436.32540263082,1.0
747.5027014408643,1.0
1620.8543197449749,2.0
7423.247878513409,2.0
-5633.359696166118,1.0
-529.3632858977535,1.0
10435.098121246545,2.0
6336.878101815896,2.0
4250.8405377386525,2.0
-2914.6761314332844,1.0
-1512.2494228291448,1.0
3503.767199381285,2.0
-2583.5570456793835,1.0
6233.595582382404,2.0
7840.284001309469,2.0
5390.368014021929,2.0
3060.1490003727477,2.0
-1501.7370815460008,2.0
7412.6457664711725,2.0
-1598.925625781159,1.0
2531.151488419144,1.0
412.73022178520216,1.0
-5722.316119008752,1.0
6739.027550750443,2.0
-2265.305298655723,1.0
5459.270960567869,2.0
5265.595030390691,2.0
6635.093166282928,2.0
10210.109012146664,2.0
3475.133909923804,1.0
-467.14835338145303,2.0
4857.156528414394,1.0
6082.285501474772,2.0
2157.3898942577625,2.0
1307.66914428555,2.0
4299.168910065302,1.0
-12859.990047542215,1.0
8084.893673837794,2.0
-9636.573860788052,1.0
9936.679255866859,2.0
5178.923472745328,1.0
3182.300322165287,2.0
3073.7712591475774,1.0
7304.165159163472,2.0
-661.4619907103915,1.0
2952.954488281337,2.0
-5144.043551871397,1.0
-807.3536684788714,2.0
9336.833598769115,2.0
10737.341201606654,2.0
8969.348304841737,2.0
8016.773027224954,2.0
7167.644739926749,2.0
-694.5286412216719,1.0
-3908.9141374187566,1.0
6306.444645885235,2.0
11540.622366214182,2.0
-3839.7007058389263,1.0
375.9033040439881,1.0
6024.315377560719,2.0
9305.648666861307,2.0
8790.421799233789,2.0
3708.085578975094,2.0
10661.521434493567,2.0
-2095.5847066480005,1.0
-1075.9156889248065,1.0
8092.120442256817,2.0
8941.62603335625,2.0
-1542.5301627254437,2.0
6722.733335819295,2.0
8419.618352409487,2.0
6728.6988524853,2.0
911.6085384448122,2.0
8686.344443693886,2.0
-4018.9300965603666,2.0
6915.101350193382,2.0
-12564.102372399599,1.0
208.26708638449463,2.0
9452.810601857773,2.0
-10727.166946535457,1.0
98.54802312702304,1.0
9083.87031539013,2.0
4031.927931081771,2.0
12405.972536557034,2.0
7383.163215087111,2.0
4083.0999354114238,1.0
-3571.510524554445,1.0
9373.634768008971,2.0
8174.710626549046,2.0
7794.810968341946,2.0
1385.2696769790523,2.0
1486.0234262625463,1.0
-2382.5620991998917,1.0
8316.452057230365,1.0
-3993.4045238004323,1.0
4219.411792567952,2.0
-5820.9105937401355,1.0
-787.0963329142128,2.0
4553.5116380711925,1.0
1578.1645076603536,1.0
2325.7001147286464,1.0
10589.807838606548,2.0
-129.8721041225865,1.0
-5550.895976341429,1.0
6074.321225027809,2.0
-7093.804637900369,1.0
-3318.169392191492,1.0
-843.9651111486305,1.0
-3818.0044919601833,2.0
1824.4369061943153,1.0
-3906.161331825836,1.0
-13015.356966527212,1.0
7462.737192885603,2.0
-4613.435153042711,1.0
-2784.822734065292,1.0
4725.949521639074,2.0
-2733.5528271681114,1.0
8133.3250114617085,2.0
3365.182409795758,2.0
6740.830646282271,2.0
-5562.202482687089,1.0
-9777.536861162203,1.0
5156.516696397492,2.0
-2869.030769162566,2.0
-2780.8017737384407,1.0
-861.276610551808,1.0
6293.052155434096,2.0
-6569.333942960428,1.0
-1850.9111484299974,2.0
-300.9584128405511,1.0
141.22623141890108,1.0
7366.3788490853885,2.0
9558.658614646614,2.0
1639.5644342612195,1.0
7602.747859686875,2.0
-2593.9145675151467,2.0
-683.5745286625587,1.0
7555.414489527979,2.0
-3180.6747501471773,1.0
1150.483110541501,2.0
1463.6609479084063,1.0
7477.736262414843,2.0
8411.071128508753,2.0
3501.3146829190514,2.0
2367.230646015868,2.0
8585.034180273762,2.0
8299.84417920899,2.0
-3428.921324986511,1.0
-83.49489083941353,1.0
-2572.020426711441,1.0
5209.973687934784,1.0
-2261.4347830672996,1.0
-4268.92116774975,1.0
8056.118302570062,2.0
575.5435730518084,1.0
5781.877359787495,2.0
2457.342936039253,2.0
5673.513954225897,2.0
10323.666157691841,2.0
10781.84529342728,2.0
-8585.373085554296,1.0
-224.93224738330684,2.0
-3043.7605421867875,1.0
7250.890628723957,2.0
-1109.014848166164,2.0
-7431.240161901604,1.0
4197.798688064567,2.0
-6313.384201306674,1.0
-4014.595480692562,1.0
10560.16882251129,2.0
8096.456534955967,2.0
3538.1524740292202,2.0
-3502.3957394234135,1.0
1395.1540718537058,2.0
6176.350832442424,2.0
1618.072006765337,2.0
8394.052776457303,2.0
9836.931904963549,2.0
-685.0013276924097,2.0
673.1415982935996,1.0
11007.341484800747,2.0
9697.624706612803,2.0
6127.362653547897,1.0
-892.7181084003923,1.0
6715.573688555393,2.0
4263.269663741157,1.0
7300.210353104829,2.0
4894.307442874769,2.0
9998.722467979249,2.0
12957.705808600285,2.0
-7773.645870539383,1.0
4644.700711612129,2.0
9.356958862752435,1.0
6235.565092431671,2.0
12582.43697893513,2.0
13077.197916205674,2.0
6943.885409939223,2.0
8256.85764088067,2.0
-949.5189989297542,1.0
7468.554748106373,2.0
686.8138487063052,1.0
7545.033297288053,2.0
-9622.920761730125,1.0
4279.385493651278,2.0
5268.434400820954,2.0
11103.452398405532,2.0
2987.1360164546345,1.0
4798.037743558152,2.0
-5499.352310279353,1.0
6431.2151371112195,2.0
-511.9385064396811,1.0
5583.349544121158,2.0
8920.011637489999,2.0
3518.6700787102736,2.0
6004.949788128803,2.0
4633.35526159727,1.0
3820.419167957136,2.0
11330.564545499154,2.0
8439.035915699662,2.0
2770.2694335414835,2.0
3156.2756609403523,2.0
-2410.5355613381,1.0
4850.630671207247,2.0
-3943.003225975544,1.0
9503.900667087182,2.0
8599.7329708547,2.0
10309.693273730854,2.0
4034.875184663474,2.0
5861.364893435322,2.0
9796.325230391976,2.0
1570.0136099820065,1.0
-4051.9321167448447,1.0
11598.073060797524,2.0
786.902039151998,1.0
7875.521100470178,2.0
-7532.2604631893055,1.0
6932.369230188093,2.0
1183.3538648377275,2.0
7646.50648848517,2.0
6848.031146117761,2.0
-2220.4837094546388,1.0
1640.2562828694163,2.0
-1258.5277889178724,1.0
2235.6396919759836,1.0
8317.381619735192,2.0
7587.4851156547775,2.0
-159.0812723433337,2.0
6511.728103059853,2.0
9902.144946335076,2.0
-424.52542890169434,1.0
-3237.6515037714817,1.0
6351.1410550119635,2.0
7929.9548372469,2.0
6638.9121674064745,2.0
514.3364871574258,1.0
5513.248531585114,1.0
6611.476474020824,2.0
3727.7008979975008,2.0
9198.20832439444,2.0
7641.06215936887,2.0
-12376.320841544151,1.0
9542.078052223134,2.0
3101.612849250636,2.0
3018.9913565328607,2.0
-5976.813825079858,1.0
1319.054141483834,1.0
3135.0717467745603,1.0
-1990.701011203359,1.0
496.3832458226277,1.0
2581.712469898814,1.0
5094.215721303577,2.0
9285.986659479655,2.0
2870.402069704508,1.0
4684.943626644247,1.0
6858.082481256946,2.0
8986.64210583222,2.0
3655.1865122555864,2.0
7726.527886373298,2.0
6099.137669680001,1.0
7721.189403313698,2.0
-11732.59094804954,1.0
6890.899147286863,1.0
7906.966808654667,1.0
-2233.3896661082035,1.0
5034.31316786278,2.0
-5388.075547989027,1.0
7246.641970354221,2.0
-1567.2023825056413,1.0
6430.978825621389,2.0
-3302.9264585999654,1.0
5483.600627614522,1.0
5595.237283814108,2.0
4571.975874911888,2.0
-6069.009734353893,1.0
-3223.3429474773766,1.0
-7375.430544664093,1.0
2264.832664739013,1.0
5828.189166225574,2.0
2510.540721023479,2.0
8208.150927339244,2.0
5596.533347546167,1.0
3309.0886368679853,2.0
6968.08446067674,2.0
5786.937155040387,2.0
3176.7002307167495,1.0
3554.583601327977,1.0
4708.4044556210165,2.0
9764.415480900145,2.0
2893.9680512906893,2.0
2943.461732050945,2.0
7022.120235531971,2.0
10439.388761281347,2.0
-13147.350110983909,1.0
-2211.46753010588,2.0
-3739.5721980596454,1.0
-590.7733125629647,1.0
6732.900020630865,2.0
7552.240651972272,2.0
6672.211393696876,2.0
1688.572203389106,1.0
6376.843061822242,1.0
9673.498918464127,2.0
-4205.4301920393045,1.0
-317.8210684959199,2.0
3175.043434354554,2.0
-2241.3432599113794,1.0
-2872.820450874153,1.0
6280.993331661512,2.0
2584.555720480974,1.0
-237.6478297084518,2.0
4121.568325054313,2.0
5593.510274729046,2.0
5385.153474121546,2.0
5679.713187115096,2.0
-1290.3465302443503,2.0
-476.188526395468,1.0
11043.355321140429,2.0
9271.112551564285,2.0
10595.448682881011,2.0
-2369.4188682164286,2.0
8529.408805729809,2.0
5831.160875092191,2.0
5941.5155772285825,2.0
7638.697700750117,2.0
6486.987141063561,2.0
3595.243361600986,2.0
-6211.742379408768,2.0
