sal_avg_lc1vs0_iate,olf_x0
-5625.061268035523,26.0
-5395.67485102924,60.0
-15147.025265905453,43.0
-2822.5401888264732,44.0
-6903.310919547794,50.0
-423.39900864083916,26.0
-3055.2002107567855,39.0
-13555.961185549682,50.0
-3565.720696760329,41.0
-2868.2662463800298,45.0
-4596.493203592747,61.0
-6738.5403138022575,51.0
-6028.078368799315,59.0
-14046.276332787986,37.0
-5652.72043934389,17.0
-6392.65184826066,38.0
-11651.224493031139,15.0
-5094.066725552315,44.0
-3774.5193787867847,41.0
-11254.285114087921,35.0
-4794.233587543227,26.0
-2693.1745911559947,17.0
-5392.059907346633,56.0
-986.6002414598257,27.0
-281.5467512306061,53.0
-9157.941354466157,13.0
-13578.040745633969,48.0
-7487.5067923364295,28.0
-3109.370698012696,40.0
-3913.21213455862,3.0
-14162.201534433103,36.0
-12089.657537156765,16.0
-4952.782302663369,53.0
-21019.058765765585,18.0
-14377.802785873375,59.0
-1768.7706594950723,21.0
-13032.786842559999,31.0
-1578.433927490505,10.0
-2951.3700701380494,7.0
-15797.855253188938,7.0
-4429.474466530127,59.0
-4838.923590867564,38.0
-4005.959259658681,17.0
-2919.7176323197978,52.0
-4806.106171835139,19.0
-3854.88029194318,53.0
-5716.18291391208,38.0
-1170.2571990466827,66.0
436.6982479815158,69.0
-3219.77662664081,61.0
-1996.0484140403519,58.0
-18129.880000110792,14.0
-18359.972892744496,12.0
-8083.324319560273,18.0
-1210.0758095611673,84.0
-8592.231622147412,32.0
-5871.968701092864,58.0
-11569.190347748565,42.0
-6968.749078568314,23.0
-3664.679630900388,62.0
-5548.876307371849,55.0
-5627.451770555057,24.0
-8283.528353936688,1.0
-7160.991087807062,11.0
-310.37168021049587,73.0
-1435.81757479522,79.0
-7042.406618480248,50.0
-4984.466581442169,50.0
-56.332324080462854,21.0
-890.7201069562044,60.0
-5623.532942652184,58.0
-5396.959513890426,49.0
-6354.204723872521,49.0
-13081.173822566274,30.0
-3516.0683503919913,46.0
-13179.946094300192,2.0
-1402.1118874583099,38.0
-5064.680268330811,44.0
-15142.039150547493,35.0
-12184.736648898739,56.0
-11721.258057564693,60.0
-3554.0336516271745,48.0
-2336.8611008700263,40.0
-3087.421922571013,49.0
-8116.2432350993,58.0
-4256.020004777762,73.0
-3166.268722738242,57.0
-5083.098479900222,25.0
-7249.2394924372575,31.0
-7654.06532204916,24.0
-5036.034121972742,23.0
-2927.630551073811,18.0
-1845.1371319304153,75.0
157.73924563196465,30.0
-1310.7774424573415,50.0
-3778.114919996482,58.0
-2314.691927568677,38.0
-12962.884879629299,26.0
-3063.367050500656,30.0
-20362.931802059928,16.0
-15476.81090667004,34.0
-7412.540871392797,13.0
-11445.4817573018,42.0
-2723.5375830212824,50.0
-2675.113382706033,70.0
-4006.180352637508,34.0
-3638.1642275587874,67.0
-1908.2944285240148,47.0
-9689.440983130307,58.0
-2557.6141537202516,65.0
-16016.32343245035,33.0
-9480.106396580893,44.0
-6308.700603407124,44.0
-979.3349252982789,64.0
-3821.86625847277,36.0
-10013.19827576287,31.0
-6690.749180257399,44.0
-13466.16573720635,36.0
-4166.463158603381,25.0
-6964.490701030813,32.0
-5169.819878103179,78.0
-2257.69845648953,47.0
-13247.345947612272,50.0
-1294.5215235593964,52.0
-4270.438668968397,38.0
-5388.595103984489,55.0
-17338.561453190447,60.0
-8050.913766130763,43.0
-3428.0492716493263,71.0
-5141.046663683175,44.0
-9916.177181186195,59.0
-4320.656988476181,39.0
-4407.522207813247,63.0
-2230.193323135474,56.0
-2217.3322666341087,21.0
-2434.196615640961,24.0
-1330.114775175698,22.0
-5202.01330874447,47.0
-5142.564051903999,32.0
-51.978554769794414,29.0
-16293.842130432646,26.0
-6083.449440380389,54.0
-1697.2534334729398,30.0
-5329.038740216331,5.0
-10995.475890302167,57.0
-1936.9311912179614,71.0
-7147.902861578558,42.0
-5789.560563698852,34.0
-3384.6712028387556,19.0
-4309.145429733903,53.0
-18055.148318792264,58.0
-12295.465366261204,48.0
-3357.191150572341,66.0
-96.74307384329359,50.0
-55.195075779701654,14.0
-3596.1298118226423,69.0
-4652.36457777332,63.0
-11656.608530933629,7.0
-6822.059793696728,32.0
-3062.0748199785503,41.0
-14704.13996861499,60.0
-22613.334951174365,39.0
-11681.714306483214,48.0
-2690.328832907179,25.0
-145.76452319616442,60.0
-9534.153239810177,6.0
-8783.251104575227,24.0
-11848.243754399995,14.0
-6825.626377529973,56.0
-5914.429739644209,59.0
-18599.305977015687,50.0
-11797.697044277511,36.0
-11779.350052012396,18.0
-1228.1446893008183,75.0
-5070.627808423442,19.0
-2013.7771281006735,33.0
-4184.450382434787,29.0
-4429.686481721788,21.0
-15704.460182145114,16.0
-17538.79280218833,20.0
-15469.449232276143,29.0
-6605.8529427610465,49.0
-6822.916254011411,55.0
-2804.173394698051,73.0
-14581.692431403178,26.0
-2898.8212567829805,54.0
-12532.896318914689,30.0
-9409.879074009157,5.0
-811.951978044432,8.0
-6835.832320843381,34.0
-7881.8853749831,57.0
-4014.518867067818,24.0
-8848.296479403358,38.0
-4922.656449051396,41.0
-7944.978288549212,15.0
-3316.8892568799683,57.0
-15515.62960784151,25.0
-20928.293569871963,11.0
-10876.75302727928,33.0
-15384.926845707749,11.0
-2208.539319741445,46.0
-4678.384697793139,23.0
-5325.263822532751,75.0
-20550.250884253855,44.0
-13565.75219235308,12.0
-13920.475668151385,22.0
-3002.2481816884792,17.0
-4031.3602429117104,49.0
-8808.473852875813,60.0
-10102.30780652062,22.0
-5954.354116014114,2.0
-834.0120585124293,70.0
-8727.131418268327,55.0
-6971.425860202115,2.0
-18402.801206939464,35.0
-17242.61339807188,59.0
-14923.882998099945,30.0
-5249.8491770962455,9.0
-6792.929377688576,61.0
-6525.790521230951,39.0
-15448.3705829535,21.0
-8992.764398352396,46.0
-7627.7835946544765,24.0
-8520.930671184014,35.0
-563.6565441697797,70.0
-11149.090747767625,32.0
-17383.33206356701,32.0
-7822.022903112245,61.0
-2240.4664548704022,55.0
-6999.345498604251,29.0
854.0491751777743,63.0
-4172.757175669628,22.0
-4827.962497706105,42.0
-20328.306283338872,48.0
179.9330531625816,27.0
-7097.035159534634,71.0
-5106.777566478966,45.0
-4588.038865725401,56.0
-11884.863261997161,4.0
-6265.209999379703,33.0
-6140.083691610972,47.0
-9357.132773341013,26.0
-1077.826536331635,64.0
-10621.55989354778,34.0
-5028.928482106961,52.0
-7075.662948813217,28.0
-8751.812149945432,5.0
-3099.5721256343168,48.0
-725.2681902015552,46.0
-4552.885596581118,40.0
-9775.89109350858,54.0
-8843.300149767409,6.0
-14507.23400472508,42.0
-5470.599287948855,40.0
-20249.100494719503,54.0
-7580.671063053526,45.0
-5677.719525156945,47.0
-2985.9782101468736,15.0
-4134.7772083505815,35.0
-10102.496198394962,17.0
-4030.742925949442,25.0
-12751.77322724172,39.0
-3534.288840441952,62.0
-6909.004513306612,24.0
-1383.0933088536672,81.0
-4719.557733115279,69.0
-20228.16106050703,28.0
-20154.069960062832,34.0
-5407.687868960819,56.0
-9282.951957435831,51.0
-1685.2502173393486,59.0
-8002.189413050947,60.0
-1505.193270204897,40.0
-163.16732536677796,80.0
-3364.229114852493,32.0
-12382.37361101248,26.0
-785.2656016715891,58.0
-11640.281172512743,17.0
-11242.977710466548,43.0
-9273.244449386286,32.0
-3677.424857903141,56.0
-6716.901219636152,10.0
-10287.62494700036,52.0
-11098.27869364675,4.0
-2152.330337299469,28.0
-12967.934148519556,57.0
-7838.6838882596285,23.0
-10298.123622814575,14.0
-3768.773858496781,19.0
-5105.7135675230165,5.0
-5395.137279406863,47.0
-5842.417922098267,35.0
-3478.2529983768636,40.0
-16469.919254384844,13.0
-5090.736711851048,24.0
-6412.188938437743,37.0
-2126.643690354347,54.0
-18716.298248804596,21.0
-18466.448424001952,58.0
-12797.577331980196,6.0
-13327.799092772624,57.0
-4226.485652105522,19.0
-4804.748310744681,53.0
1194.0434589090619,72.0
-5720.66564614251,66.0
-3357.9227056011405,34.0
-13508.648013609103,1.0
-1349.949124080772,71.0
-5661.023288830347,62.0
-3564.047233901862,17.0
-5505.914221874664,70.0
-2140.77813731048,31.0
-3790.634799141693,51.0
-6906.446417577068,18.0
-4191.590706482882,41.0
-217.50414105855555,84.0
-324.4153535022243,17.0
-13033.596202381646,19.0
-2802.5191073761157,51.0
-11595.110095012258,17.0
-7061.107339875247,37.0
-4335.72016988378,64.0
-9068.693718997742,47.0
-6376.660076046249,59.0
-5077.695211014554,26.0
-1851.369301939515,87.0
-5424.469188358402,76.0
-7440.315465169035,4.0
-466.8693287251141,59.0
-6076.861719903966,18.0
-15158.082681296473,17.0
-345.9548637861234,43.0
-4566.201747230993,46.0
-4279.348258360929,41.0
259.81809726155836,20.0
-1072.0231667021515,52.0
-5737.33140691418,50.0
-6026.481655128593,52.0
-3107.4482519535068,32.0
-3074.110684320556,27.0
-11671.155414348235,49.0
-5123.6872082464115,71.0
-3733.6349694058536,42.0
-5090.04631424941,28.0
-5203.400546725425,48.0
-3704.2742463124414,21.0
-6210.3657462862575,46.0
-966.6440061212461,49.0
-9224.913670956228,43.0
-18670.561969752744,2.0
-13722.05313977259,42.0
-14444.355520263085,12.0
-8999.655458790152,7.0
-3843.336820733085,48.0
-17227.205533772292,4.0
-10321.07322066511,17.0
-6285.268557401748,54.0
-13660.553946703416,14.0
-3921.7643673284892,13.0
-12904.248237718628,10.0
-15071.090992090805,57.0
-6644.231587323624,28.0
-1951.4879162243392,62.0
-1958.812912616354,57.0
-1954.4318608914346,52.0
-956.7519150471429,52.0
-4764.917144147625,62.0
-3156.67897350953,39.0
-13636.844949685137,33.0
-5089.585021288245,30.0
-381.7548181805346,50.0
-16280.71806828749,4.0
-4190.076540213209,38.0
-4515.327060372217,18.0
-16278.173398129758,32.0
-6629.478277144478,65.0
-3943.02998980506,45.0
-9866.980877122074,44.0
-5617.872243598025,11.0
-15395.508036094405,5.0
-5511.373599534315,14.0
-11911.481664903362,30.0
-16546.23974872805,48.0
-9389.747995401638,57.0
-2490.5231286882868,22.0
-5290.953250762272,20.0
-1789.832532866987,68.0
-8350.629791368507,34.0
-12565.851097279396,10.0
-3611.368895360154,33.0
-3160.427308333878,47.0
-4092.3266513059525,43.0
-14305.763846117105,3.0
-329.22132879383275,56.0
-3641.7268438915253,57.0
-8604.51273017092,38.0
-1812.4775095178613,29.0
-18515.041897015977,37.0
-4339.651736362128,50.0
-14006.05656187819,38.0
-8249.955986238188,5.0
-3936.6379086954003,64.0
-3724.731200506798,46.0
-4839.155920789717,7.0
-8941.267333289974,57.0
-10027.808965388953,16.0
-1116.71500873662,46.0
-3096.2155559747753,14.0
-2746.0566670300377,46.0
-10720.364400572638,26.0
-4473.279735240896,60.0
-14705.375014209054,8.0
-9730.080563925556,55.0
-6880.833047391678,54.0
-2419.6823100288375,65.0
-5873.9574890492695,54.0
-5730.993447162773,21.0
-7084.483078169514,27.0
-1069.3471572078302,57.0
-2345.675361204914,62.0
-3319.614481115164,16.0
-15521.48440904756,53.0
-16406.39051009999,28.0
-2767.2507136746426,34.0
-18705.528106170586,4.0
783.8205406733854,34.0
-2382.644354112683,58.0
-4313.443385311162,64.0
-1563.4847888858571,23.0
-2858.1618198331307,41.0
-6762.9230437351725,33.0
-12463.632193904392,1.0
-7638.508927584453,55.0
-17188.782326051616,26.0
-11369.334139864819,33.0
-4119.110626717642,5.0
-18992.844319271113,34.0
-4578.749643905232,49.0
-2579.9619890377703,47.0
-2965.9535570124817,58.0
-3855.2505830849573,69.0
-14958.292058565732,55.0
-4054.2127688174514,63.0
-8067.135801484131,10.0
-1006.2162749109607,48.0
-3836.366361642673,49.0
-5634.116962650967,42.0
-18348.01718697778,4.0
-9342.519633761463,26.0
-5079.603196041396,56.0
-9184.157053538042,35.0
-6495.09803906471,69.0
-11251.926781849656,46.0
-3260.026322308975,62.0
-12543.555167161438,46.0
-2844.3496622563957,73.0
-15563.392937498338,56.0
-4088.569681906426,41.0
-13841.827821018856,57.0
-1109.3245971653341,54.0
-5299.953273290589,40.0
-3448.9450884103057,51.0
-945.216219250101,65.0
-1258.2975223978383,60.0
-254.78076998738652,77.0
-11649.573455353053,26.0
-20649.850181952814,38.0
420.39327705958556,46.0
-3164.6208812525792,47.0
-8574.631855224216,12.0
-14767.521795574252,47.0
-5021.566986475801,57.0
-799.994877518461,56.0
-5698.7920516817885,75.0
-3565.1147894172946,22.0
-1901.6343314241,45.0
-16762.88744233713,9.0
-12868.90106118521,13.0
-635.8986662509293,27.0
-6140.4906402727775,43.0
-2127.5440853736673,31.0
-6572.773337574741,21.0
-5295.141076184427,65.0
-3377.5145524417067,65.0
-2407.924195593374,30.0
-6588.662780477194,66.0
-3455.426665905641,61.0
-371.2648867651076,13.0
-8556.520639013865,59.0
-2754.7909325634046,46.0
-2682.1624889750346,39.0
-11796.55250178056,34.0
-13969.842588507105,10.0
-3927.7333350060285,29.0
-5255.988148959441,56.0
-2584.1351879408494,24.0
-6311.568973418749,46.0
-7912.399043235383,6.0
-17552.859763443725,4.0
-3418.994828319377,45.0
-6454.937226118989,87.0
-2172.3382869399557,44.0
-2416.0421988835387,25.0
-19453.168489302567,23.0
-15638.424688628531,47.0
-14245.456100122716,19.0
-9626.084246129869,11.0
-5763.03907763655,38.0
-8674.384727513097,2.0
-3102.233721785924,77.0
-11405.421282696272,43.0
-14384.035086786567,39.0
-6487.989134462952,21.0
-4102.771674107286,22.0
-15275.907712442815,37.0
-14077.531880849772,55.0
-5949.318314520015,68.0
-19805.347139054753,4.0
-17846.1382040668,52.0
-15233.524305527219,47.0
-4811.730053179519,55.0
-10359.605493926145,29.0
-17919.72205093953,29.0
-7937.676237930586,31.0
-6009.106275202471,25.0
-15472.750588417177,41.0
-5945.986877815685,55.0
-3360.8295278863925,53.0
-6956.902628359112,11.0
-2046.7535187907226,84.0
-5368.296531277279,52.0
-3437.7596246061935,12.0
-10732.584867147873,17.0
-11359.55357283763,14.0
-3825.975209076196,63.0
-1336.9841323998608,69.0
-5615.322207070289,18.0
-13205.616897701198,57.0
-5290.836014980232,31.0
-15153.633203338137,25.0
-3655.175989096482,61.0
-16169.361967732737,35.0
-15135.510108805785,28.0
-4771.949467961926,29.0
-3028.49186554453,25.0
-12971.791516916337,40.0
-3309.571277842746,57.0
-3918.672717957141,38.0
-11583.46980423159,44.0
-1922.5718819330832,35.0
-14188.265867126853,35.0
-2652.057164398164,25.0
-7379.305587682104,55.0
-6981.4435278078545,10.0
-1247.4708126816727,64.0
-2872.3175539031245,70.0
-3414.2761412685395,34.0
-1695.5036930652727,49.0
-5679.082997104732,66.0
-14698.484170428215,4.0
-13660.97192894674,41.0
-21740.21117780613,47.0
-7266.301832188131,55.0
-16573.189335640953,19.0
-15184.43825120868,40.0
-1924.4791151258269,59.0
-3799.196442903732,51.0
-4820.368538620209,63.0
-4441.810448074278,38.0
-7166.968812804069,15.0
-1386.9502094847282,34.0
-8019.997209089302,25.0
-6678.868957928271,39.0
-5086.248013597291,54.0
-12302.1077584791,57.0
-6190.457907944236,21.0
-1554.9492896951342,53.0
-19549.702743126127,46.0
-5213.83429529597,42.0
-12520.036304014451,14.0
-10279.804662293851,44.0
-6404.71208967454,34.0
-5811.9528774994415,39.0
-6622.333483545701,57.0
-19803.05171923249,41.0
-3486.0685416798005,53.0
-4205.00917984708,50.0
-6620.442156486019,37.0
-1496.876203066192,35.0
-428.1619432814498,83.0
-2973.5224194168295,62.0
-8721.083702069338,39.0
-5757.828312046535,37.0
-4691.857219136408,30.0
-9513.222637004255,11.0
-9349.293195736624,29.0
-4058.447331938356,35.0
-13327.39735874578,60.0
-2795.4446538236116,35.0
-5122.333873568319,58.0
-3119.0027046328164,19.0
-4332.069156000227,75.0
-21262.861672225048,12.0
-984.8781735162902,37.0
-8493.509881976224,26.0
-6938.31676590469,57.0
-4883.7095847546,63.0
-5253.480508985376,37.0
-374.0206653624864,39.0
-6483.455364128821,25.0
-10549.22172831805,5.0
-6563.1753722678795,56.0
-19789.52383785443,1.0
-3457.558949287868,65.0
-14709.857492581243,13.0
-5772.762763671864,54.0
-4331.578456666605,40.0
-4248.588113030772,71.0
-11074.029993724705,45.0
-1601.9803741750675,66.0
-13849.02507245442,44.0
-5107.611310350419,49.0
-4087.321054543884,29.0
544.8374280693386,45.0
-5372.222446589054,20.0
-3426.965964454419,28.0
-4715.491237914977,68.0
-10281.784853299785,39.0
-3650.616480331598,20.0
-1340.6023296253913,50.0
-2297.3812677991,18.0
-5916.031685397796,29.0
-3677.0326745399525,50.0
-17085.34743070876,13.0
-4081.144603681625,47.0
-21849.704785341062,13.0
-4670.244612803564,50.0
-7265.630455902802,57.0
-4136.103038934866,27.0
-4665.773283002165,46.0
-772.1119051960131,30.0
-1280.2304890467717,71.0
-11458.962607555375,17.0
-13999.491212898172,8.0
-5560.484453035747,23.0
-7241.466399271393,43.0
-7798.153064510587,39.0
-11983.92838439481,45.0
-4137.918357821405,34.0
-4020.286763993512,26.0
-1283.0588670912434,50.0
-6500.485513826184,26.0
-13246.312250346667,48.0
-1681.4903384375139,34.0
-7000.425658280499,37.0
-12300.186585652631,32.0
-4765.791340128107,20.0
-1553.7581559798227,59.0
-3539.6048208689754,17.0
-2111.837731004418,48.0
-4339.091480324525,62.0
-16565.223725541273,33.0
-20538.38127954397,17.0
883.7483588400622,64.0
14.915914707861248,13.0
-5621.015483127903,47.0
-11649.46302305309,11.0
-11822.249357163855,7.0
-4922.013556863056,30.0
-5826.535394452258,63.0
-4136.539848117785,72.0
-6169.259721941997,22.0
-8121.707399347006,50.0
-4456.009565439326,55.0
-2659.835028649274,26.0
-2405.3079907805313,6.0
-8869.02799121725,50.0
-7089.700935000616,44.0
-10401.340893501721,16.0
-12897.961781745998,60.0
-9694.219732915039,35.0
-4039.2438934566694,42.0
-2816.8444504344257,10.0
-3234.0539972448287,64.0
-10816.22528245481,5.0
-12625.06022994174,3.0
-2756.7657365140817,60.0
-1359.6645540776722,56.0
-1628.9007030021244,52.0
-6332.009762289664,40.0
-9751.881814556324,46.0
48.853696457403316,58.0
-10127.95061104236,57.0
-8445.012694981946,22.0
-7587.817802123414,47.0
-13974.630081638497,19.0
-2597.8837025343596,21.0
-15365.274425858768,27.0
-6883.752579227994,40.0
-7761.238494949789,58.0
