empl_ttl_lc1vs0_iate,region
-2.319476992690084,46.0
3.784431388732647,31.0
1.0086881187071661,78.0
-3.3018082382553815,18.0
-1.3154411757510225,12.0
-5.49959160026593,5.0
2.827376241167716,20.0
3.091618288378948,84.0
-0.7012388210445643,37.0
-5.415163772243275,25.0
-1.1939734200590362,21.0
-4.490096122337092,54.0
-2.530533331704901,7.0
-2.7813089576165506,41.0
4.526101552720037,81.0
-5.257726061442645,38.0
-1.0879998676815426,67.0
-2.9347539051269522,72.0
-2.0907224166523393,41.0
3.6266866753599123,75.0
-2.7384929561613554,63.0
-2.7312336184240094,37.0
-0.8824166413796637,2.0
-5.257663166660086,15.0
2.227952886094991,46.0
-3.5278245581385717,31.0
-0.4430762504496304,19.0
2.5442679856999173,15.0
-6.004665757045915,9.0
-3.800415545129083,58.0
-3.1115328183205184,81.0
1.5459529010717303,10.0
1.5985059135738493,2.0
1.3543080205909495,65.0
-2.68605012228058,36.0
4.754924624547002,25.0
-0.16081504738744368,69.0
-1.1229224735945462,69.0
-5.283555918558607,15.0
-2.5310567818621337,54.0
3.4491467446243265,2.0
-5.0073556961677195,26.0
0.4929477007014551,76.0
-3.7662759388281044,14.0
1.4379886024903041,9.0
-4.2599297720800084,69.0
-2.2496413650663367,29.0
5.089357546104323,80.0
4.204123124346394,41.0
-0.06430039491045525,53.0
1.2214580701477937,31.0
-5.465210883681552,47.0
-0.17542656148847602,36.0
-4.259540116598308,55.0
-4.509763932313359,52.0
-5.4223542761839,37.0
4.812823358491759,25.0
-4.855095621064352,40.0
0.15841868451744823,60.0
3.100906757121863,52.0
0.2926262502211565,82.0
-4.183149163591842,7.0
-2.693586499229308,61.0
2.3280661252016155,84.0
2.8792836897527248,54.0
-4.226646877101689,46.0
0.5870748677372064,32.0
-0.4163972456516343,38.0
1.889138264303508,20.0
-2.414539023561926,70.0
-4.578230930412071,2.0
-3.512463730766281,66.0
-1.9942837301306084,15.0
-5.274694874512052,52.0
6.094628445687494,35.0
-5.898084529935444,47.0
-2.3018638774314897,48.0
-6.6034429280974285,34.0
5.630116212740459,16.0
3.1496391316589847,27.0
6.295598787187169,38.0
3.096863788161045,40.0
-2.1166968607054075,33.0
-2.8847109576155354,78.0
-4.5191034188833346,51.0
-2.6519265540683605,54.0
-2.671738449703691,79.0
5.677310165785743,78.0
-4.426798242511768,69.0
-3.91277315769401,34.0
-3.2834900855775535,64.0
-1.6908441150195213,38.0
-4.498093332932674,76.0
-3.445839681468159,58.0
-1.4553344418542595,49.0
-4.0506810033792116,19.0
-4.215397800178412,3.0
-4.199465155162877,14.0
1.9724954844297633,42.0
-4.185442356137267,11.0
1.285402876376132,21.0
-0.8697966752399457,31.0
-5.5094072108581855,23.0
1.0486381470348118,75.0
-1.803053167129896,32.0
-2.204360219389142,12.0
-4.060083736358665,63.0
-3.4345651038673846,28.0
1.1533941148629259,2.0
-3.835439418933324,51.0
-1.764126881877653,17.0
2.3473561225208526,25.0
-4.403571085487387,72.0
-4.77592527191818,29.0
-3.922201960081952,64.0
-4.1313556866511085,41.0
-5.103462778387858,64.0
-0.855554354569354,27.0
-2.4253469928092652,31.0
-3.813203861001538,39.0
-3.070399934176888,59.0
-0.03486795811430943,40.0
-1.8632702984078333,66.0
-4.718002002322483,15.0
-4.164315656491606,18.0
-2.5923083224887664,35.0
-2.7805457050187634,42.0
-3.5590655468351553,79.0
-4.279246053847592,74.0
2.459416165362348,16.0
6.933864714430991,9.0
2.244727974509967,8.0
2.725740928959718,76.0
2.6726926767040067,1.0
-4.06447447476577,54.0
3.235083425557784,56.0
2.1753656612516084,8.0
-0.8895874407032909,65.0
5.259121056123862,80.0
-3.3761384954354794,73.0
4.712534739596363,24.0
4.415589188476834,61.0
-1.4522867706837872,3.0
-2.831336150790134,71.0
-3.57459792000618,38.0
-4.552315732934243,83.0
-5.546053014606726,42.0
-2.084474819371826,50.0
-3.098097424318858,81.0
0.4980390937887891,71.0
-3.3545013525588776,30.0
-4.761363216701895,37.0
3.4201506616566135,73.0
-4.167926148788123,71.0
-3.904452404247317,48.0
4.151059745535479,19.0
-2.204601101908631,81.0
-2.4965589568720796,61.0
-2.1369326300855085,77.0
-1.6490824149874799,55.0
2.2665808343634186,14.0
-1.6566229367925231,43.0
0.6856338272390512,16.0
5.958954866039089,63.0
2.6001175017899496,21.0
-3.626460928976835,51.0
-2.855376841873995,68.0
-4.919573395820627,15.0
1.7528354965498827,4.0
-0.15516440721868552,37.0
-3.937604800979748,57.0
-2.9152957606648195,39.0
-2.941278682494433,78.0
5.9951819025697874,48.0
-4.445462478092578,23.0
-3.528671774881948,56.0
0.49295283637209075,66.0
-4.129705187956702,73.0
4.304325027493724,8.0
-4.842494406320793,12.0
1.1631983003406186,78.0
-2.56231027974892,18.0
-4.371613841943724,58.0
-3.601876406765669,39.0
-5.0049652609036075,10.0
2.7749260390238693,14.0
2.2439973857395805,49.0
-5.0477798345646665,78.0
-5.227159698876707,36.0
-4.033441411562128,39.0
-0.9372087955972894,83.0
-3.6783800671651945,53.0
4.781497130965573,40.0
1.291465669963298,80.0
-0.588315151616474,3.0
-4.338142791997398,73.0
-1.9116634071140641,33.0
-1.0140964941236161,11.0
1.1474629439390072,40.0
-4.986262116950782,24.0
-2.4725896384416317,6.0
-2.7761054496162116,35.0
2.1245391423944664,47.0
3.0149245611024043,54.0
-4.200012363309174,45.0
4.684040760599509,68.0
-4.9122509857258105,47.0
-2.738032382830116,85.0
-4.723717262323453,76.0
-3.877702873822643,39.0
-5.233646031980637,14.0
-1.5355212471785347,35.0
2.1381094402700542,72.0
0.03373519699493044,2.0
7.140707962671426,9.0
-0.3395727037041292,11.0
-2.5495572609760764,40.0
4.222735137550789,51.0
-0.8305039704737567,45.0
-3.5382141246021575,49.0
-1.8870128010795093,79.0
-2.46563101695815,68.0
3.393976396318651,34.0
-5.338189854924592,81.0
1.9237414271090283,7.0
-4.768848052246385,74.0
-5.182555763626831,58.0
-3.6364896855678075,12.0
4.515313583733087,59.0
-0.29383034354479065,69.0
-2.597188335683062,62.0
1.1859264297729855,32.0
-2.0344254802457273,60.0
-0.2796613648050035,71.0
-3.808773461643332,16.0
3.4507322022022584,47.0
-2.8487865586625114,10.0
5.195053141572877,3.0
-3.118162084458607,84.0
0.9659271115683143,53.0
-4.146635706475787,61.0
-2.39620574719957,6.0
-3.2090474582149646,22.0
-4.987883393459942,53.0
-4.918922901654716,27.0
-5.205698368591528,4.0
0.6302220833949059,13.0
5.317020161126713,24.0
-4.733038837480167,55.0
-3.392239927397201,82.0
0.9900284908068713,33.0
1.4786786624034436,76.0
-1.5959109427591711,35.0
-5.549805071377704,48.0
-2.8149180644257967,8.0
-2.474467532883889,59.0
-2.681714176917369,3.0
3.1727977439587587,48.0
4.178849378987126,12.0
-4.4272637594065385,59.0
-1.7980862068706809,14.0
-4.69829235918634,84.0
-1.036833233080804,39.0
-3.6679408215960336,7.0
-2.6985009868512195,32.0
-5.110087333780244,81.0
-1.137396236751668,65.0
-4.222975636162368,48.0
-4.14252334098035,69.0
-1.5857807612116277,56.0
-4.8321938879430055,1.0
-2.772590756309741,47.0
0.023547521320716136,36.0
6.061643981241941,78.0
-3.036643842836355,27.0
-3.65982040332739,30.0
-2.940051433162132,79.0
-1.8523727970790147,24.0
2.2888266713869676,5.0
4.236892058501377,44.0
-2.9519893361204277,33.0
-1.6936900874516585,35.0
-5.101399250909944,49.0
-3.716375124053755,38.0
5.326358141127221,16.0
2.5479966680692128,61.0
3.040873551998176,37.0
1.8259739344102883,43.0
-3.465309718507436,60.0
-0.025329566356314892,60.0
-5.012393344373582,29.0
4.378641969443402,41.0
1.609954263738139,9.0
0.611052961685445,63.0
-3.665150800828557,18.0
5.134359202954388,20.0
4.377760788802407,53.0
-4.354843196838144,62.0
5.274377302486443,31.0
3.9332243352260687,9.0
6.2059200732994455,85.0
-3.813619515130979,75.0
2.1361532416704545,15.0
3.3038785577059007,21.0
-3.2368329888208316,67.0
-2.8972359759250725,78.0
3.5418304382233976,42.0
-1.5094748912137341,19.0
-2.54870665606373,69.0
-0.41987172819249174,12.0
-4.110053276803089,58.0
-3.3327474394673615,12.0
-2.992611157644661,2.0
2.056322111350471,32.0
-0.3182059289320449,77.0
-2.870447577731101,61.0
-4.938661338665396,73.0
-0.36220321557425716,24.0
0.7500169374882,19.0
-2.2571754929607573,68.0
4.555288226421181,62.0
-4.928699860598675,17.0
2.6965090066973403,39.0
1.7620558424087647,45.0
-2.93173672281089,6.0
-3.0919302099313515,77.0
0.5583588201189764,35.0
-3.7356263895038566,68.0
-6.655212542053753,34.0
0.7357160119327779,83.0
-3.18645064868861,7.0
1.3286041622186504,13.0
-3.881312523180976,55.0
1.4731654130413205,75.0
-0.7645276353348445,59.0
-5.631874227218446,56.0
-3.3208300377576006,69.0
-3.1493218898440194,74.0
-3.8427721963640025,6.0
-1.768826460344338,61.0
4.083617846626088,48.0
0.9904568670271465,7.0
5.281561065245274,63.0
0.285111814239984,30.0
2.9335533326044665,18.0
2.6422594459892648,82.0
-5.315015336441778,31.0
-1.8951374603832871,37.0
-4.098469621036708,61.0
-3.163159495398601,31.0
-1.3159365168880546,42.0
-3.66228776544186,56.0
-0.9430543278354624,26.0
-1.8634320984711668,60.0
-3.922180911296234,41.0
1.5152438929868872,31.0
-1.8504436054156683,10.0
-4.430422371291685,22.0
4.033017913527991,3.0
-3.328643545639727,19.0
3.8571844535982738,50.0
-1.0869642056656645,24.0
-1.9480934178126688,45.0
-2.402990739524772,67.0
-2.4922555499285703,82.0
6.188500579654237,37.0
-3.6671800431640906,44.0
-3.576786378703322,69.0
-3.184404725449941,35.0
-5.032216082129008,85.0
-5.564928101308001,57.0
-5.789096156401348,71.0
1.057864246831892,59.0
-2.993544186994429,23.0
-2.8151851167112194,78.0
2.7032148231288566,13.0
2.8111796911471396,41.0
-4.270189495303227,30.0
0.7853303116207151,80.0
-2.9052596588680526,40.0
-3.5831539891236774,43.0
-2.6406135594675684,77.0
-2.5787404130824,50.0
5.790011169804853,50.0
-4.195155749669958,10.0
0.7423567168980283,22.0
-1.3188051483578598,22.0
-2.9425232281412566,65.0
-1.8914289265606294,64.0
-4.425609811980419,32.0
-4.083785918014666,43.0
1.9359278603434282,59.0
-1.3641915790213783,70.0
5.730039139788198,12.0
-2.669317415044541,16.0
4.2489000748380885,66.0
-2.920491607662772,2.0
-2.286368162367915,56.0
-2.626022481016757,66.0
-0.0014921717493887598,14.0
-4.620301458999122,21.0
3.9496153477386207,61.0
-3.097352240342386,44.0
-2.197169920827773,5.0
-4.9193975331987865,47.0
-2.050272740386348,70.0
-4.57837732462193,7.0
-3.266650153206836,44.0
2.78158209317433,45.0
-1.2713908164688643,35.0
-3.443093005614631,77.0
-3.1856512044866987,51.0
-4.543885470281109,24.0
-3.28170910744082,42.0
7.289783145410791,24.0
-3.003862290615729,22.0
6.226541330086663,17.0
-3.296077810788482,53.0
-0.9222330739054352,57.0
-2.600453275682445,49.0
-4.796593799140942,9.0
-5.4190079558301365,34.0
-4.7603069281691175,65.0
3.1147707072723896,50.0
3.6141004251715727,5.0
-1.4041545293485573,36.0
0.48718650972664146,23.0
-0.997545831507876,43.0
0.0733479950044087,37.0
-4.196698102993355,29.0
-5.216758000506769,18.0
-4.103434863906529,13.0
-1.8082222518816948,68.0
3.1229748387554244,76.0
-4.981961118859707,25.0
1.255831519395938,83.0
1.1137795085205808,44.0
-2.397750895029304,41.0
-4.834386753841398,33.0
-5.798727270849879,69.0
-3.9768858330842476,73.0
-2.5920778867504515,26.0
2.780424501544593,56.0
4.917592922835414,26.0
-6.153293331538096,34.0
-3.860039330523129,11.0
-3.132468009077958,14.0
0.7155902542130694,38.0
4.068561563806121,2.0
-4.074397056627178,78.0
-2.096643527363712,74.0
-4.632859048231376,71.0
-2.2502133952655012,26.0
-2.5300398987915727,41.0
-2.4699293444410717,83.0
-1.8704779355069163,57.0
-3.6226425968490226,58.0
-1.2000464665831618,10.0
0.030097019400271652,3.0
-0.11840102980952949,33.0
1.2113250294936613,30.0
-0.21340621446883157,79.0
-1.020295791838948,51.0
-2.8312897415884914,62.0
-5.1707534539992395,65.0
0.8301133756234216,49.0
4.70368038933373,10.0
-4.487083992421025,55.0
-4.955493228995909,27.0
-4.957338189952118,49.0
-1.997893903356383,44.0
3.23278600199146,41.0
-5.380478663329779,67.0
-1.3605140782720189,58.0
1.5207922614499356,13.0
2.0142294177177957,26.0
1.2534553763912615,48.0
-2.8673178821035528,18.0
5.4105244058591895,46.0
-1.1939900419156904,76.0
1.0315717132328213,43.0
