empl_chge_lc2vs0_iate,unem_x0
-1.384634440744275,4.0
-2.334827599218224,0.0
-1.20821968431172,16.0
-1.1827161102210895,15.0
-1.5679835854754693,9.0
-1.5925165507688477,9.0
-2.038912207497896,10.0
-1.4989225083895987,7.0
-1.7995724412155072,21.0
-2.1547165588533885,9.0
-2.4204757909850363,3.0
-1.378077056299163,9.0
-2.1318763476817217,15.0
-1.3607954156114082,6.0
-1.4173033543601192,22.0
-1.9243771558265212,7.0
-2.0126366965981326,14.0
-1.4736391323220697,2.0
-1.374821221301019,16.0
-1.8762454931959638,23.0
-1.0940125616971814,15.0
-1.7351224346406562,15.0
-1.76830542749433,22.0
-1.5973914986671804,18.0
-1.8157980244768739,21.0
-1.2537256486380595,2.0
-1.991610634213659,2.0
-2.285873247133699,6.0
-1.7943554340246726,3.0
-1.0063457138309093,7.0
-1.5544295242991766,22.0
-1.421004546219788,8.0
-1.667581511602367,14.0
-1.452426040725868,11.0
-1.7396430669336387,3.0
-1.632952855023508,4.0
-1.6537106259363692,13.0
-1.7106519344939901,15.0
-1.9625524964671723,24.0
-2.115571527798366,24.0
-1.4026508200814407,6.0
-1.983342020502056,6.0
-1.9052365500080972,2.0
-1.3186696451494881,0.0
-1.614493704507895,24.0
-2.48082127966433,1.0
-1.8964991102333681,8.0
-1.0424585845300043,1.0
-2.362758619084626,8.0
-2.0312804150161576,21.0
-1.8096150857852416,7.0
-1.898547957854838,6.0
-1.9300613422552768,23.0
-1.318383709003376,22.0
-1.3701442053027693,5.0
-2.511140551913969,2.0
-2.087714458948569,20.0
-2.0738061355461226,23.0
-2.155927909197686,3.0
-1.5559193652120797,4.0
-1.3987058414574147,5.0
-1.686214969519058,12.0
-1.592931179137549,13.0
-0.9388010617851065,5.0
-1.1773983279625764,13.0
-1.231884876102354,0.0
-2.110246495617588,13.0
-2.1639225513386093,11.0
-1.449743983521554,13.0
-1.8186789904775287,10.0
-1.1128105327932216,2.0
-1.7389154703545358,1.0
-1.610214010011411,4.0
-1.4608299111246192,11.0
-1.0244402371535237,4.0
-1.1614297242567235,2.0
-2.208835858234664,9.0
-1.8280747900797965,20.0
-1.576705028398245,22.0
-2.1805813049925273,10.0
-1.9231585923017407,0.0
-1.3678046705015476,3.0
-1.4000926244585754,4.0
-1.0156669366078384,3.0
-2.126404025621507,24.0
-1.9486218084012155,13.0
-2.216446968848576,14.0
-1.2664737653876867,9.0
-2.38244315305501,12.0
-1.5985168181043337,8.0
-1.6395147257890537,24.0
-1.9739255570809553,21.0
-1.7140517687417538,15.0
-1.2477762504024974,18.0
-1.4389687623684604,6.0
-1.4837114061170853,1.0
-1.591969769606608,23.0
-1.8119046508837249,18.0
-2.105357490499484,3.0
-1.0181543448264518,13.0
-1.1708472709655142,17.0
-1.1015580998724912,3.0
-1.5794482721059235,23.0
-2.3705697826914642,10.0
-1.6215713334060968,8.0
-1.697341803980535,9.0
-1.1151075885077146,10.0
-1.1212344278356228,11.0
-1.1189885390573489,20.0
-1.9155700451737268,2.0
-2.285563311679255,19.0
-1.8746056948019518,3.0
-1.585874848245422,18.0
-1.6918322665100904,17.0
-1.7648690194690146,2.0
-1.468586964048829,9.0
-1.5253845167325033,3.0
-1.16785792839191,23.0
-0.9353349364280757,3.0
-1.6615350201559582,21.0
-1.8480196694422497,16.0
-2.2988025730207116,6.0
-2.025277089540188,13.0
-1.3158489497112265,22.0
-1.7958900513407283,13.0
-1.3056031713423168,16.0
-1.1348749425550122,17.0
-2.2807876095364454,3.0
-1.3195586969328752,13.0
-1.5037103208866924,14.0
-2.098045961834563,6.0
-1.9605258580483649,14.0
-1.804015539481735,16.0
-1.7636019517425159,11.0
-2.2122805771385066,15.0
-2.105587256542087,15.0
-1.3688879525198343,9.0
-2.083255596178585,5.0
-2.3064092383400814,6.0
-1.7876082306665158,6.0
-2.085533741401534,3.0
-0.774294746930373,2.0
-2.0653477002498697,21.0
-1.9496769869605688,22.0
-1.0102121897916385,18.0
-2.1393905099317982,8.0
-1.0169656185900546,12.0
-1.8288673241731486,6.0
-1.8727914448249277,2.0
-1.3882192666394864,5.0
-1.676039187551525,3.0
-1.587829505189094,24.0
-2.2146636741883747,18.0
-1.2505451541811885,21.0
-1.2577197852266626,1.0
-1.756539342199729,18.0
-1.771604264002745,3.0
-1.2275478406842548,21.0
-1.1840920402523945,8.0
-1.5250856903396048,5.0
-1.7494473880008852,19.0
-1.6973783595995553,3.0
-1.5197577068768031,17.0
-1.5420209956087683,9.0
-1.7982229316713014,15.0
-2.0233764732043573,11.0
-1.5297599673678048,18.0
-1.782747343053188,5.0
-2.393719827751412,18.0
-1.6090600698498256,15.0
-1.4550889694907663,18.0
-1.8778856301923383,19.0
-1.3237935504977538,5.0
-1.836751733086705,19.0
-1.318776842842711,3.0
-1.7228830217702527,11.0
-1.8445244780478645,5.0
-1.7076709987291008,17.0
-1.7066082471223474,19.0
-2.0304825728838773,14.0
-1.2269582920318785,5.0
-1.6270576448719043,20.0
-1.4261326288540974,5.0
-1.4596934311759409,22.0
-1.6318548371175532,20.0
-1.309152676975498,23.0
-1.060123701085686,2.0
-2.154098164526274,11.0
-1.5134176901843928,1.0
-2.050932120374607,13.0
-0.9933450230902201,15.0
-1.9898253545932953,6.0
-1.8557603990241207,1.0
-1.8251381373287985,19.0
-1.8101617755999349,7.0
-1.5494572651919172,6.0
-0.937241724432567,15.0
-1.566645196163201,1.0
-1.8167022244559596,9.0
-1.851044545048755,17.0
-1.107343955041137,4.0
-1.325912895562817,14.0
-1.037795887312281,6.0
-1.0959668564258,14.0
-1.826768936552888,0.0
-2.0996044548167347,10.0
-1.6655725288335148,10.0
-1.6972389469805604,1.0
-2.373489314559755,11.0
-1.2106135321336478,20.0
-2.0402926182233676,10.0
-1.979836298866118,1.0
-1.8816279796688749,11.0
-2.2438528696473403,1.0
-2.349022950992278,5.0
-2.086540363787715,8.0
-1.9138443279712138,1.0
-1.8711557775370649,2.0
-2.0779378171839853,19.0
-2.006781575962015,10.0
-1.1161575189843735,21.0
-1.9801707314646,12.0
-1.413484423551466,10.0
-1.7837867401956848,6.0
-1.4694785435151378,17.0
-0.7723521977920736,11.0
-1.8362298132253132,2.0
-1.8056738976821318,4.0
-2.2882837595894805,1.0
-2.100116967285931,24.0
-1.8417313607913028,16.0
-1.8248565622270778,22.0
-1.7952667335807337,0.0
-1.5678195489179259,19.0
-1.9770419978304508,13.0
-1.5344056373754145,3.0
-1.980671386657675,24.0
-2.3318306893080747,19.0
-1.930521741198195,9.0
-1.7338053794015167,21.0
-2.117199889910832,9.0
-1.5639144234712026,8.0
-2.1674914910522993,1.0
-1.255809573614555,17.0
-2.2317250528208152,7.0
-1.422091461469615,15.0
-1.7117292607621568,11.0
-1.988405505510482,9.0
-2.3847243499601194,20.0
-1.5520784971022226,6.0
-2.4224537285760035,6.0
-1.2640847883500006,15.0
-1.020514818895463,7.0
-1.5488907618555021,11.0
-1.2476129715979258,4.0
-1.8324879011116897,24.0
-2.2898327031397505,20.0
-1.6874691957247723,19.0
-1.2611316072470116,12.0
-1.4748915986699467,5.0
-1.4082779354336346,14.0
-1.8466730184384037,12.0
-1.4962182395021348,16.0
-0.9446378746788857,19.0
-1.6555306724804861,2.0
-1.9119273739492282,6.0
-2.1742602897803867,0.0
-1.3606876152917247,19.0
-2.0904517547321446,17.0
-1.7299206429720644,3.0
-2.200186879609685,5.0
-1.796011263213456,22.0
-1.7675478248844811,6.0
-2.014625318157953,19.0
-1.566867277250304,4.0
-1.705887838993784,2.0
-1.6197468867739915,3.0
-1.2668677558658736,15.0
-1.8196887758670868,6.0
-1.9277384337843366,3.0
-0.8578410903629737,7.0
-2.1381214902901453,17.0
-1.3365358915233116,21.0
-2.2009054104531764,12.0
-1.3487994346612688,16.0
-0.42485722250024927,10.0
-1.3826796450390495,3.0
-1.9834244043552798,24.0
-1.6075937601876897,4.0
-1.750283792809756,11.0
-1.5358644406590471,6.0
-1.3796670260085726,16.0
-2.035848928352252,10.0
-2.2436994709569342,1.0
-1.925141143504242,11.0
-0.9338213159428728,17.0
-2.0990118140487466,13.0
-1.8016509168952268,0.0
-1.5732128954579234,1.0
-2.4321205598950635,2.0
-1.0006479673210542,20.0
-1.7660880255207667,21.0
-1.7024418070234815,24.0
-1.583546743184336,17.0
-1.6301021840126197,4.0
-1.7542672150992236,23.0
-1.7880944310799176,9.0
-1.8281334111909446,7.0
-1.127670722544181,8.0
-1.7092429324653549,5.0
-1.6864593191006894,10.0
-1.5627683881462104,8.0
-0.9548771810205072,19.0
-1.9117726987587804,16.0
-0.8465149601771271,18.0
-1.7662277100767123,13.0
-1.6095787664020873,0.0
-2.05577442557364,9.0
-2.2010861814143565,20.0
-1.749733612418652,23.0
-1.4918873388332516,19.0
-2.1669747646193414,15.0
-1.7949526153014526,16.0
-2.021067480469902,14.0
-1.2872572246666671,11.0
-1.5093220508505651,2.0
-1.6895035307070962,8.0
-1.0819377628541011,19.0
-1.9580286326574474,14.0
-2.258159930560563,15.0
-1.7555724755292599,19.0
-2.1143117475268607,8.0
-1.7704302942929784,16.0
-1.7503131191908134,6.0
-1.4450600082112335,7.0
-1.6319832047137968,9.0
-1.158474334298486,21.0
-0.881860976389595,2.0
-1.8617070784154954,4.0
-1.1364556557302645,24.0
-2.053725419417862,17.0
-2.143637443233046,4.0
-2.3997372135602175,22.0
-2.2742071935780785,3.0
-1.4467270372998327,21.0
-1.5595845135191726,22.0
-1.8556664099534361,23.0
-2.1908032171020517,1.0
-1.4172816510439261,2.0
-1.607954954203005,15.0
-0.9733698488499934,21.0
-1.145561020450614,4.0
-2.0896254707525097,8.0
-0.9229838115942374,1.0
-2.2214259537887866,12.0
-1.5723217135333445,24.0
-1.456358976453358,3.0
-1.5216470290611315,19.0
-2.2740374068261158,21.0
-1.1300790112345642,16.0
-1.6940924813809097,4.0
-1.514187233564955,9.0
-1.5202329010665494,12.0
-2.1834463848749204,1.0
-2.2311195532123995,18.0
-2.156680189958118,2.0
-1.6754618435544248,4.0
-2.0646224718754547,16.0
-1.290894769802318,11.0
-1.4869390679227208,22.0
-2.092553114526588,16.0
-2.213679851193705,8.0
-1.0449785083494103,19.0
-1.6331362092793367,16.0
-2.370060087582269,1.0
-2.2216246994077236,5.0
-1.5474522416597825,0.0
-1.771326589632746,5.0
-2.4769643439160305,20.0
-0.9738261261722918,4.0
-1.0675896730511103,4.0
-2.2567268159124665,24.0
-2.081456599704861,21.0
-1.5453469223721625,23.0
-1.962518997233079,14.0
-1.852846542388646,9.0
-2.2632196695498794,19.0
-1.7386638217111576,11.0
-2.098762074874913,7.0
-1.6853880796505298,7.0
-2.1436649804475576,2.0
-0.9680800912928486,2.0
-1.688154491774346,19.0
-2.4589845152704606,7.0
-0.7516220875675274,16.0
-1.0380029713087688,14.0
-2.1064024037537648,21.0
-1.8053203173353216,16.0
-2.0294425813444787,23.0
-1.6973804539035382,1.0
-1.7444789062677308,10.0
-1.6147339452901135,13.0
-1.8395222868875685,1.0
-1.8344044200788705,6.0
-2.2935602266993627,20.0
-1.6632457360031345,14.0
-1.0517152081976953,19.0
-1.504255291337288,10.0
-1.298993411276679,6.0
-1.9202683880284006,16.0
-1.680034739098012,3.0
-1.5022724930448899,21.0
-1.5909204737475338,6.0
-1.5675475447219112,23.0
-1.3293319115194504,9.0
-1.5283545376829941,8.0
-1.926450450041179,23.0
-1.1043325656202605,12.0
-1.064404048677824,23.0
-1.719519960209753,6.0
-1.2391777099871342,8.0
-1.217229889024826,22.0
-0.8785781779504422,5.0
-1.6504584624041136,21.0
-1.5243877239370678,23.0
-1.5101124947597937,19.0
-1.1311225185849927,13.0
-1.8932298579093514,8.0
-0.5962452785689363,12.0
-1.6521416150144799,17.0
-2.4017281015052703,23.0
-1.4136570853014634,15.0
-1.8284469694866865,14.0
-1.7622090284758554,16.0
-2.315285483894464,21.0
-1.1272537179141033,13.0
-0.8582031742954797,13.0
-1.8406868892896953,9.0
-1.4529820190238691,17.0
-1.7746753234294272,0.0
-1.6684752577299449,5.0
-2.079374316598281,3.0
-1.239946653626183,18.0
-1.6685699089498587,17.0
-1.7639335393719762,18.0
-1.2131239340291884,24.0
-1.9331755750605892,1.0
-1.6478325450636992,6.0
-1.415260234643315,20.0
-1.9195901041361596,21.0
-1.4732784224411426,19.0
-1.303010263429608,22.0
-2.2512610667668556,14.0
-1.5011070193044418,6.0
-1.4514807149700497,16.0
-1.3154594083296873,23.0
-1.3882278394570513,9.0
-1.8948557942003146,14.0
-2.360553886459239,5.0
-1.8973888410193236,15.0
-1.999562494817983,22.0
-2.3274842273388314,7.0
-1.0155086083491833,21.0
-1.3366580115164424,1.0
-1.5153724391046974,22.0
-1.6771449435503354,16.0
-1.513763577563891,15.0
-0.8529203043524907,13.0
-1.831530293585143,0.0
-1.8586575643381633,23.0
-1.6674094624114368,23.0
-1.7184160692039758,13.0
-1.8772241985106362,17.0
-2.3623813526686765,22.0
-1.8846367700837674,2.0
-1.3098085964427328,22.0
-1.6424250077542033,16.0
-1.5056984577595145,5.0
-2.0950088087597494,15.0
-1.302046714789693,5.0
-1.401283070825325,15.0
-1.5877991773174829,7.0
-1.0527062673364425,16.0
-0.9378418731642405,22.0
-2.041914839698046,7.0
-1.9656314387312253,12.0
-1.5269692355993025,4.0
-1.2630720332664724,10.0
-1.874772792334503,20.0
-1.8944660220359149,22.0
-1.7905715958059636,4.0
-2.104682961900888,22.0
-2.0575417521156165,4.0
-1.6454042374244129,16.0
-0.8611580468874882,3.0
-2.165825804819957,22.0
-1.9011295574677527,12.0
-1.5458027847252163,0.0
-1.4632575901238372,11.0
-1.8871096732456687,20.0
-1.3502989409925665,9.0
-2.272502897789226,6.0
-1.992123714364508,21.0
-2.14650682242981,1.0
-1.9273095614226576,1.0
-1.5161102626843326,18.0
-1.9096181639708851,14.0
-1.7361558714000647,9.0
-1.7712549909403987,22.0
-2.1054805997099306,13.0
-2.0456182100599865,10.0
-2.3731006465759372,20.0
-1.8287290835765735,12.0
-1.196594473129346,18.0
-2.0197681664772253,6.0
-1.4660572859040917,17.0
-2.2012195968085986,10.0
-1.3492910915399272,9.0
-1.961561471409941,6.0
-2.3552524545401896,18.0
-2.275271350152848,14.0
-1.3424747238921502,18.0
-1.9371088356594175,16.0
-0.7284147641555055,4.0
-1.9302804063540238,23.0
-1.7114099932991051,3.0
-1.8180700530228162,22.0
-1.8795084648349585,6.0
-1.8009878364340746,15.0
-2.1530510365037405,17.0
-1.4677911715052794,11.0
-2.0892676386936544,21.0
-2.4735973286441264,13.0
-1.8551657921394944,15.0
-1.8587545516767543,15.0
-1.4702208727462271,8.0
-1.3210726594803255,10.0
-1.6929305129729066,23.0
-1.3286846522403575,19.0
-1.9229792304974773,17.0
-2.019673115036332,7.0
-2.506535032450458,7.0
-1.705751767319109,4.0
-2.1353700092933936,18.0
-2.2520484948492974,23.0
-1.6427449976350759,6.0
-1.2029685918927229,1.0
-2.2216402928549313,8.0
-1.8242227959892887,23.0
-1.8878381951560026,10.0
-0.9123102542566339,1.0
-1.8138149348755488,10.0
-1.5999125738456959,19.0
-2.102946985002249,21.0
-1.7454005256727883,4.0
-0.9580954147733771,3.0
-2.0192481529794164,12.0
-1.5068939456547867,10.0
-1.166513025575097,1.0
-2.2461629375904097,24.0
